unique_id,plate,sheet,well,RFU,population,treatment,incubator,location,time
2_A1,2,Sheet1,A1,23,14,S0,NA,NA,4.513888888888889e-4
2_A1,2,Sheet1,A1,68,14,S0,NA,NA,0.9987268518518518
2_A1,2,Sheet1,A1,254,14,S0,NA,NA,2.002997685185185
2_A1,2,Sheet1,A1,374,14,S0,NA,NA,3.0401736111111113
2_A1,2,Sheet1,A1,485,14,S0,NA,NA,4.081585648148148
2_A1,2,Sheet1,A1,575,14,S0,NA,NA,5.0851041666666665
2_A1,2,Sheet1,A1,731,14,S0,NA,NA,6.041365740740741
2_A1,2,Sheet1,A1,870,14,S0,NA,NA,7.010254629629629
2_A1,2,Sheet1,A1,1012,14,S0,NA,NA,7.994398148148147
3_A1,3,Sheet1,A1,133,17,S0,NA,NA,4.513888888888889e-4
3_A1,3,Sheet1,A1,285,17,S0,NA,NA,0.9984953703703704
3_A1,3,Sheet1,A1,643,17,S0,NA,NA,2.0023032407407406
3_A1,3,Sheet1,A1,998,17,S0,NA,NA,3.0394212962962963
3_A1,3,Sheet1,A1,1190,17,S0,NA,NA,4.080925925925926
3_A1,3,Sheet1,A1,1459,17,S0,NA,NA,5.08443287037037
3_A1,3,Sheet1,A1,1843,17,S0,NA,NA,6.040601851851853
3_A1,3,Sheet1,A1,2004,17,S0,NA,NA,7.009502314814815
3_A1,3,Sheet1,A1,2277,17,S0,NA,NA,7.994178240740741
4_A1,4,Sheet1,A1,24,3,S0,NA,NA,4.513888888888889e-4
4_A1,4,Sheet1,A1,86,3,S0,NA,NA,0.9999421296296296
4_A1,4,Sheet1,A1,351,3,S0,NA,NA,2.0014930555555557
4_A1,4,Sheet1,A1,772,3,S0,NA,NA,3.0386342592592595
4_A1,4,Sheet1,A1,1213,3,S0,NA,NA,4.080358796296296
4_A1,4,Sheet1,A1,1770,3,S0,NA,NA,5.0835995370370375
4_A1,4,Sheet1,A1,2057,3,S0,NA,NA,6.047997685185185
4_A1,4,Sheet1,A1,2477,3,S0,NA,NA,7.0090625
4_A1,4,Sheet1,A1,2585,3,S0,NA,NA,7.993368055555556
5_A1,5,Sheet1,A1,31,18,S0,NA,NA,4.513888888888889e-4
5_A1,5,Sheet1,A1,121,18,S0,NA,NA,0.9985416666666667
5_A1,5,Sheet1,A1,347,18,S0,NA,NA,2.0001273148148146
5_A1,5,Sheet1,A1,538,18,S0,NA,NA,3.037199074074074
5_A1,5,Sheet1,A1,654,18,S0,NA,NA,4.078912037037037
5_A1,5,Sheet1,A1,832,18,S0,NA,NA,5.082268518518519
5_A1,5,Sheet1,A1,1057,18,S0,NA,NA,6.046550925925925
5_A1,5,Sheet1,A1,1316,18,S0,NA,NA,7.007685185185185
5_A1,5,Sheet1,A1,1714,18,S0,NA,NA,7.991956018518518
6_A1,6,Sheet1,A1,10,19,S0,NA,NA,4.629629629629629e-4
6_A1,6,Sheet1,A1,27,19,S0,NA,NA,0.9988425925925926
6_A1,6,Sheet1,A1,90,19,S0,NA,NA,1.9999537037037038
6_A1,6,Sheet1,A1,183,19,S0,NA,NA,3.037199074074074
6_A1,6,Sheet1,A1,247,19,S0,NA,NA,4.078703703703703
6_A1,6,Sheet1,A1,324,19,S0,NA,NA,5.082048611111111
6_A1,6,Sheet1,A1,381,19,S0,NA,NA,6.04630787037037
6_A1,6,Sheet1,A1,483,19,S0,NA,NA,7.007523148148148
6_A1,6,Sheet1,A1,567,19,S0,NA,NA,7.991759259259259
7_A1,7,Sheet1,A1,10,26,S0,NA,NA,4.513888888888889e-4
7_A1,7,Sheet1,A1,45,26,S0,NA,NA,0.9982638888888888
7_A1,7,Sheet1,A1,122,26,S0,NA,NA,2.0000810185185185
7_A1,7,Sheet1,A1,299,26,S0,NA,NA,3.0366435185185185
7_A1,7,Sheet1,A1,364,26,S0,NA,NA,4.078136574074074
7_A1,7,Sheet1,A1,473,26,S0,NA,NA,5.081412037037037
7_A1,7,Sheet1,A1,595,26,S0,NA,NA,6.045706018518518
7_A1,7,Sheet1,A1,782,26,S0,NA,NA,7.0068981481481485
7_A1,7,Sheet1,A1,971,26,S0,NA,NA,7.9912731481481485
9_A1,9,Sheet1,A1,15,14,S1,1,17,4.513888888888889e-4
9_A1,9,Sheet1,A1,81,14,S1,1,17,0.9973263888888889
9_A1,9,Sheet1,A1,280,14,S1,1,17,1.9991782407407408
9_A1,9,Sheet1,A1,424,14,S1,1,17,3.0357175925925923
9_A1,9,Sheet1,A1,667,14,S1,1,17,4.0772106481481485
9_A1,9,Sheet1,A1,775,14,S1,1,17,5.0809375
9_A1,9,Sheet1,A1,959,14,S1,1,17,6.0447800925925925
9_A1,9,Sheet1,A1,1049,14,S1,1,17,7.005937500000001
9_A1,9,Sheet1,A1,1224,14,S1,1,17,7.990891203703704
10_A1,10,Sheet1,A1,83,17,S1,NA,NA,4.513888888888889e-4
10_A1,10,Sheet1,A1,302,17,S1,NA,NA,0.9972453703703703
10_A1,10,Sheet1,A1,693,17,S1,NA,NA,1.9991087962962963
10_A1,10,Sheet1,A1,968,17,S1,NA,NA,3.035671296296296
10_A1,10,Sheet1,A1,1302,17,S1,NA,NA,4.077083333333333
10_A1,10,Sheet1,A1,1463,17,S1,NA,NA,5.080798611111111
10_A1,10,Sheet1,A1,1332,17,S1,NA,NA,6.044641203703704
10_A1,10,Sheet1,A1,1570,17,S1,NA,NA,7.005798611111111
10_A1,10,Sheet1,A1,1730,17,S1,NA,NA,7.990798611111111
11_A1,11,Sheet1,A1,26,3,S1,NA,NA,4.513888888888889e-4
11_A1,11,Sheet1,A1,77,3,S1,NA,NA,0.9918634259259259
11_A1,11,Sheet1,A1,316,3,S1,NA,NA,1.9936921296296297
11_A1,11,Sheet1,A1,756,3,S1,NA,NA,3.030219907407407
11_A1,11,Sheet1,A1,1176,3,S1,NA,NA,4.071643518518519
11_A1,11,Sheet1,A1,1311,3,S1,NA,NA,5.0787152777777775
11_A1,11,Sheet1,A1,1171,3,S1,NA,NA,6.03925925925926
11_A1,11,Sheet1,A1,1323,3,S1,NA,NA,7.000428240740741
11_A1,11,Sheet1,A1,1378,3,S1,NA,NA,7.985555555555556
12_A1,12,Sheet1,A1,30,18,S1,NA,NA,4.513888888888889e-4
12_A1,12,Sheet1,A1,151,18,S1,NA,NA,0.9904050925925926
12_A1,12,Sheet1,A1,418,18,S1,NA,NA,1.992199074074074
12_A1,12,Sheet1,A1,519,18,S1,NA,NA,3.0287037037037035
12_A1,12,Sheet1,A1,716,18,S1,NA,NA,4.070069444444445
12_A1,12,Sheet1,A1,872,18,S1,NA,NA,5.07724537037037
12_A1,12,Sheet1,A1,897,18,S1,NA,NA,6.037696759259259
12_A1,12,Sheet1,A1,1222,18,S1,NA,NA,6.998888888888889
12_A1,12,Sheet1,A1,1345,18,S1,NA,NA,7.984282407407407
13_A1,13,Sheet1,A1,10,19,S1,NA,NA,4.513888888888889e-4
13_A1,13,Sheet1,A1,33,19,S1,NA,NA,0.98875
13_A1,13,Sheet1,A1,128,19,S1,NA,NA,1.9904976851851852
13_A1,13,Sheet1,A1,257,19,S1,NA,NA,3.0269328703703704
13_A1,13,Sheet1,A1,351,19,S1,NA,NA,4.068333333333333
13_A1,13,Sheet1,A1,444,19,S1,NA,NA,5.075659722222222
13_A1,13,Sheet1,A1,452,19,S1,NA,NA,6.035914351851852
13_A1,13,Sheet1,A1,555,19,S1,NA,NA,6.997233796296296
13_A1,13,Sheet1,A1,580,19,S1,NA,NA,7.98255787037037
14_A1,14,Sheet1,A1,16,26,S1,NA,NA,4.513888888888889e-4
14_A1,14,Sheet1,A1,40,26,S1,NA,NA,0.9885648148148148
14_A1,14,Sheet1,A1,196,26,S1,NA,NA,1.9903125
14_A1,14,Sheet1,A1,295,26,S1,NA,NA,3.0267013888888887
14_A1,14,Sheet1,A1,389,26,S1,NA,NA,4.06806712962963
14_A1,14,Sheet1,A1,516,26,S1,NA,NA,5.075694444444444
14_A1,14,Sheet1,A1,584,26,S1,NA,NA,6.0356597222222215
14_A1,14,Sheet1,A1,712,26,S1,NA,NA,6.997025462962963
