ancestor_id,treatment,population,phosphate_concentration.x,growth_rate_q2.5,growth_rate_q97.5,growth_rate_mean
anc2,BS,25,20,1.50223572769223,1.5382731801530367,1.5183395525777519
anc2,BS,25,21,1.5069086296611593,1.5437345055857994,1.5232864636132897
anc2,BS,25,22,1.511199696670923,1.5482779785616343,1.5278117623393281
anc2,BS,25,23,1.5150339830012631,1.5529799454470512,1.531967145542925
anc2,BS,25,24,1.5185658779234887,1.5573522076209687,1.5357961899721853
anc2,BS,25,25,1.521829796559078,1.561391277406012,1.539335886381146
anc2,BS,25,26,1.524857508990262,1.5649118368503443,1.5426178384589406
anc2,BS,25,27,1.5276731683190456,1.5682411255601312,1.5456692090512993
anc2,BS,25,28,1.5302970358958454,1.571308111207208,1.5485134737084258
anc2,BS,25,29,1.532748062457112,1.5741696530922702,1.5511710258289317
anc2,BS,25,30,1.535042781679139,1.5768498448776682,1.5536596664141737
anc2,BS,25,31,1.5371956836234406,1.5793653966457275,1.5559950033121737
anc2,BS,25,32,1.5392207985490334,1.5817310267057392,1.5581907788829474
anc2,BS,25,33,1.5411310418851485,1.5839597497705287,1.5602591406227255
anc2,BS,25,34,1.543009982251846,1.5860631165068546,1.5622108660053642
anc2,BS,25,35,1.5447689927085115,1.588051413770354,1.564055550329359
anc2,BS,25,36,1.5463073255452624,1.589933832852546,1.5658017644823181
anc2,BS,25,37,1.5477653281173644,1.591718611547107,1.5674571880972554
anc2,BS,25,38,1.549214617841802,1.5934378915484853,1.569028722465375
anc2,BS,25,39,1.5506832131475439,1.595120005612311,1.5705225867071446
anc2,BS,25,40,1.552081682176253,1.5967213070773612,1.5719444000278562
anc2,BS,25,41,1.5534142763674317,1.5982364676923404,1.5732992523514588
anc2,BS,25,42,1.5546855431662738,1.5997076840455606,1.5745917652042747
anc2,BS,25,43,1.5558996208759501,1.6011018194390678,1.5758261443834871
anc2,BS,25,44,1.557060283659467,1.6023489905228405,1.577006225675214
anc2,BS,25,45,1.558170980729627,1.6035321197051264,1.578135514669224
anc2,BS,25,46,1.559234870584333,1.604665445053131,1.5792172215408782
anc2,BS,25,47,1.5601486940073748,1.6057798936995655,1.5802542915271813
anc2,BS,25,48,1.5610178214584005,1.6068595787886824,1.5812494317062684
anc2,BS,25,49,1.561852384893688,1.6078965603244557,1.5822051345930628
anc2,BS,25,50,1.5626544059603058,1.6088933226836934,1.583123698984141
anc2,L,10,0,0,0,0
anc2,L,10,1,0.2808399572756693,0.48759997948824513,0.3767115522697134
anc2,L,10,2,0.4831893608096972,0.7526363576029249,0.6132555191502054
anc2,L,10,3,0.6361948903245133,0.9188675811807805,0.7763363666045047
anc2,L,10,4,0.7551509650087246,1.0332665395450595,0.8958171964908065
anc2,L,10,5,0.8510199442623418,1.1165335573553086,0.9872181032824809
anc2,L,10,6,0.9314613345063593,1.1793348883378891,1.0594420873059833
anc2,L,10,7,0.9981120010770657,1.2271040689072779,1.117974495430396
anc2,L,10,8,1.0537506259696832,1.2679103226756196,1.1663842704871372
anc2,L,10,9,1.1020520903370026,1.3031711310247114,1.2070957872166383
anc2,L,10,10,1.143827544645769,1.3308980216387887,1.2418146556629845
anc2,L,10,11,1.1800997990156896,1.3529492537293366,1.2717762366251282
anc2,L,10,12,1.2101364827991175,1.373303393593685,1.2978975411928577
anc2,L,10,13,1.2376617913324426,1.3926661456439373,1.3208737340461414
anc2,L,10,14,1.2627049735650582,1.4082241510076237,1.3412414907987773
anc2,L,10,15,1.2852911559369447,1.4213734557347022,1.3594217882849913
anc2,L,10,16,1.3058084990239163,1.4341155053511454,1.3757495257843069
anc2,L,10,17,1.3247536982548158,1.4453702529800876,1.3904944796259116
anc2,L,10,18,1.3411757977402925,1.455695361393045,1.4038764146827214
anc2,L,10,19,1.3566898375317717,1.4644981575196898,1.4160761708566576
anc2,L,10,20,1.3722431335887386,1.472547004379158,1.427243923148838
anc2,L,10,21,1.3842084165307846,1.4813351683944995,1.4375054223451633
anc2,L,10,22,1.3949523146949965,1.4876818322879608,1.446966770140218
anc2,L,10,23,1.4068649571809184,1.495436695228851,1.4557181153715157
anc2,L,10,24,1.4161973355544795,1.5031244450693697,1.4638365456088103
anc2,L,10,25,1.4257497225942368,1.50927035265489,1.4713883714210998
anc2,L,10,26,1.434642381070731,1.5156029383036644,1.478430947184649
anc2,L,10,27,1.4430695580129986,1.5219478510323057,1.485014134603953
anc2,L,10,28,1.4500839512941672,1.5272855890801638,1.4911814881882524
anc2,L,10,29,1.4567799742308711,1.5323956662351854,1.4969712224481981
anc2,L,10,30,1.464750223629111,1.5372396827635926,1.5024170063270874
anc2,L,10,31,1.4717245846862155,1.5433091686236136,1.5075486198443129
anc2,L,10,32,1.4778808693123129,1.5487898509958533,1.5123925000599312
anc2,L,10,33,1.48203205927282,1.5524144599087322,1.5169721975382375
anc2,L,10,34,1.4877338842453824,1.5570751997032193,1.521308759978645
anc2,L,10,35,1.4916841568157173,1.5615106034188655,1.5254210562252453
anc2,L,10,36,1.495777418280287,1.5657840801192224,1.5293260511959088
anc2,L,10,37,1.4990943194142488,1.5698393522832321,1.533039040193801
anc2,L,10,38,1.5022618635833986,1.574816026065885,1.5365738494360748
anc2,L,10,39,1.5057603148313587,1.5775976641628033,1.5399430083506085
anc2,L,10,40,1.5085921575254058,1.5809225459613123,1.5431578981729126
anc2,L,10,41,1.5139149457768366,1.5856458305327665,1.5462288805622801
anc2,L,10,42,1.5168205156839913,1.5901705745684886,1.549165409303717
anc2,L,10,43,1.519661191308254,1.5940176777864212,1.5519761276357422
anc2,L,10,44,1.5225536717361652,1.5973323953499672,1.554668953317242
anc2,L,10,45,1.5248661515933342,1.6004921234268856,1.5572511531987483
anc2,L,10,46,1.5264383671551067,1.6043595586911394,1.5597294087788038
anc2,L,10,47,1.5289117142682178,1.6082343609202991,1.5621098739920167
anc2,L,10,48,1.530625676983658,1.6110351485024546,1.5643982262821823
anc2,L,10,49,1.5322865829078478,1.6136817522277425,1.5665997118536699
anc2,L,10,50,1.5346548822831323,1.6162306876269574,1.568719185861
anc2,N,1,0,0,0,0
anc2,N,1,1,0.8284940431328395,1.0078606480384777,0.9158636233857835
anc2,N,1,2,1.0128724370186895,1.1270051611478606,1.0721579753567185
anc2,N,1,3,1.095559877972867,1.1753249524036513,1.1371650247219567
anc2,N,1,4,1.1403221535473866,1.2027001483540254,1.172804417243669
anc2,N,1,5,1.1698784840708671,1.2189670472166132,1.1953133831719296
anc2,N,1,6,1.1890625273529825,1.230483070867514,1.210820423597738
anc2,N,1,7,1.2029411745931073,1.2405934377186372,1.2221532567924946
anc2,N,1,8,1.2133937601235696,1.2477908457774611,1.2307975083945237
anc2,N,1,9,1.2213783818144663,1.2530813428007614,1.23760853581246
anc2,N,1,10,1.2275820711747671,1.2587922624461598,1.243113630101237
anc2,N,1,11,1.2321156591239781,1.2629874797067182,1.247655545477975
anc2,N,1,12,1.2360171589436013,1.2666434663959203,1.251466735723172
anc2,N,1,13,1.2391322330641776,1.2694156077502976,1.2547104210368147
anc2,N,1,14,1.242118383876839,1.2721476782473236,1.2575045780257728
anc2,N,1,15,1.2446306226373933,1.2746493758056217,1.2599366006781583
anc2,N,1,16,1.2469300487208028,1.2768008817460053,1.2620726072167423
anc2,N,1,17,1.2488392640377242,1.278621071421588,1.263963543179493
anc2,N,1,18,1.250379235648588,1.280456864085514,1.2656492976055513
anc2,N,1,19,1.2518957747086685,1.282250786928898,1.2671615481520282
anc2,N,1,20,1.2530613980400418,1.2837060145454624,1.2685257706548587
anc2,N,1,21,1.254023202847637,1.2853475075881695,1.2697626860630657
anc2,N,1,22,1.2550797185805245,1.286444495343224,1.2708893203304221
anc2,N,1,23,1.2557893175218982,1.2877202300523818,1.2719197928965071
anc2,N,1,24,1.2566667635972466,1.2888588355010342,1.272865911523717
anc2,N,1,25,1.2574582973821387,1.2900061793366615,1.2737376267925105
anc2,N,1,26,1.2581075035142586,1.2909565912182162,1.2745433834235014
anc2,N,1,27,1.2586440682643287,1.2918029407134224,1.2752903947549232
anc2,N,1,28,1.259274586717041,1.2926419694033422,1.2759848592954706
anc2,N,1,29,1.2598800513109796,1.2936098391490636,1.276632133129591
anc2,N,1,30,1.26044918333118,1.2945435167113206,1.2772368683304143
anc2,N,1,31,1.260984554778237,1.2954181787724819,1.277803124950737
anc2,N,1,32,1.2613893667995397,1.296235480728077,1.2783344622950235
anc2,N,1,33,1.2617761056504755,1.2967644564814464,1.2788340138106673
anc2,N,1,34,1.262231018537913,1.2972471191590915,1.279304548928779
anc2,N,1,35,1.262660237778589,1.2977025303981522,1.2797485244328155
anc2,N,1,36,1.262924298306277,1.2982379581075179,1.2801681273671983
anc2,N,1,37,1.2631201629622766,1.298835598310764,1.2805653110680126
anc2,N,1,38,1.26339669499194,1.299256995269746,1.2809418255685487
anc2,N,1,39,1.263748420754566,1.299657036968188,1.2812992433782806
anc2,N,1,40,1.2640827422382888,1.3000373066320559,1.28163898143629
anc2,N,1,41,1.2643901383517586,1.3003992347594715,1.2819623198854722
anc2,N,1,42,1.264583656238151,1.3007441171034038,1.282270418192007
anc2,N,1,43,1.2647682285683288,1.3010731301720035,1.2825643290379651
anc2,N,1,44,1.2649444616055896,1.3013851112609713,1.2828450103378783
anc2,N,1,45,1.2651129080394785,1.3016807071999859,1.283113335668334
anc2,N,1,46,1.265274072775581,1.3020065680468276,1.2833701033498404
anc2,N,1,47,1.2654284179903461,1.3023197843814442,1.2836160443798625
anc2,N,1,48,1.265576367557538,1.3026807586212636,1.2838518293830727
anc2,N,1,49,1.265718847826582,1.3030276029611865,1.2840780747179874
anc2,N,1,50,1.2658798792463302,1.3033607477743923,1.2842953478570835
anc2,none,anc2,0,0,0,0
anc2,none,anc2,1,0.6225466327130117,0.6768022600532031,0.6477904487044754
anc2,none,anc2,2,0.8818327006412922,0.9274213148052305,0.9037045515780319
anc2,none,anc2,3,1.024378968512594,1.059106489025728,1.0408206220336633
anc2,none,anc2,4,1.1140764282035027,1.1401946218690224,1.1262867701064845
anc2,none,anc2,5,1.1752249201914942,1.1956161311123625,1.1846640439810083
anc2,none,anc2,6,1.218959884713537,1.2365716080695484,1.2270704359843247
anc2,none,anc2,7,1.2515832977229218,1.2686592165394215,1.2592716436379578
anc2,none,anc2,8,1.2769453041835632,1.2942136024397293,1.284556021892262
anc2,none,anc2,9,1.296559714945419,1.3149904521396996,1.304936118306304
anc2,none,anc2,10,1.312396344804475,1.3320787570626225,1.3217127153872443
anc2,none,anc2,11,1.325431316298328,1.34681922262836,1.3357639349023098
anc2,none,anc2,12,1.3369540280226475,1.3594583457008107,1.3477040123767483
anc2,none,anc2,13,1.3463631382683228,1.3705733449058335,1.3579754985259898
anc2,none,anc2,14,1.354781383670571,1.3804210537792285,1.366905326954978
anc2,none,anc2,15,1.361947335594101,1.3889319531737878,1.374740256384143
anc2,none,anc2,16,1.3683158181744046,1.3963581833512322,1.3816700281568774
anc2,none,anc2,17,1.3739844730452462,1.403069873923304,1.3878429354929105
anc2,none,anc2,18,1.3790555261961528,1.409064372088783,1.3933765552332216
anc2,none,anc2,19,1.3834380276287486,1.4145360723376341,1.3983653093240076
anc2,none,anc2,20,1.3875724120631363,1.4194368492358735,1.4028858973923433
anc2,none,anc2,21,1.3913062848096291,1.4238859829881654,1.4070012683606614
anc2,none,anc2,22,1.394672380450224,1.427929322281765,1.4107635698124306
anc2,none,anc2,23,1.3977670684377153,1.4316636146537018,1.414216369452351
anc2,none,anc2,24,1.4006160858017203,1.435116175741804,1.417396349970747
anc2,none,anc2,25,1.4032474588498054,1.4383072718793222,1.4203346174120461
anc2,none,anc2,26,1.4056852097019168,1.4412655208389529,1.4230577221086516
anc2,none,anc2,27,1.407949950725715,1.4440113193176007,1.4255884632491194
anc2,none,anc2,28,1.410059468788721,1.4465794321775072,1.4279465287523676
anc2,none,anc2,29,1.4120291933588194,1.448955289962228,1.4301490084819026
anc2,none,anc2,30,1.4138725745290943,1.451191138697595,1.4322108091163626
anc2,none,anc2,31,1.415633285386543,1.4532889949333907,1.434144991981771
anc2,none,anc2,32,1.4172902129959144,1.455261156618707,1.435963050034205
anc2,none,anc2,33,1.41885175161212,1.457112597633882,1.4376751364070257
anc2,none,anc2,34,1.4202792968205278,1.4588280867703,1.4392902541243207
anc2,none,anc2,35,1.4216589283538905,1.4604476269960978,1.440816414466797
anc2,none,anc2,36,1.4229799530185412,1.4619797256662503,1.442260769871227
anc2,none,anc2,37,1.4242332113434433,1.4634587012467108,1.443629726016488
anc2,none,anc2,38,1.4254252946831156,1.4648328741586094,1.444929036802323
anc2,none,anc2,39,1.4265580916911105,1.4661358331947565,1.4461638851914598
anc2,none,anc2,40,1.427635917820762,1.467379592825714,1.4473389523104514
anc2,none,anc2,41,1.4286626796176172,1.4686226428768212,1.4484584767517061
anc2,none,anc2,42,1.4296419220309133,1.4698286692051434,1.449526305660383
anc2,none,anc2,43,1.4305768693047773,1.4709804475917707,1.4505459389039126
anc2,none,anc2,44,1.431470069411551,1.4720815576969752,1.4515205673927762
anc2,none,anc2,45,1.432318220560774,1.473135271011232,1.4524531064365798
anc2,none,anc2,46,1.4330815258433471,1.4741318387197908,1.4533462248699744
anc2,none,anc2,47,1.4338708861345404,1.4750640734904026,1.4542023705613374
anc2,none,anc2,48,1.4346293989392234,1.4759585723238686,1.4550237928176988
anc2,none,anc2,49,1.4353577067047458,1.4768164696495443,1.4558125621177425
anc2,none,anc2,50,1.436057578419897,1.4776404394343576,1.4565705875373918
anc2,P,17,0,0,0,0
anc2,P,17,1,1.1307219986606512,1.2236946709827974,1.1719672196656994
anc2,P,17,2,1.2498677348955296,1.2995290548760177,1.2713005244117148
anc2,P,17,3,1.2941715967003016,1.3273713234332656,1.308335382756787
anc2,P,17,4,1.3167887863646235,1.3419524847847366,1.327689871316259
anc2,P,17,5,1.3302472982731566,1.3514911649855932,1.3395853544981864
anc2,P,17,6,1.3389259955356458,1.358491333096963,1.3476371812504777
anc2,P,17,7,1.3449168154127507,1.3641418026605412,1.3534491980037768
anc2,P,17,8,1.349721445250667,1.3680214869579617,1.3578418825993799
anc2,P,17,9,1.3528963962357765,1.3719404910593322,1.3612785787891446
anc2,P,17,10,1.3554548743536305,1.3745466060290055,1.3640407422289467
anc2,P,17,11,1.3577088351391728,1.3768370369265508,1.3663092161290247
anc2,P,17,12,1.3594913910761455,1.3788738932585416,1.3682055009171454
anc2,P,17,13,1.3610868079433553,1.3806444965686389,1.3698142501493498
anc2,P,17,14,1.3623366204713396,1.3822969154290268,1.3711962541611888
anc2,P,17,15,1.3635230679430574,1.3837322150975466,1.3723962951087454
anc2,P,17,16,1.3645833471468256,1.3851696120787869,1.3734480908852735
anc2,P,17,17,1.3653380677369353,1.3863832873535418,1.374377513385748
anc2,P,17,18,1.36594169657378,1.3871616839425092,1.3752047452076894
anc2,P,17,19,1.3665486130321565,1.3879651766802514,1.3759457620240132
anc2,P,17,20,1.3671403396632764,1.3887925758973239,1.376613374424619
anc2,P,17,21,1.3676663913265104,1.3895212172726266,1.3772179747554163
anc2,P,17,22,1.36817554448737,1.390201691942561,1.377768082016444
anc2,P,17,23,1.3686075573578085,1.390851600856078,1.3782707457763366
anc2,P,17,24,1.3690155804371094,1.39143350715172,1.3787318499007035
anc2,P,17,25,1.3693913736953496,1.3919488897201466,1.3791563439351313
anc2,P,17,26,1.369735770952282,1.3923702756661815,1.3795484214792268
anc2,P,17,27,1.3700523744279518,1.3927648356670732,1.3799116591988063
anc2,P,17,28,1.370333579610904,1.3931776096929775,1.3802491262504162
anc2,P,17,29,1.3705509295661689,1.3935836106391577,1.380563471213584
anc2,P,17,30,1.3707033511475144,1.39396275841041,1.3808569917459874
anc2,P,17,31,1.3709002919275823,1.394317631853898,1.3811316908390665
anc2,P,17,32,1.371129698844022,1.394650489846474,1.38138932258794
anc2,P,17,33,1.3713467179765508,1.3949627172917265,1.3816314296871406
anc2,P,17,34,1.3715530847058282,1.3952538752220556,1.381859374346213
anc2,P,17,35,1.3717487375747068,1.3955285071828156,1.3820743639341004
anc2,P,17,36,1.3719137527143028,1.3957879813534495,1.382277472371899
anc2,P,17,37,1.3720645263009117,1.396021220010144,1.3824696580742353
anc2,P,17,38,1.3722073950389981,1.3962055017456576,1.3826517790718842
anc2,P,17,39,1.3723429647087164,1.3963803782971804,1.3828246058191078
anc2,P,17,40,1.3724717807341869,1.3965465517665492,1.3829888320889725
anc2,P,17,41,1.3725943355176722,1.3967046560692897,1.383145084281583
anc2,P,17,42,1.3727110747296698,1.3968552650160022,1.3832939294085558
anc2,P,17,43,1.3728224027243117,1.3970065215839633,1.3834358819682822
anc2,P,17,44,1.3729286872187596,1.3971701780416435,1.3835714098876817
anc2,P,17,45,1.373030263350715,1.3973265967180062,1.383700939675057
anc2,P,17,46,1.373127437208376,1.3974762473667768,1.383824860903598
anc2,P,17,47,1.3732204889111652,1.3976195599512846,1.383943530124829
anc2,P,17,48,1.3733096753065472,1.3977569287701428,1.3840572742948056
anc2,P,17,49,1.3733952323376084,1.3978887160800313,1.3841663937823934
anc2,P,17,50,1.3734774556370088,1.398015255285674,1.3842711650179238
anc2,S,14,0,0,0,0
anc2,S,14,1,0.9256808793658947,1.1157306992711582,1.017997063141007
anc2,S,14,2,1.109211551037027,1.2258132961313732,1.1674060277234617
anc2,S,14,3,1.1876865504974876,1.2678402321389257,1.2278372657300278
anc2,S,14,4,1.230287543465908,1.2910428306986053,1.2605550656467417
anc2,S,14,5,1.2573122786291946,1.3053079468239586,1.2810703751047243
anc2,S,14,6,1.2748789844111534,1.3164089014101723,1.2951376454316048
anc2,S,14,7,1.2879968982170817,1.3250607072061555,1.3053842607756643
anc2,S,14,8,1.297504818642403,1.332110908649277,1.3131807580660033
anc2,S,14,9,1.3050148828788062,1.3374724032060086,1.3193121319938057
anc2,S,14,10,1.3101511429222572,1.3417969888072683,1.3242603789157028
anc2,S,14,11,1.3141569310299674,1.3452333617451149,1.3283378291697596
anc2,S,14,12,1.3174064320091903,1.3486912542882772,1.3317557657876522
anc2,S,14,13,1.3202261133495143,1.3512497080979147,1.3346622322578174
anc2,S,14,14,1.3228701394317042,1.3538649573643773,1.3371640463690653
anc2,S,14,15,1.3246576809688784,1.356279661758737,1.3393402166958728
anc2,S,14,16,1.3263233681328774,1.3584222724554684,1.3412504396569815
anc2,S,14,17,1.328055670767471,1.3598890708895355,1.3429406604276148
anc2,S,14,18,1.3294550273127737,1.3616503485618128,1.344446816944733
anc2,S,14,19,1.3303878512762664,1.363350889502252,1.3457974238229642
anc2,S,14,20,1.3312450298601404,1.3646567911785403,1.3470153949592367
anc2,S,14,21,1.3323013797446466,1.3660342611398,1.3481193542735939
anc2,S,14,22,1.3330500400081655,1.3673714049887615,1.3491245948005834
anc2,S,14,23,1.3338753167352753,1.3686118585883666,1.3500437914866736
anc2,S,14,24,1.3344812440046565,1.3697640565308162,1.3508875384552816
anc2,S,14,25,1.334977815673212,1.3707115133496393,1.3516647591823445
anc2,S,14,26,1.3354522714693868,1.3717625474793864,1.3523830233257472
anc2,S,14,27,1.3359208914011234,1.3724659944720607,1.3530487940870102
anc2,S,14,28,1.336390863556104,1.3732890119502899,1.3536676232488902
anc2,S,14,29,1.3368120405441606,1.3740561574129333,1.3542443063619618
anc2,S,14,30,1.337205378880325,1.3747729335381986,1.3547830072670308
anc2,S,14,31,1.3375735503543544,1.3754441433811277,1.3552873587969982
anc2,S,14,32,1.3379188954578207,1.376073998137873,1.355760544810158
anc2,S,14,33,1.3382434731907642,1.3766662055863013,1.3562053674716137
anc2,S,14,34,1.3385522363646065,1.3772240431281333,1.3566243027876999
anc2,S,14,35,1.3388444867699114,1.3777504184722908,1.3570195467185509
anc2,S,14,36,1.3391206183411004,1.3782479203321751,1.3573930536824554
anc2,S,14,37,1.3393819288220665,1.378718861002898,1.3577465688773136
anc2,S,14,38,1.3396295802873965,1.3791653122963383,1.3580816555473147
anc2,S,14,39,1.3398646164198142,1.379589136012287,1.358399718093682
anc2,S,14,40,1.3400879772128715,1.3799920098909777,1.3587020217501922
anc2,S,14,41,1.3403005115356845,1.3804492498759857,1.3589897094047925
anc2,S,14,42,1.3405029879138353,1.3808913693025255,1.3592638160388628
anc2,S,14,43,1.340696103815072,1.3812741898536882,1.3595252811686793
anc2,S,14,44,1.340880493676269,1.3815359364081627,1.3597749596042967
anc2,S,14,45,1.3410567358663237,1.3818506897341607,1.3600136307854707
anc2,S,14,46,1.341225358745987,1.3821794454347387,1.3602420069094565
anc2,S,14,47,1.3413868459583937,1.3824931536400236,1.360460740029224
anc2,S,14,48,1.3415453920286597,1.3827939246232903,1.360670428271104
anc2,S,14,49,1.341711598194117,1.383082542506323,1.360871621296732
anc2,S,14,50,1.3418711948883741,1.3833237971467642,1.361064825114314
anc3,B,7,0,0,0,0
anc3,B,7,1,0.769230325834604,0.94848772106777,0.8556927014183326
anc3,B,7,2,0.969847679743449,1.0900797128907465,1.0317254461851713
anc3,B,7,3,1.063565735525938,1.1496116755335264,1.1080872273820597
anc3,B,7,4,1.1166911476134054,1.1808461610248642,1.150780071065934
anc3,B,7,5,1.1520456346009333,1.2009145868335538,1.1780545211721967
anc3,B,7,6,1.176400913141097,1.2153426362636748,1.1969869526750057
anc3,B,7,7,1.1937366040243913,1.226582175476944,1.2108974039001925
anc3,B,7,8,1.2064997463197469,1.2352795099217857,1.2215502863613699
anc3,B,7,9,1.2161325083938384,1.2428739061928458,1.229970050823836
anc3,B,7,10,1.2237409914614759,1.2485706476277472,1.2367923112766892
anc3,B,7,11,1.2298006462452622,1.2539234329039408,1.2424323497230738
anc3,B,7,12,1.2349283454068003,1.2589934150667081,1.2471729783588172
anc3,B,7,13,1.239027854122242,1.263725024170977,1.2512134610670804
anc3,B,7,14,1.242351187897298,1.2675818567529313,1.2546982450196529
anc3,B,7,15,1.2448323040655367,1.271256195562207,1.2577345981938561
anc3,B,7,16,1.2471843317059117,1.2745190808057036,1.2604038484746038
anc3,B,7,17,1.2489828427180043,1.2774063432219742,1.2627687780508319
anc3,B,7,18,1.2507168764265186,1.2799608886893323,1.2648786247895873
anc3,B,7,19,1.2521798664030583,1.2819930304447817,1.2667725478875094
anc3,B,7,20,1.2533442326269875,1.284252831300643,1.268482081178841
anc3,B,7,21,1.2545721759114772,1.2862232003294598,1.2700329030887532
anc3,B,7,22,1.2557516349168043,1.2879370394909666,1.2714461354522928
anc3,B,7,23,1.2567234777299952,1.2895591030103306,1.272739311296197
anc3,B,7,24,1.2576581520453363,1.2909967125153488,1.2739271060093584
