population,well_plate,term,estimate,std.error,statistic,p.value,conf.low,conf.high,light,ancestor_id,treatment,note
1,B09_1,K,10,85.05782067724611,0.11756708460642594,0.9102475656271513,-198.12898944771712,218.12898944771712,0.25,anc2,N,NA
1,B09_1,r,0.14939940286893771,1.5869119879499356,0.09414473140501035,0.9280594011731642,-3.733634347169782,4.032433152907657,0.25,anc2,N,NA
1,B09_10,K,24.932677053927097,26.498761134607694,0.9408997246050392,0.3830765845092794,-39.90745560700417,89.77280971485835,12.5,anc2,N,NA
1,B09_10,r,0.4466652225127389,0.31418140314393733,1.4216793802658847,0.20495293611496407,-0.3221089762495165,1.2154394212749944,12.5,anc2,N,NA
1,B09_13,K,3e3,45799.471754263424,0.06550293890061588,0.949901548364362,-109067.27021168642,115067.27021168642,27.5,anc2,N,NA
1,B09_13,r,0.8642333554359795,0.11269027322887902,7.669103381093793,2.570152863352948e-4,0.5884901903634707,1.1399765205084882,27.5,anc2,N,NA
1,B09_16,K,3e3,1495.5189564335496,2.0059926269034216,0.09166203349445884,-659.4030581092088,6659.403058109208,50,anc2,N,NA
1,B09_16,r,1.325101012260314,0.04430946873999993,29.905594671779316,9.271837397567287e-8,1.2166796480824706,1.4335223764381573,50,anc2,N,NA
1,B09_19,K,931.7913157466147,192.510162125623,4.840218851088868,0.0028801458891042067,460.73591857558847,1402.846712917641,82.5,anc2,N,NA
1,B09_19,r,1.5136622643444788,0.09410280602429591,16.085197969056036,3.669464509912237e-6,1.2834009930576329,1.7439235356313247,82.5,anc2,N,NA
1,B09_22,K,742.4615597057442,125.79286495792557,5.902254948673585,0.001051163522797196,434.6575076507175,1050.265611760771,125,anc2,N,NA
1,B09_22,r,1.9848187508289574,0.1534609782756834,12.93370323277459,1.3145428083774675e-5,1.6093132643978871,2.3603242372600275,125,anc2,N,NA
1,B09_25,K,711.6204225477585,105.54087127514407,6.742605153339796,5.185531068668855e-4,453.3712138444429,969.8696312510741,175,anc2,N,NA
1,B09_25,r,1.9893012336821418,0.16371093133876843,12.151303626546866,1.888578061732326e-5,1.588715015627329,2.3898874517369544,175,anc2,N,NA
1,B09_28,K,576.6432436994124,117.64203492126403,4.901676888582816,0.002706306268467265,288.78355425776124,864.5029331410636,250,anc2,N,NA
1,B09_28,r,1.6415442586130502,0.1363220875100012,12.041660222468492,1.9903940681985894e-5,1.3079761271120067,1.9751123901140937,250,anc2,N,NA
1,B09_4,K,10,2757.674610043105,0.0036262436342493977,0.9972242425388474,-6737.786684916055,6757.786684916055,1.5,anc2,N,NA
1,B09_4,r,0.02999119413489308,5.756116307695721,0.005210317605083124,0.9960117024496443,-14.054718015734585,14.114700404004372,1.5,anc2,N,NA
1,B09_7,K,3e3,4381830.185071956,6.846454274335908e-4,0.999475927562784,-10718952.209557323,10724952.209557323,5,anc2,N,NA
1,B09_7,r,0.13387934284559297,0.48229024957510347,0.2775908137548713,0.7906432429822182,-1.0462423845313926,1.3140010702225784,5,anc2,N,NA
1,C06_1,K,3e3,5618935.888794279,5.339089214352552e-4,0.9995913111393291,-13746040.817114512,13752040.817114512,0.25,anc2,N,NA
1,C06_1,r,0.14040271476276078,0.5479289053927614,0.25624257705863973,0.8063228975982544,-1.2003310174276778,1.4811364469531991,0.25,anc2,N,NA
1,C06_10,K,85.01895812551449,359.2672800222591,0.23664542487767595,0.8208040205542212,-794.0764070895694,964.1143233405984,12.5,anc2,N,NA
1,C06_10,r,0.31362730238591696,0.20191514945771338,1.5532628593160573,0.1713513670213373,-0.18044126974786956,0.8076958745197035,12.5,anc2,N,NA
1,C06_13,K,3e3,4365.664308700005,0.6871806414482041,0.5176346835104827,-7682.3957350786495,13682.39573507865,27.5,anc2,N,NA
1,C06_13,r,1.1416364829772367,0.03794122679490024,30.08960382721959,8.938698734985814e-8,1.0487976454858163,1.2344753204686572,27.5,anc2,N,NA
1,C06_16,K,2744.0903578055163,415.1461273965203,6.60993846917074,5.77007726725058e-4,1728.2643787220318,3759.916336889001,50,anc2,N,NA
1,C06_16,r,1.491950533021564,0.023307553048346804,64.01146143170047,9.774378447956803e-10,1.4349190052463743,1.548982060796754,50,anc2,N,NA
1,C06_19,K,843.418880189024,161.0275179249436,5.2377313583269,0.0019426357393809595,449.3987382180206,1237.4390221600274,82.5,anc2,N,NA
1,C06_19,r,1.6625453481467205,0.10421541710799162,15.952969284994882,3.851959523669647e-6,1.4075394089531597,1.9175512873402814,82.5,anc2,N,NA
1,C06_22,K,854.376873562579,82.55309768352322,10.349422341944464,4.760236871432511e-5,652.3767204920377,1056.3770266331203,125,anc2,N,NA
1,C06_22,r,1.6236358489566194,0.05233010045458101,31.02680550681965,7.443847339475522e-8,1.4955887059826984,1.7516829919305403,125,anc2,N,NA
1,C06_25,K,1738.5647670010524,657.5474476697713,2.6440141668288883,0.038334109399650554,129.60412460776297,3347.5254093943418,175,anc2,N,NA
1,C06_25,r,1.311717601440197,0.04633407778959335,28.30999696156269,1.285763790210381e-7,1.1983421973849682,1.4250930054954258,175,anc2,N,NA
1,C06_28,K,792.4324598026124,111.93650543033135,7.079303188501073,3.9834882192426e-4,518.5336980893815,1066.3312215158433,250,anc2,N,NA
1,C06_28,r,1.793277476358428,0.10592055269864271,16.93040142511839,2.7144206259199044e-6,1.534099220680294,2.052455732036562,250,anc2,N,NA
1,C06_4,K,10,71.77715431070433,0.13932009559354558,0.8937560135961543,-165.63236952432362,185.63236952432362,1.5,anc2,N,NA
1,C06_4,r,0.18178198971836054,1.7094059044357721,0.10634220301138002,0.9187772472011597,-4.000983576262715,4.364547555699436,1.5,anc2,N,NA
1,C06_7,K,3e3,1386627.707084408,0.0021635223244658424,0.9983438997129237,-3389955.7695908123,3395955.7695908123,5,anc2,N,NA
1,C06_7,r,0.31766061317827465,0.33984653019681654,0.9347178357075081,0.38600835864013505,-0.5139138891308122,1.1492351154873615,5,anc2,N,NA
1,E02_1,K,10,19.070787337174767,0.5243621997979578,0.6188258118689398,-36.66453554599834,56.66453554599834,0.25,anc2,N,NA
1,E02_1,r,0.31360851660193323,0.9626466476100048,0.32577739441625814,0.7556546946195322,-2.0419029738999623,2.6691200071038286,0.25,anc2,N,NA
1,E02_10,K,3e3,225915.76820230793,0.013279285566793617,0.9898355129617589,-549795.970574747,555795.970574747,12.5,anc2,N,NA
1,E02_10,r,0.4151174796636662,0.11144631645953479,3.724820100396874,0.009796411407969344,0.14241816715237793,0.6878167921749545,12.5,anc2,N,NA
1,E02_13,K,3e3,8473.671438832289,0.3540378006930859,0.7354199112957162,-17734.327066387366,23734.327066387366,27.5,anc2,N,NA
1,E02_13,r,1.0198490638844833,0.03754531923148384,27.163148023769715,1.6450882247619583e-7,0.9279789773019443,1.1117191504670223,27.5,anc2,N,NA
1,E02_16,K,403.41681864731174,51.09108545890847,7.896031470534556,2.187671520972331e-4,278.4014361500482,528.4322011445753,50,anc2,N,NA
1,E02_16,r,1.6475069062256795,0.10676773872692384,15.430755824467267,4.6838253690868175e-6,1.38625566101482,1.908758151436539,50,anc2,N,NA
1,E02_19,K,682.9830746326311,116.96670264012683,5.839123949094942,0.001111837525046155,396.77586375315525,969.1902855121069,82.5,anc2,N,NA
1,E02_19,r,1.5803258822094572,0.10405555200313474,15.187328804539415,5.141973656170787e-6,1.3257111188355553,1.8349406455833592,82.5,anc2,N,NA
1,E02_22,K,968.6798446592884,103.27090900726837,9.379987587705955,8.333379127680491e-5,715.9850335308897,1221.374655787687,125,anc2,N,NA
1,E02_22,r,1.3191095995315825,0.02287251966507616,57.672246820524926,1.825777457909011e-9,1.2631425600975612,1.3750766389656037,125,anc2,N,NA
1,E02_25,K,690.1887556069884,111.94328776713475,6.165521572340488,8.357947374804155e-4,416.27339811345473,964.104113100522,175,anc2,N,NA
1,E02_25,r,1.6353194726561902,0.10963042331374047,14.916657468121153,5.71387137281463e-6,1.3670634906037589,1.9035754547086214,175,anc2,N,NA
1,E02_28,K,435.51308770999225,94.78566066143652,4.5947149038249036,0.0037125838154684113,203.58093131891775,667.4452441010667,250,anc2,N,NA
1,E02_28,r,1.6536255371719455,0.191664998677586,8.627686581177153,1.334982330582615e-4,1.1846381804580757,2.1226128938858153,250,anc2,N,NA
1,E02_4,K,3e3,10903718.289364275,2.7513550152210604e-4,0.9997893932565831,-26677437.50379159,26683437.50379159,1.5,anc2,N,NA
1,E02_4,r,0.10252612288181034,0.7276969452254642,0.1408912371482395,0.892567029359217,-1.6780841564323692,1.88313640219599,1.5,anc2,N,NA
1,E02_7,K,10,1.2943261871266298,7.726027719642865,2.4674203933166845e-4,6.83289791347257,13.16710208652743,5,anc2,N,NA
1,E02_7,r,1.0414550651182328,0.3777841590846104,2.7567462533149345,0.032995759543293854,0.1170505290792635,1.9658596011572023,5,anc2,N,NA
1,F11_1,K,10,9.812861578008874,1.0190707288086598,0.3474877148653208,-14.011207288875035,34.011207288875035,0.25,anc2,N,NA
1,F11_1,r,0.46369718637876717,0.4148293209410947,1.1178023417602432,0.30640000955055674,-0.5513535952344173,1.4787479679919515,0.25,anc2,N,NA
1,F11_10,K,11.850551278850809,3.03050396958905,3.9104226220359637,0.007888554553382113,4.43517520072149,19.26592735698013,12.5,anc2,N,NA
1,F11_10,r,0.7959581441341084,0.4749168258909209,1.6759948284437587,0.1447558112355556,-0.3661214654465377,1.9580377537147544,12.5,anc2,N,NA
1,F11_13,K,3e3,13727.939614294306,0.21853242979567236,0.8342577841992784,-30591.058134019222,36591.05813401922,27.5,anc2,N,NA
1,F11_13,r,0.9485838958205616,0.046531350089485675,20.38590958560873,9.056886271261432e-7,0.8347257838368236,1.0624420078042995,27.5,anc2,N,NA
1,F11_16,K,2615.08566432925,639.8832383315375,4.086816949835959,0.006452348681509117,1049.3477851067903,4180.82354355171,50,anc2,N,NA
1,F11_16,r,1.4743537055244766,0.028457114084560593,51.80967054998691,3.4697110130618506e-9,1.404721655821581,1.5439857552273724,50,anc2,N,NA
1,F11_19,K,779.5209306827649,120.51972786883714,6.467994447607163,6.480913782300338e-4,484.61978026374067,1074.422081101789,82.5,anc2,N,NA
1,F11_19,r,1.6854311708356438,0.07567177910715274,22.27291588385995,5.357148272432902e-7,1.5002689977411274,1.87059334393016,82.5,anc2,N,NA
1,F11_22,K,1302.2396639443698,175.3078351922028,7.428302691186787,3.0629474460262097e-4,873.2768444139997,1731.20248347474,125,anc2,N,NA
1,F11_22,r,1.580452265437338,0.039581364479594115,39.929201183858346,1.6492163549555216e-8,1.4836001556077307,1.6773043752669454,125,anc2,N,NA
1,F11_25,K,802.4413303623766,68.12598673289683,11.778784702356345,2.261567761559798e-5,635.7430460547064,969.1396146700467,175,anc2,N,NA
1,F11_25,r,1.4663723550666152,0.03793315170860049,38.656749809010684,2.0016278677287635e-8,1.3735532765995606,1.5591914335336698,175,anc2,N,NA
1,F11_28,K,455.36737852281544,38.07895096321614,11.958506392749515,2.071872417416176e-5,362.19154213175375,548.5432149138771,250,anc2,N,NA
1,F11_28,r,1.5832243258226393,0.05721913325628904,27.66949157952554,1.4736566746315095e-7,1.4432141505455824,1.7232345010996961,250,anc2,N,NA
1,F11_4,K,3e3,9240330.927945018,3.246636969383063e-4,0.9997514811314985,-22607275.256090052,22613275.256090052,1.5,anc2,N,NA
1,F11_4,r,0.1352902064206312,0.687487722959966,0.19678926896053017,0.8504890878676645,-1.5469316504067787,1.817512063248041,1.5,anc2,N,NA
1,F11_7,K,3e3,2891230.205677508,0.0010376205928220108,0.9992057373540857,-7071585.454660598,7077585.454660598,5,anc2,N,NA
1,F11_7,r,0.19316552753736832,0.4242717101633117,0.4552873144971522,0.6649133235877455,-0.8449899481667824,1.231321003241519,5,anc2,N,NA
10,C02_12,K,3e3,660048.1692795234,0.004545122825315393,0.9965208790562923,-1612079.6877366065,1618079.6877366065,12.5,anc2,L,NA
10,C02_12,r,0.26997961867374415,0.1276598185731426,2.1148363023801378,0.07884403330422814,-0.042392704307895046,0.5823519416553833,12.5,anc2,L,NA
