population,well_plate,term,estimate,std.error,statistic,p.value,conf.low,conf.high,light,ancestor_id,treatment,note
10,C02_15,K,3e3,10363.674439284032,0.28947262069795904,0.7819621413874616,-22358.997806892283,28358.997806892283,27.5,anc2,L,NA
10,C02_15,r,0.9193854088278294,0.03437712214699635,26.744106295359554,1.8047240607791683e-7,0.8352676212380858,1.003503196417573,27.5,anc2,L,NA
10,C02_18,K,896.306789718153,220.85292369047713,4.058387703186202,0.006662630695823274,355.8991533799091,1436.7144260563969,50,anc2,L,NA
10,C02_18,r,1.2934942754791194,0.04464699100678225,28.97158904353995,1.1203374216290525e-7,1.1842470240666612,1.4027415268915777,50,anc2,L,NA
10,C02_21,K,2644.3129979377095,398.5400505854705,6.634999403580927,2.945836540031074e-4,1701.9155290922909,3586.710466783128,82.5,anc2,L,NA
10,C02_21,r,1.6139866537036651,0.02834438695610689,56.942020167979905,1.3515471937664075e-10,1.5469628289107247,1.6810104784966056,82.5,anc2,L,NA
10,C02_24,K,850.8492266544908,87.31042929551586,9.745104147577353,6.709473951068238e-5,637.2083024827382,1064.4901508262435,125,anc2,L,NA
10,C02_24,r,1.8345259874472513,0.07753763335506933,23.65981405501993,3.7417953002038874e-7,1.6447982334809987,2.024253741413504,125,anc2,L,NA
10,C02_27,K,654.6909266123187,91.30452022647215,7.170410895193582,3.7156353730304314e-4,431.2768140070584,878.1050392175789,175,anc2,L,NA
10,C02_27,r,2.198324840021016,0.1654925011815774,13.283531424840977,1.125346309394192e-5,1.7933792776041912,2.6032704024378406,175,anc2,L,NA
10,C02_3,K,10,105.24615015320369,0.09501535196720542,0.927396437046631,-247.528052097257,267.528052097257,0.25,anc2,L,NA
10,C02_3,r,0.1149504005098,0.9631900417235119,0.1193434270812333,0.9088989081124687,-2.2418907274882782,2.471791528507878,0.25,anc2,L,NA
10,C02_30,K,569.2207046234449,138.86150271205156,4.099197354963113,0.006363104710888189,229.43884796952665,909.0025612773632,250,anc2,L,NA
10,C02_30,r,2.464861630372611,0.45487410117892735,5.418777688121319,0.0016346751039263703,1.351824801418978,3.577898459326244,250,anc2,L,NA
10,C02_6,K,10,24.413035441080332,0.4096172319142579,0.6963091306614891,-49.73654574320162,69.73654574320162,1.5,anc2,L,NA
10,C02_6,r,0.36825030997984237,0.7116332282270879,0.5174720563530667,0.6233435175707918,-1.3730534698375714,2.109554089797256,1.5,anc2,L,NA
10,C02_9,K,10,57.98285025022957,0.17246478841319823,0.8698358279591231,-139.04966163166063,159.04966163166063,5,anc2,L,NA
10,C02_9,r,0.21586809281153915,1.1745445246005235,0.18378876942528719,0.8614001769495193,-2.803394727272656,3.2351309128957344,5,anc2,L,NA
10,D05_12,K,3e3,622450.4997881725,0.004819660360174723,0.9963107327210932,-1520081.5046827884,1526081.5046827884,12.5,anc2,L,NA
10,D05_12,r,0.34896538990622683,0.1837277476456172,1.8993613886745504,0.10626387515653005,-0.10060021319200602,0.7985309930044597,12.5,anc2,L,NA
10,D05_15,K,3e3,14517.221164152339,0.20665111911417036,0.8431166974699886,-32522.36051225692,38522.36051225692,27.5,anc2,L,NA
10,D05_15,r,0.8691195350307205,0.04936923741628278,17.60447559078704,2.1562547321536976e-6,0.7483173629148285,0.9899217071466124,27.5,anc2,L,NA
10,D05_18,K,559.5157585249492,42.26096327648641,13.239541059781248,1.1473083698364305e-5,456.1069066429123,662.9246104069861,50,anc2,L,NA
10,D05_18,r,1.4652680986063034,0.02950507558273302,49.66156058464085,4.471069341487405e-9,1.393071779493986,1.5374644177186207,50,anc2,L,NA
10,D05_21,K,3e3,523.6171790959272,5.729376574656648,7.133924191849971e-4,1761.842119759168,4238.157880240832,82.5,anc2,L,NA
10,D05_21,r,1.7666862308905842,0.03551548643360968,49.74410907177384,3.4734950127946016e-10,1.6827054503625563,1.8506670114186121,82.5,anc2,L,NA
10,D05_24,K,636.3419813146621,49.48967323744673,12.858076032580655,1.3601603499495573e-5,515.2451133606618,757.4388492686625,125,anc2,L,NA
10,D05_24,r,2.0353914486758216,0.08923889430424758,22.80834455138404,4.6522818718300404e-7,1.817031740619685,2.2537511567319584,125,anc2,L,NA
10,D05_27,K,1152.1676059197994,96.53610101833635,11.935095718242787,2.095505360330559e-5,915.9522762747042,1388.3829355648945,175,anc2,L,NA
10,D05_27,r,1.954316623581261,0.06163048914315955,31.710224123674234,6.53619724367301e-8,1.8035122493050026,2.1051209978575196,175,anc2,L,NA
10,D05_3,K,10,31.488865497887694,0.31757257182450127,0.7615703516924625,-67.05047816589132,87.05047816589132,0.25,anc2,L,NA
10,D05_3,r,0.43570342547300717,0.7357786553132324,0.5921664379996474,0.5753589544979213,-1.3646820860324502,2.2360889369784647,0.25,anc2,L,NA
10,D05_30,K,691.6875008973943,105.44705079633025,6.559571800954212,6.011546034865026e-4,433.6678626355683,949.7071391592203,250,anc2,L,NA
10,D05_30,r,1.7013494012798926,0.08084173627926367,21.045433702743193,7.499183135445652e-7,1.5035367987110262,1.899162003848759,250,anc2,L,NA
10,D05_6,K,10,68.24766194176945,0.14652516607136287,0.8883060111572805,-156.99601281825107,176.99601281825107,1.5,anc2,L,NA
10,D05_6,r,0.2592151572650139,1.1571596338897936,0.22400985108136012,0.8301825942077555,-2.5722524645664953,3.0906827790965234,1.5,anc2,L,NA
10,D05_9,K,10,12.414628532008154,0.8055013465942529,0.45711079655921333,-21.912818600552473,41.91281860055247,5,anc2,L,NA
10,D05_9,r,0.43619184700973024,0.7327278637047243,0.5952985666524447,0.577562265204616,-1.4473450898942346,2.3197287839136953,5,anc2,L,NA
10,D11_12,K,3e3,2008789.4089989045,0.0014934367866341314,0.9988568260925355,-4912330.611333917,4918330.611333917,12.5,anc2,L,NA
10,D11_12,r,0.23412668857880012,0.3136220748493895,0.7465249016391293,0.48356444053777947,-0.5332788831508454,1.0015322603084456,12.5,anc2,L,NA
10,D11_15,K,3e3,15371.92389931081,0.1951609973904765,0.8517079474111946,-34613.74276412221,40613.74276412221,27.5,anc2,L,NA
10,D11_15,r,0.8132260872548392,0.04191613341888828,19.401266789755535,1.2142018966043623e-6,0.7106610036379879,0.9157911708716906,27.5,anc2,L,NA
10,D11_18,K,1215.0319439982893,356.9475923362892,3.403950524069028,0.014425602500119426,341.61265007296026,2088.4512379236185,50,anc2,L,NA
10,D11_18,r,1.3332482992667563,0.04007517865402224,33.26868011686185,4.908248524515479e-8,1.2351878696814773,1.4313087288520352,50,anc2,L,NA
10,D11_21,K,2330.397574895283,172.9124678214932,13.477325286347062,2.9069501612768237e-6,1921.5245600818232,2739.2705897087426,82.5,anc2,L,NA
10,D11_21,r,1.768676674972706,0.012029373648838809,147.0298227159513,1.7762321504440591e-13,1.7402317263111906,1.7971216236342216,82.5,anc2,L,NA
10,D11_24,K,959.963436066135,137.6406131532884,6.974419933722886,4.3197603682440153e-4,623.1689885424936,1296.7578835897766,125,anc2,L,NA
10,D11_24,r,1.6390212844370928,0.07336268322135141,22.341348659396818,5.260453309772747e-7,1.4595092654309738,1.8185333034432118,125,anc2,L,NA
10,D11_27,K,339.67584791602917,137.64445411629782,2.4677772170103713,0.04860399014749136,2.8720018944801495,676.4796939375782,175,anc2,L,NA
10,D11_27,r,1.893513171562002,0.5193383844316818,3.6460104400603783,0.010757411090415113,0.622737923941638,3.164288419182366,175,anc2,L,NA
10,D11_3,K,3e3,2323341.884903959,0.0012912434538767902,0.9990115979467806,-5682012.792432987,5688012.792432987,0.25,anc2,L,NA
10,D11_3,r,0.2523777192855196,0.30470798688559814,0.8282609256982627,0.4392190685127148,-0.49321586496337616,0.9979713035344153,0.25,anc2,L,NA
10,D11_30,K,343.0594571382816,103.95833097151174,3.2999708049592678,0.016408473003095288,88.68258505883844,597.4363292177247,250,anc2,L,NA
10,D11_30,r,2.179495521940689,0.577489340958853,3.7740878789587593,0.00924425519752582,0.7664300096385741,3.592561034242804,250,anc2,L,NA
10,D11_6,K,10,82.82059548543565,0.12074291353964658,0.9078366061467547,-192.65469661219598,212.65469661219598,1.5,anc2,L,NA
10,D11_6,r,0.3147419630331098,1.1126171454162814,0.2828843365660614,0.7867715265148016,-2.4077341158730743,3.037218041939294,1.5,anc2,L,NA
10,D11_9,K,10,42.36970703829476,0.2360176810040664,0.8227821870786696,-98.91479929387259,118.91479929387259,5,anc2,L,NA
10,D11_9,r,0.46913894137144624,1.1293702357982225,0.4153987120440319,0.6950748153973155,-2.4339996724797652,3.3722775552226576,5,anc2,L,NA
10,F08_12,K,65.50046349638787,432.240466886307,0.15153709223069245,0.8845188527462824,-992.1538574721511,1123.154784464927,12.5,anc2,L,NA
10,F08_12,r,0.30123219712483573,0.2197008600445468,1.3711015835976132,0.21941389481533913,-0.23635644102490805,0.8388208352745795,12.5,anc2,L,NA
10,F08_15,K,3e3,14155.217990211142,0.21193598022118848,0.8391730162196545,-31636.570655788113,37636.57065578811,27.5,anc2,L,NA
10,F08_15,r,0.9055376075083117,0.04447591303785274,20.360180278651573,9.124912635915407e-7,0.7967089688054968,1.0143662462111265,27.5,anc2,L,NA
10,F08_18,K,521.0236928941662,51.12165599249667,10.191839109645409,5.196660118008831e-5,395.9335069959699,646.1138787923625,50,anc2,L,NA
10,F08_18,r,1.417020984878372,0.03551844418353977,39.8953562705615,1.657601084167785e-8,1.3301104828714374,1.5039314868853064,50,anc2,L,NA
10,F08_21,K,1875.2296088464418,199.3506619555737,9.406688648289245,3.197190822886416e-5,1403.8401990152172,2346.6190186776666,82.5,anc2,L,NA
10,F08_21,r,1.6774768014938903,0.036010462498150424,46.58303962577679,5.49324232285289e-10,1.5923255885596914,1.7626280144280893,82.5,anc2,L,NA
10,F08_24,K,952.8718607448359,98.21554179728601,9.701843957767249,6.881377577257909e-5,712.5470875544327,1193.196633935239,125,anc2,L,NA
10,F08_24,r,1.7088211217749378,0.056968337422208255,29.99598020757368,9.10642337312226e-8,1.569424621796511,1.8482176217533646,125,anc2,L,NA
10,F08_27,K,654.624686728611,55.80809334569868,11.729923878129858,2.3165755287515096e-5,518.0672017312162,791.1821717260058,175,anc2,L,NA
10,F08_27,r,1.7831174859977341,0.0560860432259211,31.792534888138384,6.435837267396042e-8,1.6458798821443987,1.9203550898510695,175,anc2,L,NA
10,F08_3,K,10,12.709718501556011,0.7867994872408646,0.4613367036724658,-21.099560826173878,41.09956082617388,0.25,anc2,L,NA
10,F08_3,r,0.5807316958251137,0.5179191923865902,1.1212785785154653,0.3050301536016376,-0.6865709139610651,1.8480343056112924,0.25,anc2,L,NA
10,F08_30,K,721.9969237352433,109.22563728018133,6.610141553884506,5.769126420881932e-4,454.7314174255058,989.2624300449808,250,anc2,L,NA
10,F08_30,r,1.9371105223004002,0.1477438366260205,13.111278050831652,1.2142422907296068e-5,1.5755943775265644,2.298626667074236,250,anc2,L,NA
10,F08_6,K,10,56.15699167658216,0.17807221685933128,0.8645263441914381,-127.41120845807825,147.41120845807825,1.5,anc2,L,NA
10,F08_6,r,0.4087522920333082,1.1680097000507286,0.3499562478081778,0.738328493753997,-2.4492644852730994,3.2667690693397162,1.5,anc2,L,NA
10,F08_9,K,3e3,19784686.353839666,1.5163242653163324e-4,0.9998848786335186,-50855155.364941895,50861155.364941895,5,anc2,L,NA
10,F08_9,r,0.09027080359785976,0.9161972473891643,0.09852769570646429,0.925341351737115,-2.264889198400716,2.4454308055964353,5,anc2,L,NA
11,B07_1,K,10.46771555587315,2.4239138760966603,4.318517938735428,0.004990781245089246,4.536611966297495,16.398819145448805,0.25,anc4,N,NA
11,B07_1,r,0.82893859320319,0.7981905489115986,1.0385221853773126,0.33905567167087614,-1.1241633204005086,2.7820405068068883,0.25,anc4,N,NA
11,B07_10,K,3e3,106476.6600880887,0.02817518879271837,0.9784361922320237,-257539.00143987872,263539.0014398787,12.5,anc4,N,NA
11,B07_10,r,0.6686319582544479,0.1845394706477337,3.623246321816948,0.011054123963923931,0.21708014052248908,1.1201837759864066,12.5,anc4,N,NA
11,B07_13,K,1068.7283587633806,724.0382879410188,1.4760660818125695,0.19038305832805136,-702.9295086822117,2840.386226208973,27.5,anc4,N,NA
11,B07_13,r,1.2099465515811607,0.08465453119563776,14.292755916218566,7.3382851633245705e-6,1.0028043759454333,1.4170887272168882,27.5,anc4,N,NA
11,B07_16,K,1657.1771235880874,161.23712430743592,10.27788811482581,4.9528633019530305e-5,1262.644093275688,2051.710153900487,50,anc4,N,NA
11,B07_16,r,1.6009893563572917,0.029066802294293707,55.0796520424812,2.4049394605628003e-9,1.5298654533484966,1.6721132593660868,50,anc4,N,NA
11,B07_19,K,1336.9050323701383,169.00614145799364,7.910393201317037,2.1657627288599682e-4,923.3619019202906,1750.448162819986,82.5,anc4,N,NA
11,B07_19,r,1.6630298229225118,0.056061091165951885,29.664599606162064,9.730285033970551e-8,1.5258532745604256,1.800206371284598,82.5,anc4,N,NA
11,B07_22,K,820.6266572346384,133.27192128781084,6.15753603088255,8.41534650667298e-4,494.5220136106346,1146.7313008586423,125,anc4,N,NA
11,B07_22,r,1.6883319563724526,0.1389509005426956,12.150565054119078,1.8892433832577828e-5,1.348331351107265,2.02833256163764,125,anc4,N,NA
11,B07_25,K,789.4458825511286,137.30603405703138,5.749535247833498,0.0012049341826385347,453.47012058326385,1125.4216445189934,175,anc4,N,NA
11,B07_25,r,2.033652292760487,0.2100619053764156,9.681204638776986,6.965185500862664e-5,1.5196493270208427,2.5476552585001313,175,anc4,N,NA
11,B07_28,K,494.2588387991941,84.66317388959298,5.837943654743491,0.001113009388289368,287.09551525320177,701.4221623451865,250,anc4,N,NA
11,B07_28,r,1.8011029620610097,0.15616836803007236,11.533084354919959,2.5544904251350235e-5,1.4189727315542566,2.1832331925677626,250,anc4,N,NA
11,B07_4,K,10,15.17114405655864,0.6591460711677112,0.5342666019532978,-27.122452187420897,47.1224521874209,1.5,anc4,N,NA
11,B07_4,r,0.20948201694119462,0.6482918038875428,0.3231292076885995,0.7575620712455613,-1.376830880991384,1.7957949148737733,1.5,anc4,N,NA
11,B07_7,K,3e3,1047850.1424990775,0.002863004811780747,0.997808471955405,-2560996.931904937,2566996.931904937,5,anc4,N,NA
11,B07_7,r,0.2848247382174541,0.3776787091389954,0.7541456039891072,0.4793026641468364,-0.6393217710998875,1.2089712475347956,5,anc4,N,NA
11,C07_1,K,3e3,3045315.7984757535,9.851195076390977e-4,0.9992459251018639,-7448619.317769324,7454619.317769324,0.25,anc4,N,NA
11,C07_1,r,0.19219674234189846,0.5350373356009775,0.3592211786977718,0.7317330731062052,-1.1169924549451615,1.5013859396289584,0.25,anc4,N,NA
11,C07_10,K,3e3,60524.07850566828,0.04956704957877285,0.9620762473182555,-145097.08497514817,151097.08497514817,12.5,anc4,N,NA
11,C07_10,r,0.7224865440750007,0.10826539950614007,6.673291258062796,5.481990180412595e-4,0.4575706549544819,0.9874024331955195,12.5,anc4,N,NA
11,C07_13,K,1338.9014391758951,410.61304430259406,3.2607377134108173,0.017232873832824767,334.1675148371636,2343.6353635146265,27.5,anc4,N,NA
11,C07_13,r,1.2125230157169706,0.03133130485159424,38.70004844867716,1.9882752323973705e-8,1.1358580745637687,1.2891879568701725,27.5,anc4,N,NA
11,C07_16,K,1766.071467591985,117.2301626100533,15.064992048731767,5.391793350212307e-6,1479.2195933897938,2052.9233417941764,50,anc4,N,NA
11,C07_16,r,1.7301367298590065,0.027004689268704935,64.06801102740401,9.722794288991448e-10,1.664058635650925,1.7962148240670879,50,anc4,N,NA
11,C07_19,K,996.8479669731267,137.55791902181772,7.246750852744575,3.5070651878972017e-4,660.255864699801,1333.4400692464524,82.5,anc4,N,NA
11,C07_19,r,1.6568353418577582,0.078329383198834715,21.152156115566175,7.27757705341546e-7,1.465170245815654,1.8485004378998624,82.5,anc4,N,NA
