population,treatment,ancestor_id,term,estimate,std.error,statistic,p.value,conf.low,conf.high
16,B,anc5,alpha,0.060505467655120083,0.011093535484811774,5.454119449832606,3.7299053086812744e-6,0.038006734888709565,0.0830042004215306
16,B,anc5,eopt,105.60966695100339,7.557002098807776,13.975074450179763,4.1078872655167924e-16,90.28335632901467,120.93597757299212
16,B,anc5,h,0.06259892261558184,0.05486322371952756,1.1409997147743416,0.2614036609681523,-0.048668852284440386,0.17386669751560407
16,B,anc5,ps,1.6816038377219964,0.06478166733301363,25.958020331240036,6.67201004479279e-25,1.5502205268304001,1.8129871486135927
17,P,anc2,alpha,0.057151508121908154,0.00870926369001102,6.562151538419643,1.2406482042478258e-7,0.03948830267923994,0.07481471356457636
17,P,anc2,eopt,96.70257607968519,4.84310112427524,19.967077622017758,4.6220562732560276e-21,86.8803117434009,106.52484041596948
17,P,anc2,h,-0.029461375431422143,0.04810534150538754,-0.6124345968549589,0.5440996371250396,-0.1270235299536145,0.06810077909077021
17,P,anc2,ps,1.7620988309072767,0.05874556672583716,29.99543504501217,4.587792308810452e-27,1.6429572994464097,1.8812403623681437
18,S,anc5,alpha,0.06704147598804473,0.015583954494024811,4.301955322941281,1.237767959978158e-4,0.03543575136716068,0.09864720060892879
18,S,anc5,eopt,117.71785013020275,13.309063392715405,8.844938720078119,1.4827152815383998e-10,90.72581850476811,144.70988175563738
18,S,anc5,h,-0.11074052920031485,0.07130891360975511,-1.5529689570977487,0.1291786570387901,-0.2553617091086924,0.033880650708062704
18,S,anc5,ps,1.7463760150779515,0.08187190165136103,21.330590591563716,5.134294854582257e-22,1.5803321024899648,1.9124199276659382
19,B,anc2,alpha,0.06955770031965444,0.020854438269316555,3.3353907413557966,0.0019849026256521093,0.027262939171836413,0.11185246146747246
19,B,anc2,eopt,115.49492021758779,16.671954056458414,6.927497510278175,4.08726249449285e-8,81.68263021106279,149.3072102241128
19,B,anc2,h,-0.06496417664659089,0.09257569034360248,-0.7017412066328739,0.4873527895938923,-0.25271637886907494,0.12278802557589315
19,B,anc2,ps,1.7470198353665547,0.10602773874393172,16.47700739507228,2.3919409876754666e-18,1.5319856144824642,1.9620540562506452
2,BS,anc3,alpha,0.0593563663594466,0.015195782890930163,3.906107818562896,3.961562646640718e-4,0.028537890238149764,0.09017484248074344
2,BS,anc3,eopt,107.01665275071991,10.720529790545758,9.982403373860867,6.511594105404757e-12,85.27441059518185,128.75889490625798
2,BS,anc3,h,-0.039413032149414017,0.077078087072806,-0.5113390023831996,0.6122358513119385,-0.1957346381488207,0.11690857384999265
2,BS,anc3,ps,1.6992530486575272,0.09124644630522391,18.622676470856092,4.5804441930392306e-20,1.5141966782951177,1.8843094190199368
20,L,anc4,alpha,0.05426203705829147,0.00937226642503625,5.789638770120813,1.3277267289957162e-6,0.03525419974608496,0.07326987437049798
20,L,anc4,eopt,129.43722901733125,10.851183562665403,11.928397328257644,4.5730775229163346e-14,107.43000873035187,151.44444930431064
20,L,anc4,h,-0.07929964267480427,0.05381534819986482,-1.4735506751771508,0.14929357441866864,-0.1884422275196242,0.029842942170015666
20,L,anc4,ps,1.843804024481874,0.06341366220410558,29.07581679397947,1.347862914798089e-26,1.7151951565855268,1.9724128923782214
21,B,anc4,alpha,0.07180969062424909,0.02695308416572133,2.6642476305392893,0.011472263910502937,0.017146302319828485,0.1264730789286697
21,B,anc4,eopt,138.58133770288762,40.17381277203303,3.449544072136487,0.0014488183856143871,57.10506902341562,220.0576063823596
21,B,anc4,h,0.12690996007583985,0.09990235598855059,1.270340011704874,0.2121125718775959,-0.07570140878835299,0.3295213289400327
21,B,anc4,ps,1.525219615905959,0.11040140216636411,13.815219607515512,5.833858009552169e-16,1.3013151944725259,1.7491240373393921
22,C,cc1690,alpha,0.05735594736720283,0.01779707891694507,3.2227731098384194,0.0026964512577679657,0.02126179838077088,0.09345009635363477
22,C,cc1690,eopt,124.15169089783093,17.13193941556214,7.24679721812787,1.5619199457517726e-8,89.40650734396883,158.89687445169304
22,C,cc1690,h,-0.18379053348469587,0.1046787136913748,-1.7557584250277203,0.08763581618375398,-0.3960888047525233,0.02850773778313151
22,C,cc1690,ps,1.9827152911778037,0.12453670989684289,15.920729661319463,7.121860057587077e-18,1.7301431369341738,2.2352874454214335
23,L,anc5,alpha,0.08059298191536422,0.011105923809044316,7.25675624118111,1.5159690029329593e-8,0.05806912446289549,0.10311683936783295
23,L,anc5,eopt,109.92601262360152,7.630489939887781,14.40615392846166,1.6173852911952063e-16,94.45066175197344,125.4013634952296
23,L,anc5,h,-0.017026808304318942,0.041294346322798686,-0.4123278322707922,0.6825443254488301,-0.10077562435599607,0.0667220077473582
23,L,anc5,ps,1.6539770448592486,0.04631692275144712,35.70999424411398,1.0516677923499061e-29,1.5600419716831637,1.7479121180353334
24,C,anc4,alpha,0.06209490458000831,0.019045758914660527,3.2603008815894747,0.002435928429613614,0.023468315181065354,0.10072149397895128
24,C,anc4,eopt,115.5781945939092,14.998258868650552,7.706107462612971,3.979868510033239e-9,85.16031575724718,145.99607343057124
24,C,anc4,h,-0.10881026802976228,0.10202344277907135,-1.0665222135797514,0.29328819991417265,-0.3157234002893692,0.09810286422984461
24,C,anc4,ps,1.9124758359515115,0.12058756395526567,15.859644006582487,8.042529941753411e-18,1.6679129209009909,2.157038751002032
25,BS,anc2,alpha,0.09057353231226306,0.04381886216031772,2.0669987271893677,0.0459827543888813,0.0017047608351334065,0.17944230378939272
25,BS,anc2,eopt,144.14432235710103,66.50175451371192,2.1675266075480772,0.03688663226531856,9.272512973167295,279.01613174103477
25,BS,anc2,h,0.05434380156330555,0.13787357783117882,0.3941567515557445,0.6957905480558026,-0.22527677452981953,0.3339643776564306
25,BS,anc2,ps,1.6097386336082935,0.15043050500567426,10.700879010860024,9.861420484217956e-13,1.3046514288418258,1.9148258383747612
26,L,anc3,alpha,0.053928258861490226,0.019087242967198124,2.8253561268207883,0.007656225365642537,0.015217535904459414,0.09263898181852104
26,L,anc3,eopt,143.11692963987738,28.826659121861063,4.964742151869512,1.6732337437627548e-5,84.65375520652258,201.58010407323218
26,L,anc3,h,-0.12655138804393876,0.11294646299671225,-1.120454635641158,0.2699393925260998,-0.35561743207953134,0.10251465599165382
26,L,anc3,ps,1.9362520739408213,0.1325750878698256,14.604946563128145,1.0593347456413873e-16,1.667377333552572,2.2051268143290708
27,N,anc3,alpha,0.0637755182559089,0.010996967992132744,5.7993729091085875,1.2885254522197579e-6,0.04147263344209044,0.08607840306972735
27,N,anc3,eopt,110.57849479183345,7.729154130347762,14.306674821977982,2.0019857922380686e-16,94.90304366742188,126.25394591624502
27,N,anc3,h,-0.16252245810675978,0.056815793742466224,-2.8605154905243273,0.0069988830049969985,-0.27775022855679815,-0.0472946876567214
27,N,anc3,ps,1.8733864075339535,0.06715541504688885,27.89628217212162,5.627644448984695e-26,1.737188913144006,2.009583901923901
28,P,anc5,alpha,0.07156526106473066,0.013720265867741874,5.216025823011919,7.752717187453595e-6,0.043739272166506526,0.09939124996295479
28,P,anc5,eopt,111.84435150591852,10.021012390595029,11.160983256630562,3.0497132186414317e-13,91.52079639280198,132.16790661903508
28,P,anc5,h,-0.16677737151008842,0.058966339737743706,-2.8283487198262716,0.00759810597580819,-0.2863666513919816,-0.04718809162819525
28,P,anc5,ps,1.7254449059590198,0.06746194048245739,25.576567967351895,1.1069265830443973e-24,1.5886257491720477,1.8622640627459919
29,P,anc3,alpha,0.04368337732167382,0.0076148867059825905,5.736576131507542,1.5633796053893615e-6,0.028239671275124743,0.0591270833682229
29,P,anc3,eopt,117.25536923313337,7.536363695617249,15.558613406797617,1.4718155029382842e-17,101.97091523284516,132.53982323342157
29,P,anc3,h,-0.0191599296557961,0.052152205148062195,-0.367384842144264,0.7154829962528257,-0.12492950405448282,0.08660964474289061
29,P,anc3,ps,1.7566878375304416,0.06442368184332865,27.267734275146122,1.232961277005837e-25,1.6260305548629135,1.8873451201979696
3,N,cc1690,alpha,0.0732663460657626,0.012590441449819538,5.819203906215119,1.2122096230648114e-6,0.04773174729168799,0.0988009448398372
3,N,cc1690,eopt,97.50626397722647,6.671698570426083,14.614908474649402,1.0372202135280083e-16,83.97543213019549,111.03709582425745
3,N,cc1690,h,0.026553947777374496,0.0505582914112529,0.5252145006519012,0.6026541020640246,-0.07598301973360894,0.12909091528835792
3,N,cc1690,ps,1.6046619870216399,0.05826949655846834,27.538627957966,8.775618785879366e-26,1.4864859706112592,1.7228380034320205
30,N,anc5,alpha,0.055727964323391714,0.005419004328108717,10.283801405052815,2.925815939542518e-12,0.04473771415426733,0.0667182144925161
30,N,anc5,eopt,117.27520932427201,4.798439239354716,24.44028224061517,5.211119176453234e-24,107.54352348886752,127.0068951596765
30,N,anc5,h,-0.037754587575820536,0.030264225468711534,-1.2474988865931118,0.2202690193471754,-0.09913328169323415,0.02362410654159309
30,N,anc5,ps,1.8004958290963968,0.03596300129211848,50.065227161421234,6.956177210774357e-35,1.727559481918599,1.8734321762741946
31,B,cc1690,alpha,0.05814728968516704,0.01116508430879305,5.207957958667021,7.947026164295125e-6,0.03550344917806289,0.08079113019227119
31,B,cc1690,eopt,105.62289681035777,7.292690952227582,14.483391316355569,1.371495467878993e-16,90.8326340391406,120.41315958157494
31,B,cc1690,h,-0.14953470131604443,0.06322522826715282,-2.3651112920335895,0.023533648932314435,-0.27776140747527667,-0.02130799515681217
31,B,cc1690,ps,1.8692379647226542,0.07653651676276524,24.422825126946883,5.3392917585374314e-24,1.7140147142201503,2.024461215225158
32,S,cc1690,alpha,0.08282786717893804,0.014986492799558618,5.526834616126963,2.9820678622342375e-6,0.0524338510364165,0.11322188332145959
32,S,cc1690,eopt,121.99492545744344,13.832944506409223,8.819158162668801,1.5946115462833303e-10,93.94041368809943,150.04943722678746
32,S,cc1690,h,-0.11990809694868078,0.053226227755089305,-2.252800959339366,0.030461599717738763,-0.22785589015359656,-0.011960303743765
32,S,cc1690,ps,1.6432256593373797,0.05874716497671659,27.971148224576343,5.131251483013399e-26,1.524080886473492,1.7623704322012674
33,L,cc1690,alpha,0.06462283352584942,0.02803199911563999,2.3053237572982863,0.02702133807879385,0.0077713042839306565,0.12147436276776818
33,L,cc1690,eopt,400,1009.0749835990009,0.3964026524305919,0.6941479941790772,-1646.4989207765807,2446.4989207765807
33,L,cc1690,h,-0.08803685161049415,0.12528583268675603,-0.7026880032845129,0.4867695093072556,-0.34212829729034455,0.16605459406935622
33,L,cc1690,ps,2.0202432695180357,0.4686791071419258,4.310504220761571,1.2066737565565566e-4,1.069717983938622,2.9707685550974494
35,BS,anc4,alpha,0.11431195632683896,0.021122178709660124,5.411939644017829,4.246652582358987e-6,0.07147419239814026,0.15714972025553767
35,BS,anc4,eopt,103.97721339361692,11.411676715514133,9.111475551376273,7.022890801667287e-11,80.83326030575441,127.12116648147943
35,BS,anc4,h,-0.06876935818625755,0.055303189763637406,-1.2434971378716808,0.22172185378812342,-0.18092942558097408,0.04339070920845896
35,BS,anc4,ps,1.581868019527358,0.05962703431956519,26.52937610563512,3.1646645002450094e-25,1.4609387889275924,1.7027972501271236
4,S,anc3,alpha,0.06687028097318876,0.01754245666735557,3.8119108538330555,5.199685036316734e-4,0.031292529843665415,0.1024480321027121
4,S,anc3,eopt,146.82351811836733,29.22754541719726,5.023463859951015,1.3984124446620288e-5,87.5473085943659,206.09972764236875
4,S,anc3,h,-0.12016346776064316,0.07657112688343984,-1.5693052022541294,0.1253257966016553,-0.27545691084126045,0.03512997531997411
4,S,anc3,ps,1.7227777634525823,0.08633071908716956,19.95555906018882,4.711173485455948e-21,1.5476909499715652,1.8978645769335993
5,C,anc5,alpha,0.0408360678116155,0.007730021230372588,5.282788571286653,6.316002394773788e-6,0.025158858126845332,0.05651327749638567
5,C,anc5,eopt,132.08933915218714,10.330539913185769,12.786295804693616,5.9757847149608956e-15,111.13803312736597,153.0406451770083
5,C,anc5,h,-0.04542443937012719,0.058490105085595316,-0.7766175031426661,0.4424575598664324,-0.1640478706109392,0.07319899187068482
5,C,anc5,ps,1.8782022828233427,0.07230571058771999,25.975849867967778,6.51705530942757e-25,1.731559504943759,2.0248450607029262
6,P,cc1690,alpha,0.056068456423298114,0.008824109831183398,6.354007089208997,2.3442442669071923e-7,0.03817233221068245,0.07396458063591378
6,P,cc1690,eopt,135.96076107492354,13.83882125187194,9.824591170041487,9.946307492675522e-12,107.89433071336128,164.0271914364858
6,P,cc1690,h,0.03044103872668487,0.039045002218226016,0.7796398257719944,0.440698593014216,-0.048745896040367706,0.10962797349373744
6,P,cc1690,ps,1.4456920277963115,0.0440634765184792,32.80930471271421,2.0320192422710507e-28,1.3563271554068408,1.5350569001857821
7,B,anc3,alpha,0.04386253122111181,0.007841894438080858,5.5933590495827,2.4298510197048798e-6,0.027958432154918063,0.05976663028730556
7,B,anc3,eopt,110.92101467227953,6.452202868255421,17.19118523349699,6.140786795654056e-19,97.83534074206185,124.0066886024972
7,B,anc3,h,-0.09707065163003047,0.05892103999511365,-1.647470099612644,0.10816397363444216,-0.21656805937564969,0.022426756115588753
7,B,anc3,ps,1.9242153918791514,0.07486836999420962,25.701312744326767,9.373362771985918e-25,1.77237529983071,2.076055483927593
8,P,anc4,alpha,0.03304365675512014,0.012756255486167828,2.590388440475407,0.013754654188673738,0.007172771528649206,0.05891454198159107
8,P,anc4,eopt,90.99230425105252,10.137893563883846,8.97546454573283,1.0271621376098055e-10,70.43170313156136,111.55290537054367
8,P,anc4,h,0.44498722377488054,0.08255845331166994,5.389965605278363,4.5435413717680065e-6,0.2775509198832581,0.612423527666503
8,P,anc4,ps,1.1954424891399784,0.10497860215997157,11.387487207329206,1.7285398353493184e-13,0.9825360158680267,1.40834896241193
9,BS,cc1690,alpha,0.06065466192425314,0.010245465341517395,5.920147099464975,8.884703073053966e-7,0.039875895127868585,0.08143342872063769
9,BS,cc1690,eopt,102.2815535906307,6.580369168034173,15.543436998563774,1.5177001286432082e-17,88.93594635670387,115.62716082455752
9,BS,cc1690,h,-0.04578707089403245,0.04910589220798902,-0.9324150083680461,0.3573337223754647,-0.1453784362938476,0.05380429450578272
9,BS,cc1690,ps,1.6208627625078884,0.05793312865185967,27.978167246036662,5.0870788350288897e-26,1.503368931831023,1.7383565931847538
anc2,none,anc2,alpha,0.05592693192198674,0.01139493466730712,4.908052003355938,1.9891892997040893e-5,0.03281693328165701,0.07903693056231648
anc2,none,anc2,eopt,111.07387993598992,8.906534211311026,12.471055216397136,1.2493173275401585e-14,93.01059133250288,129.13716853947696
anc2,none,anc2,h,-0.09267852422740072,0.06226467752531093,-1.4884606796482065,0.14533786749521893,-0.2189571431894661,0.03360009473466466
anc2,none,anc2,ps,1.7464780150969728,0.07429601938519685,23.507020020038254,1.9529133275074762e-23,1.5957987038851278,1.8971573263088177
anc3,none,anc3,alpha,0.05057435104718024,0.010617243493167996,4.763416331152612,3.088822577191937e-5,0.029041583211737505,0.07210711888262297
anc3,none,anc3,eopt,132.7483768347577,12.954485490161257,10.247290557048997,3.221522388309602e-12,106.47546252637335,159.02129114314204
anc3,none,anc3,h,-0.1219189028496309,0.06874139952778081,-1.773587731514823,0.08459138751362699,-0.2613329228509236,0.017495117151661757
anc3,none,anc3,ps,1.968561141080381,0.0824699412638506,23.87004417503167,1.1618415441180888e-23,1.8013043479419555,2.1358179342188066
anc4,none,anc4,alpha,0.04987438842250195,0.010800203039785539,4.617912111353446,4.798919656322301e-5,0.02797056142814207,0.07177821541686183
anc4,none,anc4,eopt,111.3578695741658,8.467080815983003,13.151860953536616,2.5784619138888923e-15,94.18583376545402,128.5299053828776
anc4,none,anc4,h,-0.06033079196116244,0.07152321630810961,-0.8435134083074208,0.40451150354925547,-0.20538659788646668,0.08472501396414178
anc4,none,anc4,ps,1.9144412819550494,0.08851098386178882,21.629420422492164,3.2232953829146504e-22,1.734932686564078,2.0939498773460206
anc5,none,anc5,alpha,0.06288367538023011,0.01796235336073663,3.5008594986047683,0.0012559569010877668,0.02645433428582912,0.0993130164746311
anc5,none,anc5,eopt,108.00453629203072,13.093483289406153,8.248724491779544,8.144396349659125e-10,81.44972138084832,134.5593512032131
anc5,none,anc5,h,0.04258407091101412,0.08204552432077349,0.5190297857628787,0.6069162812685236,-0.12381196477124223,0.2089801065932705
anc5,none,anc5,ps,1.6101087090151764,0.09524845965381602,16.904301810939252,1.054604288689816e-18,1.4169358793886437,1.8032815386417091
cc1690,none,cc1690,alpha,0.07427244922649157,0.023569681037548463,3.1511860134284113,0.0032686565638014586,0.026470920509216844,0.12207397794376629
cc1690,none,cc1690,eopt,249.81177526809026,184.92869348215956,1.3508545946234682,0.1851720665566892,-125.24099859223011,624.8645491284107
cc1690,none,cc1690,h,-0.09934549219183941,0.09863378814561864,-1.0072156211335008,0.3205534540840533,-0.2993840862239453,0.10069310184026645
cc1690,none,cc1690,ps,2.0000303291223704,0.16213684477476942,12.335446220756856,1.7220254989994485e-14,1.6712015668967621,2.328859091347979
