ancestor_id,treatment,population,p_ks,p_umax,p_star,n_ks,n_umax,n_star,name,i_star,note,term,light_umax,std.error,statistic,p.value,nc,pc,lowN_fold_change,lowP_fold_change,COMBO_fold_change
anc2,B,19,0.49166385194076856,1.3835087588302062,0.038306232704549095,36.75931325582361,1.8964353704155525,2.046236333418465,1,1.3919758922545993,NA,ps,1.3381890519287007,0.014201594679993646,94.22808368231077,2.5033576786331987e-197,0.2057244373366826,0.03843502975397925,64.97391473965061,0.006497391473965062,0.6497391473965062
anc2,BS,25,1.4670948390298926,1.6299140735797832,0.09589393707563573,20.687242536342435,1.8303275874852876,1.1955679771832992,1,1.097463926617965,NA,ps,1.5378037936871358,0.013939667407835941,110.3185426664259,1.717242981525945e-211,0.2082191547429423,0.03130724172383071,64.97391473965061,0.006497391473965062,0.6497391473965062
anc2,L,10,0.9881660919022442,1.3340259503513898,0.08007660548960606,30.950673299742302,1.8586411958110627,1.7599197251528191,1,1.2545252669579492,NA,ps,1.6910316233321072,0.038451972154129856,43.97776053082067,6.0919750172916615e-120,0.2268517432782129,0.040767623825916435,64.97391473965061,0.006497391473965062,0.6497391473965062
anc2,N,1,0.410814325856036,1.2947006986440819,0.03438638031452457,31.51598485307896,1.850494694353969,1.8004044773589065,1,1.3782990957279162,NA,ps,1.500263040450082,0.009762943211509582,153.66913521338674,5.687664384022988e-237,0.2881109689864147,0.032524123020930454,64.97391473965061,0.006497391473965062,0.6497391473965062
anc2,none,anc2,1.3103935547715044,1.4947602686321089,0.09395116739715093,21.879467076754462,1.8921135721850169,1.2208750280306253,1,1.460901507560179,NA,ps,1.5904552946324602,0.010808439489821442,147.14939155927448,5.778228531735047e-228,0.20638769307851218,0.04883740180023895,64.97391473965061,0.006497391473965062,0.6497391473965062
anc2,P,17,0.1848766423260273,1.3893881928505245,0.014338322884538743,5.5800203590098985,1.676386760246589,0.3539753377614663,1,1.5381570733808296,NA,ps,1.6604523930278774,0.00929424547696295,178.6538129580862,7.835687185592977e-242,0.18698784447613792,0.0489224203497259,64.97391473965061,0.006497391473965062,0.6497391473965062
anc2,S,14,0.34850764020255204,1.3705553427377484,0.027429552139901277,24.758465603225282,1.7573672923012837,1.4938430194822852,1,1.4776000173982782,NA,ps,1.5689658346117439,0.009795247601331245,160.176230195397,2.5549541593334928e-222,0.19944857636454819,0.029596859243315756,64.97391473965061,0.006497391473965062,0.6497391473965062
anc3,B,7,0.5197989033415041,1.3010213161885051,0.043279740029186935,39.218072897810806,1.9164545106607436,2.159045143582762,1,2.025042751521726,NA,ps,1.4785725017127447,0.008346985668363146,177.13849771143725,8.663607655972455e-265,0.196393573693566,0.039023601169275106,56.74477339288466,0.005674477339288466,0.5674477339288466
anc3,BS,2,0.5076858097355613,1.3912236514526286,0.03931819318554257,38.26931534740863,2.1613999045842553,1.8564721606080998,1,0.7614112474158844,NA,ps,1.5615402001489151,0.03485567241993326,44.80017431125218,4.35810063874945e-117,0.2238686853719278,0.0355893954368535,56.74477339288466,0.005674477339288466,0.5674477339288466
anc3,L,26,1.071475187442759,1.3785770901588252,0.08380215754606242,27.105405169602182,1.9832981161172698,1.4392519664111627,1,0.9765230950354812,NA,ps,1.4685107515682594,0.04554426054874547,32.243596314326595,1.115363358779392e-90,0.19985037898101113,0.02246073815195555,56.74477339288466,0.005674477339288466,0.5674477339288466
