date,week,doe,month,vial,level_1,level_2,treatment,id,RFU,abs_390_nm,abs_410_nm,abs_490_nm,abs_540_nm,abs_600_nm,abs_630_nm,abs_670_nm,ancestor_id,pred,cell_count
2015-09-04,22,186,6,6,0.5,NA,P,pop,2293,0.125,0.114,0.101,0.097,0.096,0.088,0.088,cc1690,60673.35979640925,1638180.7145030496
2015-09-04,22,186,6,8,0.5,NA,P,4,1461,0.117,0.107,0.095,0.094,0.092,0.083,0.083,anc4,38718.42815742115,1045397.560250371
2015-09-04,22,186,6,17,0.5,NA,P,2,1077,0.114,0.104,0.092,0.091,0.09,0.089,0.087,anc2,28585.382785580485,771805.335210673
2015-09-04,22,186,6,28,0.5,NA,P,5,1602,0.108,0.097,0.087,0.086,0.085,0.09,0.089,anc5,42439.15575489389,1145857.205382135
2015-09-04,22,186,6,29,0.5,NA,P,3,1386,0.11,0.1,0.089,0.088,0.088,0.091,0.088,anc3,36739.31773323352,991961.578797305
2015-09-11,23,193,6,6,0.5,NA,P,pop,2035,0.123,0.111,0.099,0.096,0.096,0.087,0.088,cc1690,53865.2199372038,1454360.9383045025
2015-09-11,23,193,6,8,0.5,NA,P,4,1306,0.118,0.108,0.096,0.095,0.093,0.085,0.084,anc4,34628.266614100045,934963.1985807013
2015-09-11,23,193,6,17,0.5,NA,P,2,1092,0.114,0.104,0.092,0.092,0.091,0.09,0.088,anc2,28981.204870418012,782492.5315012863
2015-09-11,23,193,6,28,0.5,NA,P,5,1608,0.108,0.099,0.089,0.087,0.087,0.09,0.089,anc5,42597.4845888289,1150132.0838983802
2015-09-11,23,193,6,29,0.5,NA,P,3,1103,0.11,0.1,0.09,0.089,0.088,0.091,0.089,anc3,29271.474399298862,790329.8087810692
2015-09-18,24,200,6,6,0.5,NA,P,pop,2216,0.123,0.113,0.1,0.096,0.096,0.088,0.088,cc1690,58641.47309424328,1583319.7735445686
2015-09-18,24,200,6,8,0.5,NA,P,4,1611,0.119,0.108,0.096,0.095,0.094,0.085,0.084,anc4,42676.649005796404,1152269.523156503
2015-09-18,24,200,6,17,0.5,NA,P,2,1357,0.114,0.104,0.093,0.092,0.091,0.091,0.089,anc2,35974.06170254763,971299.665968786
2015-09-18,24,200,6,28,0.5,NA,P,5,2009,0.112,0.103,0.092,0.09,0.089,0.093,0.091,anc5,53179.12832348543,1435836.4647341066
2015-09-18,24,200,6,29,0.5,NA,P,3,1576,0.115,0.105,0.094,0.093,0.092,0.095,0.092,anc3,41753.06414117551,1127332.7318117388
2015-09-25,25,207,6,6,0.5,NA,P,pop,2540,0.124,0.112,0.1,0.097,0.097,0.088,0.089,cc1690,67191.23012673383,1814163.2134218134
2015-09-25,25,207,6,8,0.5,NA,P,4,1856,0.118,0.108,0.097,0.096,0.094,0.085,0.085,anc4,49141.74305814266,1326827.0625698518
2015-09-25,25,207,6,17,0.5,NA,P,2,1535,0.117,0.108,0.096,0.095,0.092,0.093,0.09,anc2,40671.15044261961,1098121.0619507295
2015-09-25,25,207,6,28,0.5,NA,P,5,2274,0.109,0.1,0.09,0.088,0.085,0.092,0.091,anc5,60171.985155615046,1624643.5992016064
2015-09-25,25,207,6,29,0.5,NA,P,3,1990,0.113,0.103,0.094,0.093,0.091,0.095,0.092,anc3,52677.753682691226,1422299.349432663
2015-10-02,26,214,7,6,0.5,NA,P,pop,2344,0.126,0.117,0.104,0.101,0.1,0.092,0.092,cc1690,62019.154884856835,1674517.1818911345
2015-10-02,26,214,7,8,0.5,NA,P,4,1489,0.123,0.112,0.101,0.098,0.098,0.087,0.085,anc4,39457.29604911786,1065346.9933261822
2015-10-02,26,214,7,17,0.5,NA,P,2,1180,0.113,0.103,0.092,0.091,0.091,0.09,0.088,anc2,31303.36110146483,845190.7497395504
2015-10-02,26,214,7,28,0.5,NA,P,5,2042,0.112,0.102,0.091,0.09,0.089,0.093,0.09,anc5,54049.93691012798,1459348.2965734554
2015-10-02,26,214,7,29,0.5,NA,P,3,1434,0.115,0.105,0.094,0.093,0.092,0.096,0.093,anc3,38005.9484047136,1026160.6069272672
2015-10-09,27,221,7,6,0.5,NA,P,pop,2205,0.122,0.111,0.099,0.097,0.097,0.087,0.087,cc1690,58351.203565362426,1575482.4962647855
2015-10-09,27,221,7,8,0.5,NA,P,4,1437,0.117,0.108,0.097,0.095,0.094,0.084,0.084,anc4,38085.112821681105,1028298.0461853899
2015-10-09,27,221,7,17,0.5,NA,P,2,1171,0.115,0.104,0.093,0.092,0.09,0.09,0.087,anc2,31065.867850562314,838778.4319651824
2015-10-09,27,221,7,28,0.5,NA,P,5,1741,0.108,0.098,0.088,0.086,0.086,0.09,0.089,anc5,46107.107074388296,1244891.891008484
2015-10-09,27,221,7,29,0.5,NA,P,3,1282,0.115,0.106,0.095,0.093,0.093,0.094,0.092,anc3,33994.95127836001,917863.6845157202
2015-10-16,28,228,7,6,0.5,NA,P,pop,1837,0.121,0.111,0.098,0.094,0.095,0.087,0.086,cc1690,48640.368417348465,1313289.9472684085
2015-10-16,28,228,7,8,0.5,NA,P,4,1299,0.117,0.107,0.096,0.094,0.093,0.084,0.083,anc4,34443.549641175865,929975.8403117483
2015-10-16,28,228,7,17,0.5,NA,P,2,896,0.114,0.104,0.093,0.091,0.09,0.09,0.088,anc2,23809.129628541006,642846.4999706072
2015-10-16,28,228,7,28,0.5,NA,P,5,1708,0.11,0.1,0.09,0.088,0.088,0.091,0.089,anc5,45236.29848774574,1221380.059169135
2015-10-16,28,228,7,29,0.5,NA,P,3,1162,0.113,0.103,0.092,0.091,0.09,0.093,0.091,anc3,30828.374599659797,832366.1141908146
2015-10-23,29,235,7,6,0.5,NA,P,pop,2554,0.173,0.164,0.152,0.144,0.16,0.139,0.135,cc1690,67560.66407258219,1824137.9299597193
2015-10-23,29,235,7,8,0.5,NA,P,4,1650,0.117,0.107,0.096,0.094,0.093,0.083,0.082,anc4,43705.786426373976,1180056.2335120973
2015-10-23,29,235,7,17,0.5,NA,P,2,1319,0.276,0.267,0.254,0.252,0.253,0.251,0.247,anc2,34971.312420959235,944225.4353658993
2015-10-23,29,235,7,28,0.5,NA,P,5,3108,0.291,0.281,0.269,0.268,0.269,0.27,0.268,anc5,82179.69307258147,2218851.7129597
2015-10-23,29,235,7,29,0.5,NA,P,3,2274,0.295,0.286,0.274,0.272,0.27,0.273,0.272,anc3,60171.985155615046,1624643.5992016064
2015-10-30,30,242,8,6,0.5,NA,P,pop,2251,0.123,0.113,0.101,0.098,0.097,0.089,0.089,cc1690,59565.05795886418,1608256.5648893327
2015-10-30,30,242,8,8,0.5,NA,P,4,1316,0.117,0.108,0.096,0.095,0.093,0.084,0.082,anc4,34892.14800399173,942087.9961077766
2015-10-30,30,242,8,17,0.5,NA,P,2,1155,0.114,0.104,0.092,0.091,0.091,0.091,0.088,anc2,30643.65762673562,827378.7559218617
2015-10-30,30,242,8,28,0.5,NA,P,5,2496,0.115,0.106,0.095,0.092,0.092,0.095,0.094,anc5,66030.15201121042,1782814.1043026813
2015-10-30,30,242,8,29,0.5,NA,P,3,1630,0.116,0.105,0.094,0.092,0.092,0.095,0.093,anc3,43178.023646590605,1165806.6384579462
2015-11-06,31,249,8,6,0.5,NA,P,pop,2017,0.122,0.112,0.1,0.097,0.097,0.089,0.088,cc1690,53390.233435398775,1441536.302755767
2015-11-06,31,249,8,8,0.5,NA,P,4,1317,0.117,0.108,0.096,0.095,0.094,0.084,0.083,anc4,34918.5361429809,942800.4758604843
2015-11-06,31,249,8,17,0.5,NA,P,2,1147,0.111,0.101,0.09,0.089,0.089,0.09,0.088,anc2,30432.552514822273,821678.9179002014
2015-11-06,31,249,8,28,0.5,NA,P,5,1939,0.109,0.1,0.09,0.088,0.087,0.091,0.09,anc5,51331.95859424364,1385962.8820445782
2015-11-06,31,249,8,29,0.5,NA,P,3,1581,0.115,0.105,0.095,0.093,0.093,0.095,0.093,anc3,41885.004836121356,1130895.1305752767
2015-11-13,32,256,8,6,0.5,NA,P,pop,1935,0.128,0.118,0.105,0.102,0.101,0.092,0.092,cc1690,51226.406038286965,1383112.963033748
2015-11-13,32,256,8,8,0.5,NA,P,4,1384,0.118,0.108,0.096,0.096,0.095,0.085,0.083,anc4,36686.54145525518,990536.61929189
2015-11-13,32,256,8,17,0.5,NA,P,2,1606,0.116,0.107,0.095,0.093,0.092,0.093,0.091,anc2,42544.70831085056,1148707.124392965
2015-11-13,32,256,8,28,0.5,NA,P,5,1971,0.111,0.101,0.091,0.089,0.09,0.093,0.09,anc5,52176.379041897024,1408762.2341312196
2015-11-13,32,256,8,29,0.5,NA,P,3,1375,0.115,0.105,0.094,0.093,0.092,0.095,0.093,anc3,36449.048204352664,984124.301517522
2015-11-20,33,263,8,6,0.5,NA,P,pop,2432,0.125,0.112,0.1,0.098,0.099,0.088,0.088,cc1690,64341.311115903656,1737215.4001293988
2015-11-20,33,263,8,8,0.5,NA,P,4,1505,0.123,0.112,0.1,0.099,0.099,0.09,0.088,anc4,39879.506272944556,1076746.669369503
2015-11-20,33,263,8,17,0.5,NA,P,2,1236,0.112,0.101,0.091,0.09,0.09,0.091,0.089,anc2,32781.096884858256,885089.6158911729
2015-11-20,33,263,8,28,0.5,NA,P,5,2210,0.113,0.102,0.091,0.09,0.09,0.093,0.093,anc5,58483.14426030827,1579044.8950283232
2015-11-20,33,263,8,29,0.5,NA,P,3,1705,0.117,0.108,0.097,0.097,0.095,0.098,0.097,anc3,45157.13407077824,1219242.6199110125
2015-11-27,34,270,8,6,0.5,NA,P,pop,2078,0.125,0.114,0.102,0.099,0.098,0.089,0.087,cc1690,54999.90991373805,1484997.5676709274
2015-11-27,34,270,8,8,0.5,NA,P,4,1399,0.115,0.104,0.093,0.092,0.092,0.084,0.082,anc4,37082.36354009271,1001223.8155825031
2015-11-27,34,270,8,17,0.5,NA,P,2,1032,0.11,0.144,0.14,0.13,0.088,0.089,0.086,anc2,27397.91653106791,739743.7463388336
2015-11-27,34,270,8,28,0.5,NA,P,5,1928,0.109,0.098,0.088,0.088,0.087,0.091,0.09,anc5,51041.689065362785,1378125.6047647952
2015-11-27,34,270,8,29,0.5,NA,P,3,1835,0.118,0.107,0.097,0.095,0.095,0.098,0.096,anc3,48587.59213937013,1311864.9877629934
2015-04-01,0,31,1,4,0,NA,S,3,42063,0.442,0.43,0.404,0.353,0.358,0.35,0.384,anc3,1110129.6473956362,29973500.479682177
2015-04-01,0,31,1,14,0,NA,S,2,26590,0.432,0.413,0.368,0.319,0.307,0.292,0.305,anc2,701825.9728162335,18949301.266038306
2015-04-01,0,31,1,15,0,NA,S,4,35131,0.51,0.496,0.449,0.393,0.384,0.37,0.395,anc4,927207.0679227208,25034590.83391346
2015-04-01,0,31,1,18,0,NA,S,5,40646,0.51,0.508,0.478,0.434,0.406,0.426,0.455,anc5,1072737.6544479846,28963916.670095585
2015-04-01,0,31,1,32,0,NA,S,pop,40800,0.525,0.467,0.412,0.347,0.394,0.326,0.349,cc1690,1076801.4278523165,29073638.552012548
2015-04-09,1,39,2,4,1,NA,S,3,50666,0.526,0.546,0.51,0.435,0.47,0.423,0.46,anc3,1337146.807119452,36102963.792225204
2015-04-09,1,39,2,14,1,NA,S,2,28461,0.516,0.517,0.468,0.399,0.352,0.362,0.398,anc2,751198.1808649676,20282350.883354127
2015-04-09,1,39,2,15,1,NA,S,4,39498,0.579,0.586,0.54,0.463,0.489,0.442,0.481,anc4,1042444.0708884192,28145989.913987316
2015-04-09,1,39,2,18,1,NA,S,5,45626,0.588,0.586,0.553,0.486,0.521,0.473,0.512,anc5,1204150.5866140432,32512065.838579167
2015-04-09,1,39,2,32,1,NA,S,pop,44907,0.571,0.556,0.511,0.43,0.458,0.416,0.472,cc1690,1185177.514680831,31999792.896382436
2015-04-17,2,47,2,4,1,NA,S,3,50002,0.457,0.505,0.437,0.324,0.321,0.309,0.356,anc3,1319625.082830644,35629877.23642739
2015-04-17,2,47,2,14,1,NA,S,2,38536,0.385,0.386,0.347,0.26,0.254,0.249,0.302,anc2,1017058.6811808392,27460584.391882658
2015-04-17,2,47,2,15,1,NA,S,4,43419,0.398,0.455,0.394,0.291,0.271,0.273,0.327,anc4,1145911.9638649486,30939623.024353612
2015-04-17,2,47,2,18,1,NA,S,5,40945,0.534,0.478,0.417,0.329,0.381,0.322,0.379,anc5,1080627.708005746,29176948.11615514
2015-04-17,2,47,2,32,1,NA,S,pop,23541,0.322,0.293,0.257,0.212,0.232,0.202,0.22,cc1690,621368.5370382591,16776950.500032995
2015-04-23,3,53,2,4,1,NA,S,3,47492,0.555,0.625,0.556,0.457,0.456,0.435,0.478,anc3,1253390.8539678312,33841553.05713145
2015-04-23,3,53,2,14,1,NA,S,2,44718,0.496,0.538,0.478,0.381,0.351,0.351,0.396,anc2,1180190.1564118783,31865134.223120715
2015-04-23,3,53,2,15,1,NA,S,4,53674,0.597,0.595,0.526,0.421,0.417,0.391,0.441,anc4,1416522.3291988703,38246102.8883695
2015-04-23,3,53,2,18,1,NA,S,5,40977,0.669,0.611,0.547,0.47,0.53,0.463,0.504,anc5,1081472.1284533993,29199747.46824178
2015-04-23,3,53,2,32,1,NA,S,pop,41261,0.433,0.386,0.346,0.296,0.305,0.285,0.308,cc1690,1088966.3599263232,29402091.718010727
2015-04-29,4,59,2,4,1,NA,S,3,63917,0.496,0.545,0.472,0.358,0.352,0.35,0.405,anc3,1686816.0368649221,45544032.9953529
2015-04-29,4,59,2,14,1,NA,S,2,40468,0.403,0.394,0.358,0.295,0.296,0.278,0.307,anc2,1068040.5657079127,28837095.27411364
2015-04-29,4,59,2,15,1,NA,S,4,55518,0.583,0.505,0.44,0.338,0.383,0.314,0.378,anc4,1465182.057494897,39559915.55236222
2015-04-29,4,59,2,18,1,NA,S,5,61067,0.574,0.522,0.47,0.375,0.423,0.366,0.423,anc5,1611609.8407457923,43513465.70013639
2015-04-29,4,59,2,32,1,NA,S,pop,46619,0.414,0.407,0.377,0.319,0.305,0.301,0.333,cc1690,1230354.0086302874,33219558.233017758
2015-05-08,5,68,2,4,1,NA,S,3,55043,0.578,0.572,0.537,0.457,0.501,0.446,0.491,anc3,1452647.691475042,39221487.669826135
2015-05-08,5,68,2,14,1,NA,S,2,27589,0.522,0.512,0.448,0.398,0.376,0.365,0.377,anc2,728187.7236664128,19661068.538993143
2015-05-08,5,68,2,15,1,NA,S,4,51629,0.562,0.577,0.534,0.455,0.425,0.433,0.473,anc4,1362558.584966021,36789081.79408257
2015-05-08,5,68,2,18,1,NA,S,5,54789,0.563,0.55,0.501,0.418,0.487,0.398,0.446,anc5,1445945.104171793,39040517.81263841
2015-05-08,5,68,2,32,1,NA,S,pop,50433,0.519,0.519,0.467,0.394,0.385,0.374,0.414,cc1690,1330998.3707349757,35936956.00984434
2015-05-15,6,75,3,4,2,NA,S,3,54834,0.609,0.609,0.56,0.501,0.502,0.5,0.535,anc3,1447132.5704263058,39072579.40151025
2015-05-15,6,75,3,14,2,NA,S,2,24750,0.552,0.552,0.486,0.447,0.427,0.417,0.417,anc2,653271.7970761637,17638338.52105642
2015-05-15,6,75,3,15,2,NA,S,4,42180,0.633,0.633,0.563,0.506,0.496,0.49,0.515,anc4,1113217.0596573688,30056860.610748958
2015-05-15,6,75,3,18,2,NA,S,5,49989,0.644,0.644,0.576,0.501,0.525,0.485,0.514,anc5,1319282.0370237848,35620614.99964219
2015-05-15,6,75,3,32,2,NA,S,pop,31586,0.495,0.495,0.448,0.407,0.391,0.387,0.396,cc1690,833661.1152061188,22508850.110565208
2015-05-22,7,82,3,4,2,NA,S,3,58324,0.985,0.867,0.787,0.708,0.724,0.702,0.77,anc3,1539227.1754985033,41559133.73845959
2015-05-22,7,82,3,14,2,NA,S,2,44966,1.118,1.118,1.017,0.88,0.853,0.84,0.905,anc2,1186734.414881192,32041829.20179218
2015-05-22,7,82,3,15,2,NA,S,4,47896,0.852,0.866,0.794,0.737,0.692,0.72,0.764,anc4,1264051.6621194554,34129394.877225295
2015-05-22,7,82,3,18,2,NA,S,5,56084,0.934,0.87,0.818,0.727,0.751,0.718,0.767,anc5,1480117.7441627663,39963179.09239469
2015-05-22,7,82,3,32,2,NA,S,pop,55588,0.858,0.86,0.781,0.651,0.645,0.625,0.701,cc1690,1467029.2272241386,39609789.13505174
2015-06-04,9,95,3,4,2,NA,S,3,49561,0.505,0.505,0.472,0.39,0.386,0.378,0.436,anc3,1307987.9135364208,35315673.66548336
2015-06-04,9,95,3,14,2,NA,S,2,63098,1.205,1.243,1.077,0.795,0.779,0.78,0.983,anc2,1665204.1510327933,44960512.07788542
2015-06-04,9,95,3,15,2,NA,S,4,45672,0.564,0.572,0.532,0.456,0.437,0.446,0.496,anc4,1205364.441007545,32544839.907203715
2015-06-04,9,95,3,18,2,NA,S,5,43730,0.468,0.461,0.421,0.347,0.369,0.331,0.377,anc5,1154118.6750905798,31161204.227445655
2015-06-04,9,95,3,32,2,NA,S,pop,15937,0.235,0.225,0.201,0.177,0.171,0.167,0.178,cc1690,420713.12816462276,11359254.460444814
2015-06-10,10,101,4,4,4,NA,S,3,55094,0.421,0.418,0.392,0.327,0.315,0.317,0.359,anc3,1453993.4865634895,39257824.13721422
2015-06-10,10,101,4,14,4,NA,S,2,2439,0.144,0.132,0.114,0.11,0.106,0.107,0.104,anc2,64526.028088827836,1742202.7583983515
2015-06-10,10,101,4,15,4,NA,S,4,28305,0.301,0.288,0.261,0.237,0.229,0.228,0.232,anc4,747081.6311826573,20171204.04193175
2015-06-10,10,101,4,18,4,NA,S,5,41626,0.356,0.359,0.337,0.274,0.26,0.263,0.307,anc5,1098598.0306573696,29662146.82774898
2015-06-10,10,101,4,32,4,NA,S,pop,567,0.115,0.103,0.089,0.087,0.086,0.088,0.087,cc1690,15127.431901104605,408440.6613298243
2015-06-18,11,109,4,4,4,NA,S,3,22953,0.209,0.205,0.191,0.168,0.154,0.166,0.182,anc3,605852.3113126281,16358012.405440958
2015-06-18,11,109,4,14,4,NA,S,2,5080,0.145,0.133,0.115,0.107,0.11,0.1,0.101,anc2,134217.10315922156,3623861.785298982
2015-06-18,11,109,4,15,4,NA,S,4,2307,0.136,0.123,0.106,0.102,0.108,0.093,0.09,anc4,61042.79374225761,1648155.4310409555
2015-06-18,11,109,4,18,4,NA,S,5,38869,0.344,0.356,0.336,0.283,0.267,0.28,0.315,anc5,1025845.9314642322,27697840.149534266
2015-06-18,11,109,4,32,4,NA,S,pop,1289,0.119,0.105,0.09,0.087,0.086,0.09,0.088,cc1690,34179.66825128419,922851.042784673
2015-06-25,12,116,4,4,4,NA,S,3,18219,0.167,0.159,0.145,0.129,0.121,0.129,0.142,anc3,480930.86133790505,12985133.256123437
2015-06-25,12,116,4,14,4,NA,S,2,56552,0.601,0.601,0.527,0.404,0.388,0.39,0.469,anc2,1492467.393209697,40296619.61666182
2015-06-25,12,116,4,15,4,NA,S,4,3949,0.142,0.13,0.11,0.103,0.102,0.096,0.096,anc4,104372.1179624721,2818047.1849867464
2015-06-25,12,116,4,18,4,NA,S,5,4976,0.143,0.133,0.114,0.106,0.104,0.103,0.103,anc5,131472.73670434803,3549763.891017397
2015-06-25,12,116,4,32,4,NA,S,pop,63728,0.789,0.79,0.713,0.537,0.523,0.528,0.653,cc1690,1681828.6785959692,45409374.32209117
2015-07-02,13,123,4,4,4,NA,S,3,50653,0.648,0.616,0.598,0.493,0.535,0.496,0.574,anc3,1336803.7613125925,36093701.55544
2015-07-02,13,123,4,14,4,NA,S,2,33271,0.561,0.544,0.497,0.425,0.408,0.405,0.44,anc2,878125.1294028675,23709378.493877422
2015-07-02,13,123,4,15,4,NA,S,4,17173,0.418,0.409,0.384,0.332,0.319,0.327,0.367,anc4,453328.8679552349,12239879.434791341
2015-07-02,13,123,4,18,4,NA,S,5,34536,0.317,0.313,0.292,0.267,0.259,0.267,0.282,anc5,911506.1252241656,24610665.38105247
2015-07-02,13,123,4,32,4,NA,S,pop,219,0.16,0.146,0.128,0.126,0.118,0.125,0.123,cc1690,5944.359532874007,160497.70738759817
2015-07-09,14,130,5,4,6,NA,S,3,6391,0.176,0.159,0.137,0.128,0.125,0.124,0.122,anc3,168811.9533740213,4557922.741098575
2015-07-09,14,130,5,14,6,NA,S,2,19030,0.315,0.302,0.266,0.237,0.227,0.221,0.228,anc2,502331.6420581206,13562954.335569255
2015-07-09,14,130,5,15,6,NA,S,4,46417,0.435,0.42,0.374,0.319,0.31,0.31,0.345,anc4,1225023.6045544753,33075637.322970834
2015-07-09,14,130,5,18,6,NA,S,5,20239,0.2,0.19,0.169,0.154,0.158,0.151,0.158,anc5,534234.9020960251,14424342.356592678
2015-07-09,14,130,5,32,6,NA,S,pop,204,0.135,0.121,0.099,0.096,0.092,0.091,0.088,cc1690,5548.537448036481,149810.511096985
2015-07-16,15,137,5,4,6,NA,S,3,16480,0.31,0.292,0.259,0.233,0.22,0.218,0.226,anc3,435041.8876357412,11746130.966165012
2015-07-16,15,137,5,14,6,NA,S,2,21179,0.319,0.306,0.272,0.238,0.226,0.221,0.234,anc2,559039.7527458434,15094073.324137772
2015-07-16,15,137,5,15,6,NA,S,4,44552,0.392,0.38,0.34,0.303,0.298,0.293,0.313,anc4,1175809.7253396763,31746862.584171258
2015-07-16,15,137,5,18,6,NA,S,5,10447,0.165,0.151,0.13,0.121,0.118,0.115,0.118,anc5,275842.2451140883,7447740.618080384
2015-07-16,15,137,5,32,6,NA,S,pop,259,0.152,0.136,0.109,0.104,0.098,0.095,0.091,cc1690,6999.8850924407425,188996.89749590005
2015-07-23,16,143,5,4,6,NA,S,3,25020,0.279,0.265,0.236,0.213,0.201,0.206,0.211,anc3,660396.5946032392,17830708.05428746
2015-07-23,16,143,5,14,6,NA,S,2,23541,0.331,0.321,0.288,0.253,0.236,0.236,0.25,anc2,621368.5370382591,16776950.500032995
2015-07-23,16,143,5,15,6,NA,S,4,37104,0.336,0.326,0.295,0.268,0.26,0.254,0.269,anc4,979270.8661483501,26440313.38600545
2015-07-23,16,143,5,18,6,NA,S,5,13202,0.174,0.161,0.137,0.128,0.122,0.123,0.126,anc5,348541.5680292472,9410622.336789675
2015-07-23,16,143,5,32,6,NA,S,pop,322,0.186,0.167,0.132,0.124,0.115,0.11,0.105,cc1690,8662.33784875835,233883.12191647547
2015-07-30,17,150,5,4,6,NA,S,3,11191,0.224,0.21,0.176,0.164,0.155,0.149,0.147,anc3,295475.0205220296,7977825.554094799
2015-07-30,17,150,5,14,6,NA,S,2,35383,0.733,0.716,0.593,0.503,0.474,0.461,0.492,anc2,933856.8789479912,25214135.731595762
2015-07-30,17,150,5,15,6,NA,S,4,33325,0.367,0.355,0.31,0.275,0.265,0.261,0.272,anc4,879550.0889082827,23747852.400523633
2015-07-30,17,150,5,18,6,NA,S,5,5367,0.189,0.171,0.14,0.13,0.123,0.117,0.115,anc5,141790.49904911287,3828343.4743260476
2015-07-30,17,150,5,32,6,NA,S,pop,532,0.187,0.17,0.137,0.129,0.12,0.115,0.11,cc1690,14203.847036483712,383503.86998506024
2015-08-13,19,164,5,4,6,NA,S,3,1214,0.166,0.15,0.125,0.118,0.113,0.108,0.102,anc3,32200.557827096556,869415.061331607
2015-08-13,19,164,5,14,6,NA,S,2,43292,0.474,0.466,0.418,0.362,0.35,0.346,0.373,anc2,1142560.670213324,30849138.09575975
2015-08-13,19,164,5,15,6,NA,S,4,88175,1.286,1.293,1.23,0.973,0.988,1.001,1.169,anc4,2326939.5124641685,62827366.83653255
2015-08-13,19,164,5,18,6,NA,S,5,41722,0.396,0.383,0.345,0.308,0.296,0.297,0.319,anc5,1101131.2920003298,29730544.884008907
2015-08-13,19,164,5,32,6,NA,S,pop,21273,0.333,0.315,0.269,0.245,0.242,0.23,0.237,cc1690,561520.2378108252,15161046.420892281
2015-08-19,20,170,5,4,6,NA,S,3,2068,0.18,0.162,0.132,0.124,0.117,0.117,0.11,anc3,54736.02852384636,1477872.7701438519
2015-08-19,20,170,5,14,6,NA,S,2,48769,0.575,0.561,0.505,0.432,0.422,0.414,0.454,anc2,1287088.5074569993,34751389.70133898
2015-08-19,20,170,5,15,6,NA,S,4,1751,0.19,0.174,0.146,0.137,0.13,0.12,0.117,anc4,46370.98846427998,1252016.6885355595
2015-08-19,20,170,5,18,6,NA,S,5,1293,0.149,0.134,0.111,0.107,0.103,0.102,0.099,anc5,34285.22080724086,925700.9617955033
2015-08-19,20,170,5,32,6,NA,S,pop,614,0.176,0.158,0.129,0.121,0.114,0.11,0.106,cc1690,16367.674433595519,441927.209707079
2015-08-28,21,179,6,4,8,NA,S,3,499,0.217,0.197,0.158,0.146,0.119,0.127,0.135,anc3,13333.038449841155,359992.0381457112
2015-08-28,21,179,6,14,8,NA,S,2,55969,0.99,0.968,0.857,0.735,0.719,0.683,0.705,anc2,1477083.1081790118,39881243.92083332
2015-08-28,21,179,6,15,8,NA,S,4,24392,0.416,0.398,0.338,0.291,0.276,0.269,0.271,anc4,643824.8433180414,17383270.76958712
2015-08-28,21,179,6,18,8,NA,S,5,58167,0.507,0.492,0.443,0.377,0.4,0.365,0.364,anc5,1535084.237677204,41447274.4172845
2015-08-28,21,179,6,32,8,NA,S,pop,55361,1.212,1.21,1.032,0.834,0.859,0.773,0.786,cc1690,1461039.1196735974,39448056.23118713
2015-09-04,22,186,6,4,8,NA,S,3,1511,0.315,0.291,0.242,0.215,0.196,0.186,0.174,anc3,40037.83510687957,1081021.5478857483
2015-09-04,22,186,6,14,8,NA,S,2,29280,0.565,0.551,0.479,0.417,0.391,0.379,0.395,anc2,772810.0666970966,20865871.800821606
2015-09-04,22,186,6,15,8,NA,S,4,34183,0.473,0.46,0.4,0.34,0.323,0.316,0.364,anc4,902191.1121609891,24359160.028346706
2015-09-04,22,186,6,18,8,NA,S,5,23179,0.266,0.254,0.225,0.203,0.2,0.195,0.203,anc5,611816.0307241802,16519032.829552865
2015-09-04,22,186,6,32,8,NA,S,pop,291,0.182,0.164,0.131,0.123,0.115,0.111,0.106,cc1690,7844.30554009413,211796.24958254152
2015-09-11,23,193,6,4,8,NA,S,3,73206,2.053,2.049,1.842,1.408,1.387,1.389,1.585,anc3,1931935.4599353073,52162257.418253295
2015-09-11,23,193,6,14,8,NA,S,2,28004,0.504,0.477,0.418,0.364,0.347,0.336,0.347,anc2,739138.8013469176,19956747.636366777
2015-09-11,23,193,6,15,8,NA,S,4,21538,0.375,0.355,0.3,0.266,0.251,0.242,0.251,anc4,568513.0946429549,15349853.55535978
2015-09-11,23,193,6,18,8,NA,S,5,17406,0.23,0.213,0.186,0.172,0.167,0.162,0.167,anc5,459477.30433971115,12405887.217172202
2015-09-11,23,193,6,32,8,NA,S,pop,330,0.161,0.144,0.116,0.111,0.105,0.103,0.099,cc1690,8873.442960671697,239582.9599381358
2015-09-18,24,200,6,4,8,NA,S,3,27776,0.541,0.495,0.433,0.383,0.362,0.352,0.352,anc3,733122.3056573872,19794302.252749454
2015-09-18,24,200,6,14,8,NA,S,2,29261,0.445,0.433,0.382,0.339,0.329,0.314,0.327,anc2,772308.6920563023,20852334.685520165
2015-09-18,24,200,6,15,8,NA,S,4,17202,0.313,0.296,0.255,0.226,0.214,0.207,0.212,anc4,454094.1239859208,12260541.347619861
2015-09-18,24,200,6,18,8,NA,S,5,15405,0.231,0.216,0.185,0.169,0.162,0.159,0.162,anc5,406674.6382223852,10980215.2320044
2015-09-18,24,200,6,32,8,NA,S,pop,1957,0.303,0.279,0.228,0.209,0.189,0.182,0.174,cc1690,51806.94509604867,1398787.5175933142
2015-09-25,25,207,6,4,8,NA,S,3,13432,0.379,0.364,0.325,0.29,0.273,0.264,0.261,anc3,354610.83999675594,9574492.67991241
