well_plate,mu,best.model,best.se,population,light,ancestor_id,treatment,note
B02_12,0.43551946143286735,gr,0.10691096323218763,15,12.5,anc4,S,NA
B02_12,0.43551946143286735,gr,0.10691096323218763,15,12.5,anc4,S,NA
B02_12,0.43551946143286735,gr,0.10691096323218763,15,12.5,anc4,S,NA
B02_13,1.5742465579294627,gr.lag,0.07493214668575528,25,27.5,anc2,BS,NA
B02_13,1.5742465579294627,gr.lag,0.07493214668575528,25,27.5,anc2,BS,NA
B02_13,1.5742465579294627,gr.lag,0.07493214668575528,25,27.5,anc2,BS,NA
B02_13,1.5742465579294627,gr.lag,0.07493214668575528,25,27.5,anc2,BS,NA
B02_13,1.5742465579294627,gr.lag,0.07493214668575528,25,27.5,anc2,BS,NA
B02_13,1.5742465579294627,gr.lag,0.07493214668575528,25,27.5,anc2,BS,NA
B02_13,1.5742465579294627,gr.lag,0.07493214668575528,25,27.5,anc2,BS,NA
B02_13,1.5742465579294627,gr.lag,0.07493214668575528,25,27.5,anc2,BS,NA
B02_14,0.9846102515128757,gr,0.1105194839874889,28,27.5,anc5,P,NA
B02_14,0.9846102515128757,gr,0.1105194839874889,28,27.5,anc5,P,NA
B02_14,0.9846102515128757,gr,0.1105194839874889,28,27.5,anc5,P,NA
B02_14,0.9846102515128757,gr,0.1105194839874889,28,27.5,anc5,P,NA
B02_14,0.9846102515128757,gr,0.1105194839874889,28,27.5,anc5,P,NA
B02_14,0.9846102515128757,gr,0.1105194839874889,28,27.5,anc5,P,NA
B02_14,0.9846102515128757,gr,0.1105194839874889,28,27.5,anc5,P,NA
B02_14,0.9846102515128757,gr,0.1105194839874889,28,27.5,anc5,P,NA
B02_15,1.2214587699473447,gr,0.10914881239630658,15,27.5,anc4,S,NA
B02_15,1.2214587699473447,gr,0.10914881239630658,15,27.5,anc4,S,NA
B02_15,1.2214587699473447,gr,0.10914881239630658,15,27.5,anc4,S,NA
B02_15,1.2214587699473447,gr,0.10914881239630658,15,27.5,anc4,S,NA
B02_15,1.2214587699473447,gr,0.10914881239630658,15,27.5,anc4,S,NA
B02_15,1.2214587699473447,gr,0.10914881239630658,15,27.5,anc4,S,NA
B02_15,1.2214587699473447,gr,0.10914881239630658,15,27.5,anc4,S,NA
B02_15,1.2214587699473447,gr,0.10914881239630658,15,27.5,anc4,S,NA
B02_16,1.6950680448443864,gr.lag,0.07425250575637904,25,50,anc2,BS,NA
B02_16,1.6950680448443864,gr.lag,0.07425250575637904,25,50,anc2,BS,NA
B02_16,1.6950680448443864,gr.lag,0.07425250575637904,25,50,anc2,BS,NA
B02_16,1.6950680448443864,gr.lag,0.07425250575637904,25,50,anc2,BS,NA
B02_16,1.6950680448443864,gr.lag,0.07425250575637904,25,50,anc2,BS,NA
B02_16,1.6950680448443864,gr.lag,0.07425250575637904,25,50,anc2,BS,NA
B02_16,1.6950680448443864,gr.lag,0.07425250575637904,25,50,anc2,BS,NA
B02_16,1.6950680448443864,gr.lag,0.07425250575637904,25,50,anc2,BS,NA
B02_17,1.6055225479732471,gr.lag,0.04107935159660456,28,50,anc5,P,NA
B02_17,1.6055225479732471,gr.lag,0.04107935159660456,28,50,anc5,P,NA
B02_17,1.6055225479732471,gr.lag,0.04107935159660456,28,50,anc5,P,NA
B02_17,1.6055225479732471,gr.lag,0.04107935159660456,28,50,anc5,P,NA
B02_17,1.6055225479732471,gr.lag,0.04107935159660456,28,50,anc5,P,NA
B02_17,1.6055225479732471,gr.lag,0.04107935159660456,28,50,anc5,P,NA
B02_17,1.6055225479732471,gr.lag,0.04107935159660456,28,50,anc5,P,NA
B02_17,1.6055225479732471,gr.lag,0.04107935159660456,28,50,anc5,P,NA
B02_18,1.4204499592452315,gr,0.1290419339428836,15,50,anc4,S,NA
B02_18,1.4204499592452315,gr,0.1290419339428836,15,50,anc4,S,NA
B02_18,1.4204499592452315,gr,0.1290419339428836,15,50,anc4,S,NA
B02_18,1.4204499592452315,gr,0.1290419339428836,15,50,anc4,S,NA
B02_18,1.4204499592452315,gr,0.1290419339428836,15,50,anc4,S,NA
B02_18,1.4204499592452315,gr,0.1290419339428836,15,50,anc4,S,NA
B02_18,1.4204499592452315,gr,0.1290419339428836,15,50,anc4,S,NA
B02_18,1.4204499592452315,gr,0.1290419339428836,15,50,anc4,S,NA
B02_19,1.4793570978921178,gr,0.14707332004104887,25,82.5,anc2,BS,NA
B02_19,1.4793570978921178,gr,0.14707332004104887,25,82.5,anc2,BS,NA
B02_19,1.4793570978921178,gr,0.14707332004104887,25,82.5,anc2,BS,NA
B02_19,1.4793570978921178,gr,0.14707332004104887,25,82.5,anc2,BS,NA
B02_19,1.4793570978921178,gr,0.14707332004104887,25,82.5,anc2,BS,NA
B02_19,1.4793570978921178,gr,0.14707332004104887,25,82.5,anc2,BS,NA
B02_19,1.4793570978921178,gr,0.14707332004104887,25,82.5,anc2,BS,NA
B02_19,1.4793570978921178,gr,0.14707332004104887,25,82.5,anc2,BS,NA
B02_2,-0.3319659520923867,gr,0.09237917419281645,28,0.25,anc5,P,NA
B02_2,-0.3319659520923867,gr,0.09237917419281645,28,0.25,anc5,P,NA
B02_2,-0.3319659520923867,gr,0.09237917419281645,28,0.25,anc5,P,NA
B02_2,-0.3319659520923867,gr,0.09237917419281645,28,0.25,anc5,P,NA
B02_2,-0.3319659520923867,gr,0.09237917419281645,28,0.25,anc5,P,NA
B02_2,-0.3319659520923867,gr,0.09237917419281645,28,0.25,anc5,P,NA
B02_2,-0.3319659520923867,gr,0.09237917419281645,28,0.25,anc5,P,NA
B02_2,-0.3319659520923867,gr,0.09237917419281645,28,0.25,anc5,P,NA
B02_20,1.6387231360694055,gr,0.20705366978158193,28,82.5,anc5,P,NA
B02_20,1.6387231360694055,gr,0.20705366978158193,28,82.5,anc5,P,NA
B02_20,1.6387231360694055,gr,0.20705366978158193,28,82.5,anc5,P,NA
B02_20,1.6387231360694055,gr,0.20705366978158193,28,82.5,anc5,P,NA
B02_20,1.6387231360694055,gr,0.20705366978158193,28,82.5,anc5,P,NA
B02_20,1.6387231360694055,gr,0.20705366978158193,28,82.5,anc5,P,NA
B02_20,1.6387231360694055,gr,0.20705366978158193,28,82.5,anc5,P,NA
B02_20,1.6387231360694055,gr,0.20705366978158193,28,82.5,anc5,P,NA
B02_21,1.2433486311277053,gr,0.16409328058181813,15,82.5,anc4,S,NA
B02_21,1.2433486311277053,gr,0.16409328058181813,15,82.5,anc4,S,NA
B02_21,1.2433486311277053,gr,0.16409328058181813,15,82.5,anc4,S,NA
B02_21,1.2433486311277053,gr,0.16409328058181813,15,82.5,anc4,S,NA
B02_21,1.2433486311277053,gr,0.16409328058181813,15,82.5,anc4,S,NA
B02_21,1.2433486311277053,gr,0.16409328058181813,15,82.5,anc4,S,NA
B02_21,1.2433486311277053,gr,0.16409328058181813,15,82.5,anc4,S,NA
B02_21,1.2433486311277053,gr,0.16409328058181813,15,82.5,anc4,S,NA
B02_21,1.2433486311277053,gr,0.16409328058181813,15,82.5,anc4,S,NA
B02_22,1.5857569792640265,gr,0.16958656024214377,25,125,anc2,BS,NA
B02_22,1.5857569792640265,gr,0.16958656024214377,25,125,anc2,BS,NA
B02_22,1.5857569792640265,gr,0.16958656024214377,25,125,anc2,BS,NA
B02_22,1.5857569792640265,gr,0.16958656024214377,25,125,anc2,BS,NA
B02_22,1.5857569792640265,gr,0.16958656024214377,25,125,anc2,BS,NA
B02_22,1.5857569792640265,gr,0.16958656024214377,25,125,anc2,BS,NA
B02_22,1.5857569792640265,gr,0.16958656024214377,25,125,anc2,BS,NA
B02_22,1.5857569792640265,gr,0.16958656024214377,25,125,anc2,BS,NA
B02_23,1.3188462361785747,gr,0.17005388731077398,28,125,anc5,P,NA
B02_23,1.3188462361785747,gr,0.17005388731077398,28,125,anc5,P,NA
B02_23,1.3188462361785747,gr,0.17005388731077398,28,125,anc5,P,NA
B02_23,1.3188462361785747,gr,0.17005388731077398,28,125,anc5,P,NA
B02_23,1.3188462361785747,gr,0.17005388731077398,28,125,anc5,P,NA
B02_23,1.3188462361785747,gr,0.17005388731077398,28,125,anc5,P,NA
B02_23,1.3188462361785747,gr,0.17005388731077398,28,125,anc5,P,NA
B02_23,1.3188462361785747,gr,0.17005388731077398,28,125,anc5,P,NA
B02_24,1.3059937518665286,gr,0.1115876164498506,15,125,anc4,S,NA
B02_24,1.3059937518665286,gr,0.1115876164498506,15,125,anc4,S,NA
B02_24,1.3059937518665286,gr,0.1115876164498506,15,125,anc4,S,NA
B02_24,1.3059937518665286,gr,0.1115876164498506,15,125,anc4,S,NA
B02_24,1.3059937518665286,gr,0.1115876164498506,15,125,anc4,S,NA
B02_24,1.3059937518665286,gr,0.1115876164498506,15,125,anc4,S,NA
B02_24,1.3059937518665286,gr,0.1115876164498506,15,125,anc4,S,NA
B02_24,1.3059937518665286,gr,0.1115876164498506,15,125,anc4,S,NA
B02_25,3.455614490120213,gr.lagsat,0.2154930688738777,25,175,anc2,BS,NA
B02_25,3.455614490120213,gr.lagsat,0.2154930688738777,25,175,anc2,BS,NA
B02_25,3.455614490120213,gr.lagsat,0.2154930688738777,25,175,anc2,BS,NA
B02_25,3.455614490120213,gr.lagsat,0.2154930688738777,25,175,anc2,BS,NA
B02_25,3.455614490120213,gr.lagsat,0.2154930688738777,25,175,anc2,BS,NA
B02_25,3.455614490120213,gr.lagsat,0.2154930688738777,25,175,anc2,BS,NA
B02_25,3.455614490120213,gr.lagsat,0.2154930688738777,25,175,anc2,BS,NA
B02_25,3.455614490120213,gr.lagsat,0.2154930688738777,25,175,anc2,BS,NA
B02_26,1.4817272996970514,gr,0.2712102996959595,28,175,anc5,P,NA
B02_26,1.4817272996970514,gr,0.2712102996959595,28,175,anc5,P,NA
B02_26,1.4817272996970514,gr,0.2712102996959595,28,175,anc5,P,NA
B02_26,1.4817272996970514,gr,0.2712102996959595,28,175,anc5,P,NA
B02_26,1.4817272996970514,gr,0.2712102996959595,28,175,anc5,P,NA
B02_26,1.4817272996970514,gr,0.2712102996959595,28,175,anc5,P,NA
B02_26,1.4817272996970514,gr,0.2712102996959595,28,175,anc5,P,NA
B02_26,1.4817272996970514,gr,0.2712102996959595,28,175,anc5,P,NA
B02_27,1.3713233906040836,gr,0.1890162587626092,15,175,anc4,S,NA
B02_27,1.3713233906040836,gr,0.1890162587626092,15,175,anc4,S,NA
B02_27,1.3713233906040836,gr,0.1890162587626092,15,175,anc4,S,NA
B02_27,1.3713233906040836,gr,0.1890162587626092,15,175,anc4,S,NA
B02_27,1.3713233906040836,gr,0.1890162587626092,15,175,anc4,S,NA
B02_27,1.3713233906040836,gr,0.1890162587626092,15,175,anc4,S,NA
B02_27,1.3713233906040836,gr,0.1890162587626092,15,175,anc4,S,NA
B02_27,1.3713233906040836,gr,0.1890162587626092,15,175,anc4,S,NA
B02_28,1.513773371136683,gr,0.30343820123136417,25,250,anc2,BS,NA
B02_28,1.513773371136683,gr,0.30343820123136417,25,250,anc2,BS,NA
B02_28,1.513773371136683,gr,0.30343820123136417,25,250,anc2,BS,NA
B02_28,1.513773371136683,gr,0.30343820123136417,25,250,anc2,BS,NA
B02_28,1.513773371136683,gr,0.30343820123136417,25,250,anc2,BS,NA
B02_28,1.513773371136683,gr,0.30343820123136417,25,250,anc2,BS,NA
B02_28,1.513773371136683,gr,0.30343820123136417,25,250,anc2,BS,NA
B02_28,1.513773371136683,gr,0.30343820123136417,25,250,anc2,BS,NA
B02_29,1.5131597555843308,gr,0.2456104331424964,28,250,anc5,P,NA
B02_29,1.5131597555843308,gr,0.2456104331424964,28,250,anc5,P,NA
B02_29,1.5131597555843308,gr,0.2456104331424964,28,250,anc5,P,NA
B02_29,1.5131597555843308,gr,0.2456104331424964,28,250,anc5,P,NA
B02_29,1.5131597555843308,gr,0.2456104331424964,28,250,anc5,P,NA
B02_29,1.5131597555843308,gr,0.2456104331424964,28,250,anc5,P,NA
B02_29,1.5131597555843308,gr,0.2456104331424964,28,250,anc5,P,NA
B02_29,1.5131597555843308,gr,0.2456104331424964,28,250,anc5,P,NA
B02_3,0.0878472677107894,gr,0.07013010094230776,15,0.25,anc4,S,NA
B02_3,0.0878472677107894,gr,0.07013010094230776,15,0.25,anc4,S,NA
B02_3,0.0878472677107894,gr,0.07013010094230776,15,0.25,anc4,S,NA
B02_3,0.0878472677107894,gr,0.07013010094230776,15,0.25,anc4,S,NA
B02_3,0.0878472677107894,gr,0.07013010094230776,15,0.25,anc4,S,NA
B02_3,0.0878472677107894,gr,0.07013010094230776,15,0.25,anc4,S,NA
B02_3,0.0878472677107894,gr,0.07013010094230776,15,0.25,anc4,S,NA
B02_3,0.0878472677107894,gr,0.07013010094230776,15,0.25,anc4,S,NA
B02_30,1.3103372553339256,gr,0.19114461991520543,15,250,anc4,S,NA
B02_30,1.3103372553339256,gr,0.19114461991520543,15,250,anc4,S,NA
B02_30,1.3103372553339256,gr,0.19114461991520543,15,250,anc4,S,NA
B02_30,1.3103372553339256,gr,0.19114461991520543,15,250,anc4,S,NA
B02_30,1.3103372553339256,gr,0.19114461991520543,15,250,anc4,S,NA
B02_30,1.3103372553339256,gr,0.19114461991520543,15,250,anc4,S,NA
B02_30,1.3103372553339256,gr,0.19114461991520543,15,250,anc4,S,NA
B02_30,1.3103372553339256,gr,0.19114461991520543,15,250,anc4,S,NA
B02_4,0.07777529790285169,gr,0.07436602007803073,25,1.5,anc2,BS,NA
B02_4,0.07777529790285169,gr,0.07436602007803073,25,1.5,anc2,BS,NA
B02_4,0.07777529790285169,gr,0.07436602007803073,25,1.5,anc2,BS,NA
B02_4,0.07777529790285169,gr,0.07436602007803073,25,1.5,anc2,BS,NA
B02_4,0.07777529790285169,gr,0.07436602007803073,25,1.5,anc2,BS,NA
B02_4,0.07777529790285169,gr,0.07436602007803073,25,1.5,anc2,BS,NA
B02_4,0.07777529790285169,gr,0.07436602007803073,25,1.5,anc2,BS,NA
B02_4,0.07777529790285169,gr,0.07436602007803073,25,1.5,anc2,BS,NA
B02_5,-0.03908435331187962,gr,0.08511860943995936,28,1.5,anc5,P,NA
B02_5,-0.03908435331187962,gr,0.08511860943995936,28,1.5,anc5,P,NA
B02_5,-0.03908435331187962,gr,0.08511860943995936,28,1.5,anc5,P,NA
B02_5,-0.03908435331187962,gr,0.08511860943995936,28,1.5,anc5,P,NA
B02_5,-0.03908435331187962,gr,0.08511860943995936,28,1.5,anc5,P,NA
B02_5,-0.03908435331187962,gr,0.08511860943995936,28,1.5,anc5,P,NA
B02_5,-0.03908435331187962,gr,0.08511860943995936,28,1.5,anc5,P,NA
B02_5,-0.03908435331187962,gr,0.08511860943995936,28,1.5,anc5,P,NA
B02_6,0.1448951825499108,gr,0.07682159061978609,15,1.5,anc4,S,NA
B02_6,0.1448951825499108,gr,0.07682159061978609,15,1.5,anc4,S,NA
B02_6,0.1448951825499108,gr,0.07682159061978609,15,1.5,anc4,S,NA
B02_6,0.1448951825499108,gr,0.07682159061978609,15,1.5,anc4,S,NA
B02_6,0.1448951825499108,gr,0.07682159061978609,15,1.5,anc4,S,NA
B02_6,0.1448951825499108,gr,0.07682159061978609,15,1.5,anc4,S,NA
B02_6,0.1448951825499108,gr,0.07682159061978609,15,1.5,anc4,S,NA
B02_6,0.1448951825499108,gr,0.07682159061978609,15,1.5,anc4,S,NA
B02_7,0.3968899996466601,gr,0.1744287560453943,25,5,anc2,BS,NA
B02_7,0.3968899996466601,gr,0.1744287560453943,25,5,anc2,BS,NA
B02_7,0.3968899996466601,gr,0.1744287560453943,25,5,anc2,BS,NA
B02_7,0.3968899996466601,gr,0.1744287560453943,25,5,anc2,BS,NA
B02_7,0.3968899996466601,gr,0.1744287560453943,25,5,anc2,BS,NA
B02_7,0.3968899996466601,gr,0.1744287560453943,25,5,anc2,BS,NA
B02_7,0.3968899996466601,gr,0.1744287560453943,25,5,anc2,BS,NA
B02_7,0.3968899996466601,gr,0.1744287560453943,25,5,anc2,BS,NA
B02_8,0.1956989888463343,gr,0.09094907210047797,28,5,anc5,P,NA
B02_8,0.1956989888463343,gr,0.09094907210047797,28,5,anc5,P,NA
B02_8,0.1956989888463343,gr,0.09094907210047797,28,5,anc5,P,NA
B02_8,0.1956989888463343,gr,0.09094907210047797,28,5,anc5,P,NA
B02_8,0.1956989888463343,gr,0.09094907210047797,28,5,anc5,P,NA
B02_8,0.1956989888463343,gr,0.09094907210047797,28,5,anc5,P,NA
B02_8,0.1956989888463343,gr,0.09094907210047797,28,5,anc5,P,NA
B02_8,0.1956989888463343,gr,0.09094907210047797,28,5,anc5,P,NA
B02_9,0.22082480153043033,gr,0.0790901202510446,15,5,anc4,S,NA
B02_9,0.22082480153043033,gr,0.0790901202510446,15,5,anc4,S,NA
B02_9,0.22082480153043033,gr,0.0790901202510446,15,5,anc4,S,NA
B02_9,0.22082480153043033,gr,0.0790901202510446,15,5,anc4,S,NA
B02_9,0.22082480153043033,gr,0.0790901202510446,15,5,anc4,S,NA
B02_9,0.22082480153043033,gr,0.0790901202510446,15,5,anc4,S,NA
B02_9,0.22082480153043033,gr,0.0790901202510446,15,5,anc4,S,NA
B03_1,0.10731556767972013,gr,0.12455290153452049,19,0.25,anc2,B,NA
B03_1,0.10731556767972013,gr,0.12455290153452049,19,0.25,anc2,B,NA
B03_1,0.10731556767972013,gr,0.12455290153452049,19,0.25,anc2,B,NA
B03_1,0.10731556767972013,gr,0.12455290153452049,19,0.25,anc2,B,NA
B03_1,0.10731556767972013,gr,0.12455290153452049,19,0.25,anc2,B,NA
B03_1,0.10731556767972013,gr,0.12455290153452049,19,0.25,anc2,B,NA
B03_1,0.10731556767972013,gr,0.12455290153452049,19,0.25,anc2,B,NA
B03_1,0.10731556767972013,gr,0.12455290153452049,19,0.25,anc2,B,NA
B03_10,0.2652285162917642,gr,0.0996867854234881,19,12.5,anc2,B,NA
B03_10,0.2652285162917642,gr,0.0996867854234881,19,12.5,anc2,B,NA
B03_10,0.2652285162917642,gr,0.0996867854234881,19,12.5,anc2,B,NA
B03_10,0.2652285162917642,gr,0.0996867854234881,19,12.5,anc2,B,NA
B03_10,0.2652285162917642,gr,0.0996867854234881,19,12.5,anc2,B,NA
B03_10,0.2652285162917642,gr,0.0996867854234881,19,12.5,anc2,B,NA
B03_10,0.2652285162917642,gr,0.0996867854234881,19,12.5,anc2,B,NA
B03_10,0.2652285162917642,gr,0.0996867854234881,19,12.5,anc2,B,NA
B03_11,0.3424860602173037,gr,0.08553187673285716,4,12.5,anc3,S,NA
B03_11,0.3424860602173037,gr,0.08553187673285716,4,12.5,anc3,S,NA
B03_11,0.3424860602173037,gr,0.08553187673285716,4,12.5,anc3,S,NA
B03_11,0.3424860602173037,gr,0.08553187673285716,4,12.5,anc3,S,NA
B03_11,0.3424860602173037,gr,0.08553187673285716,4,12.5,anc3,S,NA
B03_11,0.3424860602173037,gr,0.08553187673285716,4,12.5,anc3,S,NA
B03_11,0.3424860602173037,gr,0.08553187673285716,4,12.5,anc3,S,NA
B03_11,0.3424860602173037,gr,0.08553187673285716,4,12.5,anc3,S,NA
B03_12,0.5426728582262581,gr,0.06402824714595973,3,12.5,cc1690,N,NA
B03_12,0.5426728582262581,gr,0.06402824714595973,3,12.5,cc1690,N,NA
B03_12,0.5426728582262581,gr,0.06402824714595973,3,12.5,cc1690,N,NA
B03_12,0.5426728582262581,gr,0.06402824714595973,3,12.5,cc1690,N,NA
B03_12,0.5426728582262581,gr,0.06402824714595973,3,12.5,cc1690,N,NA
B03_12,0.5426728582262581,gr,0.06402824714595973,3,12.5,cc1690,N,NA
B03_12,0.5426728582262581,gr,0.06402824714595973,3,12.5,cc1690,N,NA
B03_12,0.5426728582262581,gr,0.06402824714595973,3,12.5,cc1690,N,NA
B03_13,1.4051317866614843,gr.lag,0.0402682924575417,19,27.5,anc2,B,NA
B03_13,1.4051317866614843,gr.lag,0.0402682924575417,19,27.5,anc2,B,NA
B03_13,1.4051317866614843,gr.lag,0.0402682924575417,19,27.5,anc2,B,NA
B03_13,1.4051317866614843,gr.lag,0.0402682924575417,19,27.5,anc2,B,NA
B03_13,1.4051317866614843,gr.lag,0.0402682924575417,19,27.5,anc2,B,NA
B03_13,1.4051317866614843,gr.lag,0.0402682924575417,19,27.5,anc2,B,NA
B03_13,1.4051317866614843,gr.lag,0.0402682924575417,19,27.5,anc2,B,NA
B03_13,1.4051317866614843,gr.lag,0.0402682924575417,19,27.5,anc2,B,NA
B03_14,0.8709086996244484,gr,0.08163118937190063,4,27.5,anc3,S,NA
B03_14,0.8709086996244484,gr,0.08163118937190063,4,27.5,anc3,S,NA
B03_14,0.8709086996244484,gr,0.08163118937190063,4,27.5,anc3,S,NA
B03_14,0.8709086996244484,gr,0.08163118937190063,4,27.5,anc3,S,NA
B03_14,0.8709086996244484,gr,0.08163118937190063,4,27.5,anc3,S,NA
B03_14,0.8709086996244484,gr,0.08163118937190063,4,27.5,anc3,S,NA
B03_14,0.8709086996244484,gr,0.08163118937190063,4,27.5,anc3,S,NA
B03_14,0.8709086996244484,gr,0.08163118937190063,4,27.5,anc3,S,NA
B03_15,1.4651215008833445,gr,0.12117770824537623,3,27.5,cc1690,N,NA
B03_15,1.4651215008833445,gr,0.12117770824537623,3,27.5,cc1690,N,NA
B03_15,1.4651215008833445,gr,0.12117770824537623,3,27.5,cc1690,N,NA
B03_15,1.4651215008833445,gr,0.12117770824537623,3,27.5,cc1690,N,NA
B03_15,1.4651215008833445,gr,0.12117770824537623,3,27.5,cc1690,N,NA
B03_15,1.4651215008833445,gr,0.12117770824537623,3,27.5,cc1690,N,NA
B03_15,1.4651215008833445,gr,0.12117770824537623,3,27.5,cc1690,N,NA
B03_15,1.4651215008833445,gr,0.12117770824537623,3,27.5,cc1690,N,NA
B03_16,1.7891948196343508,gr.lag,0.07098796412793681,19,50,anc2,B,NA
B03_16,1.7891948196343508,gr.lag,0.07098796412793681,19,50,anc2,B,NA
B03_16,1.7891948196343508,gr.lag,0.07098796412793681,19,50,anc2,B,NA
B03_16,1.7891948196343508,gr.lag,0.07098796412793681,19,50,anc2,B,NA
B03_16,1.7891948196343508,gr.lag,0.07098796412793681,19,50,anc2,B,NA
B03_16,1.7891948196343508,gr.lag,0.07098796412793681,19,50,anc2,B,NA
B03_16,1.7891948196343508,gr.lag,0.07098796412793681,19,50,anc2,B,NA
B03_16,1.7891948196343508,gr.lag,0.07098796412793681,19,50,anc2,B,NA
B03_17,1.3989652728390192,gr,0.07319977019215194,4,50,anc3,S,NA
B03_17,1.3989652728390192,gr,0.07319977019215194,4,50,anc3,S,NA
B03_17,1.3989652728390192,gr,0.07319977019215194,4,50,anc3,S,NA
B03_17,1.3989652728390192,gr,0.07319977019215194,4,50,anc3,S,NA
B03_17,1.3989652728390192,gr,0.07319977019215194,4,50,anc3,S,NA
B03_17,1.3989652728390192,gr,0.07319977019215194,4,50,anc3,S,NA
B03_17,1.3989652728390192,gr,0.07319977019215194,4,50,anc3,S,NA
B03_17,1.3989652728390192,gr,0.07319977019215194,4,50,anc3,S,NA
B03_18,1.392502506444234,gr,0.0738856747735598,3,50,cc1690,N,NA
B03_18,1.392502506444234,gr,0.0738856747735598,3,50,cc1690,N,NA
B03_18,1.392502506444234,gr,0.0738856747735598,3,50,cc1690,N,NA
B03_18,1.392502506444234,gr,0.0738856747735598,3,50,cc1690,N,NA
B03_18,1.392502506444234,gr,0.0738856747735598,3,50,cc1690,N,NA
B03_18,1.392502506444234,gr,0.0738856747735598,3,50,cc1690,N,NA
B03_18,1.392502506444234,gr,0.0738856747735598,3,50,cc1690,N,NA
B03_18,1.392502506444234,gr,0.0738856747735598,3,50,cc1690,N,NA
B03_19,2.028328169811212,gr.lag,0.1998719568044507,19,82.5,anc2,B,NA
B03_19,2.028328169811212,gr.lag,0.1998719568044507,19,82.5,anc2,B,NA
B03_19,2.028328169811212,gr.lag,0.1998719568044507,19,82.5,anc2,B,NA
B03_19,2.028328169811212,gr.lag,0.1998719568044507,19,82.5,anc2,B,NA
B03_19,2.028328169811212,gr.lag,0.1998719568044507,19,82.5,anc2,B,NA
B03_19,2.028328169811212,gr.lag,0.1998719568044507,19,82.5,anc2,B,NA
B03_19,2.028328169811212,gr.lag,0.1998719568044507,19,82.5,anc2,B,NA
B03_19,2.028328169811212,gr.lag,0.1998719568044507,19,82.5,anc2,B,NA
B03_2,0.060265741241843085,gr,0.05736196710556673,4,0.25,anc3,S,NA
B03_2,0.060265741241843085,gr,0.05736196710556673,4,0.25,anc3,S,NA
B03_2,0.060265741241843085,gr,0.05736196710556673,4,0.25,anc3,S,NA
B03_2,0.060265741241843085,gr,0.05736196710556673,4,0.25,anc3,S,NA
B03_2,0.060265741241843085,gr,0.05736196710556673,4,0.25,anc3,S,NA
B03_2,0.060265741241843085,gr,0.05736196710556673,4,0.25,anc3,S,NA
B03_2,0.060265741241843085,gr,0.05736196710556673,4,0.25,anc3,S,NA
B03_2,0.060265741241843085,gr,0.05736196710556673,4,0.25,anc3,S,NA
B03_20,1.5377114738716477,gr,0.1569396366367853,4,82.5,anc3,S,NA
B03_20,1.5377114738716477,gr,0.1569396366367853,4,82.5,anc3,S,NA
B03_20,1.5377114738716477,gr,0.1569396366367853,4,82.5,anc3,S,NA
B03_20,1.5377114738716477,gr,0.1569396366367853,4,82.5,anc3,S,NA
