light,population,well_plate,term,estimate,std.error,statistic,p.value,conf.low,conf.high,ancestor_id,treatment,note
0.25,1,B09_1,days,-0.011121371361387706,0.12974495003346206,-0.08571718096557462,0.9370915111061453,-0.4240277082245983,0.4017849655018229,anc2,N,NA
0.25,1,C06_1,days,-0.07195238214868918,0.10637232312118047,-0.676420144239214,0.5472559450726299,-0.4104765888501347,0.2665718245527563,anc2,N,NA
0.25,1,E02_1,days,-0.02988598145198734,0.05462331273156768,-0.5471286884201689,0.6223633156159014,-0.20372174123692144,0.14394977833294675,anc2,N,NA
0.25,1,F11_1,days,0.2782310924082017,0.16474904844477833,1.6888175988552736,0.18983700249090962,-0.24607390811388968,0.8025360929302932,anc2,N,NA
0.25,10,C02_3,days,0.012312624883736566,0.06141450946294956,0.20048397343570065,0.8539238807500047,-0.18313575384743855,0.2077610036149117,anc2,L,NA
0.25,10,D05_3,days,-0.3373297414544033,0.12236924899037242,-2.756654504604692,0.07034899639505056,-0.726763305784156,0.05210382287534948,anc2,L,NA
0.25,10,D11_3,days,0.02244053284580072,0.1082542191950428,0.2072947642379589,0.8490531665570817,-0.32207270706283586,0.3669537727544373,anc2,L,NA
0.25,10,F08_3,days,0.01594514828295132,0.28628442133873816,0.055696877281648044,0.9590851346970826,-0.8951396506668001,0.9270299472327028,anc2,L,NA
0.25,11,B07_1,days,0.07593712584938422,0.146774029040903,0.5173744043520264,0.6406238360992369,-0.39116334058344115,0.5430375922822096,anc4,N,NA
0.25,11,C07_1,days,0.131598472294619,0.15818881528280412,0.8319075660270424,0.46648973440950703,-0.37182893843934794,0.6350258830285859,anc4,N,NA
0.25,11,D11_1,days,-0.03180433877642077,0.1725251582582416,-0.18434609246272904,0.8654992922275471,-0.5808563912438487,0.5172477136910072,anc4,N,NA
0.25,11,G02_1,days,0.08706508529302631,0.24313336559575868,0.3580959983821534,0.7439857577669351,-0.686693795738389,0.8608239663244415,anc4,N,NA
0.25,14,B04_1,days,-0.23682929635014863,0.08356555165480005,-2.8340541247003785,0.06596882221253117,-0.5027721774629619,0.029113584762664596,anc2,S,NA
0.25,14,D06_1,days,0.31187571846530426,0.06040744783604359,5.162868646789874,0.014094351491632514,0.119632259287869,0.5041191776427395,anc2,S,NA
0.25,14,D09_1,days,0.11845327169996209,0.1082539088412884,1.094217039992773,0.3538483554730817,-0.22605898052451542,0.46296552392443957,anc2,S,NA
0.25,14,F08_1,days,0.09383950839472739,0.12643138101574214,0.7422169056513217,0.5117851488539813,-0.3085215729907379,0.49620058978019266,anc2,S,NA
0.25,15,B02_3,days,0.0063376737799102495,0.1566306124098712,0.04046254868317706,0.9702665867219451,-0.49213083997820883,0.5048061875380293,anc4,S,NA
0.25,15,C11_3,days,-0.06877140824589184,0.05452704454479398,-1.2612348389686905,0.29638068208278395,-0.24230079969551158,0.1047579832037279,anc4,S,NA
0.25,15,E07_3,days,-0.10810893047890026,0.1302975588587519,-0.829708026963843,0.4675583317579586,-0.5227739152564217,0.3065560542986212,anc4,S,NA
0.25,15,F02_3,days,0.21875957250551115,0.08644059987091952,2.5307502820686296,0.08536797541491123,-0.05633299518020407,0.49385214019122636,anc4,S,NA
0.25,16,B05_3,days,-0.19703219748729647,0.16112816351010095,-1.2228290399086237,0.3086945901923451,-0.7098139261271664,0.3157495311525734,anc5,B,NA
0.25,16,C08_3,days,0.29254920286740416,0.16281402589360391,1.7968304712186154,0.17021945433263028,-0.2255976922860614,0.8106960980208697,anc5,B,NA
0.25,16,E04_3,days,-0.1497917837944012,0.10085749005715357,-1.4851825452875906,0.2341708344114662,-0.4707653303869779,0.17118176279817546,anc5,B,NA
0.25,16,E11_3,days,-0.1162741799322881,0.06053024936021935,-1.9209268285073977,0.15050056558859173,-0.3089084483666197,0.07636008850204347,anc5,B,NA
