file_name,path,well_plate,well,plate,date_time,RFU,plate_key,population,acclimation_level,percentage,expt_light_level,multitron,slot,read_at_19_12_18_0900,read_at_19_12_18_1500,start_time,days,light_level
data-raw/light-rstar-rfu/chlamee_light_20181218_plate22_181218_230534_0001_,data-raw/light-rstar-rfu/chlamee_light_20181218_,B02_22,B02,22,2018-12-18T22:58:39Z,8,1,25,HL,50,L8,4,15,1,1,2018-12-18T22:58:39Z,0,8
data-raw/light-rstar-rfu/chlamee_light_20181218_plate22_181218_230534_0001_,data-raw/light-rstar-rfu/chlamee_light_20181218_,C02_22,C02,22,2018-12-18T22:58:39Z,9,1,6,HL,50,L8,4,15,1,1,2018-12-18T22:58:39Z,0,8
data-raw/light-rstar-rfu/chlamee_light_20181218_plate22_181218_230534_0001_,data-raw/light-rstar-rfu/chlamee_light_20181218_,D02_22,D02,22,2018-12-18T22:58:39Z,6,1,24,HL,50,L8,4,15,1,1,2018-12-18T22:58:39Z,0,8
data-raw/light-rstar-rfu/chlamee_light_20181218_plate22_181218_230534_0001_,data-raw/light-rstar-rfu/chlamee_light_20181218_,E02_22,E02,22,2018-12-18T22:58:39Z,8,1,1,HL,50,L8,4,15,1,1,2018-12-18T22:58:39Z,0,8
data-raw/light-rstar-rfu/chlamee_light_20181218_plate22_181218_230534_0001_,data-raw/light-rstar-rfu/chlamee_light_20181218_,F02_22,F02,22,2018-12-18T22:58:39Z,8,1,25,HL,50,L8,4,15,1,1,2018-12-18T22:58:39Z,0,8
data-raw/light-rstar-rfu/chlamee_light_20181218_plate22_181218_230534_0001_,data-raw/light-rstar-rfu/chlamee_light_20181218_,G02_22,G02,22,2018-12-18T22:58:39Z,9,1,11,HL,50,L8,4,15,1,1,2018-12-18T22:58:39Z,0,8
data-raw/light-rstar-rfu/chlamee_light_20181218_plate25_181218_231247_0001_,data-raw/light-rstar-rfu/chlamee_light_20181218_,B02_25,B02,25,2018-12-18T23:05:55Z,10,1,25,HL,70,L9,6,3,1,NA,2018-12-18T23:05:55Z,0,9
data-raw/light-rstar-rfu/chlamee_light_20181218_plate25_181218_231247_0001_,data-raw/light-rstar-rfu/chlamee_light_20181218_,C02_25,C02,25,2018-12-18T23:05:55Z,9,1,6,HL,70,L9,6,3,1,NA,2018-12-18T23:05:55Z,0,9
data-raw/light-rstar-rfu/chlamee_light_20181218_plate25_181218_231247_0001_,data-raw/light-rstar-rfu/chlamee_light_20181218_,D02_25,D02,25,2018-12-18T23:05:55Z,6,1,24,HL,70,L9,6,3,1,NA,2018-12-18T23:05:55Z,0,9
data-raw/light-rstar-rfu/chlamee_light_20181218_plate25_181218_231247_0001_,data-raw/light-rstar-rfu/chlamee_light_20181218_,E02_25,E02,25,2018-12-18T23:05:55Z,9,1,1,HL,70,L9,6,3,1,NA,2018-12-18T23:05:55Z,0,9
data-raw/light-rstar-rfu/chlamee_light_20181218_plate25_181218_231247_0001_,data-raw/light-rstar-rfu/chlamee_light_20181218_,F02_25,F02,25,2018-12-18T23:05:55Z,5,1,25,HL,70,L9,6,3,1,NA,2018-12-18T23:05:55Z,0,9
data-raw/light-rstar-rfu/chlamee_light_20181218_plate25_181218_231247_0001_,data-raw/light-rstar-rfu/chlamee_light_20181218_,G02_25,G02,25,2018-12-18T23:05:55Z,6,1,11,HL,70,L9,6,3,1,NA,2018-12-18T23:05:55Z,0,9
data-raw/light-rstar-rfu/chlamee_light_20181218_plate28_181218_232008_0001_,data-raw/light-rstar-rfu/chlamee_light_20181218_,B02_28,B02,28,2018-12-18T23:13:04Z,12,1,25,HL,100,L10,5,3,1,NA,2018-12-18T23:13:04Z,0,10
data-raw/light-rstar-rfu/chlamee_light_20181218_plate28_181218_232008_0001_,data-raw/light-rstar-rfu/chlamee_light_20181218_,C02_28,C02,28,2018-12-18T23:13:04Z,9,1,6,HL,100,L10,5,3,1,NA,2018-12-18T23:13:04Z,0,10
data-raw/light-rstar-rfu/chlamee_light_20181218_plate28_181218_232008_0001_,data-raw/light-rstar-rfu/chlamee_light_20181218_,D02_28,D02,28,2018-12-18T23:13:04Z,7,1,24,HL,100,L10,5,3,1,NA,2018-12-18T23:13:04Z,0,10
data-raw/light-rstar-rfu/chlamee_light_20181218_plate28_181218_232008_0001_,data-raw/light-rstar-rfu/chlamee_light_20181218_,E02_28,E02,28,2018-12-18T23:13:04Z,9,1,1,HL,100,L10,5,3,1,NA,2018-12-18T23:13:04Z,0,10
data-raw/light-rstar-rfu/chlamee_light_20181218_plate28_181218_232008_0001_,data-raw/light-rstar-rfu/chlamee_light_20181218_,F02_28,F02,28,2018-12-18T23:13:04Z,7,1,25,HL,100,L10,5,3,1,NA,2018-12-18T23:13:04Z,0,10
data-raw/light-rstar-rfu/chlamee_light_20181218_plate28_181218_232008_0001_,data-raw/light-rstar-rfu/chlamee_light_20181218_,G02_28,G02,28,2018-12-18T23:13:04Z,10,1,11,HL,100,L10,5,3,1,NA,2018-12-18T23:13:04Z,0,10
data-raw/light-rstar-rfu/chlamee_light_20181218_plate3_181218_213722_0001_,data-raw/light-rstar-rfu/chlamee_light_20181218_,B02_3,B02,3,2018-12-18T21:30:12Z,9,3,15,LL,0.1,L1,5,17,1,NA,2018-12-18T19:36:21Z,0.0790625,1
data-raw/light-rstar-rfu/chlamee_light_20181218_plate3_181218_213722_0001_,data-raw/light-rstar-rfu/chlamee_light_20181218_,C02_3,C02,3,2018-12-18T21:30:12Z,5,3,10,LL,0.1,L1,5,17,1,NA,2018-12-18T19:36:21Z,0.0790625,1
data-raw/light-rstar-rfu/chlamee_light_20181218_plate3_181218_213722_0001_,data-raw/light-rstar-rfu/chlamee_light_20181218_,D02_3,D02,3,2018-12-18T21:30:12Z,6,3,29,LL,0.1,L1,5,17,1,NA,2018-12-18T19:36:21Z,0.0790625,1
data-raw/light-rstar-rfu/chlamee_light_20181218_plate3_181218_213722_0001_,data-raw/light-rstar-rfu/chlamee_light_20181218_,E02_3,E02,3,2018-12-18T21:30:12Z,5,3,anc4,LL,0.1,L1,5,17,1,NA,2018-12-18T19:36:21Z,0.0790625,1
data-raw/light-rstar-rfu/chlamee_light_20181218_plate3_181218_213722_0001_,data-raw/light-rstar-rfu/chlamee_light_20181218_,F02_3,F02,3,2018-12-18T21:30:12Z,6,3,15,LL,0.1,L1,5,17,1,NA,2018-12-18T19:36:21Z,0.0790625,1
data-raw/light-rstar-rfu/chlamee_light_20181218_plate4_181218_194335_0001_,data-raw/light-rstar-rfu/chlamee_light_20181218_,B02_4,B02,4,2018-12-18T19:46:25Z,7,1,25,LL,0.5-0.7,L2,5,19,1,NA,2018-12-18T19:46:25Z,0,2
data-raw/light-rstar-rfu/chlamee_light_20181218_plate4_181218_194335_0001_,data-raw/light-rstar-rfu/chlamee_light_20181218_,C02_4,C02,4,2018-12-18T19:46:25Z,10,1,6,LL,0.5-0.7,L2,5,19,1,NA,2018-12-18T19:46:25Z,0,2
data-raw/light-rstar-rfu/chlamee_light_20181218_plate4_181218_194335_0001_,data-raw/light-rstar-rfu/chlamee_light_20181218_,D02_4,D02,4,2018-12-18T19:46:25Z,11,1,24,LL,0.5-0.7,L2,5,19,1,NA,2018-12-18T19:46:25Z,0,2
data-raw/light-rstar-rfu/chlamee_light_20181218_plate4_181218_194335_0001_,data-raw/light-rstar-rfu/chlamee_light_20181218_,E02_4,E02,4,2018-12-18T19:46:25Z,7,1,1,LL,0.5-0.7,L2,5,19,1,NA,2018-12-18T19:46:25Z,0,2
data-raw/light-rstar-rfu/chlamee_light_20181218_plate4_181218_194335_0001_,data-raw/light-rstar-rfu/chlamee_light_20181218_,F02_4,F02,4,2018-12-18T19:46:25Z,8,1,25,LL,0.5-0.7,L2,5,19,1,NA,2018-12-18T19:46:25Z,0,2
data-raw/light-rstar-rfu/chlamee_light_20181218_plate4_181218_194335_0001_,data-raw/light-rstar-rfu/chlamee_light_20181218_,G02_4,G02,4,2018-12-18T19:46:25Z,8,1,11,LL,0.5-0.7,L2,5,19,1,NA,2018-12-18T19:46:25Z,0,2
data-raw/light-rstar-rfu/chlamee_light_20181218_plate5_181218_204554_0001_,data-raw/light-rstar-rfu/chlamee_light_20181218_,B02_5,B02,5,2018-12-18T20:39:03Z,14,2,28,LL,0.5-0.7,L2,5,20,1,NA,2018-12-18T19:46:25Z,0.036550925925925924,2
data-raw/light-rstar-rfu/chlamee_light_20181218_plate5_181218_204554_0001_,data-raw/light-rstar-rfu/chlamee_light_20181218_,C02_5,C02,5,2018-12-18T20:39:03Z,9,2,21,LL,0.5-0.7,L2,5,20,1,NA,2018-12-18T19:46:25Z,0.036550925925925924,2
data-raw/light-rstar-rfu/chlamee_light_20181218_plate5_181218_204554_0001_,data-raw/light-rstar-rfu/chlamee_light_20181218_,D02_5,D02,5,2018-12-18T20:39:03Z,6,2,18,LL,0.5-0.7,L2,5,20,1,NA,2018-12-18T19:46:25Z,0.036550925925925924,2
data-raw/light-rstar-rfu/chlamee_light_20181218_plate5_181218_204554_0001_,data-raw/light-rstar-rfu/chlamee_light_20181218_,E02_5,E02,5,2018-12-18T20:39:03Z,5,2,26,LL,0.5-0.7,L2,5,20,1,NA,2018-12-18T19:46:25Z,0.036550925925925924,2
data-raw/light-rstar-rfu/chlamee_light_20181218_plate5_181218_204554_0001_,data-raw/light-rstar-rfu/chlamee_light_20181218_,F02_5,F02,5,2018-12-18T20:39:03Z,11,2,28,LL,0.5-0.7,L2,5,20,1,NA,2018-12-18T19:46:25Z,0.036550925925925924,2
data-raw/light-rstar-rfu/chlamee_light_20181218_plate5_181218_204554_0001_,data-raw/light-rstar-rfu/chlamee_light_20181218_,G02_5,G02,5,2018-12-18T20:39:03Z,6,2,27,LL,0.5-0.7,L2,5,20,1,NA,2018-12-18T19:46:25Z,0.036550925925925924,2
data-raw/light-rstar-rfu/chlamee_light_20181218_plate6_181218_222113_0001_,data-raw/light-rstar-rfu/chlamee_light_20181218_,B02_6,B02,6,2018-12-18T22:03:48Z,9,3,15,LL,0.5-0.7,L2,5,21,1,NA,2018-12-18T19:46:25Z,0.0954050925925926,2
data-raw/light-rstar-rfu/chlamee_light_20181218_plate6_181218_222113_0001_,data-raw/light-rstar-rfu/chlamee_light_20181218_,C02_6,C02,6,2018-12-18T22:03:48Z,5,3,10,LL,0.5-0.7,L2,5,21,1,NA,2018-12-18T19:46:25Z,0.0954050925925926,2
data-raw/light-rstar-rfu/chlamee_light_20181218_plate6_181218_222113_0001_,data-raw/light-rstar-rfu/chlamee_light_20181218_,D02_6,D02,6,2018-12-18T22:03:48Z,5,3,29,LL,0.5-0.7,L2,5,21,1,NA,2018-12-18T19:46:25Z,0.0954050925925926,2
data-raw/light-rstar-rfu/chlamee_light_20181218_plate6_181218_222113_0001_,data-raw/light-rstar-rfu/chlamee_light_20181218_,E02_6,E02,6,2018-12-18T22:03:48Z,5,3,anc4,LL,0.5-0.7,L2,5,21,1,NA,2018-12-18T19:46:25Z,0.0954050925925926,2
data-raw/light-rstar-rfu/chlamee_light_20181218_plate6_181218_222113_0001_,data-raw/light-rstar-rfu/chlamee_light_20181218_,F02_6,F02,6,2018-12-18T22:03:48Z,9,3,15,LL,0.5-0.7,L2,5,21,1,NA,2018-12-18T19:46:25Z,0.0954050925925926,2
data-raw/light-rstar-rfu/chlamee_light_20181218_plate7_181218_202842_0001_,data-raw/light-rstar-rfu/chlamee_light_20181218_,B02_7,B02,7,2018-12-18T20:12:11Z,10,1,25,LL,2,L3,5,8,1,1,2018-12-18T20:12:11Z,0,3
data-raw/light-rstar-rfu/chlamee_light_20181218_plate7_181218_202842_0001_,data-raw/light-rstar-rfu/chlamee_light_20181218_,C02_7,C02,7,2018-12-18T20:12:11Z,9,1,6,LL,2,L3,5,8,1,1,2018-12-18T20:12:11Z,0,3
