method,estimate,well_plate
AIC,2.069489260890597,B06_10
AIC,1.3005351440545376,B06_11
AIC,1.2284255215829445,B06_12
AIC,1.4537096135769128,B06_13
AIC,1.4202511315578783,B06_14
AIC,1.5622388255606865,B06_15
AIC,2.152148336047686,B06_16
AIC,2.359893948061906,B06_17
AIC,1.508358413155915,B06_18
AIC,2.289513013342691,B06_19
AIC,0.5320580553590702,B06_2
AIC,1.9954302234033872,B06_20
AIC,1.9024225176351977,B06_21
AIC,2.885857474208386,B06_22
AIC,1.4111053348704514,B06_23
AIC,1.4120396295717534,B06_24
AIC,1.354408231631674,B06_25
AIC,2.0699353940916017,B06_26
AIC,2.289604469825445,B06_27
AIC,1.3643073421782352,B06_28
AIC,2.873930976346428,B06_29
AIC,1.085304579072221,B06_3
AIC,1.438845051422346,B06_30
AIC,1.1772879265510274,B06_4
AIC,1.0709577078731352,B06_5
AIC,1.6848036706527967,B06_6
AIC,1.490526462520651,B06_7
AIC,0.6544501667175443,B06_8
AIC,1.4065652046624195,B06_9
AIC,1.1807111052264674,B07_1
AIC,1.970543955708927,B07_10
AIC,1.4435624656433521,B07_11
AIC,1.4260890742419992,B07_12
AIC,1.4028333440213412,B07_13
AIC,1.691447527722545,B07_14
AIC,1.6339424343846198,B07_15
AIC,1.8015201358323527,B07_16
AIC,1.958881634384084,B07_17
AIC,1.7768762014337314,B07_18
AIC,1.6749486181303288,B07_19
AIC,1.2278614120810274,B07_2
AIC,1.969213501185208,B07_20
AIC,3.2053520319460924,B07_21
AIC,2.7064991322579863,B07_22
AIC,1.762539886272338,B07_23
AIC,1.3703961119600947,B07_24
AIC,1.511299497575762,B07_25
AIC,1.459503918107022,B07_26
AIC,2.158948083135931,B07_27
AIC,1.8866206154462368,B07_28
AIC,2.860037185597196,B07_29
AIC,1.2431936117145292,B07_3
AIC,1.5425830114171541,B07_30
AIC,1.4949960077716957,B07_4
AIC,0.9719209254954868,B07_5
AIC,1.3356996215131067,B07_6
AIC,1.4410383200792092,B07_7
AIC,1.6401500875903072,B07_8
AIC,1.110449755239725,B07_9
AIC,1.4809512103922013,B08_1
AIC,1.5140667681170015,B08_10
AIC,1.9045592484651512,B08_11
AIC,2.0124476844804584,B08_12
AIC,1.5837837484664623,B08_13
AIC,1.5295383702201732,B08_14
AIC,1.5558948195732956,B08_15
AIC,2.0318122022825134,B08_16
AIC,2.0616484688744254,B08_17
AIC,1.5727714643861528,B08_18
AIC,1.7035819525178084,B08_19
AIC,0.9486343274249656,B08_2
AIC,1.8409082837165507,B08_20
AIC,1.9945834843134609,B08_21
AIC,1.9796591660133664,B08_22
AIC,1.7133925883434526,B08_23
AIC,1.1646602308468172,B08_24
AIC,1.381326914646902,B08_25
AIC,1.7097354158758757,B08_26
AIC,2.1503046368051613,B08_27
AIC,1.5802824385595227,B08_28
AIC,2.257362379183464,B08_29
AIC,1.0489273716325669,B08_3
AIC,1.4260934211160319,B08_30
AIC,1.6278637476342988,B08_4
AIC,1.1304640810708106,B08_5
AIC,1.473111107810367,B08_6
AIC,1.1481506654400802,B08_7
AIC,1.533861835810013,B08_8
AIC,1.3441136170423407,B08_9
AIC,1.8649590807813436,B09_1
AIC,1.7872267326846514,B09_10
AIC,1.3045893305384306,B09_11
AIC,1.3458492795964367,B09_12
AIC,1.5656971891017564,B09_13
AIC,1.5153868842018332,B09_14
AIC,1.2944597384441632,B09_15
AIC,2.623181659145898,B09_16
AIC,1.8521789571061966,B09_17
AIC,1.6733523293066894,B09_18
AIC,1.9861741589969069,B09_19
AIC,1.4825715965038662,B09_2
AIC,2.1649147565811586,B09_20
AIC,1.5348658366088666,B09_21
AIC,3.078758806578869,B09_22
AIC,1.9511787166323349,B09_23
AIC,1.1515814403936018,B09_24
AIC,1.4789137015337965,B09_25
AIC,1.5450261596876647,B09_26
AIC,2.4378047256456163,B09_27
AIC,1.3840590413917484,B09_28
AIC,1.6657914000467733,B09_29
AIC,1.0246112190268657,B09_3
AIC,1.3415525182270847,B09_30
AIC,1.1343492306158438,B09_4
AIC,1.2369295198051704,B09_5
AIC,1.6834470532533024,B09_6
AIC,1.2631521599341702,B09_7
AIC,1.3636269640596375,B09_8
AIC,1.5969734833779732,B09_9
AIC,1.4097507370181763,B10_11
AIC,1.8227893179107337,B10_12
AIC,1.6267610441949265,B10_14
AIC,1.8299151835506968,B10_15
AIC,1.7036712256517166,B10_17
AIC,1.6115548209109234,B10_18
AIC,1.1003073407655914,B10_2
AIC,1.939815792842893,B10_20
AIC,1.66690439408908,B10_21
AIC,2.281539298425599,B10_23
AIC,1.7226944680755718,B10_24
AIC,1.8454257802903222,B10_26
AIC,1.7737234056868083,B10_27
AIC,2.2880927933747746,B10_29
AIC,1.0056197697228793,B10_3
AIC,1.4542808918423298,B10_30
AIC,1.406068680304699,B10_5
AIC,1.189857825511681,B10_6
AIC,1.1143307907520814,B10_8
AIC,1.0737992383870119,B10_9
AIC,1.8557795289822274,B11_1
AIC,1.5193439643369167,B11_10
AIC,1.478057119505225,B11_11
AIC,1.2657804070611003,B11_12
AIC,2.0825324628527295,B11_13
AIC,1.415878404496478,B11_14
AIC,1.6154764673177882,B11_15
AIC,2.926607991929056,B11_16
AIC,2.2605855631718375,B11_17
AIC,1.9037004878940407,B11_18
AIC,2.3435399531744876,B11_19
AIC,1.264261922128067,B11_2
AIC,1.6117984254093851,B11_20
AIC,2.394799632255029,B11_21
AIC,3.1226760314563693,B11_22
AIC,1.440999337903179,B11_23
AIC,1.5788427418589064,B11_24
AIC,1.6218498233497929,B11_25
AIC,2.77092770531581,B11_26
AIC,1.3574572957192792,B11_27
AIC,1.7730589405406054,B11_28
AIC,1.4646732943804508,B11_29
AIC,0.8824208241444362,B11_3
AIC,1.836199150213031,B11_30
AIC,1.851746836704122,B11_4
AIC,1.534126065435396,B11_5
AIC,1.0097762541237847,B11_6
AIC,1.4321242463382013,B11_7
AIC,1.1524218282201857,B11_8
AIC,1.5100377779851366,B11_9
AIC,0.7607319799852962,C02_1
AIC,1.7063729253922162,C02_10
AIC,1.5879185676520238,C02_11
AIC,1.0260992312310315,C02_12
AIC,1.4444079893469495,C02_13
AIC,1.6232152808332403,C02_14
AIC,1.7383823179140083,C02_15
AIC,1.575879481160692,C02_16
AIC,1.719496206029297,C02_17
AIC,2.2117238546779876,C02_18
AIC,1.9091699998941696,C02_19
AIC,1.3626398378798976,C02_2
AIC,1.6887066840665068,C02_20
AIC,2.0142211532041654,C02_21
AIC,1.4956815468188476,C02_22
AIC,1.7353210911267856,C02_23
AIC,1.4688049524229991,C02_24
AIC,1.5269148131988457,C02_25
AIC,2.006345528677736,C02_26
AIC,1.4633679310235543,C02_27
AIC,1.4412610767378098,C02_28
AIC,1.9026452004463161,C02_29
AIC,0.9417369037457574,C02_3
AIC,2.0699772987396043,C02_30
AIC,1.2307396753029736,C02_4
AIC,1.4715352086706242,C02_5
AIC,1.2414396867750586,C02_6
AIC,1.4523474018071725,C02_7
AIC,1.6773196418020064,C02_8
AIC,2.217763892185294,C02_9
AIC,0.9573546197034564,C03_1
AIC,1.351942805037665,C03_10
AIC,2.1285475323907024,C03_11
AIC,1.473635797263156,C03_12
AIC,1.6451897469460999,C03_13
AIC,1.586410380590034,C03_14
AIC,2.0142248845791806,C03_15
AIC,2.462535375098199,C03_16
AIC,2.011953157121081,C03_17
AIC,1.7485107746205508,C03_18
AIC,1.9497118678311678,C03_19
AIC,0.8718084333371839,C03_2
AIC,2.2920973556178454,C03_20
AIC,2.114232998174732,C03_21
AIC,1.6621504114159706,C03_22
AIC,1.43562057140645,C03_23
AIC,1.7044645085221821,C03_24
AIC,1.6701052193440145,C03_25
AIC,1.8248154705567776,C03_26
AIC,1.359206969921927,C03_27
AIC,1.508279541644406,C03_28
AIC,2.4641393892233046,C03_29
AIC,1.648057841125337,C03_3
AIC,1.5454044978479295,C03_30
AIC,1.410229667023213,C03_4
AIC,0.853595053573242,C03_5
AIC,1.4503775424946121,C03_6
AIC,0.9983196584975756,C03_7
AIC,1.7542633175203557,C03_8
AIC,1.072476829039987,C03_9
AIC,1.0826195225837454,C04_1
AIC,1.7901598847937723,C04_10
AIC,1.37197088860425,C04_11
AIC,1.4688234932590476,C04_12
AIC,2.0843209162005745,C04_13
AIC,1.6229101843295697,C04_14
AIC,1.4624775535529857,C04_15
AIC,2.55236900376164,C04_16
AIC,1.5307425851991165,C04_17
AIC,1.7617986257124152,C04_18
AIC,1.9911849195816638,C04_19
AIC,1.1912947947886179,C04_2
AIC,1.9470809162625726,C04_20
AIC,2.053747161940898,C04_21
AIC,1.4095931983417365,C04_22
AIC,1.5560716691830534,C04_23
AIC,1.5294806254559694,C04_24
AIC,2.6742795558536465,C04_25
AIC,1.9020343872492462,C04_26
AIC,1.5517697380605353,C04_27
AIC,1.543368853739049,C04_28
AIC,1.7747938762045379,C04_29
AIC,0.9447718891327591,C04_3
AIC,1.361517952787561,C04_30
AIC,0.9804501656311261,C04_4
AIC,0.9373133311215747,C04_5
AIC,2.012650054424263,C04_6
AIC,1.2851116261742876,C04_7
AIC,1.2903322445623724,C04_8
AIC,1.9129025689617878,C04_9
AIC,1.6168181514691535,C05_1
AIC,1.5744917735911164,C05_10
AIC,2.437237787525087,C05_11
AIC,1.344366034788395,C05_12
AIC,1.4996570778617677,C05_13
AIC,1.5984546292308142,C05_14
AIC,1.4965438294752358,C05_15
AIC,1.7234833504674494,C05_16
AIC,1.851840094070446,C05_17
AIC,2.136253474178296,C05_18
AIC,1.6977976333616527,C05_19
AIC,1.0267523892645476,C05_2
AIC,1.9612280591309936,C05_20
AIC,2.3984237469927163,C05_21
AIC,1.8493113119431361,C05_22
AIC,1.7472346841725834,C05_23
AIC,1.3506403999000474,C05_24
AIC,1.603373787785447,C05_25
AIC,1.7885881695887789,C05_26
AIC,1.1927720772085786,C05_27
AIC,1.4436720057615293,C05_28
AIC,1.7836788111700712,C05_29
AIC,0.828433912830026,C05_3
AIC,1.5425370781346501,C05_30
AIC,1.8289572927938416,C05_4
AIC,1.3394116608731133,C05_5
AIC,1.4894822801708865,C05_6
AIC,1.9040442744135964,C05_7
AIC,1.1095804900088604,C05_8
AIC,1.392142610640237,C05_9
AIC,1.4819389155375096,C06_1
AIC,1.5755746778052455,C06_10
AIC,1.3748744756674824,C06_11
AIC,1.4727623051523986,C06_12
AIC,1.695159638853945,C06_13
AIC,1.3732622228345632,C06_14
AIC,1.5217922358274933,C06_15
AIC,2.2276684630959553,C06_16
AIC,2.0451591928380624,C06_17
AIC,1.9751330601186607,C06_18
AIC,2.2431810897003994,C06_19
AIC,1.2834302421662698,C06_2
AIC,1.5998477506940751,C06_20
AIC,2.889035087473552,C06_21
AIC,1.7218949475556593,C06_22
AIC,1.8321577325486156,C06_23
AIC,1.4456447692262755,C06_24
AIC,1.5920374420241097,C06_25
AIC,1.368340116047969,C06_26
AIC,1.3718599721816407,C06_27
AIC,1.4426365935161027,C06_28
AIC,2.5398595040185783,C06_29
AIC,1.135252941707811,C06_3
AIC,1.391773175153559,C06_30
AIC,1.084847225375855,C06_4
AIC,1.0997331717393224,C06_5
AIC,0.6732811683396044,C06_6
AIC,1.2988941083156609,C06_7
AIC,1.7632339099901218,C06_8
AIC,1.36230503689972,C06_9
AIC,1.768248279289825,C07_1
AIC,2.190524067178839,C07_10
AIC,1.4904521642355246,C07_11
AIC,2.0990670436957104,C07_12
AIC,1.575504456296149,C07_13
AIC,1.776217779001302,C07_14
AIC,1.6458936888151992,C07_15
AIC,3.0853978308020937,C07_16
AIC,2.7634013518844625,C07_17
AIC,1.9033138285691222,C07_18
AIC,2.298890629192087,C07_19
AIC,0.9287514773281562,C07_2
AIC,1.7622237729222303,C07_20
AIC,2.6105298760940006,C07_21
AIC,1.7558547321975737,C07_22
AIC,2.4499106713687424,C07_23
AIC,1.1123925097997607,C07_24
AIC,1.649800409243155,C07_25
AIC,1.3785339655836528,C07_26
AIC,1.7305020173461532,C07_27
AIC,1.863757571881231,C07_28
AIC,1.7145060522577384,C07_29
AIC,0.8316983889867441,C07_3
AIC,1.4595111428567342,C07_30
AIC,1.6783999825440947,C07_4
AIC,1.578221368527473,C07_5
AIC,1.394658415923733,C07_6
AIC,1.569783467246938,C07_7
AIC,1.2974119021298371,C07_8
AIC,1.3517092690766384,C07_9
AIC,1.509890569320566,C08_11
AIC,1.497175261471982,C08_12
AIC,1.818595577300388,C08_14
AIC,1.5056030923210753,C08_15
AIC,1.9482185555359777,C08_17
AIC,2.2657173294469857,C08_18
AIC,1.0169592834273906,C08_2
AIC,2.0743915222573732,C08_20
AIC,2.0406129934153547,C08_21
AIC,1.9392957044648618,C08_23
AIC,1.018441740467304,C08_24
AIC,1.5441973844715648,C08_26
AIC,1.053631402168375,C08_27
AIC,2.329635089046154,C08_29
AIC,0.9075517112199766,C08_3
AIC,1.675043056062143,C08_30
AIC,0.8714954441173046,C08_5
AIC,1.4001379124068356,C08_6
AIC,1.4669997760722384,C08_8
AIC,1.7561346295803923,C08_9
AIC,1.468290433126734,C09_1
AIC,1.648350806385619,C09_10
AIC,1.7190238108833464,C09_11
AIC,1.473276660771324,C09_12
AIC,1.4984749706363254,C09_13
AIC,1.6350656553213196,C09_14
AIC,1.8382446150824925,C09_15
AIC,1.8044308120564385,C09_16
AIC,1.9241330417071205,C09_17
AIC,1.595779730280579,C09_18
AIC,2.0128195289503275,C09_19
AIC,1.2667816726423717,C09_2
AIC,1.6078220085025738,C09_20
AIC,1.9087480499147125,C09_21
AIC,1.7489709410940835,C09_22
AIC,1.62641971774013,C09_23
AIC,1.3308349206454473,C09_24
AIC,1.5036555479309845,C09_25
AIC,1.7605074309262914,C09_26
AIC,1.3427543889143498,C09_27
AIC,1.6257256225403784,C09_28
AIC,1.9561383720552166,C09_29
AIC,1.542644115905922,C09_3
AIC,1.4533925048490477,C09_30
AIC,1.301347460099634,C09_4
AIC,1.0818028714913814,C09_5
AIC,1.2695034678378434,C09_6
AIC,1.4386192512578622,C09_7
AIC,1.4592589623585863,C09_8
AIC,1.7971051067775439,C09_9
AIC,1.0388510423069188,C10_1
AIC,1.8656841461757263,C10_10
AIC,1.6345566140819916,C10_11
AIC,1.5799825359433746,C10_12
AIC,1.4148036877435612,C10_13
AIC,1.7086003304336461,C10_14
AIC,1.4947889935164147,C10_15
AIC,2.3539116369507083,C10_16
AIC,2.2728306047220244,C10_17
AIC,1.5034365448116063,C10_18
AIC,1.853088079461715,C10_19
AIC,0.6873864419379648,C10_2
AIC,2.358735728460318,C10_20
AIC,2.199649577139443,C10_21
AIC,1.8707129592250697,C10_22
AIC,2.2013290256244096,C10_23
AIC,1.3906403372176512,C10_24
AIC,2.1508586156334317,C10_25
AIC,1.9430831772094994,C10_26
AIC,1.374854065280022,C10_27
AIC,1.9903042164900377,C10_28
AIC,1.9720443676387835,C10_29
AIC,1.2578874122694867,C10_3
AIC,1.1144839223962237,C10_30
AIC,1.5688673929057577,C10_4
AIC,1.0010024288241552,C10_5
AIC,1.4912928788189233,C10_6
AIC,1.4883364709498996,C10_7
AIC,1.1380984743983436,C10_8
AIC,1.9333788357647563,C10_9
AIC,1.6236950973538122,C11_1
AIC,1.3221449772757494,C11_10
AIC,2.00942362452644,C11_11
AIC,2.036472183538251,C11_12
AIC,1.440843545251113,C11_13
AIC,1.6728878337225712,C11_14
AIC,1.7443669621303204,C11_15
AIC,2.0531097116423793,C11_16
AIC,1.3577064811197015,C11_17
AIC,2.327572142457813,C11_18
AIC,2.3819083225309123,C11_19
AIC,0.9560743673454751,C11_2
AIC,1.7429102965881873,C11_20
AIC,3.0621861679019484,C11_21
AIC,2.119908074441769,C11_22
AIC,1.7617049756994598,C11_23
AIC,1.764374582855448,C11_24
AIC,1.8846542919087312,C11_25
AIC,1.9386732311745727,C11_26
AIC,1.5152890176402711,C11_27
AIC,1.5024250933252628,C11_28
AIC,2.0465580783551833,C11_29
AIC,0.35703946234804285,C11_3
AIC,1.2946208285082101,C11_30
AIC,1.7802269790491965,C11_4
AIC,0.8256918274135708,C11_5
AIC,1.0031138016846552,C11_6
AIC,1.2816324778949042,C11_7
AIC,1.2449315316810425,C11_8
AIC,1.5996829673740898,C11_9
AIC,1.3337242114834205,D02_1
AIC,1.3625572910662473,D02_10
AIC,1.6279617674069031,D02_11
AIC,1.3508279654969588,D02_12
AIC,1.6562794391995928,D02_13
AIC,1.4035288604196332,D02_14
AIC,1.7134880046014143,D02_15
AIC,3.0460068338107154,D02_16
AIC,1.9815462066458238,D02_17
AIC,1.9647421877421094,D02_18
AIC,2.2595259724389947,D02_19
AIC,0.8715037592597228,D02_2
AIC,2.2234811142016744,D02_20
AIC,1.9068507474097656,D02_21
AIC,1.6636724837832062,D02_22
AIC,2.003753988242504,D02_23
AIC,1.8508743568583386,D02_24
AIC,1.7983051760756645,D02_25
AIC,1.9451461680279425,D02_26
AIC,1.4775009780806636,D02_27
AIC,1.3469889564540294,D02_28
AIC,1.5996284042387636,D02_29
AIC,1.185254000105692,D02_3
AIC,1.7134810217777836,D02_30
AIC,1.2404947327531066,D02_4
AIC,1.605530160899789,D02_5
AIC,1.4039555615351678,D02_6
AIC,1.7182689866520455,D02_7
AIC,1.450655774559082,D02_8
AIC,1.5131908195418529,D02_9
AIC,1.5889624189690361,D03_1
AIC,1.611413771207566,D03_10
AIC,1.3928026002749236,D03_11
AIC,1.403424132093739,D03_12
AIC,1.5746656299840343,D03_13
AIC,1.531467632767211,D03_14
AIC,1.5740112522205791,D03_15
AIC,1.6899026767170038,D03_16
AIC,1.7468189696411622,D03_17
AIC,1.1914386858824693,D03_18
AIC,1.6279413678858576,D03_19
AIC,0.8839621784300773,D03_2
AIC,2.0574949474365822,D03_20
AIC,2.2706284677818105,D03_21
AIC,1.5629953699365673,D03_22
AIC,2.154730297409532,D03_23
AIC,1.5110586814273916,D03_24
AIC,1.5455300005118044,D03_25
AIC,3.4693537396338936,D03_26
AIC,1.501155838696083,D03_27
AIC,1.5153532876143294,D03_28
AIC,1.7610183195383002,D03_29
AIC,1.4968932406367716,D03_3
AIC,1.6235927426909726,D03_30
AIC,1.5752601930058294,D03_4
AIC,1.236802255308847,D03_5
AIC,1.2990466093859838,D03_6
AIC,1.53782739883865,D03_7
AIC,0.9935587481235071,D03_8
AIC,1.2297101839632896,D03_9
AIC,1.3956665475127834,D04_1
AIC,1.549917899684598,D04_10
AIC,1.474064468977748,D04_11
AIC,1.51052146328747,D04_12
AIC,1.6928704309322005,D04_13
AIC,1.381155031685411,D04_14
AIC,1.4431280320249664,D04_15
AIC,2.5246011750687445,D04_16
AIC,2.0453074504113875,D04_17
AIC,1.4546191605540526,D04_18
AIC,1.6489898587602765,D04_19
AIC,0.746666871489193,D04_2
AIC,1.6301341796439055,D04_20
AIC,1.8703084909959786,D04_21
AIC,1.2760848600977803,D04_22
AIC,1.6662952968295524,D04_23
AIC,1.8944239268745113,D04_24
AIC,1.2395553805758055,D04_25
AIC,2.313399256083592,D04_26
AIC,1.2000670646924934,D04_27
AIC,1.3898903929659887,D04_28
AIC,2.37318308308149,D04_29
AIC,0.9622741055661586,D04_3
AIC,1.283878965009044,D04_30
AIC,1.1795766096979081,D04_4
AIC,1.4828670003884432,D04_5
AIC,1.3329676009719742,D04_6
AIC,1.3920174689974953,D04_7
AIC,0.8634771015944956,D04_8
AIC,1.4901296204464842,D04_9
AIC,1.1650761588954288,D05_1
AIC,1.870088242180974,D05_10
AIC,1.4608450205848436,D05_11
AIC,1.46895504767732,D05_12
AIC,1.502194515929644,D05_13
AIC,1.7572319980708349,D05_14
AIC,1.4548908809845373,D05_15
AIC,1.5783549117514715,D05_16
AIC,1.9498574409496612,D05_17
AIC,1.3558404649579534,D05_18
AIC,1.689869435830462,D05_19
AIC,1.390015532470861,D05_2
AIC,2.0332308116794335,D05_20
AIC,2.0750850165456662,D05_21
AIC,1.6570105826720911,D05_22
AIC,2.070682236271539,D05_23
AIC,1.3686197475166126,D05_24
AIC,1.1802867831223287,D05_25
AIC,1.653745107449686,D05_26
AIC,1.5332874042640423,D05_27
AIC,1.2623834203703035,D05_28
AIC,2.2323863617411983,D05_29
AIC,0.9765089371778538,D05_3
AIC,1.1500490544408943,D05_30
AIC,1.383187562287961,D05_4
AIC,0.8649944953614285,D05_5
AIC,1.560754700093282,D05_6
AIC,1.3384386627295923,D05_7
AIC,1.2556532397457945,D05_8
AIC,1.2245560452795898,D05_9
AIC,1.6726415729336415,D06_1
AIC,1.354564230187102,D06_10
AIC,1.706103688450059,D06_11
AIC,1.497238860708623,D06_12
AIC,1.4709618185278313,D06_13
AIC,1.594854229980999,D06_14
AIC,1.3673124003243171,D06_15
AIC,1.8135657109185614,D06_16
AIC,1.8275906784422757,D06_17
AIC,1.7262465526357478,D06_18
AIC,2.1715141320654956,D06_19
AIC,1.2017568414278117,D06_2
AIC,1.8214867302514415,D06_20
AIC,2.472893841537023,D06_21
AIC,1.5378677609901983,D06_22
AIC,2.4480971875106294,D06_23
AIC,1.1465987173440884,D06_24
AIC,1.1982431841952408,D06_25
AIC,1.4532378921293443,D06_26
AIC,1.8402999736607424,D06_27
AIC,1.2554647573024793,D06_28
AIC,1.5779908301161845,D06_29
AIC,0.5620716567156171,D06_3
AIC,1.15346404540383,D06_30
AIC,1.4071063361610585,D06_4
AIC,1.2497318849713348,D06_5
AIC,1.1846470840686385,D06_6
AIC,1.7350122059527082,D06_7
AIC,1.302581810063476,D06_8
AIC,1.9840531284751652,D06_9
AIC,1.2151780113713462,D07_1
AIC,2.2657737761427827,D07_10
AIC,1.400497294419158,D07_11
AIC,1.0456037905835127,D07_12
AIC,1.3636313574579744,D07_13
AIC,1.7067346353024495,D07_14
AIC,1.1644291950818821,D07_15
AIC,1.4946630994621812,D07_16
AIC,1.3420239751671192,D07_17
AIC,1.3088588546489708,D07_18
AIC,1.8338219550975572,D07_19
AIC,0.9871612911978388,D07_2
AIC,1.8254458018850979,D07_20
AIC,2.0104065080061,D07_21
AIC,1.836400503099773,D07_22
AIC,1.6677265655462399,D07_23
AIC,1.13777267669892,D07_24
AIC,1.396708896215654,D07_25
AIC,1.6721614828524483,D07_26
AIC,1.2182299716512397,D07_27
AIC,1.3570748463235012,D07_28
AIC,1.8843413954600303,D07_29
AIC,1.3979582341750825,D07_3
AIC,1.2191738978432756,D07_30
AIC,1.2156926556800844,D07_4
AIC,1.6858866345665835,D07_5
AIC,1.3152732547294708,D07_6
AIC,1.4731965764066004,D07_7
AIC,1.1454648364863675,D07_8
AIC,1.5304269786153206,D07_9
AIC,0.755517169029177,D08_1
AIC,1.3141593753484173,D08_10
AIC,1.1687745378872567,D08_11
AIC,1.9383564444038222,D08_12
AIC,1.4828515773473245,D08_13
AIC,1.6489830616140644,D08_14
AIC,1.5188870037300437,D08_15
AIC,1.873889853462697,D08_16
AIC,1.8070040466700923,D08_17
AIC,1.2483120091000146,D08_18
AIC,2.017413256313276,D08_19
AIC,1.0707341845850773,D08_2
AIC,1.87730080358005,D08_20
AIC,2.1362553511017133,D08_21
AIC,1.7731889271037984,D08_22
AIC,1.5078555491068215,D08_23
AIC,1.0752420956860091,D08_24
AIC,1.3717185587081984,D08_25
AIC,1.632810962898193,D08_26
AIC,1.3169839774070373,D08_27
AIC,1.451021256417844,D08_28
AIC,2.303915318187041,D08_29
AIC,1.019374007590184,D08_3
AIC,1.2856784447219618,D08_30
AIC,0.9154524116766657,D08_4
AIC,1.1781075561739045,D08_5
AIC,1.195661267204552,D08_6
