well_plate,mu,n_obs,slope_r2,best.model_r2,best.model,best.se,IC_method,population,nitrate_concentration
B09_8,1.3636269640596375,4,0.9282279245067483,0.9704160078673298,gr.lagsat,0.22266722511023296,AIC,26,20
B09_9,1.5969734833779732,4,0.9973771498076768,0.9966325152830503,gr.lagsat,0.08575731636750054,AIC,5,20
B10_11,1.4097507370181763,6,0.9884060073231755,0.9858363393312224,gr.lagsat,0.17042825746040302,AIC,2,40
B10_12,1.8227893179107337,5,0.9979567922815088,0.9975578689999013,gr.sat,0.062073100442593815,AIC,29,40
B10_14,1.6267610441949265,4,0.9883431845011342,0.9964466537951192,gr.lagsat,0.08921459400326658,AIC,2,60
B10_15,1.8299151835506968,4,0.9972993738283649,0.9978777540446823,gr.lagsat,0.13962559809904324,AIC,29,60
B10_17,1.7036712256517166,5,0.9160349477273095,0.9348188795364659,gr.sat,0.3212135197638521,AIC,2,80
B10_18,1.6115548209109234,5,0.9905594223743077,0.9926631000277321,gr.sat,0.09573360824671255,AIC,29,80
B10_2,1.1003073407655914,4,0.9689463742780589,0.9823371028341882,gr.lagsat,0.1348417441380621,AIC,2,5
B10_20,1.939815792842893,4,0.99323562008604,0.9960385830171191,gr.lagsat,0.10985561526395932,AIC,2,100
B10_21,1.66690439408908,4,0.9900233601181785,0.9947060836517895,gr.lagsat,0.1331617356132448,AIC,29,100
B10_23,2.281539298425599,4,0.9806811019212541,0.9902873470240415,gr.lagsat,0.18435201212421046,AIC,2,400
B10_24,1.7226944680755718,6,0.9959850381475093,0.9979140023342619,gr.lagsat,0.05468806636214021,AIC,29,400
B10_26,1.8454257802903222,4,0.9663041393679107,0.9864717821188679,gr.lagsat,0.20692394888710833,AIC,2,600
B10_27,1.7737234056868083,5,0.9762850597773456,0.9882872794150082,gr.lagsat,0.1612894287078951,AIC,29,600
B10_29,2.2880927933747746,3,0.9147721929139971,0.9776275954486813,gr.lagsat,0.46793887032838305,AIC,2,1000
B10_3,1.0056197697228793,5,0.945461428642787,0.9636412170155028,gr.sat,0.12032605022655024,AIC,29,5
B10_30,1.4542808918423298,6,0.9859110462037004,0.9936977380417502,gr.lagsat,0.08692380509071,AIC,29,1000
B10_5,1.406068680304699,3,0.968192279078797,0.9887966268447035,gr.lagsat,0.1853806916009845,AIC,2,10
B10_6,1.189857825511681,4,0.9767985852293808,0.9856026006903071,gr.lagsat,0.14196881468377628,AIC,29,10
B10_8,1.1143307907520814,5,0.9456994974558788,0.9693990573012606,gr.lagsat,0.1806384807642786,AIC,2,20
B10_9,1.0737992383870119,7,0.9291307037625615,0.9431749568504245,gr.sat,0.13262602142824934,AIC,29,20
B11_1,1.8557795289822274,4,0.9921349899099208,0.9854378850467888,gr.lagsat,0.18691149095510987,AIC,24,5
B11_10,1.5193439643369167,5,0.9396395308781453,0.9680435646563452,gr.lag,0.18455219131737813,AIC,24,40
B11_11,1.478057119505225,4,0.9869124724763447,0.9962876440281914,gr.lagsat,0.10079033158344901,AIC,18,40
B11_12,1.2657804070611003,5,0.9940890429928106,0.9973175653784929,gr.lagsat,0.05134241628232982,AIC,anc4,40
B11_13,2.0825324628527295,4,0.9990051689927246,0.9952045603380095,gr.lag,0.0935104134096845,AIC,24,60
B11_14,1.415878404496478,4,0.9983603879827447,0.999228279031982,gr.lagsat,0.046386207204926685,AIC,18,60
B11_15,1.6154764673177882,4,0.9712506475531114,0.9825260596643419,gr.lagsat,0.20777074616299382,AIC,anc4,60
B11_16,2.926607991929056,3,0.9971035935163747,0.9898015374625488,gr.lagsat,1.7530247376901904,AIC,24,80
B11_17,2.2605855631718375,4,0.9776919918848607,0.9900253589651585,gr.lagsat,0.21998251678264946,AIC,18,80
B11_18,1.9037004878940407,4,0.9909056872202862,0.9920532823976564,gr.lagsat,0.1506814491442063,AIC,anc4,80
B11_19,2.3435399531744876,4,0.9698359572644437,0.9902435245029817,gr.lagsat,0.208215456973523,AIC,24,100
B11_2,1.264261922128067,4,0.9909029061878338,0.9808670756458051,gr.lagsat,0.20137940474806526,AIC,18,5
B11_20,1.6117984254093851,5,0.9160471313585964,0.959848979443637,gr.sat,0.22861380389904531,AIC,18,100
B11_21,2.394799632255029,3,0.9923811365767127,0.9964358417038909,gr.lagsat,0.1714787026011355,AIC,anc4,100
B11_22,3.1226760314563693,3,0.9898394580046201,0.9975644406871473,gr.lagsat,0.21340321267163717,AIC,24,400
B11_23,1.440999337903179,7,0.9670513422453336,0.9712708770173307,gr.sat,0.14959434594591015,AIC,18,400
B11_24,1.5788427418589064,5,0.9870201424365173,0.9933557318328307,gr.lagsat,0.10229312580844828,AIC,anc4,400
B11_25,1.6218498233497929,6,0.9877742966014531,0.9939353571543579,gr.lagsat,0.09021706812077955,AIC,24,600
B11_26,2.77092770531581,3,0.9637220990720015,0.9904858883625576,gr.lagsat,0.36325537131814767,AIC,18,600
B11_27,1.3574572957192792,6,0.9473097683664217,0.9680708252506774,gr.sat,0.14704592844518008,AIC,anc4,600
B11_28,1.7730589405406054,7,0.9814184409508702,0.9893373344759263,gr.lagsat,0.1091068853986123,AIC,24,1000
B11_29,1.4646732943804508,4,0.978481134596957,0.9891111668839314,gr.lagsat,0.17172245841490225,AIC,18,1000
B11_3,0.8824208241444362,4,0.9941355839837482,0.994981394171899,gr.lagsat,0.06429731616071922,AIC,anc4,5
B11_30,1.836199150213031,4,0.9412195281694846,0.9815771071685757,gr.lagsat,0.2842936136912586,AIC,anc4,1000
B11_4,1.851746836704122,4,0.9716016839756227,0.9814535467466372,gr.lagsat,0.2670858751861241,AIC,24,10
B11_5,1.534126065435396,4,0.9859146568785707,0.9822954319798392,gr.lagsat,0.16531788928286548,AIC,18,10
B11_6,1.0097762541237847,5,0.7065042464927838,0.8276052183525817,gr.sat,0.2916575579302993,AIC,anc4,10
B11_7,1.4321242463382013,5,0.8495258316973053,0.9113684621999364,gr.lag,0.274402293656423,AIC,24,20
B11_8,1.1524218282201857,5,0.9224049183755738,0.9564484173635006,gr.sat,0.16274554375773975,AIC,18,20
B11_9,1.5100377779851366,4,0.9859038976276912,0.9870718668708078,gr.lagsat,0.1459729127358829,AIC,anc4,20
C02_1,0.7607319799852962,8,0.9455783338731694,0.9455783338731694,gr,0.07450633641238552,AIC,6,5
C02_10,1.7063729253922162,5,0.993330917297461,0.9948657521791973,gr.lagsat,0.11248695182787036,AIC,6,40
C02_11,1.5879185676520238,6,0.9966499638773451,0.9983020552096107,gr.lagsat,0.046031130823921684,AIC,21,40
C02_12,1.0260992312310315,8,0.9009785166677932,0.9009785166677932,gr,0.13887409222288102,AIC,10,40
C02_13,1.4444079893469495,6,0.9697641267489766,0.98471352428427,gr.lagsat,0.1275228748755529,AIC,6,60
C02_14,1.6232152808332403,6,0.9925283882812542,0.9963827933252296,gr.lagsat,0.07041769160391505,AIC,21,60
C02_15,1.7383823179140083,5,0.9756005880310492,0.9890671911983635,gr.lagsat,0.1759070434591949,AIC,10,60
C02_16,1.575879481160692,4,0.97564691080284,0.9900691508372256,gr.lagsat,0.16756759202512156,AIC,6,80
C02_17,1.719496206029297,5,0.9975215963216943,0.9981894753126407,gr.sat,0.05173221693871964,AIC,21,80
C02_18,2.2117238546779876,4,0.9871193486743169,0.9920002398219544,gr.lagsat,0.15610004552313209,AIC,10,80
C02_19,1.9091699998941696,4,0.9955215214959732,0.9971061676643258,gr.lagsat,0.09784584802731351,AIC,6,100
C02_2,1.3626398378798976,5,0.9769992631082786,0.9898213812548884,gr.lagsat,0.10714885719970797,AIC,21,5
C02_20,1.6887066840665068,5,0.9984761342917043,0.9945893548131463,gr.sat,0.09113556306626681,AIC,21,100
C02_21,2.0142211532041654,5,0.945653095794951,0.9661735633381558,gr.sat,0.22343271864499642,AIC,10,100
C02_22,1.4956815468188476,7,0.9786228065218223,0.9846222469708619,gr.sat,0.09886017906892074,AIC,6,400
C02_23,1.7353210911267856,7,0.9947855680709471,0.9949504875334567,gr.sat,0.07477035754044578,AIC,21,400
C02_24,1.4688049524229991,6,0.9682776494013369,0.9815630288814854,gr.sat,0.11890106908931963,AIC,10,400
C02_25,1.5269148131988457,7,0.9801040977914895,0.9854028749262373,gr.sat,0.09729154625400785,AIC,6,600
C02_26,2.006345528677736,6,0.9836237693715886,0.987763908579611,gr.lagsat,0.1847015771864979,AIC,21,600
C02_27,1.4633679310235543,5,0.9380011998782083,0.9757362142080409,gr.lagsat,0.1905314630427715,AIC,10,600
C02_28,1.4412610767378098,8,0.9923814113201838,0.9950583591148584,gr.sat,0.051554265454084106,AIC,6,1000
C02_29,1.9026452004463161,5,0.9912843856110496,0.9963748678452204,gr.lagsat,0.10300233830289328,AIC,21,1000
C02_3,0.9417369037457574,5,0.9593388529245936,0.9804518383538319,gr.sat,0.0911995792411905,AIC,10,5
C02_30,2.0699772987396043,4,0.984032928475731,0.9965065199880653,gr.lagsat,0.1332302085306644,AIC,10,1000
C02_4,1.2307396753029736,6,0.9853445330971791,0.9899638071901188,gr.lagsat,0.12229979297412419,AIC,6,10
C02_5,1.4715352086706242,5,0.9855686884982698,0.9923218705356915,gr.lagsat,0.10132146493083523,AIC,21,10
C02_6,1.2414396867750586,4,0.9805538231365278,0.9901828832543819,gr.lagsat,0.12210120304834929,AIC,10,10
C02_7,1.4523474018071725,5,0.9788620991438842,0.9890006493147742,gr.lagsat,0.12581483465627727,AIC,6,20
C02_8,1.6773196418020064,5,0.9976338226871218,0.9910141778563145,gr.lagsat,0.12569605896763159,AIC,21,20
C02_9,2.217763892185294,3,0.9996654497993076,0.992249315107768,gr.lagsat,0.22982397302238555,AIC,10,20
C03_1,0.9573546197034564,5,0.9652237682880674,0.9722680320627388,gr.sat,0.09660563235484214,AIC,33,5
C03_10,1.351942805037665,5,0.9899328126544256,0.9882257085498889,gr.lagsat,0.14779041175296354,AIC,33,40
C03_11,2.1285475323907024,3,0.9954173820310913,0.9993762590169731,gr.lagsat,0.0747332019968008,AIC,9,40
C03_12,1.473635797263156,6,0.9917554741133244,0.9953490919513829,gr.lagsat,0.0671801132471575,AIC,30,40
C03_13,1.6451897469460999,5,0.9846746031991914,0.992456002734003,gr.lagsat,0.11143993914580476,AIC,33,60
C03_14,1.586410380590034,5,0.9831820696900642,0.9927404437451067,gr.lagsat,0.10576649768131352,AIC,9,60
C03_15,2.0142248845791806,4,0.9850280281750226,0.9891109870108857,gr.lagsat,0.24490089426470418,AIC,30,60
C03_16,2.462535375098199,3,0.9591411252172406,0.990283150045966,gr.lagsat,0.2797519418627689,AIC,33,80
C03_17,2.011953157121081,4,0.9924425050540128,0.9943827345028439,gr.lagsat,0.1298444005236372,AIC,9,80
C03_18,1.7485107746205508,5,0.940990530488709,0.9752819124058296,gr.sat,0.19764689351662737,AIC,30,80
C03_19,1.9497118678311678,5,0.8964277416668361,0.9340753528241336,gr.sat,0.36205142902571336,AIC,33,100
C03_2,0.8718084333371839,5,0.9789426890877106,0.9884186652476137,gr.sat,0.061212112695148646,AIC,9,5
C03_20,2.2920973556178454,4,0.9747207584117107,0.9873103618465691,gr.lagsat,0.22212258571438614,AIC,9,100
C03_21,2.114232998174732,4,0.9332166808702675,0.9858186966299745,gr.lagsat,0.2925768976249743,AIC,30,100
C03_22,1.6621504114159706,5,0.958952589517849,0.9778342915614416,gr.lagsat,0.20161046228411564,AIC,33,400
C03_23,1.43562057140645,6,0.9277278121917312,0.9569652869159171,gr.sat,0.18009193606461515,AIC,9,400
C03_24,1.7044645085221821,6,0.9727526264230688,0.9841296414248027,gr.lagsat,0.176818972680195,AIC,5,400
C03_25,1.6701052193440145,6,0.925388033437218,0.9491849911646488,gr.sat,0.2273081862857893,AIC,33,600
C03_26,1.8248154705567776,6,0.9612487344417325,0.9754516061423487,gr.sat,0.17123830706310683,AIC,9,600
C03_27,1.359206969921927,7,0.9614650987236671,0.9715720829049839,gr.sat,0.12169169820393541,AIC,30,600
C03_28,1.508279541644406,8,0.9799767739541644,0.9799931177930803,gr.sat,0.12051438290517218,AIC,33,1000
C03_29,2.4641393892233046,3,0.9808751212728788,0.987747681137618,gr.lagsat,0.4087496410470683,AIC,9,1000
C03_3,1.648057841125337,3,0.977465916800053,0.9731853303256126,gr.lagsat,0.6137061507288124,AIC,30,5
C03_30,1.5454044978479295,6,0.9914734542926005,0.9958496619225333,gr.lagsat,0.07165693170014013,AIC,30,1000
C03_4,1.410229667023213,4,0.9868996703229818,0.9939717644523594,gr.lagsat,0.09101031048411701,AIC,33,10
C03_5,0.853595053573242,7,0.9734759509702783,0.9805111481608096,gr.sat,0.06301213368371375,AIC,9,10
C03_6,1.4503775424946121,4,0.9494014602980028,0.9775243286912546,gr.lagsat,0.275557298761251,AIC,30,10
C03_7,0.9983196584975756,6,0.958027930080652,0.9727387883080607,gr.lagsat,0.1310956030737782,AIC,33,20
C03_8,1.7542633175203557,3,0.9989276639024012,0.9954093230727677,gr.lagsat,0.1314131724659974,AIC,9,20
C03_9,1.072476829039987,7,0.972719163540808,0.9668681711377682,gr.sat,0.11934130864549343,AIC,30,20
C04_1,1.0826195225837454,3,0.9818679288158414,0.9932512793694673,gr.lagsat,0.08926202307104876,AIC,32,5
C04_10,1.7901598847937723,4,0.9998734136499209,0.9967203847493851,gr.lagsat,0.1392055818511998,AIC,32,40
C04_11,1.37197088860425,6,0.989858924792236,0.9948295209053732,gr.lagsat,0.06943368840982968,AIC,35,40
C04_12,1.4688234932590476,5,0.9490435105653761,0.9580045726981923,gr.lag,0.1894045566288802,AIC,5,40
C04_13,2.0843209162005745,4,0.9931008555673572,0.9949221229737044,gr.lagsat,0.14635208717420783,AIC,32,60
C04_14,1.6229101843295697,6,0.9877947429851415,0.9936138674656638,gr.lagsat,0.0901995971000384,AIC,35,60
C04_15,1.4624775535529857,5,0.9622966976466922,0.984357975273722,gr.lagsat,0.1543684433754116,AIC,5,60
C04_16,2.55236900376164,4,0.9888802379450299,0.993843248958035,gr.lagsat,0.23071163507109368,AIC,32,80
C04_17,1.5307425851991165,5,0.9523637231873311,0.9790698957752372,gr.lagsat,0.17549021100403953,AIC,35,80
C04_18,1.7617986257124152,4,0.9806944654659857,0.9913333147624193,gr.lagsat,0.14460606874638052,AIC,5,80
C04_19,1.9911849195816638,5,0.9441306638378982,0.9705057131225492,gr.sat,0.21836889956973124,AIC,32,100
C04_2,1.1912947947886179,4,0.9884354605352614,0.9936571438171166,gr.lagsat,0.08447915564773478,AIC,35,5
C04_20,1.9470809162625726,4,0.9885102762300036,0.9934084172343759,gr.lagsat,0.17826663329094208,AIC,35,100
C04_21,2.053747161940898,4,0.9656706455008243,0.9914465575542288,gr.lagsat,0.19586093330871707,AIC,5,100
C04_22,1.4095931983417365,8,0.9628483657785245,0.9628483657785245,gr,0.11303896765210356,AIC,32,400
C04_23,1.5560716691830534,6,0.9895404101292432,0.9948412121969099,gr.lagsat,0.07999082223529011,AIC,35,400
C04_24,1.5294806254559694,7,0.9876559236262832,0.9895586763263966,gr.sat,0.09492022036824885,AIC,30,400
C04_25,2.6742795558536465,3,0.9810359638292422,0.982673822599266,gr.lagsat,0.4821389719112868,AIC,32,600
C04_26,1.9020343872492462,6,0.9880126654184515,0.9931488915524137,gr.lagsat,0.10475347628522154,AIC,35,600
C04_27,1.5517697380605353,6,0.9676157514753823,0.981899833325528,gr.lagsat,0.17563548592747222,AIC,5,600
C04_28,1.543368853739049,7,0.962170882079988,0.9732897114928614,gr.sat,0.14175388192090632,AIC,32,1000
C04_29,1.7747938762045379,6,0.9788739869248337,0.9834307371075466,gr.sat,0.1303656887900033,AIC,35,1000
C04_3,0.9447718891327591,5,0.9871249352305219,0.9889171708522136,gr.lagsat,0.07886171631871187,AIC,5,5
C04_30,1.361517952787561,7,0.9147376170164973,0.9373131622381465,gr.sat,0.18589548153017177,AIC,5,1000
C04_4,0.9804501656311261,4,0.9461708139584744,0.976402486285757,gr.lagsat,0.1232514206464696,AIC,32,10
C04_5,0.9373133311215747,6,0.9861639602674822,0.9893124814107424,gr.sat,0.07543560428807171,AIC,35,10
C04_6,2.012650054424263,3,0.9999636473535474,0.9955992180683366,gr.lagsat,0.6664570306428027,AIC,5,10
C04_7,1.2851116261742876,4,0.9974755113826046,0.9917444993772828,gr.lagsat,0.10693414309937625,AIC,32,20
C04_8,1.2903322445623724,6,0.9878859863052356,0.9930668462349913,gr.lagsat,0.0938928930906092,AIC,35,20
C04_9,1.9129025689617878,4,0.9987628409695058,0.968919844444387,gr.lagsat,0.39864955262960927,AIC,5,20
C05_1,1.6168181514691535,3,0.9885741277827551,0.980905576928602,gr.lagsat,0.20808114711124936,AIC,25,5
C05_10,1.5744917735911164,5,0.9875177431176146,0.9921991347617457,gr.lagsat,0.16106408331807223,AIC,25,40
C05_11,2.437237787525087,3,0.9808452223258965,0.9705456908667452,gr.lagsat,0.4488048422472567,AIC,28,40
C05_12,1.344366034788395,4,0.9391534809702534,0.9845742168293143,gr.lagsat,0.18147192506684195,AIC,cc1690,40
C05_13,1.4996570778617677,7,0.9933063720144515,0.9935245240962856,gr.sat,0.07141898769942583,AIC,25,60
C05_14,1.5984546292308142,6,0.9836387904515906,0.9908608885035232,gr.lagsat,0.10307662690887323,AIC,28,60
C05_15,1.4965438294752358,5,0.9779247315435138,0.9866980773565897,gr.lagsat,0.13698761944025123,AIC,cc1690,60
C05_16,1.7234833504674494,5,0.9023264601452897,0.9532740524607392,gr.sat,0.257042258294903,AIC,25,80
C05_17,1.851840094070446,5,0.9254213689745828,0.9626426607172445,gr.sat,0.2372061153168721,AIC,28,80
C05_18,2.136253474178296,3,0.9995786592193627,0.9988039875436661,gr.lagsat,0.07056970709237509,AIC,cc1690,80
C05_19,1.6977976333616527,5,0.9074849203335874,0.950708925089827,gr.sat,0.24862213169711847,AIC,25,100
C05_2,1.0267523892645476,4,0.97923166455343,0.9899954709674733,gr.lagsat,0.09167097608492662,AIC,28,5
C05_20,1.9612280591309936,4,0.9689163636647473,0.9893862778253051,gr.lagsat,0.23955969573892644,AIC,28,100
C05_21,2.3984237469927163,4,0.9755351807620785,0.9893921378052416,gr.lagsat,0.20126390457231022,AIC,cc1690,100
C05_22,1.8493113119431361,5,0.9834447551948542,0.9867710126141267,gr.lagsat,0.16615326151785514,AIC,25,400
C05_23,1.7472346841725834,7,0.9730073602724653,0.9793701005308888,gr.sat,0.1301460111573844,AIC,28,400
C05_24,1.3506403999000474,6,0.9501855486106461,0.9634476458236372,gr.sat,0.15311751079754723,AIC,cc1690,400
C05_25,1.603373787785447,6,0.9727123778576066,0.9856105423364462,gr.lagsat,0.1342750718746592,AIC,25,600
C05_26,1.7885881695887789,6,0.9414102682738135,0.9652418287425888,gr.sat,0.20226932668075634,AIC,28,600
C05_27,1.1927720772085786,8,0.9346900361894068,0.9346900361894068,gr,0.1287175466475427,AIC,cc1690,600
C05_28,1.4436720057615293,8,0.9871598496462779,0.9914382142153949,gr.sat,0.06721772724695009,AIC,25,1000
C05_29,1.7836788111700712,5,0.9921956869690817,0.9969092099388561,gr.lagsat,0.0913323642105651,AIC,28,1000
C05_3,0.828433912830026,5,0.9512972892668038,0.9658500276715136,gr.sat,0.09423031969420045,AIC,cc1690,5
C05_30,1.5425370781346501,5,0.9670707684979412,0.9777392096899946,gr.sat,0.16687402583908134,AIC,cc1690,1000
C05_4,1.8289572927938416,3,0.9888849890785122,0.9921379973664376,gr.lagsat,0.15855903057053294,AIC,25,10
C05_5,1.3394116608731133,5,0.9526508763200745,0.9707459927926524,gr.sat,0.13793141062941391,AIC,28,10
C05_6,1.4894822801708865,3,0.9778635692469667,0.9866218607084773,gr.lagsat,0.17952765232915122,AIC,cc1690,10
C05_7,1.9040442744135964,3,0.994352841928425,0.9967558334288599,gr.lagsat,0.12960329883081276,AIC,25,20
C05_8,1.1095804900088604,8,0.9029791092221275,0.9029791092221275,gr,0.14848307879793668,AIC,28,20
C05_9,1.392142610640237,3,0.9776824311891065,0.9924723213644606,gr.lagsat,0.16333944133751144,AIC,cc1690,20
C06_1,1.4819389155375096,4,0.9959441931785549,0.9970512285212968,gr.lagsat,0.08322198072177923,AIC,1,5
C06_10,1.5755746778052455,5,0.9966826678346613,0.9924393888293036,gr.lagsat,0.12936858127166592,AIC,1,40
C06_11,1.3748744756674824,5,0.9700043623648681,0.985556579785666,gr.lagsat,0.1295505973177582,AIC,26,40
C06_12,1.4727623051523986,4,0.9928716943605244,0.9966257646136143,gr.lagsat,0.07976758862193895,AIC,anc3,40
C06_13,1.695159638853945,5,0.9973365209151308,0.998456301560594,gr.lagsat,0.06550419939923362,AIC,1,60
C06_14,1.3732622228345632,6,0.9974990584532814,0.9984610215053705,gr.lagsat,0.04604702389592464,AIC,26,60
C06_15,1.5217922358274933,5,0.9756953228006076,0.9891754574887585,gr.lagsat,0.1924103841720934,AIC,anc3,60
C06_16,2.2276684630959553,3,0.9733059775263975,0.9946357111066475,gr.lagsat,0.21501573255140716,AIC,1,80
C06_17,2.0451591928380624,3,0.964767946286627,0.9900896195026689,gr.lagsat,0.21338544630484313,AIC,26,80
C06_18,1.9751330601186607,4,0.9917739091167643,0.9963377993014816,gr.lagsat,0.12954244219574973,AIC,anc3,80
C06_19,2.2431810897003994,4,0.9998110077694914,0.9992300485958439,gr.lagsat,0.05669442769027166,AIC,1,100
C06_2,1.2834302421662698,4,0.9591913678822238,0.967280085690914,gr.lagsat,0.2559386002130267,AIC,26,5
C06_20,1.5998477506940751,5,0.9169639928830146,0.9562256335732087,gr.sat,0.22111237448955734,AIC,26,100
C06_21,2.889035087473552,3,0.999656927088276,0.9984980935561336,gr.lagsat,0.13214396424496874,AIC,anc3,100
C06_22,1.7218949475556593,6,0.9946441168474587,0.9971906997388365,gr.lagsat,0.06317690925230225,AIC,1,400
C06_23,1.8321577325486156,5,0.9751928230887719,0.9813390074514462,gr.sat,0.17218218969237153,AIC,26,400
C06_24,1.4456447692262755,6,0.9433137662398015,0.959184602104699,gr.sat,0.17625684309554157,AIC,anc3,400
C06_25,1.5920374420241097,6,0.9909742008557714,0.9952142181331186,gr.lagsat,0.07596874581069207,AIC,1,600
C06_26,1.368340116047969,7,0.974326837726511,0.9790052683887239,gr.sat,0.1200976662971086,AIC,26,600
C06_27,1.3718599721816407,7,0.9805245649576648,0.985697320569133,gr.sat,0.08646475849555048,AIC,anc3,600
C06_28,1.4426365935161027,8,0.9794991850647108,0.9858196259263426,gr.sat,0.0852048841910219,AIC,1,1000
C06_29,2.5398595040185783,3,0.9996684652325786,0.9969858999178313,gr.lagsat,0.21560710474266173,AIC,26,1000
C06_3,1.135252941707811,3,0.9297997017092763,0.9825612906980344,gr.lagsat,0.16965505583811813,AIC,anc3,5
C06_30,1.391773175153559,7,0.9814295934225724,0.9823366571435608,gr.sat,0.11422976705530946,AIC,anc3,1000
C06_4,1.084847225375855,4,0.988741722736995,0.9944015286920291,gr.lagsat,0.08132577860774089,AIC,1,10
C06_5,1.0997331717393224,5,0.9803473871589491,0.9829295695486221,gr.sat,0.08891395250834011,AIC,26,10
C06_6,0.6732811683396044,5,0.5832038656430796,0.7699977123105228,gr.sat,0.26794949453170996,AIC,anc3,10
C06_7,1.2988941083156609,5,0.9855344517541834,0.9935926680415421,gr.lagsat,0.10318730528315173,AIC,1,20
C06_8,1.7632339099901218,3,0.9660560213628187,0.9880635359796691,gr.lagsat,0.20404495566760145,AIC,26,20
C06_9,1.36230503689972,4,0.9268361600062855,0.9707324450913292,gr.lagsat,0.1983652967129703,AIC,anc3,20
C07_1,1.768248279289825,3,0.9999404316439036,0.9862093449359683,gr.lagsat,0.22550032852534943,AIC,11,5
C07_10,2.190524067178839,3,0.9987453512596872,0.9922079589597251,gr.lagsat,0.2484349572512162,AIC,11,40
C07_11,1.4904521642355246,5,0.9650255061605545,0.9733553233109667,gr.lag,0.1436253159009859,AIC,27,40
C07_12,2.0990670436957104,4,0.9643453889764001,0.9874034490718082,gr.lagsat,0.20921580495704514,AIC,7,40
C07_13,1.575504456296149,6,0.9932349684021341,0.9907787877261952,gr.sat,0.08716753432329855,AIC,11,60
C07_14,1.776217779001302,5,0.9640529788099819,0.9717133833329529,gr.lag,0.2044224796121123,AIC,27,60
C07_15,1.6458936888151992,5,0.982139733356023,0.9907487596987701,gr.lagsat,0.13077269676064093,AIC,7,60
C07_16,3.0853978308020937,3,0.9993838694328763,0.9961151381177067,gr.lagsat,0.24146211117595714,AIC,11,80
C07_17,2.7634013518844625,3,0.9975331956572218,0.9946733051452737,gr.lagsat,0.1838898450090239,AIC,27,80
C07_18,1.9033138285691222,3,0.9962931226351255,0.9970507166053387,gr.lagsat,0.10252262190198787,AIC,7,80
C07_19,2.298890629192087,4,0.9973240735235815,0.9987534057199978,gr.lagsat,0.06975820776590386,AIC,anc5,100
C07_2,0.9287514773281562,5,0.9508145543620774,0.9592128002632765,gr.lagsat,0.15651426176437871,AIC,27,5
C07_20,1.7622237729222303,5,0.9264112698416822,0.962269096506122,gr.sat,0.22490390910671595,AIC,27,100
C07_21,2.6105298760940006,3,0.9991012414910324,0.9946708459201069,gr.lagsat,0.24479480831410647,AIC,7,100
C07_22,1.7558547321975737,5,0.9897822197459696,0.9917824855723156,gr.lagsat,0.13312743789876808,AIC,11,400
C07_23,2.4499106713687424,4,0.848443583857967,0.9612035786932737,gr.lagsat,0.5292580857611323,AIC,27,400
C07_24,1.1123925097997607,8,0.9508012325532124,0.9508012325532124,gr,0.10330341391108923,AIC,7,400
C07_25,1.649800409243155,4,0.984473037599686,0.9962045377518816,gr.lagsat,0.1248604579235975,AIC,11,600
C07_26,1.3785339655836528,7,0.9550832883910689,0.9670229312178019,gr.sat,0.13369520163481716,AIC,27,600
C07_27,1.7305020173461532,4,0.9377929076665753,0.9857498443994037,gr.lagsat,0.2577926549990798,AIC,7,600
C07_28,1.863757571881231,5,0.992533448693879,0.9967656103522121,gr.lagsat,0.09814467825032427,AIC,11,1000
C07_29,1.7145060522577384,6,0.9709120973083216,0.9727877109917846,gr.sat,0.1886449085093068,AIC,27,1000
C07_3,0.8316983889867441,7,0.9750451801001604,0.9797157079924954,gr.sat,0.07108000794612807,AIC,7,5
C07_30,1.4595111428567342,6,0.9839103928808904,0.9752512946927728,gr.sat,0.13907442842636925,AIC,7,1000
C07_4,1.6783999825440947,3,0.9877403776558533,0.9655397914199818,gr.lagsat,0.37241782872320356,AIC,11,10
C07_5,1.578221368527473,4,0.9893855220368024,0.98811756703279785,gr.lagsat,0.1864347500677205,AIC,27,10
C07_6,1.394658415923733,4,0.9549801550930476,0.9477645491803185,gr.lagsat,0.3096362046538462,AIC,7,10
C07_7,1.569783467246938,4,0.9736267768044358,0.9899943408430625,gr.lagsat,0.14009190970573818,AIC,11,20
C07_8,1.2974119021298371,5,0.9085064166678951,0.9296242938733824,gr.lag,0.21060201189988562,AIC,27,20
C07_9,1.3517092690766384,6,0.987870636734669,0.9853557867364544,gr.lagsat,0.16548339575955037,AIC,7,20
C08_11,1.509890569320566,5,0.9959234273964062,0.9936832355030458,gr.lagsat,0.0929674288674704,AIC,2,40
C08_12,1.497175261471982,4,0.9946686338010647,0.998728854968417,gr.lagsat,0.06248433095811106,AIC,16,40
C08_14,1.818595577300388,4,0.9807005072055776,0.9882557051690483,gr.lagsat,0.18066224161909417,AIC,2,60
C08_15,1.5056030923210753,4,0.9929852795813583,0.9925166949345846,gr.lagsat,0.12417344684247993,AIC,16,60
C08_17,1.9482185555359777,4,0.9853684080946535,0.9938519847204864,gr.lagsat,0.13779250346086924,AIC,2,80
C08_18,2.2657173294469857,3,0.9998229521073618,0.9953407662657839,gr.lagsat,0.2142922197608829,AIC,16,80
C08_2,1.0169592834273906,4,0.9742693015015849,0.9879224008370884,gr.lagsat,0.10021394492046433,AIC,2,5
