ancestor_id,treatment,population,term,estimate,std.error,statistic,p.value,conf.low,conf.high
anc2,B,19,umax,1.3835087588302062,0.011782676045212003,117.41889138948257,1.113139858555896e-190,1.3620897345448877,1.4048238229131538
anc2,B,19,ks,0.49166385194076856,0.07070428016033545,6.953806061327928,4.617370875898246e-11,0.37953194532896056,0.6190344592587496
anc2,BS,25,umax,1.6299140735797832,0.013347179836512919,122.1167387825962,1.4140553867242035e-200,1.6050222658114317,1.6543897448083977
anc2,BS,25,ks,1.4670948390298926,0.06601475933806408,22.22373986878971,1.2954683362520319e-57,1.3500917026034907,1.5898157930430057
anc2,L,10,umax,1.3340259503513898,0.012434298618581568,107.28598301136567,2.216942471230818e-177,1.3104716138698167,1.3570426633769512
anc2,L,10,ks,0.9881660919022442,0.08904937511699847,11.09683353312622,1.4619362557053857e-22,0.8376201434601961,1.1594992730130882
anc2,N,1,umax,1.2947006986440819,0.010539581522075804,122.8417557122407,4.031945691772116e-201,1.2759090041340164,1.3136033275278827
anc2,N,1,ks,0.410814325856036,0.07483876089949808,5.489325597035522,1.1314307954962904e-7,0.3056738970993965,0.5425953600620272
anc2,none,anc2,umax,1.4947602686321089,0.013266637389948209,112.6706206475991,1.4791370801886778e-198,1.4697608228995824,1.5197757891190218
anc2,none,anc2,ks,1.3103935547715044,0.07016276296069983,18.67648164747294,1.7208663625191432e-47,1.181307165282767,1.4441551883947894
anc2,P,17,umax,1.3893881928505245,0.0071193694665106335,195.15607377678288,1.732823476356531e-248,1.3765671424985153,1.4022243953146423
anc2,P,17,ks,0.1848766423260273,0.030235372443244465,6.114581279693631,4.3660326342610886e-9,0.13903146796409513,0.23701488641303267
anc2,S,14,umax,1.3705553427377484,0.011983503571882399,114.37017016906168,7.260397366919729e-194,1.3493561014285753,1.3919536669412473
anc2,S,14,ks,0.34850764020255204,0.07537738533964553,4.623503967830664,6.5235321932202265e-6,0.23740179221156466,0.48207460567129146
anc3,B,7,umax,1.3010213161885051,0.01229422450976007,105.82378052032949,5.941587110657666e-192,1.278772318703172,1.324280275573525
anc3,B,7,ks,0.5197989033415041,0.09160223056854942,5.674522335485258,4.316322857409788e-8,0.36888814361445477,0.6986987096545944
anc3,BS,2,umax,1.3912236514526286,0.009563225114158058,145.47640935409595,7.957498678240944e-209,1.373902994317581,1.4085102728867176
anc3,BS,2,ks,0.5076858097355613,0.06472921127723612,7.843225642919329,2.3728485598677345e-13,0.40608656581929203,0.623152609467351
anc3,L,26,umax,1.3785770901588252,0.012257215607822254,112.47065681695696,1.6278506072766607e-185,1.3555021444562736,1.4013417741988898
anc3,L,26,ks,1.071475187442759,0.08456493443123098,12.670443070160399,1.608002129402741e-27,0.9234233378650373,1.2318126508246372
anc3,N,27,umax,1.389850033021045,0.017140694563981835,81.08481414408791,2.9928399000829794e-164,1.3592802694454442,1.4214650866364966
anc3,N,27,ks,1.2809201140570075,0.1485739950551792,8.621428760674329,1.3946164751061495e-15,1.0393816309700485,1.5636082371840818
anc3,none,anc3,umax,1.3891129534004534,0.016079279603351742,86.39149188691833,2.640273109155722e-177,1.3603681953341753,1.4177103078950404
anc3,none,anc3,ks,1.519344139040035,0.0927707945757571,16.377397067558057,1.7735089989914064e-40,1.3627752078148987,1.685666731037711
anc3,P,29,umax,1.404257709272569,0.009883380803352819,142.08272829032262,8.157180181266244e-227,1.3855704018716701,1.4233310684768261
anc3,P,29,ks,0.5188822436723838,0.05442191067133759,9.534436356084495,2.208898698690513e-18,0.42180979011633507,0.627796648939349
anc3,S,4,umax,1.4515901568852247,0.020012002276599532,72.53597800069214,1.2046185250391364e-150,1.416835449042082,1.4867881454642757
anc3,S,4,ks,0.8981284524525547,0.11615608063232777,7.732082965982873,4.3325400072463287e-13,0.7175543339798904,1.1062636192090396
anc4,B,21,umax,1.3897007859503234,0.00843476130010165,164.75875682855133,3.324865468998579e-260,1.3731192761411242,1.4061699445794953
anc4,B,21,ks,0.4124321797575241,0.04368513398316953,9.441018995533375,2.4961583770975553e-18,0.33155159745304197,0.5013403065020625
anc4,BS,35,umax,1.3225583870171511,0.006944277634899799,190.4529825205116,1.1049349289350464e-241,1.3100133697147143,1.3351199443877941
anc4,BS,35,ks,0.12114010027430112,0.026793215163384617,4.521297632090461,1.0150874939503463e-5,0.08017782622854579,0.16786500062981968
anc4,C,24,umax,1.4189401935585664,0.010692107479634451,132.7091217761569,1.7860326727752453e-210,1.3998056714140616,1.438385994277727
anc4,C,24,ks,0.5340106815481412,0.06909852931253252,7.728249600404835,3.9499509021672303e-13,0.4221717292997202,0.6599067613847102
anc4,L,20,umax,1.3626020437021413,0.011952007681599652,114.00612181666295,6.849029268081774e-193,1.3399005930335308,1.3850509871024945
anc4,L,20,ks,1.898390852762111,0.11347306104247691,16.72988139494604,1.130447699655523e-40,1.701686249013942,2.1165754850692196
anc4,N,11,umax,1.6105303027872626,0.016226059780553984,99.255785111638275,1.467499820665862e-181,1.581396243201612,1.6388674548811446
anc4,N,11,ks,1.4688421428101126,0.10067436104508765,14.59003193625716,5.702088775045958e-34,1.3118074717508506,1.642075378541649
anc4,none,anc4,umax,1.3665547167352332,0.013637161508008819,100.2081493229133,1.5175085687155428e-180,1.3401620382984365,1.3926827189644797
anc4,none,anc4,ks,1.196983117222797,0.07980590395854054,14.998678767483595,3.848401365500187e-35,1.0474581815970998,1.3547372828920619
anc4,P,8,umax,1.4638435064626187,0.007833582853167324,186.86768671512147,2.0739983657260125e-271,1.4482169131908407,1.4793217295569019
anc4,P,8,ks,0.7282505432219355,0.03910424042210805,18.62331387493747,3.291675365776977e-49,0.6526562087117478,0.8084951828278257
anc4,S,15,umax,1.2817440124455346,0.014412312848724192,88.93395708926741,8.232517085294694e-170,1.2553985874869238,1.3073306335890418
anc4,S,15,ks,0.6354543865415685,0.09308644035617636,6.826497867037684,9.002715008753424e-11,0.5024977299507487,0.799851040319944
anc5,B,16,umax,1.499164182314551,0.014234917978646282,105.31596912349185,5.544890450928645e-187,1.4724038568584865,1.52602252797929
anc5,B,16,ks,1.694340810897649,0.09358240494056087,18.105335206696328,4.0411705035917534e-45,1.5251669404296355,1.875744412078661
anc5,C,5,umax,1.44310091416195,0.012713287579209387,113.51123029120477,1.440395803896099e-196,1.41936481827143,1.4667960406564398
anc5,C,5,ks,1.3637716863379536,0.07743052116025399,17.612843952263024,7.708803449537529e-44,1.2254364516861567,1.5110402788118948
anc5,L,23,umax,1.3965107836078072,0.013710242074670923,101.85894428427345,9.639514884017594e-181,1.3731199658517579,1.420636340401859
anc5,L,23,ks,0.8081475697098656,0.10363262816212032,7.798196224895691,2.889098239470222e-13,0.6530799112698729,0.9904844631894233
anc5,N,30,umax,1.3255651345027386,0.013801863213395642,96.0424773095989,8.750582743056759e-172,1.300974541497581,1.3497907245087424
anc5,N,30,ks,0.48233347574874263,0.06526487613650664,7.390399006349205,3.696496994238632e-12,0.38431644489801836,0.5963756336001442
anc5,none,anc5,umax,1.678129644153919,0.012789369495284605,131.21285179637977,4.306759406949717e-213,1.6534342405242313,1.7023370901364419
anc5,none,anc5,ks,1.9237595342234324,0.0788771723678179,24.389306518907762,7.4009607097375725e-65,1.7768885967319437,2.0765869642614914
anc5,P,28,umax,1.498414934416791,0.011021490218979075,135.9539322401712,7.161282525866455e-227,1.4774146716201304,1.519020904147082
anc5,P,28,ks,0.8067951034269079,0.07485764951837881,10.777724235501491,2.6612479822180984e-22,0.6745232080319794,0.9495573213773149
anc5,S,18,umax,1.3038619144134498,0.012732120427170866,102.40728729135762,3.191667870769498e-181,1.2804745814070975,1.3268313090797035
anc5,S,18,ks,0.6024541051540878,0.07712745405927655,7.811149901189138,2.668029609479129e-13,0.4771333511924646,0.7428482795122323
cc1690,B,31,umax,1.3969357338679276,0.01461107448460532,95.60800852393042,3.761002899340227e-170,1.369938663888894,1.4236348179863156
cc1690,B,31,ks,0.9793920918285738,0.10964022663864402,8.9327806212631,2.598765347709454e-16,0.8003379447534236,1.1844851479438543
cc1690,BS,9,umax,1.3560830738408194,0.04889486346115374,27.734673498336033,5.6371659439750495e-71,1.258875097909634,1.4681093224274422
cc1690,BS,9,ks,1.4589126743261078,0.34991524371871097,4.1693315753311255,4.523018793334776e-5,0.7897899386326822,2.297269574956278
cc1690,C,22,umax,1.5267221986756632,0.027934449924882657,54.6537412686166,3.886188114641225e-126,1.4779748775881134,1.5744340949360365
cc1690,C,22,ks,2.19956340697301,0.287421410139729,7.65274725325333,7.028696387047548e-13,1.7691296721287506,2.7045746518503737
cc1690,L,33,umax,1.5734106406214792,0.016016061412721806,98.23954841804581,4.967845428134917e-168,1.5432140749913306,1.6038717062771426
cc1690,L,33,ks,1.524088638928291,0.10638254849062873,14.326491144950795,2.8220483194643395e-32,1.3372495301833982,1.7321139373920067
cc1690,N,3,umax,1.5237383882990532,0.020907691329485945,72.87932293845077,5.130778477999539e-157,1.4796727937955763,1.5703380480143638
cc1690,N,3,ks,1.018560050197312,0.1938312874785497,5.254879454432921,3.469948015918606e-7,0.6403309196960497,1.5195883708981295
cc1690,none,cc1690,umax,1.572063315123126,0.014314240007094215,109.82513317815008,1.7151512973620288e-189,1.544761047988854,1.5994337912767331
cc1690,none,cc1690,ks,1.7736385278518463,0.07972608726199212,22.24665211555408,1.8349995040390203e-57,1.6263111646822568,1.9297460970477234
cc1690,P,6,umax,1.445996635090064,0.008733390295309337,165.57105387431292,1.0428242450894069e-238,1.4300256239285203,1.4619771847053802
cc1690,P,6,ks,0.5447002453888133,0.0603548822163636,9.024957474627174,7.833333728868132e-17,0.4466302352596024,0.6545543388250659
