well_plate,population,K,r,nitrate_concentration,N0
B04_11,31,241.95081397806476,1.2035251795231194,40,8
B04_12,cc1690,122.3901709076247,1.3005464148247283,40,8
B04_13,14,235.66548979122481,1.4243653129522904,60,6
B04_14,31,160.19618661629673,1.7093775580601271,60,6
B04_15,cc1690,223.68355723628875,1.7228594466280542,60,4
B04_16,14,297.9456718539528,1.8839124337861706,80,13
B04_17,31,330.95640605684537,1.6540102119529991,80,25
B04_18,cc1690,299.6740951091282,2.380383211167523,80,22
B04_19,14,343.3899030114253,2.079864392603083,100,13
B04_2,31,45.90190851153073,0.8253332720037332,5,6
B04_20,31,396.01375103289905,2.3221437899414483,100,17
B04_21,cc1690,371.8799221002076,2.3640475505953042,100,17
B04_22,14,697.4351468593059,2.20924357891801,400,10
B04_23,31,1057.742159137337,1.8164425729990137,400,19
B04_24,cc1690,822.3025804400402,1.667310676402523,400,23
B04_25,14,1302.4865592599333,1.3666825418940898,600,19
B04_26,31,1721.9017983665526,1.8347023749654512,600,25
B04_27,cc1690,1925.6388531185105,1.256676951733396,600,18
B04_28,14,1838.226155214988,1.4141468343734203,1000,17
B04_29,31,1375.069078606182,1.5854635612270551,1000,21
B04_3,cc1690,32.928008925351506,1.0832700514344407,5,5
B04_30,cc1690,699.2934487117187,1.4798646817138306,1000,31
B04_4,14,53.477511163062985,1.0328160498072028,10,6
B04_5,31,62.22675990931061,0.977221596372407,10,5
B04_6,cc1690,32.15923923247387,1.3330098985093122,10,6
B04_7,14,105.01838104640365,1.312765660319291,20,5
B04_8,31,77.59508347182614,0.8991443579435526,20,7
B04_9,cc1690,40.89498705490788,1.9963963092405028,20,5
B05_1,8,140.7048354153561,1.2007328541745534,5,7
B05_10,8,968.9978637557813,1.1810126280352846,40,7
B05_11,22,161.22261695758098,1.410726887816959,40,7
B05_12,16,149.28980111205954,1.3418105854233258,40,7
B05_13,8,1039.5263442232174,1.3628997542200059,60,5
B05_14,22,144.4038751118307,1.688802137242395,60,5
B05_15,16,275.3421212665594,1.523626741007845,60,7
B05_16,8,853.9719214770199,1.7578314210321422,80,12
B05_17,22,281.0287537564944,2.2626775913467894,80,18
B05_18,16,293.7462670946439,2.0544828703200744,80,23
B05_19,8,801.0607360611232,1.794482817799231,100,15
B05_2,22,51.60906244739413,0.6626465874949883,5,6
B05_20,22,436.39832618658977,1.8674963820580315,100,22
B05_21,16,383.19380274129156,2.6071051103000555,100,21
B05_22,8,1165.651776306323,1.352316142039008,400,15
B05_23,22,589.7081393625381,2.0094827789164187,400,16
B05_24,16,1049.7746664691344,1.552107867153616,400,25
B05_25,8,845.030404488973,1.7179437539535474,600,12
B05_26,22,871.0566391710679,2.2997976529003186,600,16
B05_27,16,990.2146878549844,1.357887547019042,600,23
B05_28,8,909.7864941571219,1.755338374064491,1000,15
B05_29,22,556.2954360727622,1.9794810041674937,1000,20
B05_3,16,37.34397464752337,1.035695464920172,5,6
B05_30,16,625.3200936584644,1.726331635854657,1000,14
B05_4,8,196.74392994984927,1.1959783679948253,10,6
B05_5,22,48.26845937965361,1.2082245619652296,10,6
B05_6,16,41.61898978230962,1.2076234464981035,10,8
B05_7,8,293.1184674052296,1.3658136786149657,20,6
B05_8,22,63.09425301846689,1.2425536404630602,20,7
B05_9,16,46.27873715607133,1.8574896074407874,20,5
B06_1,23,24.224266457285943,1.5493419075558494,5,5
B06_10,23,195.43080221718566,1.535760009312399,40,5
B06_11,anc2,185.99222123461567,1.6003661289626419,40,5
B06_12,20,156.38296047840777,1.3590156786222518,40,6
B06_13,23,248.85786603639758,1.576673765045261,60,5
B06_14,anc2,175.08377193880798,1.4703332474772717,60,9
B06_15,20,263.9298812644639,1.3975398890346749,60,8
B06_16,23,298.3339689068996,2.2431668555441133,80,16
B06_17,anc2,302.8586978687305,1.9914669003556578,80,22
B06_18,20,261.48914791161013,2.2359014195788918,80,20
B06_19,23,389.81332465326943,1.8587553336095097,100,18
B06_2,anc2,47.06963754097424,0.8942797787984763,5,6
B06_20,anc2,350.10972231937114,2.100294739631101,100,18
B06_21,20,378.58151193176656,2.5261304521306545,100,22
B06_22,23,755.6120267391497,2.3907203778025607,400,14
B06_23,anc2,1224.8878506501012,1.5464050184087133,400,18
B06_24,20,958.1113859314852,1.6231215724589514,400,25
B06_25,23,954.1946417233595,1.3375144781272497,600,19
B06_26,anc2,908.232721709591,2.336689664016351,600,16
B06_27,20,871.4159719050542,2.1514124543926862,600,24
B06_28,23,814.6697155034939,1.5942520708001955,1000,16
B06_29,anc2,563.6973272103476,2.131628093903217,1000,11
B06_3,20,55.270402132980024,0.7149091060042551,5,7
B06_30,20,801.1076554366839,1.5654258527029103,1000,18
B06_4,23,60.13206240295891,1.2915533020158982,10,7
B06_5,anc2,55.81694536785668,1.4699741102601995,10,5
B06_6,20,45.233744302628146,1.2232155956814592,10,5
B06_7,23,89.98541545894571,1.5780191111921527,20,6
B06_8,anc2,191.92283920195538,0.7942500279919086,20,8
B06_9,20,49.524930678721354,1.4445541487246165,20,6
B07_1,11,37.65214131835269,1.353404724025013,5,6
B07_10,11,209.13841971159306,1.3011779411681514,40,7
B07_11,27,4e3,0.7768196699722162,40,8
B07_12,anc3,142.0686423425959,1.4597955449776259,40,6
B07_13,11,268.23617129465634,1.5334625384351952,60,5
B07_14,27,4e3,1.0051528837091104,60,4
B07_15,anc3,227.5521932611056,1.5902725271944813,60,6
B07_16,11,261.64708952414895,2.5613295432144207,80,10
B07_17,27,292.76792238379244,2.8873345822763543,80,14
B07_18,anc3,248.40437120537868,2.170170308754461,80,19
B07_19,anc5,397.0533210432745,1.7792900902435975,100,14
B07_2,27,4e3,0.5174204741694302,5,5
B07_20,27,295.61473392653664,1.817511574994409,100,14
B07_21,anc3,386.9164575453874,2.3106800706402053,100,15
B07_22,11,706.5965831763748,2.4501469424804854,400,13
B07_23,27,845.7276519849307,2.1184024944894624,400,11
B07_24,anc3,852.1741392692734,1.5127989776904833,400,20
B07_25,11,614.0345489121398,1.561735926102863,600,21
B07_26,27,952.8838079495467,1.540270827381462,600,17
B07_27,anc3,729.4750794392337,2.1005644939010404,600,13
B07_28,11,542.9466833426949,1.7703610296348347,1000,23
B07_29,27,1018.6669313837207,1.6497696653579352,1000,13
B07_3,anc3,42.3150125082657,1.0091275519914993,5,7
B07_30,anc3,674.9476498930434,1.548490367364501,1000,18
B07_4,11,51.795481120867436,1.506324599172068,10,5
B07_5,27,162.36016586954915,0.8785069561460721,10,4
B07_6,anc3,40.00129951334229,1.3031928372326145,10,6
B07_7,11,101.07051155057427,1.33794333171632,20,6
B07_8,27,4e3,0.7869359204073244,20,4
B07_9,anc3,47.655121830257656,1.6569072136707372,20,5
B08_1,anc5,39.275849029192464,1.1553143875628273,5,6
B08_10,anc5,204.6261465510952,1.2937340787417606,40,6
B08_11,17,277.79535230709564,1.7716201883617195,40,8
B08_12,7,234.78952513868245,1.1836014694100883,40,7
B08_13,anc5,249.86968316543798,1.43055035376823,60,6
B08_14,17,690.2679202979759,1.514963357814617,60,10
B08_15,7,272.79364297684447,1.2776830086900286,60,7
B08_16,anc5,301.5813300753239,2.043716732037938,80,14
B08_17,17,628.5424279094062,2.118484154192314,80,19
B08_18,7,267.2467047575835,2.2265805517187913,80,21
B08_19,11,336.17624919695146,2.2498325821882887,100,20
B08_2,17,56.45080008359931,1.4410189130768867,5,6
B08_20,17,709.5204098647072,1.7620771159122124,100,18
B08_21,7,303.65297842876544,2.0510448640159415,100,14
B08_22,anc5,596.9272638172811,2.117755101190523,400,11
B08_23,17,1353.3933875433872,1.640989880630779,400,11
B08_24,7,1396.2539063172178,1.3753804011628503,400,26
B08_25,anc5,971.8504214931586,1.4925473920001777,600,12
B08_26,17,2413.8695295149214,1.480342468558266,600,17
B08_27,7,830.3790106642447,2.0773386964203753,600,23
B08_28,anc5,896.2520008134762,1.6348967747015752,1000,14
B08_29,17,1244.0156553292272,1.6422173979083639,1000,11
B08_3,7,3878.2124360609105,0.5290543964151977,5,7
B08_30,7,1188.0011350940845,1.4831029797071669,1000,21
B08_4,anc5,54.805442222320096,1.3812729859813084,10,5
B08_5,17,91.27812859413073,1.4920423188762304,10,5
B08_6,7,58.1533432876526,0.8564238344996777,10,6
B08_7,anc5,118.31759084612285,1.0994629412121093,20,7
B08_8,17,236.71005577784263,1.7526326384456659,20,5
B08_9,7,97.59947958294646,1.414227963495706,20,4
B09_1,1,40.238766635892574,1.2096069809623187,5,5
B09_10,1,249.0891863226978,1.2441357882172357,40,7
B09_11,26,178.65406210341038,1.3253646577222327,40,7
B09_12,5,4e3,0.9580325674298777,40,4
B09_13,1,278.7788762645242,1.3222875818090727,60,7
B09_14,26,175.82839821717712,1.7769426938167963,60,6
B09_15,5,4e3,1.0486552850417548,60,4
B09_16,1,281.2530342739233,2.03952453423638,80,13
B09_17,26,310.1810163310262,2.773268729772416,80,18
B09_18,5,252.2294381633356,1.7711665759550168,80,19
B09_19,1,421.0003394317086,1.7410937468014953,100,9
B09_2,26,49.82368028411478,1.0551762906988447,5,7
B09_20,26,369.73597628052255,1.8364070084647948,100,19
B09_21,5,403.0171670517735,1.8279240008445545,100,13
B09_22,1,779.0006051582025,2.097381843029248,400,11
B09_23,26,645.4347820548898,2.127216024193256,400,16
B09_24,30,2385.4052818508726,1.2245731889044658,400,23
B09_25,1,1293.448633155127,1.3748986102940124,600,17
B09_26,26,572.603951043781,1.8281598117018665,600,16
B09_27,5,782.6344257143248,2.0135391172814607,600,24
B09_28,1,1537.8077627131097,1.5649761573422756,1000,13
B09_29,26,536.1343903496868,1.8756456397679269,1000,15
B09_3,5,4e3,0.39048658315279644,5,7
B09_30,5,1173.1031502061337,1.4169117290399786,1000,18
B09_4,1,77.89173022746772,0.9290861972822698,10,5
B09_5,26,67.44795165476555,1.1000804659340293,10,7
B09_6,5,82.31228840549319,0.7523257621532049,10,5
B09_7,1,139.31091576749407,0.9909148106512916,20,7
B09_8,26,85.09210416492903,1.27066920674514,20,6
B09_9,5,147.36227333301034,0.8236743435699524,20,6
B10_11,2,205.32198725604277,1.070920116241696,40,8
B10_12,29,209.4287026063887,2.0647450886794125,40,3
B10_14,2,159.57965385361774,1.3924157456389235,60,7
B10_15,29,212.59129470821495,1.636344359101349,60,7
B10_17,2,230.39973244169008,2.6647737219103633,80,18
B10_18,29,386.82270110710766,1.8488236267378484,80,11
B10_2,2,46.94963747337538,1.0306424725257437,5,5
B10_20,2,336.03973822415037,1.9096634984150407,100,18
B10_21,29,496.6750663750622,1.5457846823239358,100,19
B10_23,2,422.0232400820665,2.3146673074843527,400,24
B10_24,29,897.5561298661689,1.7558322400582855,400,10
B10_26,2,418.45844205436657,1.6818061611059358,600,23
B10_27,29,1200.239772231194,1.851335303189461,600,19
B10_29,2,457.5776627571868,1.7111701161998978,1000,27
B10_3,29,46.78501004996586,1.400693003991575,5,5
B10_30,29,1716.9286049363625,1.4603879311777344,1000,18
B10_5,2,55.162543535601046,1.1398907783595813,10,5
B10_6,29,72.28214285187137,1.246447874198092,10,7
B10_8,2,92.94012897433015,0.9704231394849926,20,6
B10_9,29,201.96634426396835,1.3316316777303718,20,8
B11_1,24,4e3,0.6656076132894503,5,3
B11_10,24,4e3,1.1079903466490697,40,3
B11_11,18,153.31652875670915,1.4599198988314523,40,6
B11_12,anc4,141.26405420564788,1.4137842942615584,40,7
B11_13,24,4e3,1.1005665956460662,60,3
B11_14,18,172.89782156481542,1.7000149979534473,60,7
B11_15,anc4,224.92386250543444,1.4556906742909916,60,6
B11_16,24,342.05488534715073,1.9446104134541664,80,7
B11_17,18,260.2383418445311,2.283308256122155,80,19
B11_18,anc4,256.31168244857065,2.1169940882337013,80,13
B11_19,24,400.36335132392503,2.0065097652916766,100,13
B11_2,18,46.87422068891011,1.0348799637511337,5,7
B11_20,18,398.6558921420447,1.8290400676486478,100,17
B11_21,anc4,322.4809867243831,1.7803979199556288,100,18
B11_22,24,584.5013594411444,2.341543071333657,400,8
B11_23,18,956.3802071875533,1.5087196820723745,400,18
B11_24,anc4,657.9952181132735,1.5531193269673784,400,20
B11_25,24,1277.2988667013508,1.5503931341043922,600,12
B11_26,18,705.359175262935,1.685746011749069,600,21
B11_27,anc4,715.3341028263044,1.6079696803426822,600,25
B11_28,24,913.0277860347082,1.8246310917546908,1000,10
B11_29,18,652.8137935726978,1.5017319951548214,1000,22
B11_3,anc4,37.93824376827678,1.1334238561584384,5,5
B11_30,anc4,557.7142866766803,1.526444026778793,1000,21
B11_4,24,4e3,0.6575817069336831,10,4
B11_5,18,55.80296053284866,1.4745209551252705,10,5
B11_6,anc4,38.778539795729984,1.1714685208377618,10,7
B11_7,24,4e3,0.8240496952753883,20,4
B11_8,18,78.11713381831011,1.2802762948961113,20,6
B11_9,anc4,54.452861974338774,1.746055563781575,20,5
C02_1,6,276.85219701832267,0.7562543624085912,5,6
C02_10,6,226.25928957919237,1.307686997700015,40,6
C02_11,21,916.450753573609,1.4042938746096183,40,6
C02_12,10,152.34310475817898,1.3461568081995918,40,5
C02_13,6,329.9990521170614,1.3091794152977168,60,3
C02_14,21,898.4894754876512,1.6058823105007638,60,6
C02_15,10,227.58257975446125,1.4369089461318598,60,6
C02_16,6,422.4724077052542,1.5343569621803983,80,17
C02_17,21,673.0993665625114,2.0178624499861177,80,14
C02_18,10,279.04840072298873,2.0291815017745525,80,17
C02_19,6,453.17006655758786,1.768791462011948,100,19
C02_2,21,154.8018798864182,1.3836076495147183,5,5
C02_20,21,567.0220286259101,2.0874316759683267,100,13
C02_21,10,404.1266094666291,2.4334505242402167,100,17
C02_22,6,1618.0994787328707,1.5744534060588677,400,15
C02_23,21,1203.1825565775998,1.99222675114648,400,12
C02_24,10,768.170310268506,1.814963366732674,400,22
C02_25,6,1251.3826746530333,1.6900919900607219,600,15
C02_26,21,1534.0087105441025,1.8078269502194406,600,13
C02_27,10,664.6757135795286,1.597982091179456,600,24
C02_28,6,2447.857193800315,1.4897224060244052,1000,13
C02_29,21,817.1269555570997,1.7641267010991866,1000,8
C02_3,10,34.62735678839297,1.2841402394815167,5,3
C02_30,10,677.0462467929752,1.9940342929289534,1000,23
C02_4,6,77.95149396415407,1.1580422857880972,10,4
C02_5,21,246.74939648393382,1.4796262299262146,10,6
C02_6,10,42.98552164057108,1.2409491790335725,10,6
C02_7,6,120.67741975557003,1.3944865451318442,20,3
C02_8,21,372.7007730298764,1.4686494556565677,20,6
C02_9,10,133.83669299899128,0.754350662594202,20,8
C03_1,33,33.57924265605039,1.4473387011436096,5,4
C03_10,33,231.13642077836403,1.1233293321476132,40,8
C03_11,9,152.50004133195094,1.5025479883360717,40,5
C03_12,30,304.040240938269,1.3693198254561139,40,6
C03_13,33,200.75752516368743,1.39001206338869,60,6
C03_14,9,187.072668327977,1.6234187621089293,60,5
C03_15,30,243.639698886141,1.8614102638640682,60,4
C03_16,33,312.83737528280676,1.9277744218389616,80,19
C03_17,9,379.9588055429359,1.8931259674145413,80,19
C03_18,30,526.6433324580642,1.9999397928566702,80,15
C03_19,33,315.12292941781254,2.501478291959301,100,19
C03_2,9,31.425822197602088,1.2753159281226574,5,4
C03_20,9,448.6692227180142,1.8100389093540987,100,18
C03_21,30,1050.5883307515721,1.9793476446265779,100,17
C03_22,33,729.8827184383864,1.5626976377483506,400,13
C03_23,9,718.5113978433944,1.7714839394504172,400,20
C03_24,5,1038.2262518476787,1.7008217314517415,400,20
C03_25,33,869.0449217500405,1.6784606313897144,600,15
C03_26,9,1088.0171782629666,1.989152083289729,600,14
C03_27,30,1066.4902439642942,1.5398819769049459,600,19
C03_28,33,972.7631186208871,1.5883865351989617,1000,15
C03_29,9,761.91743972755,1.735860472679018,1000,23
C03_3,30,33.71816095124833,1.8709481170632742,5,4
C03_30,30,1192.5607634260475,1.6069951992510094,1000,18
C03_4,33,48.247089976508434,1.4443806849437362,10,5
C03_5,9,66.79018465337724,0.9965265029088504,10,3
C03_6,30,76.0085821753096,1.4199770696238996,10,5
C03_7,33,133.99804774046325,0.9112237178149407,20,9
C03_8,9,56.538659387970924,1.2170028602528895,20,5
C03_9,30,111.7590565252665,1.498041176904459,20,6
C04_1,32,27.474576799075237,1.5093958320651264,5,5
C04_10,32,172.9109608376988,1.448383896012343,40,9
C04_11,35,325.169808359645,1.471555195279529,40,6
C04_12,5,4e3,0.8665212361278833,40,5
C04_13,32,197.39776014232353,1.7906116473139801,60,4
C04_14,35,325.92571840335495,1.788495116514974,60,4
C04_15,5,344.06695533669114,1.1678063366537923,60,4
C04_16,32,315.8889613463693,2.1287044054841084,80,15
C04_17,35,499.42065150632754,1.6049462016805196,80,15
C04_18,5,251.90702099071166,1.884309878816757,80,18
C04_19,32,397.3994873350866,2.3169994224305106,100,12
C04_2,35,54.969217885377795,1.1728218452783565,5,6
C04_20,35,621.8928758130882,1.7417708416472193,100,13
C04_21,5,437.1587126806342,1.9542335332827359,100,13
C04_22,32,1869.1467910450351,1.4704237394229513,400,11
C04_23,35,1237.160131317703,1.6100121105516363,400,15
C04_24,30,996.8049913619118,1.7926446115744126,400,19
C04_25,32,945.0218157633661,1.4833542065428325,600,18
C04_26,35,1156.3898274978908,1.7887751282086843,600,14
C04_27,5,769.0906582877874,1.7296553516378883,600,23
C04_28,32,770.7545935989884,1.6696262904692676,1000,14
C04_29,35,670.5703356400952,2.097734973567444,1000,8
C04_3,5,47.44216534784032,0.810591133847412,5,4
C04_30,5,777.9506778577468,1.5226360546707827,1000,19
C04_4,32,46.26676051344371,1.23877705138207,10,10
C04_5,35,63.91339093292985,1.3662799753673438,10,5
C04_6,5,70.40992665661466,0.9450188972582877,10,4
C04_7,32,80.16153687905658,1.3684206844754117,20,7
C04_8,35,309.79865367051246,1.1270858554042151,20,6
C04_9,5,129.00958119165375,0.8825218948435262,20,6
C05_1,25,51.7626436787556,1.1804223037785044,5,7
C05_10,25,191.77080974489553,1.5059798864916323,40,5
C05_11,28,371.3440272770058,1.1176838826893576,40,9
C05_12,cc1690,132.9497082266464,1.3988714139504115,40,8
C05_13,25,257.83664817420225,1.7461846414299997,60,4
C05_14,28,298.50924419748327,1.704152010421987,60,5
C05_15,cc1690,227.84765364929694,1.551101509442698,60,6
C05_16,25,314.29769357351137,1.907520232884979,80,12
C05_17,28,464.4707926432874,2.1908775617701752,80,15
C05_18,cc1690,271.2048342109342,2.3213822436610276,80,22
C05_19,25,373.0862458556917,1.8851346340128814,100,19
C05_2,28,43.258628734479494,1.2228321310609387,5,6
C05_20,28,884.5076799136855,1.8814043107276217,100,14
C05_21,cc1690,390.40306201072997,2.1188648504359135,100,19
C05_22,25,700.8720616905581,1.5819775804236902,400,11
C05_23,28,1365.153207574284,1.9232188701011115,400,12
C05_24,cc1690,833.9710477507496,1.5646069206081916,400,23
C05_25,25,1895.5569708409046,1.3469586922036967,600,17
C05_26,28,1360.1450297377032,2.0109549120216417,600,17
C05_27,cc1690,1009.0240901370153,1.4153570682112195,600,20
C05_28,25,2043.021044012448,1.526215607292668,1000,13
C05_29,28,1859.9583104641451,1.5761282398615404,1000,16
C05_3,cc1690,31.0964123512295,1.2856731878452679,5,5
C05_30,cc1690,632.0333999311962,1.6076764278552702,1000,27
C05_4,25,68.67422670683962,1.144892905268858,10,9
C05_5,28,55.50706789846705,1.9989108022438642,10,3
C05_6,cc1690,36.44765417962756,1.9004061960279774,10,5
C05_7,25,113.75290662657697,1.3826074238599395,20,7
C05_8,28,4e3,1.018321809114753,20,5
C05_9,cc1690,47.61801703904266,1.7880877476924573,20,8
C06_1,1,41.46820238153277,1.7046435881463837,5,4
C06_10,1,240.55995511604908,1.326625245213801,40,7
C06_11,26,226.06704055946307,1.3242242237044732,40,8
C06_12,anc3,121.90035065901931,1.352287610750946,40,6
C06_13,1,233.68951656591398,1.4280516951684352,60,6
C06_14,26,168.05133816160085,1.753887882797424,60,5
C06_15,anc3,172.06041263833873,1.7847625055876546,60,5
C06_16,1,324.87276759567595,1.728278255397117,80,13
C06_17,26,285.59142122634387,2.548889119679659,80,18
C06_18,anc3,259.24158147812904,2.3936070259283575,80,17
C06_19,1,357.30421589614485,1.9262288701968988,100,12
C06_2,26,43.93383745993343,1.0330417739390756,5,6
C06_20,26,352.18784971015435,1.8406059626459552,100,21
C06_21,anc3,415.8125379284387,2.0305264127452682,100,15
C06_22,1,1068.2234080554917,1.669761925590795,400,11
C06_23,26,735.9294489589498,1.8950929864374217,400,19
C06_24,anc3,955.8032299331788,1.553021557799058,400,20
C06_25,1,1099.5998343802542,1.4880480413914094,600,16
C06_26,26,558.4204914512937,1.8318287500336041,600,17
C06_27,anc3,818.207979357276,1.5457127550430447,600,15
C06_28,1,1493.6856039600339,1.494038823187167,1000,17
C06_29,26,646.8856773311213,1.8390758397637457,1000,18
C06_3,anc3,36.71935859272983,1.028307351287171,5,7
C06_30,anc3,673.8700799979837,1.567642075833098,1000,16
C06_4,1,59.94520082946333,1.1344380022917204,10,6
C06_5,26,54.7271919368371,1.4956227729670224,10,5
C06_6,anc3,38.400417689660145,1.0392754954893455,10,9
C06_7,1,167.07935026644014,1.0618495224809317,20,7
C06_8,26,63.76102871118438,1.4488237807263604,20,7
C06_9,anc3,51.70305065685725,1.5575365470666371,20,6
C07_1,11,31.65917240553261,1.4299744857243548,5,5
C07_10,11,176.71614056824475,1.4763355470782746,40,5
C07_11,27,4e3,0.8698068294057788,40,5
C07_12,7,277.1647045395842,1.1214499270394818,40,8
C07_13,11,223.96610059192648,1.787155392284978,60,3
C07_14,27,4e3,1.052765991431347,60,3
C07_15,7,424.1989657645301,1.1592552883729483,60,4
C07_16,11,245.01334757384276,2.25956960448943,80,14
C07_17,27,290.94073479869974,2.8779311384317103,80,15
C07_18,7,240.68639632419246,2.0598582338687423,80,23
C07_19,anc5,325.4067611386447,2.0322309938146232,100,13
C07_2,27,4e3,0.5314921916115186,5,5
C07_20,27,307.8805331605826,2.0032039696989776,100,14
C07_21,7,581.4008751103487,1.959207072127865,100,18
C07_22,11,661.0188027311949,2.045596846567966,400,16
C07_23,27,760.9430426236564,2.262372240833123,400,10
C07_24,7,1391.5945744770152,1.3273336254030232,400,25
C07_25,11,551.8605155830722,1.7356800335486862,600,18
C07_26,27,838.0969646532401,1.5733078689449598,600,15
C07_27,7,904.2483332032733,1.6873965804140885,600,27
C07_28,11,520.167845910868,1.8716102263554129,1000,18
C07_29,27,1050.305013852252,1.8409496576954663,1000,12
C07_3,7,66.02218667197506,1.0672284036248607,5,5
C07_30,7,1032.255838775787,1.5282318068829992,1000,19
C07_4,11,58.83324217947724,1.0326987259032896,10,6
C07_5,27,4e3,0.7688746903680062,10,3
C07_6,7,67.37812525657151,0.9828728488909726,10,5
C07_7,11,77.23080203990531,1.7188246916661374,20,5
C07_8,27,4e3,0.7156691810707984,20,4
C07_9,7,103.13616122260781,1.4316522700727363,20,5
C08_11,2,210.05755919771437,1.108150144715688,40,7
C08_12,16,129.38046108906298,1.7428601686745337,40,4
C08_14,2,143.67672561255623,1.641861126899107,60,4
C08_15,16,289.84207347375707,1.154689193735997,60,10
C08_17,2,237.3560599006847,2.447913185265836,80,14
C08_18,16,254.13861338707596,1.8337038156538568,80,26
C08_2,2,35.99805150606757,1.0431830288625763,5,5
C08_20,2,301.8441529210586,2.0225476207626576,100,14
C08_21,16,252.33376849944707,2.2387950879633522,100,26
C08_23,2,489.1125129569192,2.6050057020135764,400,19
C08_24,16,1376.4393859619302,1.2492541079886081,400,29
C08_26,2,370.8602397206161,1.6850807678895012,600,26
C08_27,16,1094.3480445094897,1.2689361112909874,600,26
C08_29,2,532.3238609815638,1.979796694858272,1000,26
C08_3,16,34.96600768860497,1.160316015826448,5,6
C08_30,16,525.3133021122469,1.6943960960153837,1000,16
C08_5,2,54.46794710331405,1.1821586729270548,10,4
C08_6,16,42.356415065342254,1.5802509494245955,10,7
C08_8,2,63.468361112923674,1.7383451608131602,20,2
C08_9,16,58.19659833127387,1.7733802445392404,20,6
C09_1,6,85.97727415878128,1.1456498005096285,5,4
C09_10,6,210.4654282772715,1.5532648046063895,40,3
C09_11,21,617.594353715339,1.4840803867877528,40,5
C09_12,30,287.20636549543093,1.5608343197939358,40,5
C09_13,6,457.1200200346667,1.2016827535739636,60,4
C09_14,21,905.7634906703372,1.6307779706562082,60,4
