well_plate,population,K,r,nitrate_concentration,N0
C09_15,30,193.25060933579405,1.903871722709615,60,3
C09_16,6,380.0566817013746,1.9611481057989308,80,14
C09_17,21,659.7624524238755,2.2950006100304496,80,15
C09_18,30,331.5058852299247,1.8647686816857123,80,13
C09_19,6,516.7733548175958,1.9043966795684817,100,19
C09_2,21,146.65478794584723,1.5190138747438713,5,3
C09_20,21,831.5416176426538,2.0075487619535197,100,14
C09_21,30,408.5781848078274,1.6676798079757724,100,15
C09_22,6,1271.4546883679566,1.810426601224379,400,17
C09_23,21,1152.2756318933473,1.8374127825001507,400,16
C09_24,5,1636.324818895036,1.3817545560112812,400,21
C09_25,6,1658.0961786322375,1.4273819823510687,600,19
C09_26,21,1295.7269244486624,1.9171984047894077,600,10
C09_27,30,1208.7343983510127,1.4409785777788398,600,19
C09_28,6,1332.7553269625666,1.5770979906206224,1000,16
C09_29,21,526.8626889704283,1.8696348423466533,1000,8
C09_3,30,36.84721999285028,1.3725736645193976,5,5
C09_30,30,2351.542665922588,1.3657813864185133,1000,19
C09_4,6,74.17511678762871,1.1679276594239483,10,4
C09_5,21,247.2402682558712,1.222322746998606,10,5
C09_6,30,49.286685192369866,1.3564010317963187,10,6
C09_7,6,121.89834811280349,1.2642272640909882,20,5
C09_8,21,318.5463250155298,1.379747549119438,20,6
C09_9,30,88.99207472416543,1.5047219083135528,20,6
C10_1,23,29.206642290567466,1.4933061907126781,5,6
C10_10,23,178.89037462998004,1.3585694464643203,40,7
C10_11,anc2,143.23690773373175,1.591642702251532,40,6
C10_12,3,186.37138693826785,1.4921857872554358,40,9
C10_13,23,223.94988347850597,1.6386599617835116,60,5
C10_14,anc2,175.62317004075234,1.606674350503985,60,7
C10_15,3,265.13709859227214,1.4899223150221685,60,6
C10_16,23,292.99669573483243,2.414920392006007,80,14
C10_17,anc2,299.3191040930772,2.3055574037407767,80,20
C10_18,3,258.9950026035198,1.9284945564945082,80,19
C10_19,23,373.44826424946916,2.3430393412853117,100,17
C10_2,anc2,39.27998437221888,0.9930176260960943,5,8
C10_20,anc2,356.72891809665174,2.1310171147308234,100,18
C10_21,3,358.9612134281553,2.046015567774656,100,17
C10_22,23,629.4192732092126,2.115851056241463,400,18
C10_23,anc2,863.6003050581743,1.6499923905589817,400,17
C10_24,3,1022.3287996038387,1.4649459716318232,400,23
C10_25,23,916.5370373839402,1.5465228581570003,600,20
C10_26,anc2,866.5755938565661,1.567596520707293,600,16
C10_27,3,764.2609720883701,1.659119957224005,600,20
C10_28,23,676.0779266271385,2.177784975007762,1000,10
C10_29,anc2,564.2196973766809,1.712200699075646,1000,16
C10_3,3,45.411392268081954,1.6832153115867272,5,3
C10_30,3,1208.4935227835638,1.2777731225232811,1000,25
C10_4,23,48.83253769600147,1.803849034940454,10,4
C10_5,anc2,70.11483385629052,1.2162689610728474,10,6
C10_6,3,53.5899232186409,1.6054062993083469,10,5
C10_7,23,79.41794348907518,1.5932134821171349,20,6
C10_8,anc2,75.4749562270983,1.3786534895324165,20,6
C10_9,3,82.3220972904535,2.041009309966746,20,7
C11_1,anc5,38.20452180071674,1.018864501464087,5,8
C11_10,anc5,226.16465724836686,1.3009347735831989,40,5
C11_11,17,244.5389729885794,1.7497493388883527,40,7
C11_12,15,131.63577072042347,1.8004319174667869,40,12
C11_13,anc5,273.8379879022699,1.5486838398277418,60,4
C11_14,17,499.1888298411949,1.9871280332539805,60,6
C11_15,15,201.50486719994723,1.5953982370054287,60,11
C11_16,anc5,235.35126780061142,2.198125416969189,80,14
C11_17,17,770.6307953819143,1.703128229000988,80,23
C11_18,15,244.907083697958,2.1472510635918045,80,21
C11_19,11,339.38988454868814,2.3801233009136933,100,21
C11_2,17,58.53204544595595,1.462786014237841,5,6
C11_20,17,609.8874862267448,2.051260834682625,100,14
C11_21,15,387.63646245247315,1.9482580982675626,100,21
C11_22,anc5,526.9463390331731,1.9804487272743336,400,12
C11_23,17,981.8264587014492,1.908842378428313,400,7
C11_24,15,922.9357848086347,1.6429090806428648,400,14
C11_25,anc5,609.1727781316707,1.6483514116214766,600,16
C11_26,17,1593.4683495931577,1.7282592716685707,600,13
C11_27,15,1277.3941572139822,1.453387760806364,600,17
C11_28,anc5,684.5725950992751,1.6975007152827073,1000,17
C11_29,17,1063.9103303290442,1.6060047297645366,1000,11
C11_3,15,80.87461105062367,0.4601039259037372,5,13
C11_30,15,1076.3030927328145,1.3961007302818926,1000,21
C11_4,anc5,67.53077887915167,1.1699540449046277,10,5
C11_5,17,98.66000979633496,1.197986193840055,10,8
C11_6,15,33.26678035033884,1.1967542766682928,10,9
C11_7,anc5,140.52404054667795,0.9161886086409623,20,8
C11_8,17,223.39925151134702,1.6414637145125084,20,5
C11_9,15,99.31401872467734,2.019742636369499,20,9
D02_1,24,4e3,0.5812262152794512,5,4
D02_10,24,4e3,0.7239593222260016,40,7
D02_11,18,152.9278286012783,1.611892634754504,40,5
D02_12,29,322.89135144073913,1.4309342120417354,40,6
D02_13,24,4e3,0.9631197086645171,60,4
D02_14,18,170.2905044511991,1.543193810913836,60,6
D02_15,29,249.40151662683394,1.7841633844870264,60,5
D02_16,24,382.74856166934893,1.9105354617544117,80,6
D02_17,18,275.12459598134035,1.9223729857890306,80,14
D02_18,29,385.9538876151872,1.9729296562701284,80,17
D02_19,24,316.009695042362,2.0969912593470137,100,8
D02_2,18,33.20575355386173,1.2309152636268388,5,7
D02_20,18,444.4521332728506,1.6551056606353043,100,17
D02_21,29,717.3921519023917,1.7621257139912316,100,20
D02_22,24,768.397643827007,1.6269650867585,400,9
D02_23,18,740.983845135321,1.6724487900604128,400,13
D02_24,29,933.8455021032912,1.9376592138507482,400,12
D02_25,24,756.2779708319727,1.9232024878328158,600,11
D02_26,18,1219.904361339062,2.010462485032318,600,14
D02_27,29,1550.0993765069084,1.6193037746473544,600,19
D02_28,24,1088.2145776132022,1.4114148502754993,1000,12
D02_29,18,737.9236273253122,1.9486531628737511,1000,18
D02_3,29,38.97671997783834,1.637542487268361,5,4
D02_30,29,3863.5113402538386,1.6040578158445484,1000,17
D02_4,24,96.08973831886462,0.802473110056754,10,4
D02_5,18,53.897011935497495,1.3705970738569753,10,5
D02_6,29,85.57442888025498,1.663918880913406,10,5
D02_7,24,4e3,0.7674621502915598,20,4
D02_8,18,72.24606537335113,1.2968913582734107,20,6
D02_9,29,130.71158380497457,1.9280679393754871,20,4
D03_1,8,202.9232902332362,1.4307308119467979,5,5
D03_10,8,2217.752275948202,1.1968550896743493,40,7
D03_11,22,172.58445285935838,1.4910514119239593,40,6
D03_12,20,127.08278916986353,1.2669325137680028,40,6
D03_13,8,898.8253585698908,1.2316157575431845,60,8
D03_14,22,165.89958516618813,1.6341623875066715,60,6
D03_15,20,200.53911960652783,1.4910343589531807,60,6
D03_16,8,718.8885670211693,1.795143772463996,80,12
D03_17,22,278.33864181239284,1.8871381558946188,80,17
D03_18,20,278.0729764489357,1.5457649186662763,80,22
D03_19,8,707.7237928974578,1.8500066719829102,100,15
D03_2,22,24.51872815816906,1.4395175758677017,5,5
D03_20,22,470.0111281391553,1.8176159975985484,100,16
D03_21,20,401.88921827820764,2.4041364254339035,100,24
D03_22,8,587.6792995217248,1.9164934731198442,400,10
D03_23,22,557.20610832558,2.12592965229233,400,14
D03_24,20,864.0831335791712,1.6576425409343867,400,22
D03_25,8,604.3836391124695,1.9517586140762275,600,12
D03_26,22,1231.1051012630296,1.951472502416692,600,15
D03_27,20,830.9496101791548,1.4909930955538746,600,17
D03_28,8,700.7499857395092,1.7659947687545192,1000,14
D03_29,22,719.5942308595565,1.9343044449266602,1000,15
D03_3,20,35.57886989930572,1.2131136923754688,5,5
D03_30,20,1093.2325394336133,1.9010737768263046,1000,14
D03_4,8,302.1014159059902,1.3619608931461793,10,5
D03_5,22,49.74808847320238,1.0800670218681905,10,7
D03_6,20,46.929274838361124,1.1514875059593193,10,6
D03_7,8,361.05099348386045,1.3628265786222828,20,6
D03_8,22,62.5779065677539,1.2257358476632751,20,6
D03_9,20,66.6152203404024,1.1215960944421717,20,7
D04_1,19,44.00399633456332,1.0266644504553142,5,5
D04_10,19,234.69517827143994,1.262777615206424,40,4
D04_11,4,242.11839026251295,1.1981673331532574,40,5
D04_12,anc4,133.8736180836786,1.2136979162102721,40,7
D04_13,19,210.68781843916273,1.5281135412435916,60,3
D04_14,4,177.49746467813915,1.7136916988956101,60,3
D04_15,anc4,214.34921662471774,1.5316674133729262,60,5
D04_16,19,263.70108330730767,1.6754920883035096,80,11
D04_17,4,337.8553160321455,2.0179833030087013,80,19
D04_18,anc4,253.74610262378962,1.6170344354755937,80,12
D04_19,19,330.1660504314595,1.6706806375689507,100,15
D04_2,4,144.62789371424913,0.6867347318262619,5,5
D04_20,4,450.9375298097676,1.6625223049309013,100,15
D04_21,anc4,313.63104167112385,1.70437369779371,100,15
D04_22,19,4e3,1.255173600766016,400,13
D04_23,4,773.2873030196157,2.0833714119019824,400,12
D04_24,anc4,559.2307316219467,1.7777701184721175,400,20
D04_25,19,4e3,1.271836948499239,600,13
D04_26,4,713.7352699309283,2.341521967133502,600,12
D04_27,anc4,907.1213491807075,1.322727686880022,600,22
D04_28,19,3798.6716261941874,1.2963330706179723,1000,16
D04_29,4,754.5238841001666,1.6860426588592852,1000,17
D04_3,anc4,33.494355194497665,0.8822163546447522,5,8
D04_30,anc4,619.1994231032971,1.442154569217387,1000,16
D04_4,19,51.04824952531176,1.4080952744332862,10,4
D04_5,4,59.71488848995805,1.07279849066079,10,5
D04_6,anc4,43.065751127086095,1.4650184190494004,10,7
D04_7,19,190.54559256423323,0.9809054828009243,20,5
D04_8,4,81.46782976085406,1.1948122497670974,20,4
D04_9,anc4,63.63133548277558,1.2693791101907523,20,6
D05_1,33,31.547653322807346,1.952539700337279,5,3
D05_10,33,182.06048637053644,1.4287844184042136,40,5
D05_11,9,152.12713364957838,1.4832370124600545,40,4
D05_12,10,171.29290357269323,1.277609756513763,40,7
D05_13,33,251.53671454326465,1.2481089287466187,60,6
D05_14,9,244.6283033746511,1.3625035717287748,60,6
D05_15,10,242.3188072308277,1.4196997144811325,60,6
D05_16,33,271.86322498646445,1.7799439293003088,80,16
D05_17,9,283.8005974917742,1.991731614270652,80,19
D05_18,10,296.4318236122675,1.4428224237147926,80,17
D05_19,33,340.03542999151523,1.8810708393404203,100,19
D05_2,9,31.79243809943961,1.6204231824784052,5,3
D05_20,9,371.0651816566481,2.0644036231500698,100,19
D05_21,10,329.2300505440334,1.6534133798073078,100,25
D05_22,33,656.4745561820116,1.6765026425794594,400,12
D05_23,9,823.5738297652479,1.8936325311005777,400,19
D05_24,10,830.2765569113614,1.6448272267167892,400,23
D05_25,33,3892.3192405866444,1.1406094601426884,600,17
D05_26,9,948.513192475997,1.984329104247768,600,17
D05_27,10,762.9396618214062,1.5437236655489703,600,23
D05_28,33,2892.799116737328,1.2774225726929795,1000,16
D05_29,9,568.9631723086586,1.7068233363031817,1000,22
D05_3,10,36.78646289431879,1.4308641245837819,5,3
D05_30,10,1058.834167145364,1.2296335294882514,1000,18
D05_4,33,50.05160732766249,1.35155171176785,10,5
D05_5,9,51.36563067020376,1.1077150380458036,10,3
D05_6,10,42.88415414946736,1.9755001660744893,10,3
D05_7,33,96.402515483134,1.3404839326929732,20,6
D05_8,9,58.813025598516106,1.2973797807298608,20,5
D05_9,10,83.18581586640335,1.0590928759243843,20,6
D06_1,14,46.28160845328231,1.0596298681646055,5,6
D06_10,14,268.40717674151506,1.1399492883524633,40,7
D06_11,31,226.7742532712558,1.444702594926437,40,6
D06_12,5,4e3,0.7797188210903921,40,7
D06_13,14,275.6472315005205,1.3741420950713361,60,6
D06_14,31,270.16556383857534,1.261250073860356,60,8
D06_15,5,1182.1737588828412,0.9717525386927592,60,6
D06_16,14,265.29147628012794,1.6898261114697195,80,14
D06_17,31,316.44692784565956,1.7947016277395915,80,21
D06_18,5,229.2745669382442,1.672012116510991,80,17
D06_19,14,331.75461484726947,1.7619033524008216,100,17
D06_2,31,47.0332419379757,1.1948629422910895,5,5
D06_20,31,398.0027518534663,1.550230660763251,100,19
D06_21,5,307.0464393243507,1.5200130627905013,100,17
D06_22,14,572.3990552935375,1.8596771168701927,400,10
D06_23,31,798.257665529579,1.895587852860451,400,24
D06_24,30,1803.1233386807164,1.2865276743746759,400,20
D06_25,14,2863.654112836533,1.1926496378519122,600,16
D06_26,31,1190.885134413203,1.3620710097522855,600,18
D06_27,5,751.4560982323082,1.937285253922227,600,18
D06_28,14,1119.55379354747,1.4638318147839664,1000,13
D06_29,31,923.6448039626865,1.4722243930687675,1000,21
D06_3,5,84.9352238027698,0.5718554203496232,5,5
D06_30,5,1458.7245693880034,1.173121670049669,1000,19
D06_4,14,64.4154474249339,1.1124464569781818,10,6
D06_5,31,51.054689696479194,1.3861442884830666,10,4
D06_6,5,221.0303966784169,0.5596050758560206,10,7
D06_7,14,107.55634010855762,1.3530586102081108,20,6
D06_8,31,80.82136704224803,1.272678031146745,20,6
D06_9,5,150.58332753678943,0.9339083459635318,20,5
D07_1,32,35.121045297245345,1.2282859352341193,5,7
D07_10,32,195.45031497246202,1.2955318802214706,40,9
D07_11,35,197.5022737602271,1.3744259175614926,40,7
D07_12,anc3,137.40152267510052,1.331958587859831,40,7
D07_13,32,334.0905335060867,1.3062062142771014,60,7
D07_14,35,485.4669801729112,1.4060409053331608,60,7
D07_15,anc3,212.66523971759528,1.386175296173089,60,6
D07_16,32,254.46180430192135,1.7308018400508705,80,16
D07_17,35,511.79859723157847,1.5672195253139725,80,13
D07_18,anc3,291.0264751446233,1.397057113473927,80,19
D07_19,32,332.70569394282603,2.1261081946788787,100,14
D07_2,35,40.23044546987502,1.2544785345970941,5,6
D07_20,35,435.3539682526921,1.7844168297298006,100,14
D07_21,anc3,319.57477730793175,1.572118777944496,100,14
D07_22,32,825.8852415444586,1.7778954404975318,400,12
D07_23,35,914.7326064374217,1.812799835256268,400,11
D07_24,anc3,818.70769093513,1.4509839041056916,400,14
D07_25,32,2167.8025537529784,1.3775677450296373,600,13
D07_26,35,1136.8806036343499,1.5322924361703842,600,12
D07_27,anc3,1494.1491620708919,1.2424386756012462,600,16
D07_28,32,1004.7689100201278,1.453099683538972,1000,14
D07_29,35,830.3194506141186,1.9168626263950879,1000,9
D07_3,anc3,39.480534819790826,1.2460198860450447,5,6
D07_30,anc3,1496.7401006575258,1.2413056556840973,1000,17
D07_4,32,52.47371580673298,1.481082254811744,10,7
D07_5,35,57.01917786657429,1.3446314473262435,10,7
D07_6,anc3,42.6917333104732,1.9412818628231823,10,3
D07_7,32,97.92341816797493,1.7436733347033733,20,6
D07_8,35,147.4967885900565,1.4410269954933983,20,4
D07_9,anc3,81.65459424459483,1.4199668454443404,20,7
D08_1,32,47.847662093137316,0.5327317237544699,5,10
D08_10,32,208.127060845881,1.3301564727336146,40,8
D08_11,35,239.7635826301436,1.4036538055662025,40,6
D08_12,20,165.75921712855438,1.1264358104146361,40,8
D08_13,32,310.4343609551059,1.3763510197230184,60,6
D08_14,35,419.96063276196685,1.5713958154034844,60,6
D08_15,20,250.9257127047387,1.3995104872099813,60,6
D08_16,32,262.4641148340427,1.7723562908606254,80,16
D08_17,35,414.87125163242706,1.7755570133525127,80,11
D08_18,20,297.12527432281706,1.414172171756998,80,22
D08_19,32,340.4978842360715,1.8573903110281538,100,16
D08_2,35,39.36434923372775,1.2707727017256107,5,7
D08_20,35,446.16024592115394,1.8343452068985004,100,14
D08_21,20,288.3539917136058,2.256985921653525,100,26
D08_22,32,644.1832435575361,2.133820163553472,400,9
D08_23,35,1020.3301757624196,1.7036664910332058,400,15
D08_24,20,3786.4486173896535,1.1325128378862246,400,23
D08_25,32,1729.1476016825438,1.2891227664156761,600,16
D08_26,35,1198.9387135809186,1.4689567471618719,600,14
D08_27,20,765.932505145696,1.5809716492661223,600,17
D08_28,32,830.2217586517056,1.5217168693155922,1000,14
D08_29,35,753.9556631765433,1.7489767490627084,1000,10
D08_3,20,38.30543316006145,0.9924578096510104,5,7
D08_30,20,1108.0860472341274,1.3931219879051506,1000,15
D08_4,32,56.876155945908394,1.2675020319946015,10,10
D08_5,35,59.89429911657561,1.4786966921010671,10,4
D08_6,20,48.96890635291131,1.3496944014407561,10,6
D08_7,32,101.46090027281618,1.3159432170864624,20,9
D08_8,35,445.6137987300481,1.1288090241256874,20,7
D08_9,20,72.72973163880854,1.2154724748180221,20,5
D09_1,14,39.242782128351884,1.0289149239223778,5,6
D09_10,14,237.2265640866415,1.4122810456443566,40,4
D09_11,31,214.24795437378478,1.1907398790519763,40,7
D09_12,3,180.84538836492908,1.6345787933975626,40,7
D09_13,14,300.415509344658,1.5142413009334177,60,4
D09_14,31,169.31471669721995,1.4383799891998863,60,6
D09_15,3,249.72465543156432,1.3962980260608562,60,9
D09_16,14,267.14699960558556,1.7742004399023465,80,13
D09_17,31,308.23832346025483,2.335397445241112,80,20
D09_18,3,297.76613025256495,1.56825245908614,80,18
D09_19,14,350.17703732328465,1.8753995190574793,100,13
D09_2,31,47.47626182858443,1.3545792754983763,5,4
D09_20,31,345.1407366729033,1.8655483178439523,100,17
D09_21,3,321.473557150269,1.7319723839931795,100,17
D09_22,14,511.4215964686501,1.9451151848922776,400,14
D09_23,31,652.0742063923385,2.0080615419104495,400,20
D09_24,3,1005.4415630296621,1.3336790907681286,400,23
D09_25,14,3586.87470906233,1.184630728949141,600,18
D09_26,31,1186.3288971196246,1.3767583509407044,600,20
D09_27,3,1174.3978498803056,1.2528283108503178,600,20
D09_28,14,1338.9579415106632,1.423629740887456,1000,13
D09_29,31,733.8587837314582,1.663185609316386,1000,21
D09_3,3,39.02099223881618,1.358579951149563,5,7
D09_30,3,1475.7174524551876,1.3251591515170573,1000,18
D09_4,14,76.65310102315766,1.1668815688633867,10,4
D09_5,31,57.25845857998056,1.3410176923097115,10,5
D09_6,3,55.676891349271784,1.6936337507405586,10,7
D09_7,14,115.63286619237586,1.2118885371055663,20,6
D09_8,31,88.52017815946246,1.174558085471377,20,6
D09_9,3,78.80210953914737,1.7072318687759196,20,6
D10_1,19,41.102049981175306,1.0342279208153098,5,5
D10_10,19,502.5348704027613,1.1740693709923922,40,3
D10_11,4,202.82499876325306,1.1858809805220367,40,6
D10_12,7,228.08245908458537,1.4035858821106826,40,4
D10_13,19,218.4710838768348,2.122198791988612,60,1
D10_14,4,163.48085685736004,1.513264460488024,60,6
D10_15,7,370.6126099893934,1.1267460202810178,60,5
D10_16,19,260.1907211088691,1.7196600621536933,80,12
D10_17,4,246.23754863971013,2.4700955827344035,80,16
D10_18,7,249.81095113043372,1.7320011923396572,80,19
D10_19,19,319.5979761497679,1.8890524000289879,100,12
D10_2,4,173.09598762628403,0.5722922153427774,5,7
D10_20,4,326.71755774223686,1.843080117632833,100,13
D10_21,7,292.1637173584342,1.8421511514575142,100,16
D10_22,19,858.0596302994524,1.5208306970554557,400,17
D10_23,4,680.1222565329423,1.9513982674735992,400,11
D10_24,7,2025.8029736089086,1.2119443727629777,400,23
D10_25,19,1780.993608416662,1.4216994142509995,600,13
D10_26,4,603.0405964530445,1.642059380994213,600,14
D10_27,7,817.8560381941335,1.599483997912588,600,25
D10_28,19,2668.85165929106,1.2893970709338665,1000,19
D10_29,4,1081.4575461610377,1.4700859851647423,1000,17
D10_3,7,65.70703654363957,0.7580742441642765,5,7
D10_30,7,1205.3319243629974,1.2536355164336186,1000,21
D10_4,19,76.50572947141767,0.9109036453407986,10,6
D10_5,4,145.44711491238533,0.7343212686180917,10,6
D10_6,7,73.20121900097331,1.165624531559543,10,4
D10_7,19,150.88514374629762,1.138910579399701,20,5
D10_8,4,106.2880566027991,1.3637320952095,20,3
D10_9,7,99.44075982411601,1.3928103887549996,20,5
D11_1,11,29.556791631853887,1.5546571433774437,5,5
D11_10,11,190.6629239735022,1.6125056720940296,40,3
D11_11,27,4e3,0.8023102790558896,40,6
D11_12,10,174.14261001289805,1.2707067208462173,40,6
D11_13,11,246.49171595168295,1.6832631109776661,60,3
D11_14,27,4e3,1.0788846585988006,60,3
D11_15,10,235.14739770416242,1.5657275713570769,60,4
D11_16,11,314.1189677125726,2.334646791412311,80,10
D11_17,27,288.78859878026674,2.3979021327397043,80,17
D11_18,10,280.0961155641066,2.4040745599011912,80,11
D11_19,anc5,331.6568415109518,1.7942044699011932,100,16
D11_2,27,53.65352900621724,1.1120398407665664,5,2
D11_20,27,467.8648100285874,1.5070434301889797,100,14
D11_21,10,283.42599048537494,2.3473955312025327,100,19
D11_22,11,395.182254549508,2.1214301072489117,400,18
D11_23,27,461.9828809549431,2.2169987051405178,400,9
D11_24,10,1064.2714153657935,1.3287890660629453,400,21
D11_25,11,595.8218605497564,1.4922812871028797,600,19
D11_26,27,937.0005835015646,1.3813309925638166,600,17
D11_27,10,626.3545068816411,1.5788659758960308,600,19
D11_28,11,559.922746860569,1.5946217886824252,1000,21
D11_29,27,821.2891656850884,1.7506692796254844,1000,11
D11_3,10,71.37764637608565,0.71746787040647,5,6
D11_30,10,823.9430448052401,1.289443804843659,1000,21
D11_4,11,52.32609856452956,1.3363987658545016,10,5
D11_5,27,4e3,0.6258099558272325,10,3
D11_6,10,52.8226950781149,1.2191504111468532,10,6
D11_7,11,79.97941179018844,1.837435179169741,20,5
D11_8,27,456.1606021314087,0.9464043395077009,20,3
D11_9,10,66.32143012152132,1.1745658718698149,20,6
E02_1,1,59.18012730539535,1.1151485706808475,5,5
E02_10,1,236.02553023482838,1.4256612770116284,40,5
E02_11,26,196.8596478498528,1.1562853719864763,40,9
E02_12,anc4,141.24252120258112,1.172100848664487,40,7
E02_13,1,263.28211297874657,1.4888687217106507,60,5
E02_14,26,167.09679590948193,1.4857858831389001,60,7
E02_15,anc4,201.33540071310026,1.4895981873058335,60,6
E02_16,1,376.50427448665926,1.9709204289149584,80,9
E02_17,26,322.96096823132757,2.1262609462433706,80,16
E02_18,anc4,252.70416821693615,1.585179902313859,80,12
E02_19,1,363.69548490657127,1.569613220550232,100,12
E02_2,26,38.864193042573056,1.2472120557632513,5,5
E02_20,26,312.6637826377788,1.8677357046641718,100,16
E02_21,anc4,295.60597776809175,2.1943659709418237,100,15
E02_22,1,889.528307820408,1.4268657578758581,400,12
E02_23,26,509.17183355075025,2.046430888417677,400,17
E02_24,anc4,527.7914706696062,1.8647095278831236,400,19
E02_25,1,910.2564045297802,1.6968004815840203,600,14
E02_26,26,803.3255508976691,2.098355617754248,600,19
E02_27,anc4,624.4612348744625,2.1836874369738997,600,18
E02_28,1,2865.1843523480784,1.307875864695181,1000,14
E02_29,26,870.3677296447353,1.821923720263812,1000,18
E02_3,anc4,31.57714430040076,1.4080586633326995,5,5
E02_30,anc4,598.5422756466661,2.064744747572292,1000,15
E02_4,1,71.3543188731028,1.1043310868261629,10,5
E02_5,26,54.62745439442856,1.1917183238873026,10,7
E02_6,anc4,36.55845270923313,1.7675588989864768,10,4
E02_7,1,115.30563443843923,1.2420401992610772,20,5
E02_8,26,66.60760626708408,1.5823587365517457,20,6
E02_9,anc4,74.3766869708474,1.2807717001291297,20,6
E03_1,25,55.0859774617987,1.1012961628859086,5,7
E03_10,25,225.57705094951257,1.4075335410063246,40,6
E03_11,28,219.0411354987874,1.476835464942277,40,5
E03_12,30,356.7333633838102,1.251436831548763,40,7
E03_13,25,291.4032258187716,1.4197378026166079,60,8
E03_14,28,227.6240282057568,1.5590880537929697,60,6
E03_15,30,223.427976630203,1.8420524607375388,60,4
E03_16,25,338.40273971623304,2.1184201818151442,80,11
E03_17,28,255.5871932674307,2.3811426437186087,80,11
E03_18,30,211.18890473924077,1.9751390674152691,80,13
E03_19,25,373.2572624902505,1.7601013482842378,100,16
E03_2,28,96.43896563673935,0.8366268379416002,5,6
E03_20,28,841.6945739201133,1.6766698034818508,100,16
E03_21,30,318.65728799934874,2.1119649757617442,100,12
E03_22,25,468.13897421325385,1.630618730463805,400,10
E03_23,28,1166.2416310886722,1.9790453025722174,400,12
E03_24,5,871.6519652301981,1.8914580584837546,400,15
E03_25,25,948.4586996313491,1.6948173422661716,600,16
E03_26,28,1283.1781521019811,1.8703036879079344,600,18
E03_27,30,1677.7061560682562,1.307776848710323,600,20
E03_28,25,3987.8446620656914,1.329589595014484,1000,15
E03_29,28,947.26564615047,1.8282484908872694,1000,11
E03_3,30,29.659905052959328,1.783688044031415,5,3
E03_30,30,4e3,1.262382686086963,1000,17
E03_4,25,61.57885266604887,1.5586708842984116,10,6
E03_5,28,45.97956488833461,1.7144723989146677,10,5
E03_6,30,67.93904025332625,1.7186113429343202,10,4
E03_7,25,98.52590179929226,1.5332791630016809,20,5
E03_8,28,4e3,0.9424940542164999,20,6
E03_9,30,133.71719171585224,1.2938170459995042,20,7
E04_11,2,159.0809208805251,1.5250833183428123,40,4
E04_12,16,121.4929457588712,1.3630062595303727,40,7
E04_14,2,169.16392546898098,2.000814925180388,60,2
E04_15,16,221.42858624430667,1.5063440923835159,60,7
E04_17,2,316.22468942812986,2.0503768457913982,80,13
E04_18,16,288.4661035749821,1.4917855373424607,80,19
E04_2,2,69.66758210726847,0.6951283072305373,5,6
E04_20,2,341.33437981604607,1.9695442769737335,100,14
E04_21,16,293.0839125262217,2.373852624660138,100,24
E04_23,2,446.7991149221756,2.327802739030753,400,18
E04_24,16,728.4204102868493,1.750767959243202,400,26
E04_26,2,673.9890954451979,2.3564858842242296,600,21
E04_27,16,787.7521807971528,1.6080527384818124,600,20
E04_29,2,759.7726299664148,1.866468626914809,1000,21
E04_3,16,34.196810689846814,1.0830628403001528,5,6
E04_30,16,553.0320749186044,1.6793013860848,1000,10
E04_5,2,48.76178459770736,1.075658774277549,10,6
E04_6,16,44.438407116632014,1.900450821370548,10,4
E04_8,2,67.00446310962174,1.1808840573915707,20,5
E04_9,16,59.16501047997539,1.417054111395545,20,6
E05_1,23,32.04373350893086,1.3333542925601858,5,6
E05_10,23,184.06646211308677,1.5003042182766546,40,6
E05_11,anc2,155.66116892407413,1.764739602893115,40,5
E05_12,cc1690,123.18461267905779,1.5942784215365113,40,9
E05_13,23,250.31475490121147,1.5141180713830356,60,5
E05_14,anc2,236.97466509654188,1.4149134006519881,60,7
E05_15,cc1690,225.24940618063874,1.638751216692631,60,5
E05_16,23,357.94869009967954,2.205949492196597,80,17
E05_17,anc2,284.08711720247004,2.142218973357716,80,13
E05_18,cc1690,287.2340500261155,1.5324457213836142,80,22
E05_19,23,347.8905668077955,1.901814010054855,100,13
E05_2,anc2,37.56735341544348,1.2561247673659703,5,5
E05_20,anc2,335.14148771572985,2.232519548823557,100,17
E05_21,cc1690,298.47977031509765,2.127357008518626,100,17
E05_22,23,1080.8673824903753,1.3536311162839487,400,16
E05_23,anc2,914.1764056480965,1.5905908569388876,400,21
E05_24,cc1690,861.3422033421891,1.578276086732707,400,25
E05_25,23,718.605381045869,1.3737469235931654,600,19
E05_26,anc2,754.4851348661937,1.6551136400661643,600,11
E05_27,cc1690,1050.5406720086398,1.4001429715659923,600,18
E05_28,23,775.3462221607708,1.5866147890894011,1000,16
E05_29,anc2,586.8252283173027,1.7780935865889151,1000,16
E05_3,cc1690,36.3899234631581,1.1331800659877036,5,6
E05_30,cc1690,639.7451307148742,1.525686337085336,1000,23
E05_4,23,47.89454521360674,1.4816643941260712,10,6
E05_5,anc2,61.512686774259585,1.1404654234853202,10,8
E05_6,cc1690,41.1962645970076,1.511760375674095,10,8
E05_7,23,72.13908479090556,1.642554692645227,20,4
E05_8,anc2,93.62756588257925,1.3679402560956124,20,5
E05_9,cc1690,51.43936483211324,1.8464270996265788,20,8
E06_1,24,126.94119611145042,0.6861712603248314,5,4
E06_10,24,4e3,0.8556565522832055,40,5
E06_11,18,216.15336384494123,1.4059925729225862,40,8
