file_name,path,well_plate,well,plate,date_time,RFU,plate_key,population,acclimation_level,p,phosphate_level,multitron,slot,phosphate_concentration,population_new_color,start_time,days
data-raw/phosphate-rstar-rfu/chlamee_phosphate_20190319_plate11_190319_201202_0001_,data-raw/phosphate-rstar-rfu/chlamee_phosphate_20190319_,D02_11,D02,11,2019-03-19T19:58:30Z,17,2,18,LP,P,4,4,9,4,no,2019-03-19T19:48:55Z,0.006655092592592593
data-raw/phosphate-rstar-rfu/chlamee_phosphate_20190319_plate11_190319_201202_0001_,data-raw/phosphate-rstar-rfu/chlamee_phosphate_20190319_,E02_11,E02,11,2019-03-19T19:58:30Z,16,2,26,LP,P,4,4,9,4,no,2019-03-19T19:48:55Z,0.006655092592592593
data-raw/phosphate-rstar-rfu/chlamee_phosphate_20190319_plate11_190319_201202_0001_,data-raw/phosphate-rstar-rfu/chlamee_phosphate_20190319_,F02_11,F02,11,2019-03-19T19:58:30Z,10,2,28,LP,P,4,4,9,4,no,2019-03-19T19:48:55Z,0.006655092592592593
data-raw/phosphate-rstar-rfu/chlamee_phosphate_20190319_plate11_190319_201202_0001_,data-raw/phosphate-rstar-rfu/chlamee_phosphate_20190319_,G02_11,G02,11,2019-03-19T19:58:30Z,19,2,27,LP,P,4,4,9,4,no,2019-03-19T19:48:55Z,0.006655092592592593
data-raw/phosphate-rstar-rfu/chlamee_phosphate_20190319_plate12_190319_204020_0001_,data-raw/phosphate-rstar-rfu/chlamee_phosphate_20190319_,B02_12,B02,12,2019-03-19T20:12:22Z,20,3,15,LP,P,4,4,1,4,no,2019-03-19T19:48:55Z,0.01628472222222222
data-raw/phosphate-rstar-rfu/chlamee_phosphate_20190319_plate12_190319_204020_0001_,data-raw/phosphate-rstar-rfu/chlamee_phosphate_20190319_,C02_12,C02,12,2019-03-19T20:12:22Z,13,3,10,LP,P,4,4,1,4,no,2019-03-19T19:48:55Z,0.01628472222222222
data-raw/phosphate-rstar-rfu/chlamee_phosphate_20190319_plate12_190319_204020_0001_,data-raw/phosphate-rstar-rfu/chlamee_phosphate_20190319_,D02_12,D02,12,2019-03-19T20:12:22Z,11,3,29,LP,P,4,4,1,4,no,2019-03-19T19:48:55Z,0.01628472222222222
data-raw/phosphate-rstar-rfu/chlamee_phosphate_20190319_plate12_190319_204020_0001_,data-raw/phosphate-rstar-rfu/chlamee_phosphate_20190319_,E02_12,E02,12,2019-03-19T20:12:22Z,15,3,anc4,LP,P,4,4,1,4,no,2019-03-19T19:48:55Z,0.01628472222222222
data-raw/phosphate-rstar-rfu/chlamee_phosphate_20190319_plate12_190319_204020_0001_,data-raw/phosphate-rstar-rfu/chlamee_phosphate_20190319_,F02_12,F02,12,2019-03-19T20:12:22Z,20,3,15,LP,P,4,4,1,4,no,2019-03-19T19:48:55Z,0.01628472222222222
data-raw/phosphate-rstar-rfu/chlamee_phosphate_20190319_plate13_190319_204714_0001_,data-raw/phosphate-rstar-rfu/chlamee_phosphate_20190319_,B02_13,B02,13,2019-03-19T20:40:34Z,10,1,25,LP,P,5,6,9,6,no,2019-03-19T20:40:34Z,0
data-raw/phosphate-rstar-rfu/chlamee_phosphate_20190319_plate13_190319_204714_0001_,data-raw/phosphate-rstar-rfu/chlamee_phosphate_20190319_,C02_13,C02,13,2019-03-19T20:40:34Z,15,1,6,LP,P,5,6,9,6,no,2019-03-19T20:40:34Z,0
data-raw/phosphate-rstar-rfu/chlamee_phosphate_20190319_plate13_190319_204714_0001_,data-raw/phosphate-rstar-rfu/chlamee_phosphate_20190319_,D02_13,D02,13,2019-03-19T20:40:34Z,16,1,24,LP,P,5,6,9,6,no,2019-03-19T20:40:34Z,0
data-raw/phosphate-rstar-rfu/chlamee_phosphate_20190319_plate13_190319_204714_0001_,data-raw/phosphate-rstar-rfu/chlamee_phosphate_20190319_,E02_13,E02,13,2019-03-19T20:40:34Z,21,1,1,LP,P,5,6,9,6,no,2019-03-19T20:40:34Z,0
data-raw/phosphate-rstar-rfu/chlamee_phosphate_20190319_plate13_190319_204714_0001_,data-raw/phosphate-rstar-rfu/chlamee_phosphate_20190319_,F02_13,F02,13,2019-03-19T20:40:34Z,13,1,25,LP,P,5,6,9,6,no,2019-03-19T20:40:34Z,0
data-raw/phosphate-rstar-rfu/chlamee_phosphate_20190319_plate13_190319_204714_0001_,data-raw/phosphate-rstar-rfu/chlamee_phosphate_20190319_,G02_13,G02,13,2019-03-19T20:40:34Z,11,1,11,LP,P,5,6,9,6,no,2019-03-19T20:40:34Z,0
data-raw/phosphate-rstar-rfu/chlamee_phosphate_20190319_plate14_190319_205650_0001_,data-raw/phosphate-rstar-rfu/chlamee_phosphate_20190319_,B02_14,B02,14,2019-03-19T20:50:11Z,7,2,28,LP,P,5,6,2,6,no,2019-03-19T20:40:34Z,0.006678240740740741
data-raw/phosphate-rstar-rfu/chlamee_phosphate_20190319_plate14_190319_205650_0001_,data-raw/phosphate-rstar-rfu/chlamee_phosphate_20190319_,C02_14,C02,14,2019-03-19T20:50:11Z,16,2,21,LP,P,5,6,2,6,no,2019-03-19T20:40:34Z,0.006678240740740741
data-raw/phosphate-rstar-rfu/chlamee_phosphate_20190319_plate14_190319_205650_0001_,data-raw/phosphate-rstar-rfu/chlamee_phosphate_20190319_,D02_14,D02,14,2019-03-19T20:50:11Z,19,2,18,LP,P,5,6,2,6,no,2019-03-19T20:40:34Z,0.006678240740740741
data-raw/phosphate-rstar-rfu/chlamee_phosphate_20190319_plate14_190319_205650_0001_,data-raw/phosphate-rstar-rfu/chlamee_phosphate_20190319_,E02_14,E02,14,2019-03-19T20:50:11Z,11,2,26,LP,P,5,6,2,6,no,2019-03-19T20:40:34Z,0.006678240740740741
data-raw/phosphate-rstar-rfu/chlamee_phosphate_20190319_plate14_190319_205650_0001_,data-raw/phosphate-rstar-rfu/chlamee_phosphate_20190319_,F02_14,F02,14,2019-03-19T20:50:11Z,6,2,28,LP,P,5,6,2,6,no,2019-03-19T20:40:34Z,0.006678240740740741
data-raw/phosphate-rstar-rfu/chlamee_phosphate_20190319_plate14_190319_205650_0001_,data-raw/phosphate-rstar-rfu/chlamee_phosphate_20190319_,G02_14,G02,14,2019-03-19T20:50:11Z,16,2,27,LP,P,5,6,2,6,no,2019-03-19T20:40:34Z,0.006678240740740741
data-raw/phosphate-rstar-rfu/chlamee_phosphate_20190319_plate15_190319_211127_0001_,data-raw/phosphate-rstar-rfu/chlamee_phosphate_20190319_,B02_15,B02,15,2019-03-19T21:04:38Z,19,3,15,LP,P,5,6,15,6,no,2019-03-19T20:40:34Z,0.016712962962962964
data-raw/phosphate-rstar-rfu/chlamee_phosphate_20190319_plate15_190319_211127_0001_,data-raw/phosphate-rstar-rfu/chlamee_phosphate_20190319_,C02_15,C02,15,2019-03-19T21:04:38Z,16,3,10,LP,P,5,6,15,6,no,2019-03-19T20:40:34Z,0.016712962962962964
data-raw/phosphate-rstar-rfu/chlamee_phosphate_20190319_plate15_190319_211127_0001_,data-raw/phosphate-rstar-rfu/chlamee_phosphate_20190319_,D02_15,D02,15,2019-03-19T21:04:38Z,16,3,29,LP,P,5,6,15,6,no,2019-03-19T20:40:34Z,0.016712962962962964
data-raw/phosphate-rstar-rfu/chlamee_phosphate_20190319_plate15_190319_211127_0001_,data-raw/phosphate-rstar-rfu/chlamee_phosphate_20190319_,E02_15,E02,15,2019-03-19T21:04:38Z,15,3,anc4,LP,P,5,6,15,6,no,2019-03-19T20:40:34Z,0.016712962962962964
data-raw/phosphate-rstar-rfu/chlamee_phosphate_20190319_plate15_190319_211127_0001_,data-raw/phosphate-rstar-rfu/chlamee_phosphate_20190319_,F02_15,F02,15,2019-03-19T21:04:38Z,23,3,15,LP,P,5,6,15,6,no,2019-03-19T20:40:34Z,0.016712962962962964
data-raw/phosphate-rstar-rfu/chlamee_phosphate_20190319_plate16_190319_211906_0001_,data-raw/phosphate-rstar-rfu/chlamee_phosphate_20190319_,B02_16,B02,16,2019-03-19T21:12:25Z,21,1,25,HP,P,6,5,3,8,no,2019-03-19T21:12:25Z,0
data-raw/phosphate-rstar-rfu/chlamee_phosphate_20190319_plate16_190319_211906_0001_,data-raw/phosphate-rstar-rfu/chlamee_phosphate_20190319_,C02_16,C02,16,2019-03-19T21:12:25Z,12,1,6,HP,P,6,5,3,8,no,2019-03-19T21:12:25Z,0
data-raw/phosphate-rstar-rfu/chlamee_phosphate_20190319_plate16_190319_211906_0001_,data-raw/phosphate-rstar-rfu/chlamee_phosphate_20190319_,D02_16,D02,16,2019-03-19T21:12:25Z,7,1,24,HP,P,6,5,3,8,no,2019-03-19T21:12:25Z,0
data-raw/phosphate-rstar-rfu/chlamee_phosphate_20190319_plate16_190319_211906_0001_,data-raw/phosphate-rstar-rfu/chlamee_phosphate_20190319_,E02_16,E02,16,2019-03-19T21:12:25Z,11,1,1,HP,P,6,5,3,8,no,2019-03-19T21:12:25Z,0
data-raw/phosphate-rstar-rfu/chlamee_phosphate_20190319_plate16_190319_211906_0001_,data-raw/phosphate-rstar-rfu/chlamee_phosphate_20190319_,F02_16,F02,16,2019-03-19T21:12:25Z,18,1,25,HP,P,6,5,3,8,no,2019-03-19T21:12:25Z,0
data-raw/phosphate-rstar-rfu/chlamee_phosphate_20190319_plate16_190319_211906_0001_,data-raw/phosphate-rstar-rfu/chlamee_phosphate_20190319_,G02_16,G02,16,2019-03-19T21:12:25Z,13,1,11,HP,P,6,5,3,8,no,2019-03-19T21:12:25Z,0
data-raw/phosphate-rstar-rfu/chlamee_phosphate_20190319_plate17_190319_211906_0001_,data-raw/phosphate-rstar-rfu/chlamee_phosphate_20190319_,B02_17,B02,17,2019-03-19T21:20:04Z,17,2,28,HP,P,6,4,4,8,no,2019-03-19T21:12:25Z,0.0053125
data-raw/phosphate-rstar-rfu/chlamee_phosphate_20190319_plate17_190319_211906_0001_,data-raw/phosphate-rstar-rfu/chlamee_phosphate_20190319_,C02_17,C02,17,2019-03-19T21:20:04Z,12,2,21,HP,P,6,4,4,8,no,2019-03-19T21:12:25Z,0.0053125
data-raw/phosphate-rstar-rfu/chlamee_phosphate_20190319_plate17_190319_211906_0001_,data-raw/phosphate-rstar-rfu/chlamee_phosphate_20190319_,D02_17,D02,17,2019-03-19T21:20:04Z,13,2,18,HP,P,6,4,4,8,no,2019-03-19T21:12:25Z,0.0053125
data-raw/phosphate-rstar-rfu/chlamee_phosphate_20190319_plate17_190319_211906_0001_,data-raw/phosphate-rstar-rfu/chlamee_phosphate_20190319_,E02_17,E02,17,2019-03-19T21:20:04Z,11,2,26,HP,P,6,4,4,8,no,2019-03-19T21:12:25Z,0.0053125
data-raw/phosphate-rstar-rfu/chlamee_phosphate_20190319_plate17_190319_211906_0001_,data-raw/phosphate-rstar-rfu/chlamee_phosphate_20190319_,F02_17,F02,17,2019-03-19T21:20:04Z,17,2,28,HP,P,6,4,4,8,no,2019-03-19T21:12:25Z,0.0053125
data-raw/phosphate-rstar-rfu/chlamee_phosphate_20190319_plate17_190319_211906_0001_,data-raw/phosphate-rstar-rfu/chlamee_phosphate_20190319_,G02_17,G02,17,2019-03-19T21:20:04Z,10,2,27,HP,P,6,4,4,8,no,2019-03-19T21:12:25Z,0.0053125
data-raw/phosphate-rstar-rfu/chlamee_phosphate_20190319_plate18_190319_215345_0001_,data-raw/phosphate-rstar-rfu/chlamee_phosphate_20190319_,B02_18,B02,18,2019-03-19T21:29:42Z,24,3,15,HP,P,6,6,4,8,no,2019-03-19T21:12:25Z,0.012002314814814815
data-raw/phosphate-rstar-rfu/chlamee_phosphate_20190319_plate18_190319_215345_0001_,data-raw/phosphate-rstar-rfu/chlamee_phosphate_20190319_,C02_18,C02,18,2019-03-19T21:29:42Z,22,3,10,HP,P,6,6,4,8,no,2019-03-19T21:12:25Z,0.012002314814814815
data-raw/phosphate-rstar-rfu/chlamee_phosphate_20190319_plate18_190319_215345_0001_,data-raw/phosphate-rstar-rfu/chlamee_phosphate_20190319_,D02_18,D02,18,2019-03-19T21:29:42Z,20,3,29,HP,P,6,6,4,8,no,2019-03-19T21:12:25Z,0.012002314814814815
data-raw/phosphate-rstar-rfu/chlamee_phosphate_20190319_plate18_190319_215345_0001_,data-raw/phosphate-rstar-rfu/chlamee_phosphate_20190319_,E02_18,E02,18,2019-03-19T21:29:42Z,20,3,anc4,HP,P,6,6,4,8,no,2019-03-19T21:12:25Z,0.012002314814814815
data-raw/phosphate-rstar-rfu/chlamee_phosphate_20190319_plate18_190319_215345_0001_,data-raw/phosphate-rstar-rfu/chlamee_phosphate_20190319_,F02_18,F02,18,2019-03-19T21:29:42Z,25,3,15,HP,P,6,6,4,8,no,2019-03-19T21:12:25Z,0.012002314814814815
data-raw/phosphate-rstar-rfu/chlamee_phosphate_20190319_plate19_190319_222609_0001_,data-raw/phosphate-rstar-rfu/chlamee_phosphate_20190319_,B02_19,B02,19,2019-03-19T22:19:28Z,23,1,25,HP,P,7,4,8,10,no,2019-03-19T22:02:06Z,0.012060185185185186
data-raw/phosphate-rstar-rfu/chlamee_phosphate_20190319_plate19_190319_222609_0001_,data-raw/phosphate-rstar-rfu/chlamee_phosphate_20190319_,C02_19,C02,19,2019-03-19T22:19:28Z,14,1,6,HP,P,7,4,8,10,no,2019-03-19T22:02:06Z,0.012060185185185186
data-raw/phosphate-rstar-rfu/chlamee_phosphate_20190319_plate19_190319_222609_0001_,data-raw/phosphate-rstar-rfu/chlamee_phosphate_20190319_,D02_19,D02,19,2019-03-19T22:19:28Z,11,1,24,HP,P,7,4,8,10,no,2019-03-19T22:02:06Z,0.012060185185185186
data-raw/phosphate-rstar-rfu/chlamee_phosphate_20190319_plate19_190319_222609_0001_,data-raw/phosphate-rstar-rfu/chlamee_phosphate_20190319_,E02_19,E02,19,2019-03-19T22:19:28Z,16,1,1,HP,P,7,4,8,10,no,2019-03-19T22:02:06Z,0.012060185185185186
data-raw/phosphate-rstar-rfu/chlamee_phosphate_20190319_plate19_190319_222609_0001_,data-raw/phosphate-rstar-rfu/chlamee_phosphate_20190319_,F02_19,F02,19,2019-03-19T22:19:28Z,23,1,25,HP,P,7,4,8,10,no,2019-03-19T22:02:06Z,0.012060185185185186
data-raw/phosphate-rstar-rfu/chlamee_phosphate_20190319_plate19_190319_222609_0001_,data-raw/phosphate-rstar-rfu/chlamee_phosphate_20190319_,G02_19,G02,19,2019-03-19T22:19:28Z,15,1,11,HP,P,7,4,8,10,no,2019-03-19T22:02:06Z,0.012060185185185186
data-raw/phosphate-rstar-rfu/chlamee_phosphate_20190319_plate2_190319_184336_0001_,data-raw/phosphate-rstar-rfu/chlamee_phosphate_20190319_,B02_2,B02,2,2019-03-19T18:36:56Z,7,2,28,LP,P,1,5,16,0.5,no,2019-03-19T18:27:54Z,0.006273148148148148
data-raw/phosphate-rstar-rfu/chlamee_phosphate_20190319_plate2_190319_184336_0001_,data-raw/phosphate-rstar-rfu/chlamee_phosphate_20190319_,C02_2,C02,2,2019-03-19T18:36:56Z,14,2,21,LP,P,1,5,16,0.5,no,2019-03-19T18:27:54Z,0.006273148148148148
data-raw/phosphate-rstar-rfu/chlamee_phosphate_20190319_plate2_190319_184336_0001_,data-raw/phosphate-rstar-rfu/chlamee_phosphate_20190319_,D02_2,D02,2,2019-03-19T18:36:56Z,20,2,18,LP,P,1,5,16,0.5,no,2019-03-19T18:27:54Z,0.006273148148148148
data-raw/phosphate-rstar-rfu/chlamee_phosphate_20190319_plate2_190319_184336_0001_,data-raw/phosphate-rstar-rfu/chlamee_phosphate_20190319_,E02_2,E02,2,2019-03-19T18:36:56Z,11,2,26,LP,P,1,5,16,0.5,no,2019-03-19T18:27:54Z,0.006273148148148148
data-raw/phosphate-rstar-rfu/chlamee_phosphate_20190319_plate2_190319_184336_0001_,data-raw/phosphate-rstar-rfu/chlamee_phosphate_20190319_,F02_2,F02,2,2019-03-19T18:36:56Z,8,2,28,LP,P,1,5,16,0.5,no,2019-03-19T18:27:54Z,0.006273148148148148
data-raw/phosphate-rstar-rfu/chlamee_phosphate_20190319_plate2_190319_184336_0001_,data-raw/phosphate-rstar-rfu/chlamee_phosphate_20190319_,G02_2,G02,2,2019-03-19T18:36:56Z,19,2,27,LP,P,1,5,16,0.5,no,2019-03-19T18:27:54Z,0.006273148148148148
data-raw/phosphate-rstar-rfu/chlamee_phosphate_20190319_plate20_190319_220846_0001_,data-raw/phosphate-rstar-rfu/chlamee_phosphate_20190319_,B02_20,B02,20,2019-03-19T22:02:06Z,16,2,28,HP,P,7,4,2,10,no,2019-03-19T22:02:06Z,0
data-raw/phosphate-rstar-rfu/chlamee_phosphate_20190319_plate20_190319_220846_0001_,data-raw/phosphate-rstar-rfu/chlamee_phosphate_20190319_,C02_20,C02,20,2019-03-19T22:02:06Z,9,2,21,HP,P,7,4,2,10,no,2019-03-19T22:02:06Z,0
data-raw/phosphate-rstar-rfu/chlamee_phosphate_20190319_plate20_190319_220846_0001_,data-raw/phosphate-rstar-rfu/chlamee_phosphate_20190319_,D02_20,D02,20,2019-03-19T22:02:06Z,15,2,18,HP,P,7,4,2,10,no,2019-03-19T22:02:06Z,0
data-raw/phosphate-rstar-rfu/chlamee_phosphate_20190319_plate20_190319_220846_0001_,data-raw/phosphate-rstar-rfu/chlamee_phosphate_20190319_,E02_20,E02,20,2019-03-19T22:02:06Z,20,2,26,HP,P,7,4,2,10,no,2019-03-19T22:02:06Z,0
data-raw/phosphate-rstar-rfu/chlamee_phosphate_20190319_plate20_190319_220846_0001_,data-raw/phosphate-rstar-rfu/chlamee_phosphate_20190319_,F02_20,F02,20,2019-03-19T22:02:06Z,12,2,28,HP,P,7,4,2,10,no,2019-03-19T22:02:06Z,0
data-raw/phosphate-rstar-rfu/chlamee_phosphate_20190319_plate20_190319_220846_0001_,data-raw/phosphate-rstar-rfu/chlamee_phosphate_20190319_,G02_20,G02,20,2019-03-19T22:02:06Z,9,2,27,HP,P,7,4,2,10,no,2019-03-19T22:02:06Z,0
data-raw/phosphate-rstar-rfu/chlamee_phosphate_20190319_plate21_190319_223413_0001_,data-raw/phosphate-rstar-rfu/chlamee_phosphate_20190319_,B02_21,B02,21,2019-03-19T22:27:25Z,20,3,15,HP,P,7,4,17,10,no,2019-03-19T22:02:06Z,0.01758101851851852
data-raw/phosphate-rstar-rfu/chlamee_phosphate_20190319_plate21_190319_223413_0001_,data-raw/phosphate-rstar-rfu/chlamee_phosphate_20190319_,C02_21,C02,21,2019-03-19T22:27:25Z,23,3,10,HP,P,7,4,17,10,no,2019-03-19T22:02:06Z,0.01758101851851852
data-raw/phosphate-rstar-rfu/chlamee_phosphate_20190319_plate21_190319_223413_0001_,data-raw/phosphate-rstar-rfu/chlamee_phosphate_20190319_,D02_21,D02,21,2019-03-19T22:27:25Z,16,3,29,HP,P,7,4,17,10,no,2019-03-19T22:02:06Z,0.01758101851851852
data-raw/phosphate-rstar-rfu/chlamee_phosphate_20190319_plate21_190319_223413_0001_,data-raw/phosphate-rstar-rfu/chlamee_phosphate_20190319_,E02_21,E02,21,2019-03-19T22:27:25Z,22,3,anc4,HP,P,7,4,17,10,no,2019-03-19T22:02:06Z,0.01758101851851852
data-raw/phosphate-rstar-rfu/chlamee_phosphate_20190319_plate21_190319_223413_0001_,data-raw/phosphate-rstar-rfu/chlamee_phosphate_20190319_,F02_21,F02,21,2019-03-19T22:27:25Z,14,3,15,HP,P,7,4,17,10,no,2019-03-19T22:02:06Z,0.01758101851851852
data-raw/phosphate-rstar-rfu/chlamee_phosphate_20190319_plate22_190319_224214_0001_,data-raw/phosphate-rstar-rfu/chlamee_phosphate_20190319_,B02_22,B02,22,2019-03-19T22:34:53Z,20,1,25,HP,P,8,6,17,20,no,2019-03-19T22:34:53Z,0
data-raw/phosphate-rstar-rfu/chlamee_phosphate_20190319_plate22_190319_224214_0001_,data-raw/phosphate-rstar-rfu/chlamee_phosphate_20190319_,C02_22,C02,22,2019-03-19T22:34:53Z,13,1,6,HP,P,8,6,17,20,no,2019-03-19T22:34:53Z,0
data-raw/phosphate-rstar-rfu/chlamee_phosphate_20190319_plate22_190319_224214_0001_,data-raw/phosphate-rstar-rfu/chlamee_phosphate_20190319_,D02_22,D02,22,2019-03-19T22:34:53Z,9,1,24,HP,P,8,6,17,20,no,2019-03-19T22:34:53Z,0
data-raw/phosphate-rstar-rfu/chlamee_phosphate_20190319_plate22_190319_224214_0001_,data-raw/phosphate-rstar-rfu/chlamee_phosphate_20190319_,E02_22,E02,22,2019-03-19T22:34:53Z,13,1,1,HP,P,8,6,17,20,no,2019-03-19T22:34:53Z,0
data-raw/phosphate-rstar-rfu/chlamee_phosphate_20190319_plate22_190319_224214_0001_,data-raw/phosphate-rstar-rfu/chlamee_phosphate_20190319_,F02_22,F02,22,2019-03-19T22:34:53Z,14,1,25,HP,P,8,6,17,20,no,2019-03-19T22:34:53Z,0
data-raw/phosphate-rstar-rfu/chlamee_phosphate_20190319_plate22_190319_224214_0001_,data-raw/phosphate-rstar-rfu/chlamee_phosphate_20190319_,G02_22,G02,22,2019-03-19T22:34:53Z,14,1,11,HP,P,8,6,17,20,no,2019-03-19T22:34:53Z,0
data-raw/phosphate-rstar-rfu/chlamee_phosphate_20190319_plate23_190319_225014_0001_,data-raw/phosphate-rstar-rfu/chlamee_phosphate_20190319_,B02_23,B02,23,2019-03-19T22:43:34Z,18,2,28,HP,P,8,6,8,20,no,2019-03-19T22:34:53Z,0.006030092592592593
data-raw/phosphate-rstar-rfu/chlamee_phosphate_20190319_plate23_190319_225014_0001_,data-raw/phosphate-rstar-rfu/chlamee_phosphate_20190319_,C02_23,C02,23,2019-03-19T22:43:34Z,11,2,21,HP,P,8,6,8,20,no,2019-03-19T22:34:53Z,0.006030092592592593
data-raw/phosphate-rstar-rfu/chlamee_phosphate_20190319_plate23_190319_225014_0001_,data-raw/phosphate-rstar-rfu/chlamee_phosphate_20190319_,D02_23,D02,23,2019-03-19T22:43:34Z,18,2,18,HP,P,8,6,8,20,no,2019-03-19T22:34:53Z,0.006030092592592593
data-raw/phosphate-rstar-rfu/chlamee_phosphate_20190319_plate23_190319_225014_0001_,data-raw/phosphate-rstar-rfu/chlamee_phosphate_20190319_,E02_23,E02,23,2019-03-19T22:43:34Z,14,2,26,HP,P,8,6,8,20,no,2019-03-19T22:34:53Z,0.006030092592592593
data-raw/phosphate-rstar-rfu/chlamee_phosphate_20190319_plate23_190319_225014_0001_,data-raw/phosphate-rstar-rfu/chlamee_phosphate_20190319_,F02_23,F02,23,2019-03-19T22:43:34Z,18,2,28,HP,P,8,6,8,20,no,2019-03-19T22:34:53Z,0.006030092592592593
data-raw/phosphate-rstar-rfu/chlamee_phosphate_20190319_plate23_190319_225014_0001_,data-raw/phosphate-rstar-rfu/chlamee_phosphate_20190319_,G02_23,G02,23,2019-03-19T22:43:34Z,9,2,27,HP,P,8,6,8,20,no,2019-03-19T22:34:53Z,0.006030092592592593
data-raw/phosphate-rstar-rfu/chlamee_phosphate_20190319_plate24_190319_225938_0001_,data-raw/phosphate-rstar-rfu/chlamee_phosphate_20190319_,B02_24,B02,24,2019-03-19T22:52:56Z,17,3,15,HP,P,8,6,1,20,no,2019-03-19T22:34:53Z,0.012534722222222221
data-raw/phosphate-rstar-rfu/chlamee_phosphate_20190319_plate24_190319_225938_0001_,data-raw/phosphate-rstar-rfu/chlamee_phosphate_20190319_,C02_24,C02,24,2019-03-19T22:52:56Z,16,3,10,HP,P,8,6,1,20,no,2019-03-19T22:34:53Z,0.012534722222222221
