well_plate,nitrate_concentration,population,cells_per_ml,file_name,path,well,plate,date_time,cell_size,plate_key,acclimation_level,n,nitrate_level,multitron,slot,start_time,days
B04_23,400,31,133012.45469980672,imaging/nitrate-gen5-outputs/Rstar_BF_nitrate_plate23_test_190605_,imaging/nitrate-gen5-outputs/Rstar_BF_nitrate_,B04,23,2019-06-05T16:09:56Z,74.1,2,HP,P,8,6,8,2019-06-05T15:46:35Z,0.016215277777777776
C04_23,400,35,222336.71821160163,imaging/nitrate-gen5-outputs/Rstar_BF_nitrate_plate23_test_190605_,imaging/nitrate-gen5-outputs/Rstar_BF_nitrate_,C04,23,2019-06-05T16:09:56Z,56,2,HP,P,8,6,8,2019-06-05T15:46:35Z,0.016215277777777776
D04_23,400,4,349227.26077041304,imaging/nitrate-gen5-outputs/Rstar_BF_nitrate_plate23_test_190605_,imaging/nitrate-gen5-outputs/Rstar_BF_nitrate_,D04,23,2019-06-05T16:09:56Z,44.8,2,HP,P,8,6,8,2019-06-05T15:46:35Z,0.016215277777777776
E04_23,400,2,94333.10071806377,imaging/nitrate-gen5-outputs/Rstar_BF_nitrate_plate23_test_190605_,imaging/nitrate-gen5-outputs/Rstar_BF_nitrate_,E04,23,2019-06-05T16:09:56Z,42.2,2,HP,P,8,6,8,2019-06-05T15:46:35Z,0.016215277777777776
F04_23,400,21,356462.24784613476,imaging/nitrate-gen5-outputs/Rstar_BF_nitrate_plate23_test_190605_,imaging/nitrate-gen5-outputs/Rstar_BF_nitrate_,F04,23,2019-06-05T16:09:56Z,46.3,2,HP,P,8,6,8,2019-06-05T15:46:35Z,0.016215277777777776
B04_24,400,cc1690,213710.38746747188,imaging/nitrate-gen5-outputs/Rstar_BF_nitrate_plate24_test_190606_,imaging/nitrate-gen5-outputs/Rstar_BF_nitrate_,B04,24,2019-06-06T10:23:35Z,54.1,3,HP,P,8,6,1,2019-06-05T15:46:35Z,0.7756944444444445
C04_24,400,30,126055.73635776663,imaging/nitrate-gen5-outputs/Rstar_BF_nitrate_plate24_test_190606_,imaging/nitrate-gen5-outputs/Rstar_BF_nitrate_,C04,24,2019-06-06T10:23:35Z,55.1,3,HP,P,8,6,1,2019-06-05T15:46:35Z,0.7756944444444445
D04_24,400,anc4,150543.38492174778,imaging/nitrate-gen5-outputs/Rstar_BF_nitrate_plate24_test_190606_,imaging/nitrate-gen5-outputs/Rstar_BF_nitrate_,D04,24,2019-06-06T10:23:35Z,59.8,3,HP,P,8,6,1,2019-06-05T15:46:35Z,0.7756944444444445
E04_24,400,16,275486.046344788,imaging/nitrate-gen5-outputs/Rstar_BF_nitrate_plate24_test_190606_,imaging/nitrate-gen5-outputs/Rstar_BF_nitrate_,E04,24,2019-06-06T10:23:35Z,51.5,3,HP,P,8,6,1,2019-06-05T15:46:35Z,0.7756944444444445
F04_24,400,29,258789.92232389175,imaging/nitrate-gen5-outputs/Rstar_BF_nitrate_plate24_test_190606_,imaging/nitrate-gen5-outputs/Rstar_BF_nitrate_,F04,24,2019-06-06T10:23:35Z,42.8,3,HP,P,8,6,1,2019-06-05T15:46:35Z,0.7756944444444445
B04_25,600,14,180596.40815936102,imaging/nitrate-gen5-outputs/Rstar_BF_nitrate_plate25_test_190605_,imaging/nitrate-gen5-outputs/Rstar_BF_nitrate_,B04,25,2019-06-05T16:56:25Z,54,1,HP,P,9,4,15,2019-06-05T08:23:38Z,0.35609953703703706
C04_25,600,32,166961.2402089624,imaging/nitrate-gen5-outputs/Rstar_BF_nitrate_plate25_test_190605_,imaging/nitrate-gen5-outputs/Rstar_BF_nitrate_,C04,25,2019-06-05T16:56:25Z,55.6,1,HP,P,9,4,15,2019-06-05T08:23:38Z,0.35609953703703706
D04_25,600,19,235693.61742831863,imaging/nitrate-gen5-outputs/Rstar_BF_nitrate_plate25_test_190605_,imaging/nitrate-gen5-outputs/Rstar_BF_nitrate_,D04,25,2019-06-05T16:56:25Z,55.3,1,HP,P,9,4,15,2019-06-05T08:23:38Z,0.35609953703703706
F04_25,600,6,272981.62774165353,imaging/nitrate-gen5-outputs/Rstar_BF_nitrate_plate25_test_190605_,imaging/nitrate-gen5-outputs/Rstar_BF_nitrate_,F04,25,2019-06-05T16:56:25Z,32.3,1,HP,P,9,4,15,2019-06-05T08:23:38Z,0.35609953703703706
B04_26,600,31,216493.07480428793,imaging/nitrate-gen5-outputs/Rstar_BF_nitrate_plate26_test_190605_,imaging/nitrate-gen5-outputs/Rstar_BF_nitrate_,B04,26,2019-06-05T08:23:38Z,47.7,2,HP,P,9,4,3,2019-06-05T08:23:38Z,0
C04_26,600,35,228458.6303525969,imaging/nitrate-gen5-outputs/Rstar_BF_nitrate_plate26_test_190605_,imaging/nitrate-gen5-outputs/Rstar_BF_nitrate_,C04,26,2019-06-05T08:23:38Z,49.6,2,HP,P,9,4,3,2019-06-05T08:23:38Z,0
D04_26,600,4,232632.66135782097,imaging/nitrate-gen5-outputs/Rstar_BF_nitrate_plate26_test_190605_,imaging/nitrate-gen5-outputs/Rstar_BF_nitrate_,D04,26,2019-06-05T08:23:38Z,41.6,2,HP,P,9,4,3,2019-06-05T08:23:38Z,0
E04_26,600,2,104907.31259796472,imaging/nitrate-gen5-outputs/Rstar_BF_nitrate_plate26_test_190605_,imaging/nitrate-gen5-outputs/Rstar_BF_nitrate_,E04,26,2019-06-05T08:23:38Z,39.7,2,HP,P,9,4,3,2019-06-05T08:23:38Z,0
F04_26,600,21,286338.5269583705,imaging/nitrate-gen5-outputs/Rstar_BF_nitrate_plate26_test_190605_,imaging/nitrate-gen5-outputs/Rstar_BF_nitrate_,F04,26,2019-06-05T08:23:38Z,86.9,2,HP,P,9,4,3,2019-06-05T08:23:38Z,0
B04_27,600,cc1690,168074.31514368884,imaging/nitrate-gen5-outputs/Rstar_BF_nitrate_plate27_test_190605_,imaging/nitrate-gen5-outputs/Rstar_BF_nitrate_,B04,27,2019-06-05T15:23:25Z,57.8,3,HP,P,9,4,16,2019-06-05T08:23:38Z,0.2915162037037037
C04_27,600,5,190057.54510453556,imaging/nitrate-gen5-outputs/Rstar_BF_nitrate_plate27_test_190605_,imaging/nitrate-gen5-outputs/Rstar_BF_nitrate_,C04,27,2019-06-05T15:23:25Z,43.3,3,HP,P,9,4,16,2019-06-05T08:23:38Z,0.2915162037037037
D04_27,600,anc4,196179.45724553085,imaging/nitrate-gen5-outputs/Rstar_BF_nitrate_plate27_test_190605_,imaging/nitrate-gen5-outputs/Rstar_BF_nitrate_,D04,27,2019-06-05T15:23:25Z,45,3,HP,P,9,4,16,2019-06-05T08:23:38Z,0.2915162037037037
E04_27,600,16,278825.27114896727,imaging/nitrate-gen5-outputs/Rstar_BF_nitrate_plate27_test_190605_,imaging/nitrate-gen5-outputs/Rstar_BF_nitrate_,E04,27,2019-06-05T15:23:25Z,48.2,3,HP,P,9,4,16,2019-06-05T08:23:38Z,0.2915162037037037
F04_27,600,29,452186.6922326065,imaging/nitrate-gen5-outputs/Rstar_BF_nitrate_plate27_test_190605_,imaging/nitrate-gen5-outputs/Rstar_BF_nitrate_,F04,27,2019-06-05T15:23:25Z,37.2,3,HP,P,9,4,16,2019-06-05T08:23:38Z,0.2915162037037037
B04_28,1000,14,189222.73890349074,imaging/nitrate-gen5-outputs/Rstar_BF_nitrate_plate28_test_190605_,imaging/nitrate-gen5-outputs/Rstar_BF_nitrate_,B04,28,2019-06-05T14:19:39Z,67.8,1,HP,P,10,6,3,2019-06-05T08:46:45Z,0.23118055555555556
C04_28,1000,32,160561.05933428553,imaging/nitrate-gen5-outputs/Rstar_BF_nitrate_plate28_test_190605_,imaging/nitrate-gen5-outputs/Rstar_BF_nitrate_,C04,28,2019-06-05T14:19:39Z,60.3,1,HP,P,10,6,3,2019-06-05T08:46:45Z,0.23118055555555556
D04_28,1000,19,172526.6148825945,imaging/nitrate-gen5-outputs/Rstar_BF_nitrate_plate28_test_190605_,imaging/nitrate-gen5-outputs/Rstar_BF_nitrate_,D04,28,2019-06-05T14:19:39Z,58.4,1,HP,P,10,6,3,2019-06-05T08:46:45Z,0.23118055555555556
F04_28,1000,6,396811.2142299673,imaging/nitrate-gen5-outputs/Rstar_BF_nitrate_plate28_test_190605_,imaging/nitrate-gen5-outputs/Rstar_BF_nitrate_,F04,28,2019-06-05T14:19:39Z,48.8,1,HP,P,10,6,3,2019-06-05T08:46:45Z,0.23118055555555556
B04_29,1000,31,166682.97147528082,imaging/nitrate-gen5-outputs/Rstar_BF_nitrate_plate29_test_190605_,imaging/nitrate-gen5-outputs/Rstar_BF_nitrate_,B04,29,2019-06-05T08:46:45Z,72.9,2,HP,P,10,6,10,2019-06-05T08:46:45Z,0
C04_29,1000,35,145534.5477154789,imaging/nitrate-gen5-outputs/Rstar_BF_nitrate_plate29_test_190605_,imaging/nitrate-gen5-outputs/Rstar_BF_nitrate_,C04,29,2019-06-05T08:46:45Z,56.8,2,HP,P,10,6,10,2019-06-05T08:46:45Z,0
D04_29,1000,4,213988.6562011535,imaging/nitrate-gen5-outputs/Rstar_BF_nitrate_plate29_test_190605_,imaging/nitrate-gen5-outputs/Rstar_BF_nitrate_,D04,29,2019-06-05T08:46:45Z,46.6,2,HP,P,10,6,10,2019-06-05T08:46:45Z,0
E04_29,1000,2,94333.10071806377,imaging/nitrate-gen5-outputs/Rstar_BF_nitrate_plate29_test_190605_,imaging/nitrate-gen5-outputs/Rstar_BF_nitrate_,E04,29,2019-06-05T08:46:45Z,46.3,2,HP,P,10,6,10,2019-06-05T08:46:45Z,0
F04_29,1000,21,147482.42885125015,imaging/nitrate-gen5-outputs/Rstar_BF_nitrate_plate29_test_190605_,imaging/nitrate-gen5-outputs/Rstar_BF_nitrate_,F04,29,2019-06-05T08:46:45Z,49.6,2,HP,P,10,6,10,2019-06-05T08:46:45Z,0
B04_3,5,cc1690,26713.798433433985,imaging/nitrate-gen5-outputs/Rstar_BF_nitrate_plate3_test_190605_,imaging/nitrate-gen5-outputs/Rstar_BF_nitrate_,B04,3,2019-06-05T10:42:37Z,77.4,3,LP,P,1,5,17,2019-06-05T09:33:11Z,0.04821759259259259
C04_3,5,5,32279.173107066068,imaging/nitrate-gen5-outputs/Rstar_BF_nitrate_plate3_test_190605_,imaging/nitrate-gen5-outputs/Rstar_BF_nitrate_,C04,3,2019-06-05T10:42:37Z,66.7,3,LP,P,1,5,17,2019-06-05T09:33:11Z,0.04821759259259259
D04_3,5,anc4,23652.842362936342,imaging/nitrate-gen5-outputs/Rstar_BF_nitrate_plate3_test_190605_,imaging/nitrate-gen5-outputs/Rstar_BF_nitrate_,D04,3,2019-06-05T10:42:37Z,81.1,3,LP,P,1,5,17,2019-06-05T09:33:11Z,0.04821759259259259
E04_3,5,16,34783.591710200504,imaging/nitrate-gen5-outputs/Rstar_BF_nitrate_plate3_test_190605_,imaging/nitrate-gen5-outputs/Rstar_BF_nitrate_,E04,3,2019-06-05T10:42:37Z,72.8,3,LP,P,1,5,17,2019-06-05T09:33:11Z,0.04821759259259259
F04_3,5,29,24487.648563981154,imaging/nitrate-gen5-outputs/Rstar_BF_nitrate_plate3_test_190605_,imaging/nitrate-gen5-outputs/Rstar_BF_nitrate_,F04,3,2019-06-05T10:42:37Z,66.4,3,LP,P,1,5,17,2019-06-05T09:33:11Z,0.04821759259259259
B04_30,1000,cc1690,130229.7673629907,imaging/nitrate-gen5-outputs/Rstar_BF_nitrate_plate30_test_190606_,imaging/nitrate-gen5-outputs/Rstar_BF_nitrate_,B04,30,2019-06-06T11:33:04Z,69.4,3,HP,P,10,4,10,2019-06-05T08:46:45Z,1.1154976851851852
C04_30,1000,5,172526.6148825945,imaging/nitrate-gen5-outputs/Rstar_BF_nitrate_plate30_test_190606_,imaging/nitrate-gen5-outputs/Rstar_BF_nitrate_,C04,30,2019-06-06T11:33:04Z,49.8,3,HP,P,10,4,10,2019-06-05T08:46:45Z,1.1154976851851852
D04_30,1000,anc4,144978.0102481157,imaging/nitrate-gen5-outputs/Rstar_BF_nitrate_plate30_test_190606_,imaging/nitrate-gen5-outputs/Rstar_BF_nitrate_,D04,30,2019-06-06T11:33:04Z,57.5,3,HP,P,10,4,10,2019-06-05T08:46:45Z,1.1154976851851852
E04_30,1000,16,131621.1110313987,imaging/nitrate-gen5-outputs/Rstar_BF_nitrate_plate30_test_190606_,imaging/nitrate-gen5-outputs/Rstar_BF_nitrate_,E04,30,2019-06-06T11:33:04Z,58,3,HP,P,10,4,10,2019-06-05T08:46:45Z,1.1154976851851852
F04_30,1000,29,276320.8525458328,imaging/nitrate-gen5-outputs/Rstar_BF_nitrate_plate30_test_190606_,imaging/nitrate-gen5-outputs/Rstar_BF_nitrate_,F04,30,2019-06-06T11:33:04Z,62,3,HP,P,10,4,10,2019-06-05T08:46:45Z,1.1154976851851852
B04_4,10,14,35618.397911245316,imaging/nitrate-gen5-outputs/Rstar_BF_nitrate_plate4_test_190605_,imaging/nitrate-gen5-outputs/Rstar_BF_nitrate_,B04,4,2019-06-05T10:19:31Z,71.4,1,LP,P,2,5,19,2019-06-05T10:19:31Z,0
C04_4,10,32,37288.01031333494,imaging/nitrate-gen5-outputs/Rstar_BF_nitrate_plate4_test_190605_,imaging/nitrate-gen5-outputs/Rstar_BF_nitrate_,C04,4,2019-06-05T10:19:31Z,66.9,1,LP,P,2,5,19,2019-06-05T10:19:31Z,0
D04_4,10,19,40348.96638383259,imaging/nitrate-gen5-outputs/Rstar_BF_nitrate_plate4_test_190605_,imaging/nitrate-gen5-outputs/Rstar_BF_nitrate_,D04,4,2019-06-05T10:19:31Z,71.7,1,LP,P,2,5,19,2019-06-05T10:19:31Z,0
F04_4,10,6,61775.6588773161,imaging/nitrate-gen5-outputs/Rstar_BF_nitrate_plate4_test_190605_,imaging/nitrate-gen5-outputs/Rstar_BF_nitrate_,F04,4,2019-06-05T10:19:31Z,59.9,1,LP,P,2,5,19,2019-06-05T10:19:31Z,0
B04_5,10,31,50644.90953005193,imaging/nitrate-gen5-outputs/Rstar_BF_nitrate_plate5_test_190605_,imaging/nitrate-gen5-outputs/Rstar_BF_nitrate_,B04,5,2019-06-05T12:45:43Z,86,2,LP,P,2,5,20,2019-06-05T10:19:31Z,0.10152777777777777
C04_5,10,35,38122.81651437975,imaging/nitrate-gen5-outputs/Rstar_BF_nitrate_plate5_test_190605_,imaging/nitrate-gen5-outputs/Rstar_BF_nitrate_,C04,5,2019-06-05T12:45:43Z,78.8,2,LP,P,2,5,20,2019-06-05T10:19:31Z,0.10152777777777777
D04_5,10,4,43131.653720648625,imaging/nitrate-gen5-outputs/Rstar_BF_nitrate_plate5_test_190605_,imaging/nitrate-gen5-outputs/Rstar_BF_nitrate_,D04,5,2019-06-05T12:45:43Z,75.5,2,LP,P,2,5,20,2019-06-05T10:19:31Z,0.10152777777777777
E04_5,10,2,33392.24804179248,imaging/nitrate-gen5-outputs/Rstar_BF_nitrate_plate5_test_190605_,imaging/nitrate-gen5-outputs/Rstar_BF_nitrate_,E04,5,2019-06-05T12:45:43Z,77.6,2,LP,P,2,5,20,2019-06-05T10:19:31Z,0.10152777777777777
F04_5,10,21,74576.02062666988,imaging/nitrate-gen5-outputs/Rstar_BF_nitrate_plate5_test_190605_,imaging/nitrate-gen5-outputs/Rstar_BF_nitrate_,F04,5,2019-06-05T12:45:43Z,59.3,2,LP,P,2,5,20,2019-06-05T10:19:31Z,0.10152777777777777
B04_6,10,cc1690,30053.023237613237,imaging/nitrate-gen5-outputs/Rstar_BF_nitrate_plate6_test_190605_,imaging/nitrate-gen5-outputs/Rstar_BF_nitrate_,B04,6,2019-06-05T13:56:41Z,84.2,3,LP,P,2,5,21,2019-06-05T10:19:31Z,0.15081018518518519
C04_6,10,5,40627.23511751419,imaging/nitrate-gen5-outputs/Rstar_BF_nitrate_plate6_test_190605_,imaging/nitrate-gen5-outputs/Rstar_BF_nitrate_,C04,6,2019-06-05T13:56:41Z,74.1,3,LP,P,2,5,21,2019-06-05T10:19:31Z,0.15081018518518519
D04_6,10,anc4,47305.684725872685,imaging/nitrate-gen5-outputs/Rstar_BF_nitrate_plate6_test_190605_,imaging/nitrate-gen5-outputs/Rstar_BF_nitrate_,D04,6,2019-06-05T13:56:41Z,84.7,3,LP,P,2,5,21,2019-06-05T10:19:31Z,0.15081018518518519
E04_6,10,16,38957.622715424564,imaging/nitrate-gen5-outputs/Rstar_BF_nitrate_plate6_test_190605_,imaging/nitrate-gen5-outputs/Rstar_BF_nitrate_,E04,6,2019-06-05T13:56:41Z,83.6,3,LP,P,2,5,21,2019-06-05T10:19:31Z,0.15081018518518519
F04_6,10,29,40905.50385119579,imaging/nitrate-gen5-outputs/Rstar_BF_nitrate_plate6_test_190605_,imaging/nitrate-gen5-outputs/Rstar_BF_nitrate_,F04,6,2019-06-05T13:56:41Z,79.5,3,LP,P,2,5,21,2019-06-05T10:19:31Z,0.15081018518518519
B04_7,20,14,49531.83459532552,imaging/nitrate-gen5-outputs/Rstar_BF_nitrate_plate7_test_190606_,imaging/nitrate-gen5-outputs/Rstar_BF_nitrate_,B04,7,2019-06-06T11:09:54Z,82.8,1,LP,P,3,5,8,2019-06-04T17:16:06Z,1.7456944444444444
C04_7,20,32,60106.046475226474,imaging/nitrate-gen5-outputs/Rstar_BF_nitrate_plate7_test_190606_,imaging/nitrate-gen5-outputs/Rstar_BF_nitrate_,C04,7,2019-06-06T11:09:54Z,76.5,1,LP,P,3,5,8,2019-06-04T17:16:06Z,1.7456944444444444
D04_7,20,19,46470.87852482787,imaging/nitrate-gen5-outputs/Rstar_BF_nitrate_plate7_test_190606_,imaging/nitrate-gen5-outputs/Rstar_BF_nitrate_,D04,7,2019-06-06T11:09:54Z,71.8,1,LP,P,3,5,8,2019-06-04T17:16:06Z,1.7456944444444444
F04_7,20,6,90437.33844652132,imaging/nitrate-gen5-outputs/Rstar_BF_nitrate_plate7_test_190606_,imaging/nitrate-gen5-outputs/Rstar_BF_nitrate_,F04,7,2019-06-06T11:09:54Z,64.2,1,LP,P,3,5,8,2019-06-04T17:16:06Z,1.7456944444444444
B04_8,20,31,100176.74412537745,imaging/nitrate-gen5-outputs/Rstar_BF_nitrate_plate8_test_190604_,imaging/nitrate-gen5-outputs/Rstar_BF_nitrate_,B04,8,2019-06-04T17:16:06Z,85.3,2,LP,P,3,5,9,2019-06-04T17:16:06Z,0
C04_8,20,35,47583.95345955429,imaging/nitrate-gen5-outputs/Rstar_BF_nitrate_plate8_test_190604_,imaging/nitrate-gen5-outputs/Rstar_BF_nitrate_,C04,8,2019-06-04T17:16:06Z,79.8,2,LP,P,3,5,9,2019-06-04T17:16:06Z,0
D04_8,20,4,89045.9947781133,imaging/nitrate-gen5-outputs/Rstar_BF_nitrate_plate8_test_190604_,imaging/nitrate-gen5-outputs/Rstar_BF_nitrate_,D04,8,2019-06-04T17:16:06Z,81.4,2,LP,P,3,5,9,2019-06-04T17:16:06Z,0
E04_8,20,2,89602.5322454765,imaging/nitrate-gen5-outputs/Rstar_BF_nitrate_plate8_test_190604_,imaging/nitrate-gen5-outputs/Rstar_BF_nitrate_,E04,8,2019-06-04T17:16:06Z,80.6,2,LP,P,3,5,9,2019-06-04T17:16:06Z,0
F04_8,20,21,203414.44432125255,imaging/nitrate-gen5-outputs/Rstar_BF_nitrate_plate8_test_190604_,imaging/nitrate-gen5-outputs/Rstar_BF_nitrate_,F04,8,2019-06-04T17:16:06Z,67.3,2,LP,P,3,5,9,2019-06-04T17:16:06Z,0
B04_9,20,cc1690,83202.3513707996,imaging/nitrate-gen5-outputs/Rstar_BF_nitrate_plate9_test_190605_,imaging/nitrate-gen5-outputs/Rstar_BF_nitrate_,B04,9,2019-06-05T09:10:12Z,92.7,3,LP,P,3,5,2,2019-06-04T17:16:06Z,0.6625694444444444
C04_9,20,5,74576.02062666988,imaging/nitrate-gen5-outputs/Rstar_BF_nitrate_plate9_test_190605_,imaging/nitrate-gen5-outputs/Rstar_BF_nitrate_,C04,9,2019-06-05T09:10:12Z,79,3,LP,P,3,5,2,2019-06-04T17:16:06Z,0.6625694444444444
D04_9,20,anc4,95167.90691910857,imaging/nitrate-gen5-outputs/Rstar_BF_nitrate_plate9_test_190605_,imaging/nitrate-gen5-outputs/Rstar_BF_nitrate_,D04,9,2019-06-05T09:10:12Z,78.5,3,LP,P,3,5,2,2019-06-04T17:16:06Z,0.6625694444444444
E04_9,20,16,105185.58133164632,imaging/nitrate-gen5-outputs/Rstar_BF_nitrate_plate9_test_190605_,imaging/nitrate-gen5-outputs/Rstar_BF_nitrate_,E04,9,2019-06-05T09:10:12Z,84.8,3,LP,P,3,5,2,2019-06-04T17:16:06Z,0.6625694444444444
F04_9,20,29,79028.32036557555,imaging/nitrate-gen5-outputs/Rstar_BF_nitrate_plate9_test_190605_,imaging/nitrate-gen5-outputs/Rstar_BF_nitrate_,F04,9,2019-06-05T09:10:12Z,81.9,3,LP,P,3,5,2,2019-06-04T17:16:06Z,0.6625694444444444
B05_1,5,8,111029.22473896001,imaging/nitrate-gen5-outputs/Rstar_BF_nitrate_plate1_test_190605_,imaging/nitrate-gen5-outputs/Rstar_BF_nitrate_,B05,1,2019-06-05T11:06:03Z,46.4,1,LP,P,1,5,15,2019-06-05T09:33:11Z,0.06449074074074074
C05_1,5,25,44801.26612273825,imaging/nitrate-gen5-outputs/Rstar_BF_nitrate_plate1_test_190605_,imaging/nitrate-gen5-outputs/Rstar_BF_nitrate_,C05,1,2019-06-05T11:06:03Z,64,1,LP,P,1,5,15,2019-06-05T09:33:11Z,0.06449074074074074
D05_1,5,33,34505.3229765189,imaging/nitrate-gen5-outputs/Rstar_BF_nitrate_plate1_test_190605_,imaging/nitrate-gen5-outputs/Rstar_BF_nitrate_,D05,1,2019-06-05T11:06:03Z,79,1,LP,P,1,5,15,2019-06-05T09:33:11Z,0.06449074074074074
E05_1,5,23,48140.4909269175,imaging/nitrate-gen5-outputs/Rstar_BF_nitrate_plate1_test_190605_,imaging/nitrate-gen5-outputs/Rstar_BF_nitrate_,E05,1,2019-06-05T11:06:03Z,78.8,1,LP,P,1,5,15,2019-06-05T09:33:11Z,0.06449074074074074
F05_1,5,anc5,35896.66664492692,imaging/nitrate-gen5-outputs/Rstar_BF_nitrate_plate1_test_190605_,imaging/nitrate-gen5-outputs/Rstar_BF_nitrate_,F05,1,2019-06-05T11:06:03Z,81.3,1,LP,P,1,5,15,2019-06-05T09:33:11Z,0.06449074074074074
B05_10,40,8,196457.72597921244,imaging/nitrate-gen5-outputs/Rstar_BF_nitrate_plate10_test_190605_,imaging/nitrate-gen5-outputs/Rstar_BF_nitrate_,B05,10,2019-06-05T09:56:24Z,63.6,1,LP,P,4,5,18,2019-06-05T09:56:24Z,0
C05_10,40,25,182266.02056145066,imaging/nitrate-gen5-outputs/Rstar_BF_nitrate_plate10_test_190605_,imaging/nitrate-gen5-outputs/Rstar_BF_nitrate_,C05,10,2019-06-05T09:56:24Z,65.9,1,LP,P,4,5,18,2019-06-05T09:56:24Z,0
D05_10,40,33,179483.3332246346,imaging/nitrate-gen5-outputs/Rstar_BF_nitrate_plate10_test_190605_,imaging/nitrate-gen5-outputs/Rstar_BF_nitrate_,D05,10,2019-06-05T09:56:24Z,84.5,1,LP,P,4,5,18,2019-06-05T09:56:24Z,0
E05_10,40,23,178926.7957572714,imaging/nitrate-gen5-outputs/Rstar_BF_nitrate_plate10_test_190605_,imaging/nitrate-gen5-outputs/Rstar_BF_nitrate_,E05,10,2019-06-05T09:56:24Z,84.3,1,LP,P,4,5,18,2019-06-05T09:56:24Z,0
F05_10,40,anc5,171135.27121418648,imaging/nitrate-gen5-outputs/Rstar_BF_nitrate_plate10_test_190605_,imaging/nitrate-gen5-outputs/Rstar_BF_nitrate_,F05,10,2019-06-05T09:56:24Z,78,1,LP,P,4,5,18,2019-06-05T09:56:24Z,0
B05_11,40,22,122716.51155358738,imaging/nitrate-gen5-outputs/Rstar_BF_nitrate_plate11_test_190606_,imaging/nitrate-gen5-outputs/Rstar_BF_nitrate_,B05,11,2019-06-06T09:14:04Z,82,2,LP,P,4,4,9,2019-06-05T09:56:24Z,0.9706018518518519
C05_11,40,28,94054.83198438217,imaging/nitrate-gen5-outputs/Rstar_BF_nitrate_plate11_test_190606_,imaging/nitrate-gen5-outputs/Rstar_BF_nitrate_,C05,11,2019-06-06T09:14:04Z,127,2,LP,P,4,4,9,2019-06-05T09:56:24Z,0.9706018518518519
D05_11,40,9,123273.04902095058,imaging/nitrate-gen5-outputs/Rstar_BF_nitrate_plate11_test_190606_,imaging/nitrate-gen5-outputs/Rstar_BF_nitrate_,D05,11,2019-06-06T09:14:04Z,78,2,LP,P,4,4,9,2019-06-05T09:56:24Z,0.9706018518518519
E05_11,40,anc2,145812.8164491605,imaging/nitrate-gen5-outputs/Rstar_BF_nitrate_plate11_test_190606_,imaging/nitrate-gen5-outputs/Rstar_BF_nitrate_,E05,11,2019-06-06T09:14:04Z,87.9,2,LP,P,4,4,9,2019-06-05T09:56:24Z,0.9706018518518519
F05_11,40,17,146925.89138388692,imaging/nitrate-gen5-outputs/Rstar_BF_nitrate_plate11_test_190606_,imaging/nitrate-gen5-outputs/Rstar_BF_nitrate_,F05,11,2019-06-06T09:14:04Z,71.2,2,LP,P,4,4,9,2019-06-05T09:56:24Z,0.9706018518518519
B05_12,40,16,160004.52186692232,imaging/nitrate-gen5-outputs/Rstar_BF_nitrate_plate12_test_190606_,imaging/nitrate-gen5-outputs/Rstar_BF_nitrate_,B05,12,2019-06-06T08:16:06Z,77.7,3,LP,P,4,4,1,2019-06-05T09:56:24Z,0.9303472222222222
C05_12,40,cc1690,161117.59680164873,imaging/nitrate-gen5-outputs/Rstar_BF_nitrate_plate12_test_190606_,imaging/nitrate-gen5-outputs/Rstar_BF_nitrate_,C05,12,2019-06-06T08:16:06Z,80.2,3,LP,P,4,4,1,2019-06-05T09:56:24Z,0.9303472222222222
D05_12,40,10,190057.54510453556,imaging/nitrate-gen5-outputs/Rstar_BF_nitrate_plate12_test_190606_,imaging/nitrate-gen5-outputs/Rstar_BF_nitrate_,D05,12,2019-06-06T08:16:06Z,82.5,3,LP,P,4,4,1,2019-06-05T09:56:24Z,0.9303472222222222
E05_12,40,cc1690,146647.62265020533,imaging/nitrate-gen5-outputs/Rstar_BF_nitrate_plate12_test_190606_,imaging/nitrate-gen5-outputs/Rstar_BF_nitrate_,E05,12,2019-06-06T08:16:06Z,86.9,3,LP,P,4,4,1,2019-06-05T09:56:24Z,0.9303472222222222
F05_12,40,anc3,122159.97408622417,imaging/nitrate-gen5-outputs/Rstar_BF_nitrate_plate12_test_190606_,imaging/nitrate-gen5-outputs/Rstar_BF_nitrate_,F05,12,2019-06-06T08:16:06Z,80,3,LP,P,4,4,1,2019-06-05T09:56:24Z,0.9303472222222222
B05_13,60,8,490031.2400133047,imaging/nitrate-gen5-outputs/Rstar_BF_nitrate_plate13_test_190606_,imaging/nitrate-gen5-outputs/Rstar_BF_nitrate_,B05,13,2019-06-06T08:50:35Z,47.8,1,LP,P,5,6,9,2019-06-06T08:50:35Z,0
C05_13,60,25,227067.2866841889,imaging/nitrate-gen5-outputs/Rstar_BF_nitrate_plate13_test_190606_,imaging/nitrate-gen5-outputs/Rstar_BF_nitrate_,C05,13,2019-06-06T08:50:35Z,64.9,1,LP,P,5,6,9,2019-06-06T08:50:35Z,0
D05_13,60,33,208979.81899488464,imaging/nitrate-gen5-outputs/Rstar_BF_nitrate_plate13_test_190606_,imaging/nitrate-gen5-outputs/Rstar_BF_nitrate_,D05,13,2019-06-06T08:50:35Z,58.1,1,LP,P,5,6,9,2019-06-06T08:50:35Z,0
