well_plate,mu,best.model,best.se,population,plate,nitrate_level,nitrate_concentration,ancestor_id,treatment,note,plate_key,acclimation_level,well,n_level,multitron,slot
B06_26,1.4633571145423612,gr,0.2330641268845982,anc2,26,9,600,anc2,none,NA,2,HL,B06,N9,4,3
B06_26,1.4633571145423612,gr,0.2330641268845982,anc2,26,9,600,anc2,none,NA,2,HL,B06,N9,4,3
B06_26,1.4633571145423612,gr,0.2330641268845982,anc2,26,9,600,anc2,none,NA,2,HL,B06,N9,4,3
B06_27,1.7201020659251816,gr.sat,0.28399952387205163,20,27,9,600,anc4,L,NA,3,HL,B06,N9,4,16
B06_27,1.7201020659251816,gr.sat,0.28399952387205163,20,27,9,600,anc4,L,NA,3,HL,B06,N9,4,16
B06_27,1.7201020659251816,gr.sat,0.28399952387205163,20,27,9,600,anc4,L,NA,3,HL,B06,N9,4,16
B06_27,1.7201020659251816,gr.sat,0.28399952387205163,20,27,9,600,anc4,L,NA,3,HL,B06,N9,4,16
B06_28,1.3643073421782352,gr.sat,0.06777483354887483,23,28,10,1e3,anc5,L,NA,1,HL,B06,N10,6,3
B06_28,1.3643073421782352,gr.sat,0.06777483354887483,23,28,10,1e3,anc5,L,NA,1,HL,B06,N10,6,3
B06_28,1.3643073421782352,gr.sat,0.06777483354887483,23,28,10,1e3,anc5,L,NA,1,HL,B06,N10,6,3
B06_28,1.3643073421782352,gr.sat,0.06777483354887483,23,28,10,1e3,anc5,L,NA,1,HL,B06,N10,6,3
B06_29,1.2955340816503642,gr,0.2004994580061283,anc2,29,10,1e3,anc2,none,NA,2,HL,B06,N10,6,10
B06_29,1.2955340816503642,gr,0.2004994580061283,anc2,29,10,1e3,anc2,none,NA,2,HL,B06,N10,6,10
B06_29,1.2955340816503642,gr,0.2004994580061283,anc2,29,10,1e3,anc2,none,NA,2,HL,B06,N10,6,10
B06_29,1.2955340816503642,gr,0.2004994580061283,anc2,29,10,1e3,anc2,none,NA,2,HL,B06,N10,6,10
B06_3,0.563785049560887,gr,0.07703326109913403,20,3,1,5,anc4,L,NA,3,LL,B06,N1,5,17
B06_3,0.563785049560887,gr,0.07703326109913403,20,3,1,5,anc4,L,NA,3,LL,B06,N1,5,17
B06_3,0.563785049560887,gr,0.07703326109913403,20,3,1,5,anc4,L,NA,3,LL,B06,N1,5,17
B06_3,0.563785049560887,gr,0.07703326109913403,20,3,1,5,anc4,L,NA,3,LL,B06,N1,5,17
B06_30,1.1688782785517762,gr,0.11228566140732109,20,30,10,1e3,anc4,L,NA,3,HL,B06,N10,4,10
B06_30,1.1688782785517762,gr,0.11228566140732109,20,30,10,1e3,anc4,L,NA,3,HL,B06,N10,4,10
B06_30,1.1688782785517762,gr,0.11228566140732109,20,30,10,1e3,anc4,L,NA,3,HL,B06,N10,4,10
B06_30,1.1688782785517762,gr,0.11228566140732109,20,30,10,1e3,anc4,L,NA,3,HL,B06,N10,4,10
B06_4,0.6335451750494183,gr,0.09883005217421718,23,4,2,10,anc5,L,NA,1,LL,B06,N2,5,19
B06_4,0.6335451750494183,gr,0.09883005217421718,23,4,2,10,anc5,L,NA,1,LL,B06,N2,5,19
B06_4,0.6335451750494183,gr,0.09883005217421718,23,4,2,10,anc5,L,NA,1,LL,B06,N2,5,19
B06_4,0.6335451750494183,gr,0.09883005217421718,23,4,2,10,anc5,L,NA,1,LL,B06,N2,5,19
B06_5,1.0709577078731352,gr.sat,0.039744475150083204,anc2,5,2,10,anc2,none,NA,2,LL,B06,N2,5,20
B06_5,1.0709577078731352,gr.sat,0.039744475150083204,anc2,5,2,10,anc2,none,NA,2,LL,B06,N2,5,20
B06_5,1.0709577078731352,gr.sat,0.039744475150083204,anc2,5,2,10,anc2,none,NA,2,LL,B06,N2,5,20
B06_5,1.0709577078731352,gr.sat,0.039744475150083204,anc2,5,2,10,anc2,none,NA,2,LL,B06,N2,5,20
B06_6,0.7348786563304872,gr,0.13034649312264954,20,6,2,10,anc4,L,NA,3,LL,B06,N2,5,21
B06_6,0.7348786563304872,gr,0.13034649312264954,20,6,2,10,anc4,L,NA,3,LL,B06,N2,5,21
B06_6,0.7348786563304872,gr,0.13034649312264954,20,6,2,10,anc4,L,NA,3,LL,B06,N2,5,21
B06_6,0.7348786563304872,gr,0.13034649312264954,20,6,2,10,anc4,L,NA,3,LL,B06,N2,5,21
B06_7,1.265743176989863,gr.sat,0.11556690379795348,23,7,3,20,anc5,L,NA,1,LL,B06,N3,5,8
B06_7,1.265743176989863,gr.sat,0.11556690379795348,23,7,3,20,anc5,L,NA,1,LL,B06,N3,5,8
B06_7,1.265743176989863,gr.sat,0.11556690379795348,23,7,3,20,anc5,L,NA,1,LL,B06,N3,5,8
B06_7,1.265743176989863,gr.sat,0.11556690379795348,23,7,3,20,anc5,L,NA,1,LL,B06,N3,5,8
B06_8,0.6544501667175443,gr,0.06508046707266738,anc2,8,3,20,anc2,none,NA,2,LL,B06,N3,5,9
B06_8,0.6544501667175443,gr,0.06508046707266738,anc2,8,3,20,anc2,none,NA,2,LL,B06,N3,5,9
B06_8,0.6544501667175443,gr,0.06508046707266738,anc2,8,3,20,anc2,none,NA,2,LL,B06,N3,5,9
B06_8,0.6544501667175443,gr,0.06508046707266738,anc2,8,3,20,anc2,none,NA,2,LL,B06,N3,5,9
B06_9,1.086603476650775,gr.sat,0.1562187861254408,20,9,3,20,anc4,L,NA,3,LL,B06,N3,5,2
B06_9,1.086603476650775,gr.sat,0.1562187861254408,20,9,3,20,anc4,L,NA,3,LL,B06,N3,5,2
B06_9,1.086603476650775,gr.sat,0.1562187861254408,20,9,3,20,anc4,L,NA,3,LL,B06,N3,5,2
B06_9,1.086603476650775,gr.sat,0.1562187861254408,20,9,3,20,anc4,L,NA,3,LL,B06,N3,5,2
B07_1,0.9080769987135826,gr.sat,0.13296566970309184,11,1,1,5,anc4,N,NA,1,LL,B07,N1,5,15
B07_1,0.9080769987135826,gr.sat,0.13296566970309184,11,1,1,5,anc4,N,NA,1,LL,B07,N1,5,15
B07_1,0.9080769987135826,gr.sat,0.13296566970309184,11,1,1,5,anc4,N,NA,1,LL,B07,N1,5,15
B07_1,0.9080769987135826,gr.sat,0.13296566970309184,11,1,1,5,anc4,N,NA,1,LL,B07,N1,5,15
B07_10,1.0620657062791117,gr,0.11699877947229138,11,10,4,40,anc4,N,NA,1,LL,B07,N4,5,18
B07_10,1.0620657062791117,gr,0.11699877947229138,11,10,4,40,anc4,N,NA,1,LL,B07,N4,5,18
B07_10,1.0620657062791117,gr,0.11699877947229138,11,10,4,40,anc4,N,NA,1,LL,B07,N4,5,18
B07_10,1.0620657062791117,gr,0.11699877947229138,11,10,4,40,anc4,N,NA,1,LL,B07,N4,5,18
B07_11,1.2144934669579308,gr.lag,0.10748989497048575,27,11,4,40,anc3,N,NA,2,LL,B07,N4,4,9
B07_11,1.2144934669579308,gr.lag,0.10748989497048575,27,11,4,40,anc3,N,NA,2,LL,B07,N4,4,9
B07_11,1.2144934669579308,gr.lag,0.10748989497048575,27,11,4,40,anc3,N,NA,2,LL,B07,N4,4,9
B07_11,1.2144934669579308,gr.lag,0.10748989497048575,27,11,4,40,anc3,N,NA,2,LL,B07,N4,4,9
B07_12,1.025879260735229,gr,0.12000138953294054,anc3,12,4,40,anc3,none,NA,3,LL,B07,N4,4,1
B07_12,1.025879260735229,gr,0.12000138953294054,anc3,12,4,40,anc3,none,NA,3,LL,B07,N4,4,1
B07_12,1.025879260735229,gr,0.12000138953294054,anc3,12,4,40,anc3,none,NA,3,LL,B07,N4,4,1
B07_12,1.025879260735229,gr,0.12000138953294054,anc3,12,4,40,anc3,none,NA,3,LL,B07,N4,4,1
B07_13,1.2079695933592933,gr,0.09903919480482444,11,13,5,60,anc4,N,NA,1,LL,B07,N5,6,9
B07_13,1.2079695933592933,gr,0.09903919480482444,11,13,5,60,anc4,N,NA,1,LL,B07,N5,6,9
B07_13,1.2079695933592933,gr,0.09903919480482444,11,13,5,60,anc4,N,NA,1,LL,B07,N5,6,9
B07_13,1.2079695933592933,gr,0.09903919480482444,11,13,5,60,anc4,N,NA,1,LL,B07,N5,6,9
B07_14,1.691447527722545,gr.lag,0.14259493168138684,27,14,5,60,anc3,N,NA,2,LL,B07,N5,6,2
B07_14,1.691447527722545,gr.lag,0.14259493168138684,27,14,5,60,anc3,N,NA,2,LL,B07,N5,6,2
B07_14,1.691447527722545,gr.lag,0.14259493168138684,27,14,5,60,anc3,N,NA,2,LL,B07,N5,6,2
B07_14,1.691447527722545,gr.lag,0.14259493168138684,27,14,5,60,anc3,N,NA,2,LL,B07,N5,6,2
B07_15,1.1895641941043584,gr,0.1281991053111822,anc3,15,5,60,anc3,none,NA,3,LL,B07,N5,6,15
B07_15,1.1895641941043584,gr,0.1281991053111822,anc3,15,5,60,anc3,none,NA,3,LL,B07,N5,6,15
B07_15,1.1895641941043584,gr,0.1281991053111822,anc3,15,5,60,anc3,none,NA,3,LL,B07,N5,6,15
B07_15,1.1895641941043584,gr,0.1281991053111822,anc3,15,5,60,anc3,none,NA,3,LL,B07,N5,6,15
B07_16,1.8015201358323527,gr.sat,0.2328161270581005,11,16,6,80,anc4,N,NA,1,HL,B07,N6,5,3
B07_16,1.8015201358323527,gr.sat,0.2328161270581005,11,16,6,80,anc4,N,NA,1,HL,B07,N6,5,3
B07_16,1.8015201358323527,gr.sat,0.2328161270581005,11,16,6,80,anc4,N,NA,1,HL,B07,N6,5,3
B07_16,1.8015201358323527,gr.sat,0.2328161270581005,11,16,6,80,anc4,N,NA,1,HL,B07,N6,5,3
B07_17,1.958881634384084,gr.sat,0.24678429508090965,27,17,6,80,anc3,N,NA,2,HL,B07,N6,4,4
B07_17,1.958881634384084,gr.sat,0.24678429508090965,27,17,6,80,anc3,N,NA,2,HL,B07,N6,4,4
B07_17,1.958881634384084,gr.sat,0.24678429508090965,27,17,6,80,anc3,N,NA,2,HL,B07,N6,4,4
B07_17,1.958881634384084,gr.sat,0.24678429508090965,27,17,6,80,anc3,N,NA,2,HL,B07,N6,4,4
B07_18,1.536472049895401,gr.sat,0.08750385312281232,anc3,18,6,80,anc3,none,NA,3,HL,B07,N6,6,4
B07_18,1.536472049895401,gr.sat,0.08750385312281232,anc3,18,6,80,anc3,none,NA,3,HL,B07,N6,6,4
B07_18,1.536472049895401,gr.sat,0.08750385312281232,anc3,18,6,80,anc3,none,NA,3,HL,B07,N6,6,4
B07_18,1.536472049895401,gr.sat,0.08750385312281232,anc3,18,6,80,anc3,none,NA,3,HL,B07,N6,6,4
B07_19,1.6749486181303288,gr.sat,0.1924713811895288,11,19,7,100,anc4,N,NA,1,HL,B07,N7,4,8
B07_19,1.6749486181303288,gr.sat,0.1924713811895288,11,19,7,100,anc4,N,NA,1,HL,B07,N7,4,8
B07_19,1.6749486181303288,gr.sat,0.1924713811895288,11,19,7,100,anc4,N,NA,1,HL,B07,N7,4,8
B07_19,1.6749486181303288,gr.sat,0.1924713811895288,11,19,7,100,anc4,N,NA,1,HL,B07,N7,4,8
B07_2,0.9708119025580955,gr.lag,0.15622051136856888,27,2,1,5,anc3,N,NA,2,LL,B07,N1,5,16
B07_2,0.9708119025580955,gr.lag,0.15622051136856888,27,2,1,5,anc3,N,NA,2,LL,B07,N1,5,16
B07_2,0.9708119025580955,gr.lag,0.15622051136856888,27,2,1,5,anc3,N,NA,2,LL,B07,N1,5,16
B07_2,0.9708119025580955,gr.lag,0.15622051136856888,27,2,1,5,anc3,N,NA,2,LL,B07,N1,5,16
B07_20,1.0168289070312335,gr,0.1678055265331906,27,20,7,100,anc3,N,NA,2,HL,B07,N7,4,2
B07_20,1.0168289070312335,gr,0.1678055265331906,27,20,7,100,anc3,N,NA,2,HL,B07,N7,4,2
B07_20,1.0168289070312335,gr,0.1678055265331906,27,20,7,100,anc3,N,NA,2,HL,B07,N7,4,2
B07_20,1.0168289070312335,gr,0.1678055265331906,27,20,7,100,anc3,N,NA,2,HL,B07,N7,4,2
B07_21,1.1277765377322695,gr,0.23686817269406138,anc3,21,7,100,anc3,none,NA,3,HL,B07,N7,4,17
B07_21,1.1277765377322695,gr,0.23686817269406138,anc3,21,7,100,anc3,none,NA,3,HL,B07,N7,4,17
B07_21,1.1277765377322695,gr,0.23686817269406138,anc3,21,7,100,anc3,none,NA,3,HL,B07,N7,4,17
B07_21,1.1277765377322695,gr,0.23686817269406138,anc3,21,7,100,anc3,none,NA,3,HL,B07,N7,4,17
B07_22,2.0111100748689377,gr.sat,0.28263260458199124,11,22,8,400,anc4,N,NA,1,HL,B07,N8,6,17
B07_22,2.0111100748689377,gr.sat,0.28263260458199124,11,22,8,400,anc4,N,NA,1,HL,B07,N8,6,17
B07_22,2.0111100748689377,gr.sat,0.28263260458199124,11,22,8,400,anc4,N,NA,1,HL,B07,N8,6,17
B07_22,2.0111100748689377,gr.sat,0.28263260458199124,11,22,8,400,anc4,N,NA,1,HL,B07,N8,6,17
B07_23,1.4640982267735843,gr,0.1864086218379722,27,23,8,400,anc3,N,NA,2,HL,B07,N8,6,8
B07_23,1.4640982267735843,gr,0.1864086218379722,27,23,8,400,anc3,N,NA,2,HL,B07,N8,6,8
B07_23,1.4640982267735843,gr,0.1864086218379722,27,23,8,400,anc3,N,NA,2,HL,B07,N8,6,8
B07_23,1.4640982267735843,gr,0.1864086218379722,27,23,8,400,anc3,N,NA,2,HL,B07,N8,6,8
B07_24,1.1420167366696767,gr,0.112037942263521,anc3,24,8,400,anc3,none,NA,3,HL,B07,N8,6,1
B07_24,1.1420167366696767,gr,0.112037942263521,anc3,24,8,400,anc3,none,NA,3,HL,B07,N8,6,1
B07_24,1.1420167366696767,gr,0.112037942263521,anc3,24,8,400,anc3,none,NA,3,HL,B07,N8,6,1
B07_24,1.1420167366696767,gr,0.112037942263521,anc3,24,8,400,anc3,none,NA,3,HL,B07,N8,6,1
B07_25,1.103066372745898,gr,0.10408346639429511,11,25,9,600,anc4,N,NA,1,HL,B07,N9,4,15
B07_25,1.103066372745898,gr,0.10408346639429511,11,25,9,600,anc4,N,NA,1,HL,B07,N9,4,15
B07_25,1.103066372745898,gr,0.10408346639429511,11,25,9,600,anc4,N,NA,1,HL,B07,N9,4,15
B07_25,1.103066372745898,gr,0.10408346639429511,11,25,9,600,anc4,N,NA,1,HL,B07,N9,4,15
B07_26,1.2919541414534366,gr,0.147356138311787,27,26,9,600,anc3,N,NA,2,HL,B07,N9,4,3
B07_26,1.2919541414534366,gr,0.147356138311787,27,26,9,600,anc3,N,NA,2,HL,B07,N9,4,3
B07_26,1.2919541414534366,gr,0.147356138311787,27,26,9,600,anc3,N,NA,2,HL,B07,N9,4,3
B07_26,1.2919541414534366,gr,0.147356138311787,27,26,9,600,anc3,N,NA,2,HL,B07,N9,4,3
B07_27,1.6912556290699443,gr.sat,0.12700490389729982,anc3,27,9,600,anc3,none,NA,3,HL,B07,N9,4,16
B07_27,1.6912556290699443,gr.sat,0.12700490389729982,anc3,27,9,600,anc3,none,NA,3,HL,B07,N9,4,16
B07_27,1.6912556290699443,gr.sat,0.12700490389729982,anc3,27,9,600,anc3,none,NA,3,HL,B07,N9,4,16
B07_27,1.6912556290699443,gr.sat,0.12700490389729982,anc3,27,9,600,anc3,none,NA,3,HL,B07,N9,4,16
B07_28,1.6146900269224573,gr.sat,0.14930486093340456,11,28,10,1e3,anc4,N,NA,1,HL,B07,N10,6,3
B07_28,1.6146900269224573,gr.sat,0.14930486093340456,11,28,10,1e3,anc4,N,NA,1,HL,B07,N10,6,3
B07_28,1.6146900269224573,gr.sat,0.14930486093340456,11,28,10,1e3,anc4,N,NA,1,HL,B07,N10,6,3
B07_28,1.6146900269224573,gr.sat,0.14930486093340456,11,28,10,1e3,anc4,N,NA,1,HL,B07,N10,6,3
B07_29,1.3145957985184151,gr,0.166981133036454,27,29,10,1e3,anc3,N,NA,2,HL,B07,N10,6,10
B07_29,1.3145957985184151,gr,0.166981133036454,27,29,10,1e3,anc3,N,NA,2,HL,B07,N10,6,10
B07_29,1.3145957985184151,gr,0.166981133036454,27,29,10,1e3,anc3,N,NA,2,HL,B07,N10,6,10
B07_29,1.3145957985184151,gr,0.166981133036454,27,29,10,1e3,anc3,N,NA,2,HL,B07,N10,6,10
B07_3,0.5698834374536231,gr,0.1031034311361722,anc3,3,1,5,anc3,none,NA,3,LL,B07,N1,5,17
B07_3,0.5698834374536231,gr,0.1031034311361722,anc3,3,1,5,anc3,none,NA,3,LL,B07,N1,5,17
B07_3,0.5698834374536231,gr,0.1031034311361722,anc3,3,1,5,anc3,none,NA,3,LL,B07,N1,5,17
B07_3,0.5698834374536231,gr,0.1031034311361722,anc3,3,1,5,anc3,none,NA,3,LL,B07,N1,5,17
B07_30,1.1731048746919197,gr,0.1138530919189007,anc3,30,10,1e3,anc3,none,NA,3,HL,B07,N10,4,10
B07_30,1.1731048746919197,gr,0.1138530919189007,anc3,30,10,1e3,anc3,none,NA,3,HL,B07,N10,4,10
B07_30,1.1731048746919197,gr,0.1138530919189007,anc3,30,10,1e3,anc3,none,NA,3,HL,B07,N10,4,10
B07_30,1.1731048746919197,gr,0.1138530919189007,anc3,30,10,1e3,anc3,none,NA,3,HL,B07,N10,4,10
B07_4,1.1659643424350796,gr.sat,0.1590422590763107,11,4,2,10,anc4,N,NA,1,LL,B07,N2,5,19
B07_4,1.1659643424350796,gr.sat,0.1590422590763107,11,4,2,10,anc4,N,NA,1,LL,B07,N2,5,19
B07_4,1.1659643424350796,gr.sat,0.1590422590763107,11,4,2,10,anc4,N,NA,1,LL,B07,N2,5,19
B07_4,1.1659643424350796,gr.sat,0.1590422590763107,11,4,2,10,anc4,N,NA,1,LL,B07,N2,5,19
B07_5,0.8327707103239259,gr,0.0683550476983892,27,5,2,10,anc3,N,NA,2,LL,B07,N2,5,20
B07_5,0.8327707103239259,gr,0.0683550476983892,27,5,2,10,anc3,N,NA,2,LL,B07,N2,5,20
B07_5,0.8327707103239259,gr,0.0683550476983892,27,5,2,10,anc3,N,NA,2,LL,B07,N2,5,20
B07_5,0.8327707103239259,gr,0.0683550476983892,27,5,2,10,anc3,N,NA,2,LL,B07,N2,5,20
B07_6,1.3356996215131067,gr.lagsat,0.11457235459908424,anc3,6,2,10,anc3,none,NA,3,LL,B07,N2,5,21
B07_6,1.3356996215131067,gr.lagsat,0.11457235459908424,anc3,6,2,10,anc3,none,NA,3,LL,B07,N2,5,21
B07_6,1.3356996215131067,gr.lagsat,0.11457235459908424,anc3,6,2,10,anc3,none,NA,3,LL,B07,N2,5,21
B07_6,1.3356996215131067,gr.lagsat,0.11457235459908424,anc3,6,2,10,anc3,none,NA,3,LL,B07,N2,5,21
B07_7,0.8631104687676294,gr,0.11128687441719509,11,7,3,20,anc4,N,NA,1,LL,B07,N3,5,8
B07_7,0.8631104687676294,gr,0.11128687441719509,11,7,3,20,anc4,N,NA,1,LL,B07,N3,5,8
B07_7,0.8631104687676294,gr,0.11128687441719509,11,7,3,20,anc4,N,NA,1,LL,B07,N3,5,8
B07_7,0.8631104687676294,gr,0.11128687441719509,11,7,3,20,anc4,N,NA,1,LL,B07,N3,5,8
B07_8,1.4415847278766583,gr.lag,0.1145139837068824,27,8,3,20,anc3,N,NA,2,LL,B07,N3,5,9
B07_8,1.4415847278766583,gr.lag,0.1145139837068824,27,8,3,20,anc3,N,NA,2,LL,B07,N3,5,9
B07_8,1.4415847278766583,gr.lag,0.1145139837068824,27,8,3,20,anc3,N,NA,2,LL,B07,N3,5,9
B07_8,1.4415847278766583,gr.lag,0.1145139837068824,27,8,3,20,anc3,N,NA,2,LL,B07,N3,5,9
B07_9,1.110449755239725,gr.sat,0.08611513495217714,anc3,9,3,20,anc3,none,NA,3,LL,B07,N3,5,2
B07_9,1.110449755239725,gr.sat,0.08611513495217714,anc3,9,3,20,anc3,none,NA,3,LL,B07,N3,5,2
B07_9,1.110449755239725,gr.sat,0.08611513495217714,anc3,9,3,20,anc3,none,NA,3,LL,B07,N3,5,2
B07_9,1.110449755239725,gr.sat,0.08611513495217714,anc3,9,3,20,anc3,none,NA,3,LL,B07,N3,5,2
B08_1,1.4809512103922013,gr.lagsat,0.08902186451825404,anc5,1,1,5,anc5,none,NA,1,LL,B08,N1,5,15
B08_1,1.4809512103922013,gr.lagsat,0.08902186451825404,anc5,1,1,5,anc5,none,NA,1,LL,B08,N1,5,15
B08_1,1.4809512103922013,gr.lagsat,0.08902186451825404,anc5,1,1,5,anc5,none,NA,1,LL,B08,N1,5,15
B08_1,1.4809512103922013,gr.lagsat,0.08902186451825404,anc5,1,1,5,anc5,none,NA,1,LL,B08,N1,5,15
B08_10,1.0345281610867338,gr,0.08896935732975274,anc5,10,4,40,anc5,none,NA,1,LL,B08,N4,5,18
B08_10,1.0345281610867338,gr,0.08896935732975274,anc5,10,4,40,anc5,none,NA,1,LL,B08,N4,5,18
B08_10,1.0345281610867338,gr,0.08896935732975274,anc5,10,4,40,anc5,none,NA,1,LL,B08,N4,5,18
B08_10,1.0345281610867338,gr,0.08896935732975274,anc5,10,4,40,anc5,none,NA,1,LL,B08,N4,5,18
B08_11,1.619949405513039,gr.sat,0.18381595078146978,17,11,4,40,anc2,P,NA,2,LL,B08,N4,4,9
B08_11,1.619949405513039,gr.sat,0.18381595078146978,17,11,4,40,anc2,P,NA,2,LL,B08,N4,4,9
B08_11,1.619949405513039,gr.sat,0.18381595078146978,17,11,4,40,anc2,P,NA,2,LL,B08,N4,4,9
B08_11,1.619949405513039,gr.sat,0.18381595078146978,17,11,4,40,anc2,P,NA,2,LL,B08,N4,4,9
B08_12,1.1279486215985894,gr,0.16668328657756884,7,12,4,40,anc3,B,NA,3,LL,B08,N4,4,1
B08_12,1.1279486215985894,gr,0.16668328657756884,7,12,4,40,anc3,B,NA,3,LL,B08,N4,4,1
B08_12,1.1279486215985894,gr,0.16668328657756884,7,12,4,40,anc3,B,NA,3,LL,B08,N4,4,1
B08_12,1.1279486215985894,gr,0.16668328657756884,7,12,4,40,anc3,B,NA,3,LL,B08,N4,4,1
B08_13,1.1789308999588184,gr,0.12280799136309091,anc5,13,5,60,anc5,none,NA,1,LL,B08,N5,6,9
B08_13,1.1789308999588184,gr,0.12280799136309091,anc5,13,5,60,anc5,none,NA,1,LL,B08,N5,6,9
B08_13,1.1789308999588184,gr,0.12280799136309091,anc5,13,5,60,anc5,none,NA,1,LL,B08,N5,6,9
B08_13,1.1789308999588184,gr,0.12280799136309091,anc5,13,5,60,anc5,none,NA,1,LL,B08,N5,6,9
B08_14,1.2734752863833887,gr,0.09999934651441182,17,14,5,60,anc2,P,NA,2,LL,B08,N5,6,2
B08_14,1.2734752863833887,gr,0.09999934651441182,17,14,5,60,anc2,P,NA,2,LL,B08,N5,6,2
B08_14,1.2734752863833887,gr,0.09999934651441182,17,14,5,60,anc2,P,NA,2,LL,B08,N5,6,2
B08_14,1.2734752863833887,gr,0.09999934651441182,17,14,5,60,anc2,P,NA,2,LL,B08,N5,6,2
B08_15,1.193698050504711,gr,0.14259291734688453,7,15,5,60,anc3,B,NA,3,LL,B08,N5,6,15
B08_15,1.193698050504711,gr,0.14259291734688453,7,15,5,60,anc3,B,NA,3,LL,B08,N5,6,15
B08_15,1.193698050504711,gr,0.14259291734688453,7,15,5,60,anc3,B,NA,3,LL,B08,N5,6,15
B08_15,1.193698050504711,gr,0.14259291734688453,7,15,5,60,anc3,B,NA,3,LL,B08,N5,6,15
B08_16,1.668296672656323,gr.sat,0.1685215822906645,anc5,16,6,80,anc5,none,NA,1,HL,B08,N6,5,3
B08_16,1.668296672656323,gr.sat,0.1685215822906645,anc5,16,6,80,anc5,none,NA,1,HL,B08,N6,5,3
B08_16,1.668296672656323,gr.sat,0.1685215822906645,anc5,16,6,80,anc5,none,NA,1,HL,B08,N6,5,3
B08_16,1.668296672656323,gr.sat,0.1685215822906645,anc5,16,6,80,anc5,none,NA,1,HL,B08,N6,5,3
B08_17,1.799416040964134,gr.sat,0.16086640633483462,17,17,6,80,anc2,P,NA,2,HL,B08,N6,4,4
B08_17,1.799416040964134,gr.sat,0.16086640633483462,17,17,6,80,anc2,P,NA,2,HL,B08,N6,4,4
B08_17,1.799416040964134,gr.sat,0.16086640633483462,17,17,6,80,anc2,P,NA,2,HL,B08,N6,4,4
B08_17,1.799416040964134,gr.sat,0.16086640633483462,17,17,6,80,anc2,P,NA,2,HL,B08,N6,4,4
B08_18,1.5727714643861528,gr.sat,0.1379216555263843,7,18,6,80,anc3,B,NA,3,HL,B08,N6,6,4
B08_18,1.5727714643861528,gr.sat,0.1379216555263843,7,18,6,80,anc3,B,NA,3,HL,B08,N6,6,4
B08_18,1.5727714643861528,gr.sat,0.1379216555263843,7,18,6,80,anc3,B,NA,3,HL,B08,N6,6,4
B08_18,1.5727714643861528,gr.sat,0.1379216555263843,7,18,6,80,anc3,B,NA,3,HL,B08,N6,6,4
B08_19,1.7035819525178084,gr.sat,0.17154274302245776,anc5,19,7,100,anc5,none,NA,1,HL,B08,N7,4,8
B08_19,1.7035819525178084,gr.sat,0.17154274302245776,anc5,19,7,100,anc5,none,NA,1,HL,B08,N7,4,8
B08_19,1.7035819525178084,gr.sat,0.17154274302245776,anc5,19,7,100,anc5,none,NA,1,HL,B08,N7,4,8
B08_19,1.7035819525178084,gr.sat,0.17154274302245776,anc5,19,7,100,anc5,none,NA,1,HL,B08,N7,4,8
B08_2,0.9486343274249656,gr.sat,0.06699709339154244,17,2,1,5,anc2,P,NA,2,LL,B08,N1,5,16
B08_2,0.9486343274249656,gr.sat,0.06699709339154244,17,2,1,5,anc2,P,NA,2,LL,B08,N1,5,16
B08_2,0.9486343274249656,gr.sat,0.06699709339154244,17,2,1,5,anc2,P,NA,2,LL,B08,N1,5,16
B08_2,0.9486343274249656,gr.sat,0.06699709339154244,17,2,1,5,anc2,P,NA,2,LL,B08,N1,5,16
B08_20,1.2482525510600848,gr,0.1412271954055993,17,20,7,100,anc2,P,NA,2,HL,B08,N7,4,2
B08_20,1.2482525510600848,gr,0.1412271954055993,17,20,7,100,anc2,P,NA,2,HL,B08,N7,4,2
B08_20,1.2482525510600848,gr,0.1412271954055993,17,20,7,100,anc2,P,NA,2,HL,B08,N7,4,2
B08_20,1.2482525510600848,gr,0.1412271954055993,17,20,7,100,anc2,P,NA,2,HL,B08,N7,4,2
B08_21,1.7155431463746522,gr.sat,0.16863329076638972,7,21,7,100,anc3,B,NA,3,HL,B08,N7,4,17
B08_21,1.7155431463746522,gr.sat,0.16863329076638972,7,21,7,100,anc3,B,NA,3,HL,B08,N7,4,17
B08_21,1.7155431463746522,gr.sat,0.16863329076638972,7,21,7,100,anc3,B,NA,3,HL,B08,N7,4,17
B08_21,1.7155431463746522,gr.sat,0.16863329076638972,7,21,7,100,anc3,B,NA,3,HL,B08,N7,4,17
B08_22,1.6834681241252143,gr.sat,0.10764468298430617,anc5,22,8,400,anc5,none,NA,1,HL,B08,N8,6,17
B08_22,1.6834681241252143,gr.sat,0.10764468298430617,anc5,22,8,400,anc5,none,NA,1,HL,B08,N8,6,17
B08_22,1.6834681241252143,gr.sat,0.10764468298430617,anc5,22,8,400,anc5,none,NA,1,HL,B08,N8,6,17
B08_22,1.6834681241252143,gr.sat,0.10764468298430617,anc5,22,8,400,anc5,none,NA,1,HL,B08,N8,6,17
B08_23,1.4579301188458311,gr,0.08763372169990173,17,23,8,400,anc2,P,NA,2,HL,B08,N8,6,8
B08_23,1.4579301188458311,gr,0.08763372169990173,17,23,8,400,anc2,P,NA,2,HL,B08,N8,6,8
B08_23,1.4579301188458311,gr,0.08763372169990173,17,23,8,400,anc2,P,NA,2,HL,B08,N8,6,8
B08_23,1.4579301188458311,gr,0.08763372169990173,17,23,8,400,anc2,P,NA,2,HL,B08,N8,6,8
