iteration,phosphate_concentration,population,well_plate,term,estimate,std.error,statistic,p.value,number_of_points
3,0.5,33,G03_1,days,0.4015688765558343,0.05967890446776999,6.728824534181997,0.006701263007673536,5
3,0.5,35,C04_2,days,0.5456233668273882,0.19989706006068358,2.7295217181370806,0.07196967700457707,5
3,0.5,35,F07_2,days,0.8589143387137523,0.2233869191466126,3.8449625519479604,0.031045431262684057,5
3,0.5,4,B03_2,days,0.36980859172875985,0.2257201298808449,1.6383500750419453,0.19987592644939536,5
3,0.5,4,D04_2,days,0.4338027280358219,0.13386699726899623,3.240550224370284,0.04783097042262423,5
3,0.5,4,D10_2,days,0.4545523671190683,0.2082951355623354,2.182251476453884,0.11710151062303545,5
3,0.5,4,F03_2,days,0.36308983355435054,0.1632722138773828,2.223831140227145,0.11264082432864586,5
3,0.5,5,B09_3,days,0.45090066250475785,0.16939921183528037,2.6617636388013577,0.07622384120541041,5
3,0.5,5,C04_3,days,0.24073178852467625,0.17559036604135328,1.3709851739131378,0.2639391115820434,5
3,0.5,5,D06_3,days,0.3413314966893853,0.17004335246268085,2.0073204376766025,0.13834169039126157,5
3,0.5,5,E10_3,days,0.31521266023195627,0.1789478222425325,1.7614780458447858,0.17637293230273046,5
3,0.5,6,C02_1,days,0.6349210666794989,0.1096864734939898,5.788508340677841,0.01025586109250354,5
3,0.5,6,C09_1,days,0.5845700834790456,0.10124054648149042,5.774070802609913,0.010327860381945492,5
3,0.5,6,E09_1,days,0.43444303251384786,0.15706606408060483,2.765989171861439,0.0698019259641598,5
3,0.5,7,B08_3,days,0.4651897523967361,0.18232990614566327,2.5513628687171934,0.08384311293515781,5
3,0.5,7,C07_3,days,0.4191310379497897,0.268739954883934,1.5596156445393765,0.21675146763173744,5
3,0.5,7,D10_3,days,0.40988445091192627,0.13467010737397087,3.043618653794502,0.05570784212928539,5
3,0.5,7,F03_3,days,0.4160668182213457,0.09479888492644652,4.388942111968593,0.02191017874094396,5
3,0.5,8,B05_1,days,0.7661453458783295,0.20870781810146707,3.670899120347538,0.03497816089058645,5
3,0.5,8,D03_1,days,0.8104017013849792,0.18117275911956424,4.473088036652121,0.020823248379450977,5
3,0.5,8,E10_1,days,0.721679144773513,0.0873448724018983,8.262409972423619,0.00371287135650806,5
3,0.5,8,F06_1,days,0.6502532095894726,0.1186156994731286,5.482016398147887,0.011937853079923162,5
3,0.5,9,D05_2,days,0.1621638601656454,0.12703645713896125,1.2765143472811067,0.2916240945518654,5
3,0.5,9,E08_2,days,0.1439197360822311,0.10082433378250175,1.4274305684250268,0.24874381335956652,5
3,0.5,9,G03_2,days,0.10908818488404713,0.13416352737852213,0.8130986641121271,0.47569601779580767,5
3,0.5,anc2,B06_2,days,0.5201557701727851,0.21586008898926728,2.40968940858098,0.09504352576995936,5
3,0.5,anc2,C10_2,days,0.3908700507380613,0.28419962837732404,1.3753362485721266,0.26273308087838815,5
3,0.5,anc2,E05_2,days,0.47398304418605275,0.20553926465060793,2.306046219401276,0.10440824981985425,5
3,0.5,anc2,F10_2,days,0.5097485268843761,0.1879047784603762,2.7128023622447026,0.0729914557615532,5
3,0.5,anc3,B07_3,days,0.4962771079915211,0.23847676266237156,2.0810292057433526,0.12887578761680873,5
3,0.5,anc3,C06_3,days,0.6079714358468752,0.3286406749446012,1.849957969899376,0.1614314157965515,5
3,0.5,anc3,D07_3,days,0.4485435452497113,0.14137867577060903,3.1726393163951125,0.05037826891898898,5
3,0.5,anc3,F05_3,days,0.44577512259366014,0.2563168116185892,1.739156787175526,0.18038954623606776,5
3,0.5,anc4,B11_3,days,0.5678244958146113,0.15197791553658013,3.736230318792203,0.03343112618250111,5
3,0.5,anc4,D04_3,days,0.4780777838422621,0.2060705097852864,2.3199718598279375,0.10308683892568626,5
3,0.5,anc4,E02_3,days,0.42813851416981713,0.06673340675988912,6.415654991364156,0.007673792261754888,5
3,0.5,anc4,F06_3,days,0.4410853774984192,0.23235964765499342,1.8982873401208664,0.153891133263697,5
3,0.5,anc5,C11_1,days,0.9161552152995783,0.3677269189858072,2.491401004382108,0.08837464827724315,5
3,0.5,anc5,E07_1,days,0.7463690998438232,0.281831628069247,2.648280127241211,0.07710720850292906,5
3,0.5,cc1690,B04_3,days,0.45921946168325517,0.13372251161886906,3.434122318851634,0.04141318510391656,5
3,0.5,cc1690,C05_3,days,0.41338016781839193,0.2161035411706632,1.9128801202379822,0.15169557667983874,5
3,0.5,cc1690,E05_3,days,0.5304053567563678,0.1951394849142267,2.7180832059155366,0.07266679150340362,5
3,1,1,B09_4,days,0.6743382903398846,0.27994708341342295,2.4088062719482908,0.09511889827939125,5
3,1,1,C06_4,days,0.7108824444321736,0.09354218471359814,7.599592062219959,0.004727921079473801,5
3,1,1,E02_4,days,0.6970637702392591,0.08166277957682899,8.53588102010973,0.0033781068031919713,5
3,1,10,C02_6,days,0.8251293946687708,0.19889533270292425,4.148560870964265,0.025447939563807424,5
3,1,10,F08_6,days,0.5055964655353504,0.0610267036398435,8.284839838625224,0.0036838055913873064,5
3,1,11,B07_4,days,1.028213204296541,0.2038171731898836,5.044781988702295,0.015020502234990019,5
3,1,11,C07_4,days,0.952133240165945,0.13757345528582787,6.920908093699882,0.0061839660082346854,5
3,1,11,D11_4,days,0.8599436404252232,0.27762306502344336,3.0975223198858024,0.053398758066866475,5
3,1,14,B04_4,days,0.6786258002381022,0.08166105753384745,8.31027445311764,0.0036512089162661736,5
3,1,14,D09_4,days,0.7432860444731026,0.16723280080939873,4.444618764235448,0.02118301012796034,5
3,1,14,F08_4,days,0.8068086337783946,0.15833490896823296,5.0955827684232675,0.014612631261180477,5
3,1,15,B02_6,days,0.592476668336807,0.2660658744250869,2.2268044318611926,0.11232974389197604,5
3,1,15,C11_6,days,0.4471061337090738,0.22971020101239242,1.9463921573293703,0.14679067102594395,5
3,1,15,E07_6,days,0.4816756906109835,0.1282840608201789,3.754758677979241,0.03300838919747486,5
3,1,15,F02_6,days,0.2900807455469052,0.20553247050144277,1.4113621309527777,0.25297131141242396,5
3,1,16,B05_6,days,0.5535697544640578,0.10801978639526645,5.124706990610341,0.014385297293785173,5
3,1,16,C08_6,days,0.5456761999772658,0.157687737429676,3.460485950726644,0.04062581988405878,5
3,1,16,E04_6,days,0.6318394230379577,0.0933092778939091,6.77145335704288,0.006581679233077546,5
3,1,17,B08_5,days,1.2298350382393297,0.1998125518680947,6.154943854834502,0.00862966824716047,5
3,1,17,C11_5,days,1.2981030961542457,0.12843008566515457,10.107468895868259,0.002062754426116851,5
3,1,17,E07_5,days,1.0541198119479267,0.2562325824857765,4.1139179167678295,0.026017124984083043,5
3,1,18,B11_5,days,0.7793913625096206,0.21569008380010132,3.6134779530798924,0.03641425967180733,5
3,1,18,D02_5,days,0.6888508280768162,0.2199144931465848,3.1323575732576217,0.05197041230558463,5
3,1,18,E06_5,days,0.781622066519943,0.15666903562084022,4.989001581726537,0.015485616244824908,5
3,1,18,E11_5,days,0.7227569766830673,0.2341760733354585,3.0863826794452818,0.05386592777144602,5
3,1,19,D10_4,days,0.5299545573430283,0.1261496933655393,4.200997586315161,0.024616591907953976,5
3,1,19,F03_4,days,0.5226798074557033,0.11922009296825259,4.384158697098894,0.021974150684396444,5
3,1,2,B10_5,days,0.8702466812636871,0.25255411434934555,3.445783029532903,0.041062558010552315,5
3,1,2,C08_5,days,0.750953352297309,0.13301887302504775,5.645464701508205,0.010999396524253932,5
3,1,2,F09_5,days,0.8099540527508158,0.2603832523334956,3.1106226897935696,0.052855870009158507,5
3,1,20,B06_6,days,0.17105745556164798,0.039749077822379644,4.303432052588115,0.02309116488298815,5
3,1,20,D03_6,days,0.23239640836035375,0.11978946690295271,1.9400404256630461,0.14770589392786976,5
3,1,20,D08_6,days,0.14659521890740893,0.11279499455606086,1.299660676294894,0.28456958909236374,5
3,1,21,C02_5,days,1.2069764647031045,0.15867972988941348,7.606368283738989,0.004715795657134516,5
3,1,21,C09_5,days,0.9062970815473419,0.19365882740209042,4.679864552033114,0.018434095012022273,5
3,1,21,E09_5,days,1.0044464224652376,0.24720472056574985,4.063216997500991,0.026880087386853834,5
3,1,21,F04_5,days,1.088460034290035,0.08881943161230088,12.254751179237346,0.0011701550028027801,5
3,1,23,E05_4,days,0.3161393834871822,0.10556394315405547,2.9947667171339174,0.05790995438441759,5
3,1,24,B11_4,days,0.8336707662840723,0.17207147642215972,4.844909706235952,0.01677709073713915,5
3,1,24,D02_4,days,0.7804477319204407,0.12139727745370982,6.4288734334922335,0.007629120218967725,5
3,1,24,E11_4,days,0.6798921528752866,0.1522537161354064,4.465520908997889,0.020918095638782327,5
3,1,25,B02_4,days,0.9705903287026696,0.0944755879728533,10.273451052578364,0.001966541966604435,5
3,1,25,C05_4,days,1.0937003395797764,0.09839029462564011,11.115937234878068,0.0015599908145195413,5
3,1,25,E03_4,days,1.0091081266840123,0.18336589838652598,5.503248616909474,0.01181017195551996,5
3,1,25,F02_4,days,1.085414570826537,0.09296169820781605,11.675933118176163,0.0013497235824808035,5
3,1,26,B09_5,days,0.5943544000114924,0.17589138427407375,3.379098996033655,0.043120023680527905,5
3,1,26,C06_5,days,0.5905977811404799,0.1530641688833769,3.8584979453321298,0.03076393061336814,5
3,1,26,E02_5,days,0.6454086216001775,0.17229293290454545,3.745995907781951,0.03320745897662926,5
3,1,26,F11_5,days,0.6499838859143249,0.131122753644967,4.957064032336037,0.015760388184695457,5
3,1,27,B07_5,days,0.7168404729630415,0.30181514754710337,2.3750977337913977,0.09805103199801118,5
3,1,27,D11_5,days,0.6306477522797749,0.0953953156406524,6.610888050891111,0.007047352958169886,5
3,1,27,G02_5,days,0.5817599011360729,0.21787002158688282,2.6702154656191515,0.07567650180527226,5
3,1,28,B02_5,days,0.89791215788492,0.2740247874463823,3.2767552390150545,0.046539431360646547,5
3,1,28,C05_5,days,0.8888466241163007,0.19873203711370452,4.4725885017107085,0.020829492409595068,5
3,1,28,E03_5,days,1.0345215885071517,0.18671883637525585,5.540531467473559,0.011590258757851652,5
3,1,28,F02_5,days,1.0438921472892344,0.2982341611619638,3.500243376620835,0.03947411480541373,5
3,1,29,D02_6,days,0.9535618590349174,0.18824801204992375,5.065455133635254,0.014852752219148948,5
3,1,3,B03_6,days,0.9780222653804207,0.2330901879296744,4.19589633552271,0.024695914834969065,5
3,1,3,C10_6,days,0.7695681755131183,0.2273192976224756,3.3854062702199252,0.04291988908998255,5
3,1,30,C03_6,days,0.6255714015839674,0.3674205212214629,1.7026033263038782,0.18719492030959684,5
3,1,30,C09_6,days,0.44123484784152883,0.2895387348109072,1.5239233815457949,0.22491927993667762,5
3,1,30,E03_6,days,0.6888042148379242,0.14233325804045352,4.839376434720228,0.016829431840996667,5
3,1,31,B04_5,days,0.6673985298236792,0.22423198969643507,2.9763751850358298,0.05876724600651947,5
3,1,31,D06_5,days,0.731233407748945,0.22660451865360784,3.226914503266031,0.04832913822510139,5
3,1,31,D09_5,days,0.8676728546869935,0.24315655234734831,3.568371266621373,0.03759556436037061,5
3,1,31,F08_5,days,0.7401284472254026,0.2697317973919498,2.7439421469094167,0.07110261807973432,5
3,1,32,C04_4,days,0.3629840711348843,0.0832073783159154,4.362402451339522,0.02226818159851755,5
3,1,32,F07_4,days,0.5446079486831402,0.057204405553267675,9.52038472239715,0.002457656718102007,5
3,1,33,D05_4,days,0.35163439128960317,0.05916421912221984,5.943362331263198,0.009523429117906355,5
