file_name,path,plate,well,date_time,RFU,unique_id,replicate,colour,x,Population,Ancestor_ID,Treatment,Note,temperature,population_id,round,keep,inoculation,state,n,cell_count,cells_per_ml
data-raw/anc4-pilot-september2018/anc4-pilot-2018-09-26/anc4-pilot-setup-2018-09-26-plate25,data-raw/anc4-pilot-september2018/anc4-pilot-2018-09-26/anc4-pilot-setup-2018-09-26-,25,B04,2018-09-26T22:15:42Z,0,B04_8_Anc 4_P,NA,y,NA,8,Anc 4,P,NA,20,25_B04,single,yes,yes,time0,NA,0,0
data-raw/anc4-pilot-september2018/anc4-pilot-2018-09-26/anc4-pilot-setup-2018-09-26-plate25,data-raw/anc4-pilot-september2018/anc4-pilot-2018-09-26/anc4-pilot-setup-2018-09-26-,25,C04,2018-09-26T22:15:42Z,10,C04_24_Anc 4_C,NA,gx,x,24,Anc 4,C,NA,20,25_C04,single,yes,yes,time0,NA,0,0
data-raw/anc4-pilot-september2018/anc4-pilot-2018-09-26/anc4-pilot-setup-2018-09-26-plate25,data-raw/anc4-pilot-september2018/anc4-pilot-2018-09-26/anc4-pilot-setup-2018-09-26-,25,D04,2018-09-26T22:15:42Z,1,D04_combo_NA_NA,NA,blank,NA,combo,NA,COMBO,NA,20,25_D04,single,yes,yes,time0,NA,0,0
data-raw/anc4-pilot-september2018/anc4-pilot-2018-09-26/anc4-pilot-setup-2018-09-26-plate25,data-raw/anc4-pilot-september2018/anc4-pilot-2018-09-26/anc4-pilot-setup-2018-09-26-,25,E04,2018-09-26T22:15:42Z,11,E04_35_Anc 4_BS,NA,w,NA,35,Anc 4,BS,NA,20,25_E04,single,yes,yes,time0,18,18,720
data-raw/anc4-pilot-september2018/anc4-pilot-2018-09-26/anc4-pilot-setup-2018-09-26-plate25,data-raw/anc4-pilot-september2018/anc4-pilot-2018-09-26/anc4-pilot-setup-2018-09-26-,25,F04,2018-09-26T22:15:42Z,8,F04_11_Anc 4_N,NA,yx,NA,11,Anc 4,N,NA,20,25_F04,single,yes,yes,time0,3,3,120
data-raw/anc4-pilot-september2018/anc4-pilot-2018-09-26/anc4-pilot-setup-2018-09-26-plate25,data-raw/anc4-pilot-september2018/anc4-pilot-2018-09-26/anc4-pilot-setup-2018-09-26-,25,G04,2018-09-26T22:15:42Z,15,G04_21_Anc 4_B,NA,g,NA,21,Anc 4,B,NA,20,25_G04,single,yes,yes,time0,13,13,520
data-raw/anc4-pilot-september2018/anc4-pilot-2018-09-26/anc4-pilot-setup-2018-09-26-plate25,data-raw/anc4-pilot-september2018/anc4-pilot-2018-09-26/anc4-pilot-setup-2018-09-26-,25,B05,2018-09-26T22:15:42Z,8,B05_35_Anc 4_BS,NA,w,NA,35,Anc 4,BS,NA,20,25_B05,single,yes,yes,time0,9,9,360
data-raw/anc4-pilot-september2018/anc4-pilot-2018-09-26/anc4-pilot-setup-2018-09-26-plate25,data-raw/anc4-pilot-september2018/anc4-pilot-2018-09-26/anc4-pilot-setup-2018-09-26-,25,C05,2018-09-26T22:15:42Z,9,C05_anc4_NA_NA,NA,wx,NA,anc4,NA,Anc4,NA,20,25_C05,single,yes,yes,time0,1,1,40
data-raw/anc4-pilot-september2018/anc4-pilot-2018-09-26/anc4-pilot-setup-2018-09-26-plate25,data-raw/anc4-pilot-september2018/anc4-pilot-2018-09-26/anc4-pilot-setup-2018-09-26-,25,D05,2018-09-26T22:15:42Z,10,D05_11_Anc 4_N,NA,yx,NA,11,Anc 4,N,NA,20,25_D05,single,yes,yes,time0,5,5,200
data-raw/anc4-pilot-september2018/anc4-pilot-2018-09-26/anc4-pilot-setup-2018-09-26-plate25,data-raw/anc4-pilot-september2018/anc4-pilot-2018-09-26/anc4-pilot-setup-2018-09-26-,25,E05,2018-09-26T22:15:42Z,8,E05_20_Anc 4_L,NA,bx,NA,20,Anc 4,L,NA,20,25_E05,single,yes,yes,time0,1,1,40
data-raw/anc4-pilot-september2018/anc4-pilot-2018-09-26/anc4-pilot-setup-2018-09-26-plate25,data-raw/anc4-pilot-september2018/anc4-pilot-2018-09-26/anc4-pilot-setup-2018-09-26-,25,F05,2018-09-26T22:15:42Z,15,F05_21_Anc 4_B,NA,g,NA,21,Anc 4,B,NA,20,25_F05,single,yes,yes,time0,8,8,320
data-raw/anc4-pilot-september2018/anc4-pilot-2018-09-26/anc4-pilot-setup-2018-09-26-plate25,data-raw/anc4-pilot-september2018/anc4-pilot-2018-09-26/anc4-pilot-setup-2018-09-26-,25,G05,2018-09-26T22:15:42Z,7,G05_20_Anc 4_L,NA,bx,NA,20,Anc 4,L,NA,20,25_G05,single,yes,yes,time0,4,4,160
data-raw/anc4-pilot-september2018/anc4-pilot-2018-09-26/anc4-pilot-setup-2018-09-26-plate25,data-raw/anc4-pilot-september2018/anc4-pilot-2018-09-26/anc4-pilot-setup-2018-09-26-,25,B06,2018-09-26T22:15:42Z,10,B06_24_Anc 4_C,NA,gx,x,24,Anc 4,C,NA,20,25_B06,single,yes,yes,time0,1,1,40
data-raw/anc4-pilot-september2018/anc4-pilot-2018-09-26/anc4-pilot-setup-2018-09-26-plate25,data-raw/anc4-pilot-september2018/anc4-pilot-2018-09-26/anc4-pilot-setup-2018-09-26-,25,C06,2018-09-26T22:15:42Z,3,C06_8_Anc 4_P,NA,y,NA,8,Anc 4,P,NA,20,25_C06,single,yes,yes,time0,NA,0,0
data-raw/anc4-pilot-september2018/anc4-pilot-2018-09-26/anc4-pilot-setup-2018-09-26-plate25,data-raw/anc4-pilot-september2018/anc4-pilot-2018-09-26/anc4-pilot-setup-2018-09-26-,25,D06,2018-09-26T22:15:42Z,13,D06_20_Anc 4_L,NA,bx,NA,20,Anc 4,L,NA,20,25_D06,single,yes,yes,time0,1,1,40
data-raw/anc4-pilot-september2018/anc4-pilot-2018-09-26/anc4-pilot-setup-2018-09-26-plate25,data-raw/anc4-pilot-september2018/anc4-pilot-2018-09-26/anc4-pilot-setup-2018-09-26-,25,E06,2018-09-26T22:15:42Z,17,E06_21_Anc 4_B,NA,g,NA,21,Anc 4,B,NA,20,25_E06,single,yes,yes,time0,19,19,760
data-raw/anc4-pilot-september2018/anc4-pilot-2018-09-26/anc4-pilot-setup-2018-09-26-plate25,data-raw/anc4-pilot-september2018/anc4-pilot-2018-09-26/anc4-pilot-setup-2018-09-26-,25,F06,2018-09-26T22:15:42Z,9,F06_35_Anc 4_BS,NA,w,NA,35,Anc 4,BS,NA,20,25_F06,single,yes,yes,time0,26,26,1040
data-raw/anc4-pilot-september2018/anc4-pilot-2018-09-26/anc4-pilot-setup-2018-09-26-plate25,data-raw/anc4-pilot-september2018/anc4-pilot-2018-09-26/anc4-pilot-setup-2018-09-26-,25,G06,2018-09-26T22:15:42Z,8,G06_anc4_NA_NA,NA,wx,NA,anc4,NA,Anc4,NA,20,25_G06,single,yes,yes,time0,3,3,120
data-raw/anc4-pilot-september2018/anc4-pilot-2018-09-26/anc4-pilot-setup-2018-09-26-plate25,data-raw/anc4-pilot-september2018/anc4-pilot-2018-09-26/anc4-pilot-setup-2018-09-26-,25,B07,2018-09-26T22:15:42Z,16,B07_15_Anc 4_S,NA,b,NA,15,Anc 4,S,NA,20,25_B07,single,yes,yes,time0,1,1,40
data-raw/anc4-pilot-september2018/anc4-pilot-2018-09-26/anc4-pilot-setup-2018-09-26-plate25,data-raw/anc4-pilot-september2018/anc4-pilot-2018-09-26/anc4-pilot-setup-2018-09-26-,25,C07,2018-09-26T22:15:42Z,9,C07_anc4_NA_NA,NA,wx,NA,anc4,NA,Anc4,NA,20,25_C07,single,yes,yes,time0,1,1,40
data-raw/anc4-pilot-september2018/anc4-pilot-2018-09-26/anc4-pilot-setup-2018-09-26-plate25,data-raw/anc4-pilot-september2018/anc4-pilot-2018-09-26/anc4-pilot-setup-2018-09-26-,25,D07,2018-09-26T22:15:42Z,11,D07_11_Anc 4_N,NA,yx,NA,11,Anc 4,N,NA,20,25_D07,single,yes,yes,time0,3,3,120
data-raw/anc4-pilot-september2018/anc4-pilot-2018-09-26/anc4-pilot-setup-2018-09-26-plate25,data-raw/anc4-pilot-september2018/anc4-pilot-2018-09-26/anc4-pilot-setup-2018-09-26-,25,E07,2018-09-26T22:15:42Z,15,E07_15_Anc 4_S,NA,b,NA,15,Anc 4,S,NA,20,25_E07,single,yes,yes,time0,15,15,600
data-raw/anc4-pilot-september2018/anc4-pilot-2018-09-26/anc4-pilot-setup-2018-09-26-plate25,data-raw/anc4-pilot-september2018/anc4-pilot-2018-09-26/anc4-pilot-setup-2018-09-26-,25,F07,2018-09-26T22:15:42Z,8,F07_24_Anc 4_C,NA,gx,NA,24,Anc 4,C,NA,20,25_F07,single,yes,yes,time0,NA,0,0
data-raw/anc4-pilot-september2018/anc4-pilot-2018-09-26/anc4-pilot-setup-2018-09-26-plate25,data-raw/anc4-pilot-september2018/anc4-pilot-2018-09-26/anc4-pilot-setup-2018-09-26-,25,G07,2018-09-26T22:15:42Z,4,G07_combo_NA_NA,NA,blank,NA,combo,NA,COMBO,NA,20,25_G07,single,yes,yes,time0,1,1,40
data-raw/anc4-pilot-september2018/anc4-pilot-2018-09-26/anc4-pilot-setup-2018-09-26-plate25,data-raw/anc4-pilot-september2018/anc4-pilot-2018-09-26/anc4-pilot-setup-2018-09-26-,25,B08,2018-09-26T22:15:42Z,11,B08_11_Anc 4_N,NA,yx,x,11,Anc 4,N,NA,20,25_B08,single,yes,yes,time0,1,1,40
data-raw/anc4-pilot-september2018/anc4-pilot-2018-09-26/anc4-pilot-setup-2018-09-26-plate25,data-raw/anc4-pilot-september2018/anc4-pilot-2018-09-26/anc4-pilot-setup-2018-09-26-,25,C08,2018-09-26T22:15:42Z,7,C08_24_Anc 4_C,NA,gx,NA,24,Anc 4,C,NA,20,25_C08,single,yes,yes,time0,1,1,40
data-raw/anc4-pilot-september2018/anc4-pilot-2018-09-26/anc4-pilot-setup-2018-09-26-plate25,data-raw/anc4-pilot-september2018/anc4-pilot-2018-09-26/anc4-pilot-setup-2018-09-26-,25,D08,2018-09-26T22:15:42Z,0,D08_combo_NA_NA,NA,blank,NA,combo,NA,COMBO,NA,20,25_D08,single,yes,yes,time0,2,2,80
data-raw/anc4-pilot-september2018/anc4-pilot-2018-09-26/anc4-pilot-setup-2018-09-26-plate25,data-raw/anc4-pilot-september2018/anc4-pilot-2018-09-26/anc4-pilot-setup-2018-09-26-,25,E08,2018-09-26T22:15:42Z,7,E08_anc4_NA_NA,NA,wx,NA,anc4,NA,Anc4,NA,20,25_E08,single,yes,yes,time0,3,3,120
data-raw/anc4-pilot-september2018/anc4-pilot-2018-09-26/anc4-pilot-setup-2018-09-26-plate25,data-raw/anc4-pilot-september2018/anc4-pilot-2018-09-26/anc4-pilot-setup-2018-09-26-,25,F08,2018-09-26T22:15:42Z,10,F08_35_Anc 4_BS,NA,w,NA,35,Anc 4,BS,NA,20,25_F08,single,yes,yes,time0,19,19,760
data-raw/anc4-pilot-september2018/anc4-pilot-2018-09-26/anc4-pilot-setup-2018-09-26-plate25,data-raw/anc4-pilot-september2018/anc4-pilot-2018-09-26/anc4-pilot-setup-2018-09-26-,25,G08,2018-09-26T22:15:42Z,10,G08_11_Anc 4_N,NA,yx,NA,11,Anc 4,N,NA,20,25_G08,single,yes,yes,time0,3,3,120
data-raw/anc4-pilot-september2018/anc4-pilot-2018-09-26/anc4-pilot-setup-2018-09-26-plate25,data-raw/anc4-pilot-september2018/anc4-pilot-2018-09-26/anc4-pilot-setup-2018-09-26-,25,B09,2018-09-26T22:15:42Z,13,B09_15_Anc 4_S,NA,b,NA,15,Anc 4,S,NA,20,25_B09,single,yes,yes,time0,10,10,400
data-raw/anc4-pilot-september2018/anc4-pilot-2018-09-26/anc4-pilot-setup-2018-09-26-plate25,data-raw/anc4-pilot-september2018/anc4-pilot-2018-09-26/anc4-pilot-setup-2018-09-26-,25,C09,2018-09-26T22:15:42Z,3,C09_8_Anc 4_P,NA,y,NA,8,Anc 4,P,NA,20,25_C09,single,yes,yes,time0,NA,0,0
data-raw/anc4-pilot-september2018/anc4-pilot-2018-09-26/anc4-pilot-setup-2018-09-26-plate25,data-raw/anc4-pilot-september2018/anc4-pilot-2018-09-26/anc4-pilot-setup-2018-09-26-,25,D09,2018-09-26T22:15:42Z,8,D09_20_Anc 4_L,NA,bx,NA,20,Anc 4,L,NA,20,25_D09,single,yes,yes,time0,1,1,40
data-raw/anc4-pilot-september2018/anc4-pilot-2018-09-26/anc4-pilot-setup-2018-09-26-plate25,data-raw/anc4-pilot-september2018/anc4-pilot-2018-09-26/anc4-pilot-setup-2018-09-26-,25,E09,2018-09-26T22:15:42Z,10,E09_35_Anc 4_BS,NA,w,NA,35,Anc 4,BS,NA,20,25_E09,single,yes,yes,time0,21,21,840
data-raw/anc4-pilot-september2018/anc4-pilot-2018-09-26/anc4-pilot-setup-2018-09-26-plate25,data-raw/anc4-pilot-september2018/anc4-pilot-2018-09-26/anc4-pilot-setup-2018-09-26-,25,F09,2018-09-26T22:15:42Z,5,F09_24_Anc 4_C,NA,gx,NA,24,Anc 4,C,NA,20,25_F09,single,yes,yes,time0,NA,0,0
data-raw/anc4-pilot-september2018/anc4-pilot-2018-09-26/anc4-pilot-setup-2018-09-26-plate25,data-raw/anc4-pilot-september2018/anc4-pilot-2018-09-26/anc4-pilot-setup-2018-09-26-,25,G09,2018-09-26T22:15:42Z,8,G09_20_Anc 4_L,NA,bx,NA,20,Anc 4,L,NA,20,25_G09,single,yes,yes,time0,4,4,160
data-raw/anc4-pilot-september2018/anc4-pilot-2018-09-26/anc4-pilot-setup-2018-09-26-plate25,data-raw/anc4-pilot-september2018/anc4-pilot-2018-09-26/anc4-pilot-setup-2018-09-26-,25,B10,2018-09-26T22:15:42Z,1,B10_8_Anc 4_P,NA,y,NA,8,Anc 4,P,NA,20,25_B10,single,yes,yes,time0,3,3,120
data-raw/anc4-pilot-september2018/anc4-pilot-2018-09-26/anc4-pilot-setup-2018-09-26-plate25,data-raw/anc4-pilot-september2018/anc4-pilot-2018-09-26/anc4-pilot-setup-2018-09-26-,25,C10,2018-09-26T22:15:42Z,9,C10_20_Anc 4_L,NA,bx,NA,20,Anc 4,L,NA,20,25_C10,single,yes,yes,time0,1,1,40
data-raw/anc4-pilot-september2018/anc4-pilot-2018-09-26/anc4-pilot-setup-2018-09-26-plate25,data-raw/anc4-pilot-september2018/anc4-pilot-2018-09-26/anc4-pilot-setup-2018-09-26-,25,D10,2018-09-26T22:15:42Z,8,D10_anc4_NA_NA,NA,wx,NA,anc4,NA,Anc4,NA,20,25_D10,single,yes,yes,time0,2,2,80
data-raw/anc4-pilot-september2018/anc4-pilot-2018-09-26/anc4-pilot-setup-2018-09-26-plate25,data-raw/anc4-pilot-september2018/anc4-pilot-2018-09-26/anc4-pilot-setup-2018-09-26-,25,E10,2018-09-26T22:15:42Z,8,E10_11_Anc 4_N,NA,yx,NA,11,Anc 4,N,NA,20,25_E10,single,yes,yes,time0,5,5,200
data-raw/anc4-pilot-september2018/anc4-pilot-2018-09-26/anc4-pilot-setup-2018-09-26-plate25,data-raw/anc4-pilot-september2018/anc4-pilot-2018-09-26/anc4-pilot-setup-2018-09-26-,25,F10,2018-09-26T22:15:42Z,17,F10_21_Anc 4_B,NA,g,NA,21,Anc 4,B,NA,20,25_F10,single,yes,yes,time0,17,17,680
data-raw/anc4-pilot-september2018/anc4-pilot-2018-09-26/anc4-pilot-setup-2018-09-26-plate25,data-raw/anc4-pilot-september2018/anc4-pilot-2018-09-26/anc4-pilot-setup-2018-09-26-,25,G10,2018-09-26T22:15:42Z,0,G10_8_Anc 4_P,NA,y,NA,8,Anc 4,P,NA,20,25_G10,single,yes,yes,time0,6,6,240
data-raw/anc4-pilot-september2018/anc4-pilot-2018-09-26/anc4-pilot-setup-2018-09-26-plate25,data-raw/anc4-pilot-september2018/anc4-pilot-2018-09-26/anc4-pilot-setup-2018-09-26-,25,B11,2018-09-26T22:15:42Z,17,B11_21_Anc 4_B,NA,g,NA,21,Anc 4,B,NA,20,25_B11,single,yes,yes,time0,10,10,400
data-raw/anc4-pilot-september2018/anc4-pilot-2018-09-26/anc4-pilot-setup-2018-09-26-plate25,data-raw/anc4-pilot-september2018/anc4-pilot-2018-09-26/anc4-pilot-setup-2018-09-26-,25,C11,2018-09-26T22:15:42Z,3,C11_8_Anc 4_P,NA,y,NA,8,Anc 4,P,NA,20,25_C11,single,yes,yes,time0,NA,0,0
data-raw/anc4-pilot-september2018/anc4-pilot-2018-09-26/anc4-pilot-setup-2018-09-26-plate25,data-raw/anc4-pilot-september2018/anc4-pilot-2018-09-26/anc4-pilot-setup-2018-09-26-,25,D11,2018-09-26T22:15:42Z,10,D11_24_Anc 4_C,NA,gx,NA,24,Anc 4,C,NA,20,25_D11,single,yes,yes,time0,1,1,40
data-raw/anc4-pilot-september2018/anc4-pilot-2018-09-26/anc4-pilot-setup-2018-09-26-plate25,data-raw/anc4-pilot-september2018/anc4-pilot-2018-09-26/anc4-pilot-setup-2018-09-26-,25,E11,2018-09-26T22:15:42Z,2,E11_8_Anc 4_P,NA,y,NA,8,Anc 4,P,NA,20,25_E11,single,yes,yes,time0,1,1,40
data-raw/anc4-pilot-september2018/anc4-pilot-2018-09-26/anc4-pilot-setup-2018-09-26-plate25,data-raw/anc4-pilot-september2018/anc4-pilot-2018-09-26/anc4-pilot-setup-2018-09-26-,25,F11,2018-09-26T22:15:42Z,9,F11_20_Anc 4_L,NA,bx,NA,20,Anc 4,L,NA,20,25_F11,single,yes,yes,time0,1,1,40
data-raw/anc4-pilot-september2018/anc4-pilot-2018-09-26/anc4-pilot-setup-2018-09-26-plate25,data-raw/anc4-pilot-september2018/anc4-pilot-2018-09-26/anc4-pilot-setup-2018-09-26-,25,G11,2018-09-26T22:15:42Z,8,G11_anc4_NA_NA,NA,wx,NA,anc4,NA,Anc4,NA,20,25_G11,single,yes,yes,time0,5,5,200
data-raw/anc4-pilot-september2018/anc4-pilot-2018-09-26/anc4-pilot-setup-2018-09-28-plate1,data-raw/anc4-pilot-september2018/anc4-pilot-2018-09-26/anc4-pilot-setup-2018-09-28-,1,B02,2018-09-28T11:00:32Z,49,B02_35_Anc 4_BS,NA,w,NA,35,Anc 4,BS,NA,20,1_B02,single,yes,no,growth,1147,1147,45880
data-raw/anc4-pilot-september2018/anc4-pilot-2018-09-26/anc4-pilot-setup-2018-09-28-plate1,data-raw/anc4-pilot-september2018/anc4-pilot-2018-09-26/anc4-pilot-setup-2018-09-28-,1,C02,2018-09-28T11:00:32Z,109,C02_15_Anc 4_S,NA,b,NA,15,Anc 4,S,NA,20,1_C02,single,yes,no,growth,2261,2261,90440
data-raw/anc4-pilot-september2018/anc4-pilot-2018-09-26/anc4-pilot-setup-2018-09-28-plate1,data-raw/anc4-pilot-september2018/anc4-pilot-2018-09-26/anc4-pilot-setup-2018-09-28-,1,D02,2018-09-28T11:00:32Z,162,D02_21_Anc 4_B,NA,g,NA,21,Anc 4,B,NA,20,1_D02,single,yes,no,growth,483,483,19320
data-raw/anc4-pilot-september2018/anc4-pilot-2018-09-26/anc4-pilot-setup-2018-09-28-plate1,data-raw/anc4-pilot-september2018/anc4-pilot-2018-09-26/anc4-pilot-setup-2018-09-28-,1,E02,2018-09-28T11:00:32Z,102,E02_15_Anc 4_S,NA,b,NA,15,Anc 4,S,NA,20,1_E02,single,yes,no,growth,3049,3049,121960
data-raw/anc4-pilot-september2018/anc4-pilot-2018-09-26/anc4-pilot-setup-2018-09-28-plate1,data-raw/anc4-pilot-september2018/anc4-pilot-2018-09-26/anc4-pilot-setup-2018-09-28-,1,F02,2018-09-28T11:00:32Z,77,F02_anc4_NA_NA,NA,wx,NA,anc4,NA,Anc4,NA,20,1_F02,single,yes,no,growth,297,297,11880
data-raw/anc4-pilot-september2018/anc4-pilot-2018-09-26/anc4-pilot-setup-2018-09-28-plate1,data-raw/anc4-pilot-september2018/anc4-pilot-2018-09-26/anc4-pilot-setup-2018-09-28-,1,G02,2018-09-28T11:00:32Z,63,G02_11_Anc 4_N,NA,yx,NA,11,Anc 4,N,NA,20,1_G02,single,yes,no,growth,169,169,6760
data-raw/anc4-pilot-september2018/anc4-pilot-2018-09-26/anc4-pilot-setup-2018-09-28-plate2,data-raw/anc4-pilot-september2018/anc4-pilot-2018-09-26/anc4-pilot-setup-2018-09-28-,2,B02,2018-09-28T19:51:39Z,118,B02_35_Anc 4_BS,NA,w,NA,35,Anc 4,BS,NA,20,2_B02,single,yes,no,growth,714,714,28560
data-raw/anc4-pilot-september2018/anc4-pilot-2018-09-26/anc4-pilot-setup-2018-09-28-plate2,data-raw/anc4-pilot-september2018/anc4-pilot-2018-09-26/anc4-pilot-setup-2018-09-28-,2,C02,2018-09-28T19:51:39Z,179,C02_15_Anc 4_S,NA,b,NA,15,Anc 4,S,NA,20,2_C02,single,yes,no,growth,2219,2219,88760
data-raw/anc4-pilot-september2018/anc4-pilot-2018-09-26/anc4-pilot-setup-2018-09-28-plate2,data-raw/anc4-pilot-september2018/anc4-pilot-2018-09-26/anc4-pilot-setup-2018-09-28-,2,D02,2018-09-28T19:51:39Z,193,D02_21_Anc 4_B,NA,g,NA,21,Anc 4,B,NA,20,2_D02,single,yes,no,growth,223,223,8920
data-raw/anc4-pilot-september2018/anc4-pilot-2018-09-26/anc4-pilot-setup-2018-09-28-plate2,data-raw/anc4-pilot-september2018/anc4-pilot-2018-09-26/anc4-pilot-setup-2018-09-28-,2,E02,2018-09-28T19:51:39Z,195,E02_15_Anc 4_S,NA,b,NA,15,Anc 4,S,NA,20,2_E02,single,yes,no,growth,149,149,5960
data-raw/anc4-pilot-september2018/anc4-pilot-2018-09-26/anc4-pilot-setup-2018-09-28-plate2,data-raw/anc4-pilot-september2018/anc4-pilot-2018-09-26/anc4-pilot-setup-2018-09-28-,2,F02,2018-09-28T19:51:39Z,57,F02_anc4_NA_NA,NA,wx,NA,anc4,NA,Anc4,NA,20,2_F02,single,yes,no,growth,55,55,2200
data-raw/anc4-pilot-september2018/anc4-pilot-2018-09-26/anc4-pilot-setup-2018-09-28-plate2,data-raw/anc4-pilot-september2018/anc4-pilot-2018-09-26/anc4-pilot-setup-2018-09-28-,2,G02,2018-09-28T19:51:39Z,54,G02_11_Anc 4_N,NA,yx,NA,11,Anc 4,N,NA,20,2_G02,single,yes,no,growth,19,19,760
data-raw/anc4-pilot-september2018/anc4-pilot-2018-09-26/anc4-pilot-setup-2018-09-28-plate1,data-raw/anc4-pilot-september2018/anc4-pilot-2018-09-26/anc4-pilot-setup-2018-09-28-,1,B03,2018-09-28T11:00:32Z,147,B03_21_Anc 4_B,NA,g,NA,21,Anc 4,B,NA,20,1_B03,single,yes,no,growth,267,267,10680
data-raw/anc4-pilot-september2018/anc4-pilot-2018-09-26/anc4-pilot-setup-2018-09-28-plate1,data-raw/anc4-pilot-september2018/anc4-pilot-2018-09-26/anc4-pilot-setup-2018-09-28-,1,C03,2018-09-28T11:00:32Z,144,C03_15_Anc 4_S,NA,b,NA,15,Anc 4,S,NA,20,1_C03,single,yes,no,growth,1772,1772,70880
