well_plate,phosphate_concentration,population,cell_count,file_name,path,well,plate,date_time,RFU,plate_key,acclimation_level,p,phosphate_level,multitron,slot,population_new_color,start_time,days,size,ancestor_id,treatment,note,cells_per_ml
F10_28,50,23,731,imaging/phosphate-gen5-outputs/Rstar_BF_phosphate_plate28_test_190524,imaging/phosphate-gen5-outputs/Rstar_BF_phosphate_,F10,28,2019-05-24T08:57:56Z,48.5,1,HP,P,10,6,3,no,2019-05-24T08:57:56Z,0,48.5,anc5,L,NA,203414.44432125255
B10_29,50,2,669,imaging/phosphate-gen5-outputs/Rstar_BF_phosphate_plate29_test_190528_,imaging/phosphate-gen5-outputs/Rstar_BF_phosphate_,B10,29,2019-05-28T09:55:14Z,50.899999999999999,2,HP,P,10,6,10,no,2019-05-24T08:57:56Z,4.039791666666667,50.9,anc3,BS,NA,186161.7828329931
C10_29,50,anc2,696,imaging/phosphate-gen5-outputs/Rstar_BF_phosphate_plate29_test_190528_,imaging/phosphate-gen5-outputs/Rstar_BF_phosphate_,C10,29,2019-05-28T09:55:14Z,50.700000000000003,2,HP,P,10,6,10,no,2019-05-24T08:57:56Z,4.039791666666667,50.7,anc2,none,NA,193675.0386423964
D10_29,50,4,668,imaging/phosphate-gen5-outputs/Rstar_BF_phosphate_plate29_test_190528_,imaging/phosphate-gen5-outputs/Rstar_BF_phosphate_,D10,29,2019-05-28T09:55:14Z,52.200000000000003,2,HP,P,10,6,10,no,2019-05-24T08:57:56Z,4.039791666666667,52.2,anc3,S,NA,185883.5140993115
E10_29,50,22,819,imaging/phosphate-gen5-outputs/Rstar_BF_phosphate_plate29_test_190528_,imaging/phosphate-gen5-outputs/Rstar_BF_phosphate_,E10,29,2019-05-28T09:55:14Z,54.799999999999997,2,HP,P,10,6,10,no,2019-05-24T08:57:56Z,4.039791666666667,54.8,cc1690,C,NA,227902.0928852337
F10_29,50,anc2,740,imaging/phosphate-gen5-outputs/Rstar_BF_phosphate_plate29_test_190528_,imaging/phosphate-gen5-outputs/Rstar_BF_phosphate_,F10,29,2019-05-28T09:55:14Z,47.100000000000001,2,HP,P,10,6,10,no,2019-05-24T08:57:56Z,4.039791666666667,47.1,anc2,none,NA,205918.86292438698
B10_3,0.5,29,654,imaging/phosphate-gen5-outputs/Rstar_BF_phosphate_plate3_test_190527_,imaging/phosphate-gen5-outputs/Rstar_BF_phosphate_,B10,3,2019-05-27T09:06:45Z,80.599999999999994,3,LP,P,1,5,17,no,2019-05-24T09:36:16Z,2.9795023148148148,80.6,anc3,P,NA,181987.75182776904
C10_3,0.5,3,151,imaging/phosphate-gen5-outputs/Rstar_BF_phosphate_plate3_test_190527_,imaging/phosphate-gen5-outputs/Rstar_BF_phosphate_,C10,3,2019-05-27T09:06:45Z,81.599999999999994,3,LP,P,1,5,17,no,2019-05-24T09:36:16Z,2.9795023148148148,81.6,cc1690,N,NA,42018.57878592221
D10_3,0.5,7,108,imaging/phosphate-gen5-outputs/Rstar_BF_phosphate_plate3_test_190527_,imaging/phosphate-gen5-outputs/Rstar_BF_phosphate_,D10,3,2019-05-27T09:06:45Z,76.599999999999994,3,LP,P,1,5,17,no,2019-05-24T09:36:16Z,2.9795023148148148,76.6,anc3,B,NA,30053.023237613237
E10_3,0.5,5,96,imaging/phosphate-gen5-outputs/Rstar_BF_phosphate_plate3_test_190527_,imaging/phosphate-gen5-outputs/Rstar_BF_phosphate_,E10,3,2019-05-27T09:06:45Z,77.599999999999994,3,LP,P,1,5,17,no,2019-05-24T09:36:16Z,2.9795023148148148,77.6,anc5,C,NA,26713.798433433985
B10_30,50,29,928,imaging/phosphate-gen5-outputs/Rstar_BF_phosphate_plate30_test_190528_,imaging/phosphate-gen5-outputs/Rstar_BF_phosphate_,B10,30,2019-05-28T09:08:46Z,50.100000000000001,3,HP,P,10,4,10,no,2019-05-24T08:57:56Z,4.007523148148148,50.1,anc3,P,NA,258233.38485652854
C10_30,50,3,6048,imaging/phosphate-gen5-outputs/Rstar_BF_phosphate_plate30_test_190528_,imaging/phosphate-gen5-outputs/Rstar_BF_phosphate_,C10,30,2019-05-28T09:08:46Z,111,3,HP,P,10,4,10,no,2019-05-24T08:57:56Z,4.007523148148148,111,cc1690,N,NA,1682969.301306341
D10_30,50,7,639,imaging/phosphate-gen5-outputs/Rstar_BF_phosphate_plate30_test_190528_,imaging/phosphate-gen5-outputs/Rstar_BF_phosphate_,D10,30,2019-05-28T09:08:46Z,51.600000000000001,3,HP,P,10,4,10,no,2019-05-24T08:57:56Z,4.007523148148148,51.6,anc3,B,NA,177813.72082254497
E10_30,50,5,438,imaging/phosphate-gen5-outputs/Rstar_BF_phosphate_plate30_test_190528_,imaging/phosphate-gen5-outputs/Rstar_BF_phosphate_,E10,30,2019-05-28T09:08:46Z,61.600000000000001,3,HP,P,10,4,10,no,2019-05-24T08:57:56Z,4.007523148148148,61.6,anc5,C,NA,121881.70535254257
C10_4,1,23,294,imaging/phosphate-gen5-outputs/Rstar_BF_phosphate_plate4_test_190524_,imaging/phosphate-gen5-outputs/Rstar_BF_phosphate_,C10,4,2019-05-24T14:46:14Z,83.099999999999994,1,LP,P,2,5,19,no,2019-05-24T10:47:31Z,0.16577546296296297,83.1,anc5,L,NA,81811.00770239158
D10_4,1,19,324,imaging/phosphate-gen5-outputs/Rstar_BF_phosphate_plate4_test_190524_,imaging/phosphate-gen5-outputs/Rstar_BF_phosphate_,D10,4,2019-05-24T14:46:14Z,102,1,LP,P,2,5,19,no,2019-05-24T10:47:31Z,0.16577546296296297,102,anc2,B,NA,90159.0697128397
E10_4,1,8,716,imaging/phosphate-gen5-outputs/Rstar_BF_phosphate_plate4_test_190524_,imaging/phosphate-gen5-outputs/Rstar_BF_phosphate_,E10,4,2019-05-24T14:46:14Z,48.799999999999997,1,LP,P,2,5,19,no,2019-05-24T10:47:31Z,0.16577546296296297,48.8,anc4,P,NA,199240.41331602848
F10_4,1,23,345,imaging/phosphate-gen5-outputs/Rstar_BF_phosphate_plate4_test_190524_,imaging/phosphate-gen5-outputs/Rstar_BF_phosphate_,F10,4,2019-05-24T14:46:14Z,69.599999999999994,1,LP,P,2,5,19,no,2019-05-24T10:47:31Z,0.16577546296296297,69.6,anc5,L,NA,96002.71312015339
B10_5,1,2,281,imaging/phosphate-gen5-outputs/Rstar_BF_phosphate_plate5_test_190528_,imaging/phosphate-gen5-outputs/Rstar_BF_phosphate_,B10,5,2019-05-28T14:13:23Z,101,2,LP,P,2,5,20,no,2019-05-24T10:47:31Z,4.142962962962963,101,anc3,BS,NA,78193.51416453073
C10_5,1,anc2,211,imaging/phosphate-gen5-outputs/Rstar_BF_phosphate_plate5_test_190528_,imaging/phosphate-gen5-outputs/Rstar_BF_phosphate_,C10,5,2019-05-28T14:13:23Z,95.799999999999997,2,LP,P,2,5,20,no,2019-05-24T10:47:31Z,4.142962962962963,95.8,anc2,none,NA,58714.70280681845
D10_5,1,4,185,imaging/phosphate-gen5-outputs/Rstar_BF_phosphate_plate5_test_190528_,imaging/phosphate-gen5-outputs/Rstar_BF_phosphate_,D10,5,2019-05-28T14:13:23Z,116,2,LP,P,2,5,20,no,2019-05-24T10:47:31Z,4.142962962962963,116,anc3,S,NA,51479.715731096745
F10_5,1,anc2,300,imaging/phosphate-gen5-outputs/Rstar_BF_phosphate_plate5_test_190528_,imaging/phosphate-gen5-outputs/Rstar_BF_phosphate_,F10,5,2019-05-28T14:13:23Z,94.400000000000006,2,LP,P,2,5,20,no,2019-05-24T10:47:31Z,4.142962962962963,94.4,anc2,none,NA,83480.6201044812
B10_6,1,29,390,imaging/phosphate-gen5-outputs/Rstar_BF_phosphate_plate6_test_190524_,imaging/phosphate-gen5-outputs/Rstar_BF_phosphate_,B10,6,2019-05-24T10:47:31Z,86.799999999999997,3,LP,P,2,5,21,no,2019-05-24T10:47:31Z,0,86.8,anc3,P,NA,108524.80613582558
C10_6,1,3,388,imaging/phosphate-gen5-outputs/Rstar_BF_phosphate_plate6_test_190524_,imaging/phosphate-gen5-outputs/Rstar_BF_phosphate_,C10,6,2019-05-24T10:47:31Z,80.299999999999997,3,LP,P,2,5,21,no,2019-05-24T10:47:31Z,0,80.3,cc1690,N,NA,107968.26866846236
D10_6,1,7,283,imaging/phosphate-gen5-outputs/Rstar_BF_phosphate_plate6_test_190524_,imaging/phosphate-gen5-outputs/Rstar_BF_phosphate_,D10,6,2019-05-24T10:47:31Z,117,3,LP,P,2,5,21,no,2019-05-24T10:47:31Z,0,117,anc3,B,NA,78750.05163189395
E10_6,1,5,90,imaging/phosphate-gen5-outputs/Rstar_BF_phosphate_plate6_test_190524_,imaging/phosphate-gen5-outputs/Rstar_BF_phosphate_,E10,6,2019-05-24T10:47:31Z,102,3,LP,P,2,5,21,no,2019-05-24T10:47:31Z,0,102,anc5,C,NA,25044.18603134436
C10_7,2,23,383,imaging/phosphate-gen5-outputs/Rstar_BF_phosphate_plate7_test_190527_,imaging/phosphate-gen5-outputs/Rstar_BF_phosphate_,C10,7,2019-05-27T14:08:09Z,78.900000000000006,1,LP,P,3,5,8,no,2019-05-24T14:10:09Z,2.998611111111111,78.9,anc5,L,NA,106576.92500005434
D10_7,2,19,543,imaging/phosphate-gen5-outputs/Rstar_BF_phosphate_plate7_test_190527_,imaging/phosphate-gen5-outputs/Rstar_BF_phosphate_,D10,7,2019-05-27T14:08:09Z,90,1,LP,P,3,5,8,no,2019-05-24T14:10:09Z,2.998611111111111,90,anc2,B,NA,151099.922389111
E10_7,2,8,1736,imaging/phosphate-gen5-outputs/Rstar_BF_phosphate_plate7_test_190527_,imaging/phosphate-gen5-outputs/Rstar_BF_phosphate_,E10,7,2019-05-27T14:08:09Z,48.700000000000003,1,LP,P,3,5,8,no,2019-05-24T14:10:09Z,2.998611111111111,48.7,anc4,P,NA,483074.5216712646
F10_7,2,23,416,imaging/phosphate-gen5-outputs/Rstar_BF_phosphate_plate7_test_190527_,imaging/phosphate-gen5-outputs/Rstar_BF_phosphate_,F10,7,2019-05-27T14:08:09Z,78.599999999999994,1,LP,P,3,5,8,no,2019-05-24T14:10:09Z,2.998611111111111,78.6,anc5,L,NA,115759.79321154728
B10_8,2,2,737,imaging/phosphate-gen5-outputs/Rstar_BF_phosphate_plate8_test_190527_,imaging/phosphate-gen5-outputs/Rstar_BF_phosphate_,B10,8,2019-05-27T16:10:33Z,88.299999999999997,2,LP,P,3,5,9,no,2019-05-24T14:10:09Z,3.0836111111111113,88.3,anc3,BS,NA,205084.05672334216
C10_8,2,anc2,731,imaging/phosphate-gen5-outputs/Rstar_BF_phosphate_plate8_test_190527_,imaging/phosphate-gen5-outputs/Rstar_BF_phosphate_,C10,8,2019-05-27T16:10:33Z,82,2,LP,P,3,5,9,no,2019-05-24T14:10:09Z,3.0836111111111113,82,anc2,none,NA,203414.44432125255
D10_8,2,4,894,imaging/phosphate-gen5-outputs/Rstar_BF_phosphate_plate8_test_190527_,imaging/phosphate-gen5-outputs/Rstar_BF_phosphate_,D10,8,2019-05-27T16:10:33Z,91.5,2,LP,P,3,5,9,no,2019-05-24T14:10:09Z,3.0836111111111113,91.5,anc3,S,NA,248772.247911354
E10_8,2,22,938,imaging/phosphate-gen5-outputs/Rstar_BF_phosphate_plate8_test_190527_,imaging/phosphate-gen5-outputs/Rstar_BF_phosphate_,E10,8,2019-05-27T16:10:33Z,104,2,LP,P,3,5,9,no,2019-05-24T14:10:09Z,3.0836111111111113,104,cc1690,C,NA,261016.0721933446
F10_8,2,anc2,846,imaging/phosphate-gen5-outputs/Rstar_BF_phosphate_plate8_test_190527_,imaging/phosphate-gen5-outputs/Rstar_BF_phosphate_,F10,8,2019-05-27T16:10:33Z,89.900000000000006,2,LP,P,3,5,9,no,2019-05-24T14:10:09Z,3.0836111111111113,89.9,anc2,none,NA,235415.348694637
B10_9,2,29,1214,imaging/phosphate-gen5-outputs/Rstar_BF_phosphate_plate9_test_190524_,imaging/phosphate-gen5-outputs/Rstar_BF_phosphate_,B10,9,2019-05-24T14:10:09Z,74.5,3,LP,P,3,5,2,no,2019-05-24T14:10:09Z,0,74.5,anc3,P,NA,337818.24268946727
C10_9,2,3,1086,imaging/phosphate-gen5-outputs/Rstar_BF_phosphate_plate9_test_190524_,imaging/phosphate-gen5-outputs/Rstar_BF_phosphate_,C10,9,2019-05-24T14:10:09Z,76.200000000000003,3,LP,P,3,5,2,no,2019-05-24T14:10:09Z,0,76.2,cc1690,N,NA,302199.844778222
D10_9,2,7,547,imaging/phosphate-gen5-outputs/Rstar_BF_phosphate_plate9_test_190524_,imaging/phosphate-gen5-outputs/Rstar_BF_phosphate_,D10,9,2019-05-24T14:10:09Z,87.700000000000003,3,LP,P,3,5,2,no,2019-05-24T14:10:09Z,0,87.7,anc3,B,NA,152212.9973238374
E10_9,2,5,851,imaging/phosphate-gen5-outputs/Rstar_BF_phosphate_plate9_test_190524_,imaging/phosphate-gen5-outputs/Rstar_BF_phosphate_,E10,9,2019-05-24T14:10:09Z,76.799999999999997,3,LP,P,3,5,2,no,2019-05-24T14:10:09Z,0,76.8,anc5,C,NA,236806.69236304503
B11_1,0.5,24,45,imaging/phosphate-gen5-outputs/Rstar_BF_phosphate_plate1_test_190527_,imaging/phosphate-gen5-outputs/Rstar_BF_phosphate_,B11,1,2019-05-27T13:21:49Z,75.700000000000003,1,LP,P,1,5,15,no,2019-05-24T09:36:16Z,3.1566319444444444,75.7,anc4,C,NA,12522.09301567218
C11_1,0.5,anc5,70,imaging/phosphate-gen5-outputs/Rstar_BF_phosphate_plate1_test_190527_,imaging/phosphate-gen5-outputs/Rstar_BF_phosphate_,C11,1,2019-05-27T13:21:49Z,80.200000000000003,1,LP,P,1,5,15,no,2019-05-24T09:36:16Z,3.1566319444444444,80.2,anc5,none,NA,19478.811357712282
D11_1,0.5,11,68,imaging/phosphate-gen5-outputs/Rstar_BF_phosphate_plate1_test_190527_,imaging/phosphate-gen5-outputs/Rstar_BF_phosphate_,D11,1,2019-05-27T13:21:49Z,94.5,1,LP,P,1,5,15,no,2019-05-24T09:36:16Z,3.1566319444444444,94.5,anc4,N,NA,18922.273890349075
E11_1,0.5,24,118,imaging/phosphate-gen5-outputs/Rstar_BF_phosphate_plate1_test_190527_,imaging/phosphate-gen5-outputs/Rstar_BF_phosphate_,E11,1,2019-05-27T13:21:49Z,81.799999999999997,1,LP,P,1,5,15,no,2019-05-24T09:36:16Z,3.1566319444444444,81.8,anc4,C,NA,32835.71057442928
F11_1,0.5,1,88,imaging/phosphate-gen5-outputs/Rstar_BF_phosphate_plate1_test_190527_,imaging/phosphate-gen5-outputs/Rstar_BF_phosphate_,F11,1,2019-05-27T13:21:49Z,109,1,LP,P,1,5,15,no,2019-05-24T09:36:16Z,3.1566319444444444,109,anc2,N,NA,24487.648563981154
B11_10,4,24,1004,imaging/phosphate-gen5-outputs/Rstar_BF_phosphate_plate10_test_190524_,imaging/phosphate-gen5-outputs/Rstar_BF_phosphate_,B11,10,2019-05-24T11:10:42Z,57.700000000000003,1,LP,P,4,5,18,no,2019-05-24T11:10:42Z,0,57.7,anc4,C,NA,279381.80861633044
C11_10,4,anc5,1399,imaging/phosphate-gen5-outputs/Rstar_BF_phosphate_plate10_test_190524_,imaging/phosphate-gen5-outputs/Rstar_BF_phosphate_,C11,10,2019-05-24T11:10:42Z,68,1,LP,P,4,5,18,no,2019-05-24T11:10:42Z,0,68,anc5,none,NA,389297.958420564
D11_10,4,11,980,imaging/phosphate-gen5-outputs/Rstar_BF_phosphate_plate10_test_190524_,imaging/phosphate-gen5-outputs/Rstar_BF_phosphate_,D11,10,2019-05-24T11:10:42Z,62.600000000000001,1,LP,P,4,5,18,no,2019-05-24T11:10:42Z,0,62.6,anc4,N,NA,272703.35900797194
E11_10,4,24,183,imaging/phosphate-gen5-outputs/Rstar_BF_phosphate_plate10_test_190524_,imaging/phosphate-gen5-outputs/Rstar_BF_phosphate_,E11,10,2019-05-24T11:10:42Z,95.799999999999997,1,LP,P,4,5,18,no,2019-05-24T11:10:42Z,0,95.8,anc4,C,NA,50923.178263733535
F11_10,4,1,1090,imaging/phosphate-gen5-outputs/Rstar_BF_phosphate_plate10_test_190524_,imaging/phosphate-gen5-outputs/Rstar_BF_phosphate_,F11,10,2019-05-24T11:10:42Z,72.599999999999994,1,LP,P,4,5,18,no,2019-05-24T11:10:42Z,0,72.6,anc2,N,NA,303312.9197129484
B11_11,4,18,1294,imaging/phosphate-gen5-outputs/Rstar_BF_phosphate_plate11_test_190527_,imaging/phosphate-gen5-outputs/Rstar_BF_phosphate_,B11,11,2019-05-27T09:29:55Z,63,2,LP,P,4,4,9,no,2019-05-24T11:10:42Z,2.930011574074074,63,anc5,S,NA,360079.7413839956
C11_11,4,17,1417,imaging/phosphate-gen5-outputs/Rstar_BF_phosphate_plate11_test_190527_,imaging/phosphate-gen5-outputs/Rstar_BF_phosphate_,C11,11,2019-05-27T09:29:55Z,49.299999999999997,2,LP,P,4,4,9,no,2019-05-24T11:10:42Z,2.930011574074074,49.3,anc2,P,NA,394306.7956268329
D11_11,4,27,974,imaging/phosphate-gen5-outputs/Rstar_BF_phosphate_plate11_test_190527_,imaging/phosphate-gen5-outputs/Rstar_BF_phosphate_,D11,11,2019-05-27T09:29:55Z,69.099999999999994,2,LP,P,4,4,9,no,2019-05-24T11:10:42Z,2.930011574074074,69.1,anc3,N,NA,271033.7466058823
E11_11,4,18,1223,imaging/phosphate-gen5-outputs/Rstar_BF_phosphate_plate11_test_190527_,imaging/phosphate-gen5-outputs/Rstar_BF_phosphate_,E11,11,2019-05-27T09:29:55Z,72.599999999999994,2,LP,P,4,4,9,no,2019-05-24T11:10:42Z,2.930011574074074,72.6,anc5,S,NA,340322.6612926017
F11_11,4,26,1159,imaging/phosphate-gen5-outputs/Rstar_BF_phosphate_plate11_test_190527_,imaging/phosphate-gen5-outputs/Rstar_BF_phosphate_,F11,11,2019-05-27T09:29:55Z,78.900000000000006,2,LP,P,4,4,9,no,2019-05-24T11:10:42Z,2.930011574074074,78.9,anc3,L,NA,322513.46233697905
B11_12,4,anc4,1223,imaging/phosphate-gen5-outputs/Rstar_BF_phosphate_plate12_test_190527_,imaging/phosphate-gen5-outputs/Rstar_BF_phosphate_,B11,12,2019-05-27T15:24:06Z,60.600000000000001,3,LP,P,4,4,1,no,2019-05-24T11:10:42Z,3.175972222222222,60.6,anc4,none,NA,340322.6612926017
C11_12,4,15,1249,imaging/phosphate-gen5-outputs/Rstar_BF_phosphate_plate12_test_190527_,imaging/phosphate-gen5-outputs/Rstar_BF_phosphate_,C11,12,2019-05-27T15:24:06Z,70.400000000000006,3,LP,P,4,4,1,no,2019-05-24T11:10:42Z,3.175972222222222,70.4,anc4,S,NA,347557.64836832345
D11_12,4,10,997,imaging/phosphate-gen5-outputs/Rstar_BF_phosphate_plate12_test_190527_,imaging/phosphate-gen5-outputs/Rstar_BF_phosphate_,D11,12,2019-05-27T15:24:06Z,61,3,LP,P,4,4,1,no,2019-05-24T11:10:42Z,3.175972222222222,61,anc2,L,NA,277433.9274805592
E11_12,4,16,1187,imaging/phosphate-gen5-outputs/Rstar_BF_phosphate_plate12_test_190527_,imaging/phosphate-gen5-outputs/Rstar_BF_phosphate_,E11,12,2019-05-27T15:24:06Z,67.200000000000003,3,LP,P,4,4,1,no,2019-05-24T11:10:42Z,3.175972222222222,67.2,anc5,B,NA,330304.986880064
B11_13,6,24,1430,imaging/phosphate-gen5-outputs/Rstar_BF_phosphate_plate13_test_190524_,imaging/phosphate-gen5-outputs/Rstar_BF_phosphate_,B11,13,2019-05-24T11:34:31Z,52.700000000000003,1,LP,P,5,6,9,no,2019-05-24T11:34:31Z,0,52.7,anc4,C,NA,397924.2891646938
C11_13,6,anc5,1317,imaging/phosphate-gen5-outputs/Rstar_BF_phosphate_plate13_test_190524_,imaging/phosphate-gen5-outputs/Rstar_BF_phosphate_,C11,13,2019-05-24T11:34:31Z,49,1,LP,P,5,6,9,no,2019-05-24T11:34:31Z,0,49,anc5,none,NA,366479.92225867254
D11_13,6,11,1492,imaging/phosphate-gen5-outputs/Rstar_BF_phosphate_plate13_test_190524_,imaging/phosphate-gen5-outputs/Rstar_BF_phosphate_,D11,13,2019-05-24T11:34:31Z,57,1,LP,P,5,6,9,no,2019-05-24T11:34:31Z,0,57,anc4,N,NA,415176.95065295324
E11_13,6,24,1197,imaging/phosphate-gen5-outputs/Rstar_BF_phosphate_plate13_test_190524_,imaging/phosphate-gen5-outputs/Rstar_BF_phosphate_,E11,13,2019-05-24T11:34:31Z,52.299999999999997,1,LP,P,5,6,9,no,2019-05-24T11:34:31Z,0,52.3,anc4,C,NA,333087.67421688006
F11_13,6,1,2096,imaging/phosphate-gen5-outputs/Rstar_BF_phosphate_plate13_test_190524_,imaging/phosphate-gen5-outputs/Rstar_BF_phosphate_,F11,13,2019-05-24T11:34:31Z,57.399999999999999,1,LP,P,5,6,9,no,2019-05-24T11:34:31Z,0,57.4,anc2,N,NA,583251.265796642
B11_14,6,18,1136,imaging/phosphate-gen5-outputs/Rstar_BF_phosphate_plate14_test_190527_,imaging/phosphate-gen5-outputs/Rstar_BF_phosphate_,B11,14,2019-05-27T13:45:09Z,51.200000000000003,2,LP,P,5,6,2,no,2019-05-24T11:34:31Z,3.0907175925925925,51.2,anc5,S,NA,316113.2814623022
C11_14,6,17,1696,imaging/phosphate-gen5-outputs/Rstar_BF_phosphate_plate14_test_190527_,imaging/phosphate-gen5-outputs/Rstar_BF_phosphate_,C11,14,2019-05-27T13:45:09Z,42.5,2,LP,P,5,6,2,no,2019-05-24T11:34:31Z,3.0907175925925925,42.5,anc2,P,NA,471943.7723240004
D11_14,6,27,899,imaging/phosphate-gen5-outputs/Rstar_BF_phosphate_plate14_test_190527_,imaging/phosphate-gen5-outputs/Rstar_BF_phosphate_,D11,14,2019-05-27T13:45:09Z,57.899999999999999,2,LP,P,5,6,2,no,2019-05-24T11:34:31Z,3.0907175925925925,57.9,anc3,N,NA,250163.59157976203
E11_14,6,18,1624,imaging/phosphate-gen5-outputs/Rstar_BF_phosphate_plate14_test_190527_,imaging/phosphate-gen5-outputs/Rstar_BF_phosphate_,E11,14,2019-05-27T13:45:09Z,57.799999999999997,2,LP,P,5,6,2,no,2019-05-24T11:34:31Z,3.0907175925925925,57.8,anc5,S,NA,451908.42349892494
F11_14,6,26,1274,imaging/phosphate-gen5-outputs/Rstar_BF_phosphate_plate14_test_190527_,imaging/phosphate-gen5-outputs/Rstar_BF_phosphate_,F11,14,2019-05-27T13:45:09Z,53.200000000000003,2,LP,P,5,6,2,no,2019-05-24T11:34:31Z,3.0907175925925925,53.2,anc3,L,NA,354514.36671036354
B11_15,6,anc4,1665,imaging/phosphate-gen5-outputs/Rstar_BF_phosphate_plate15_test_190527_,imaging/phosphate-gen5-outputs/Rstar_BF_phosphate_,B11,15,2019-05-27T14:54:57Z,49.299999999999997,3,LP,P,5,6,15,no,2019-05-24T11:34:31Z,3.1391898148148147,49.3,anc4,none,NA,463317.4415798707
C11_15,6,15,2402,imaging/phosphate-gen5-outputs/Rstar_BF_phosphate_plate15_test_190527_,imaging/phosphate-gen5-outputs/Rstar_BF_phosphate_,C11,15,2019-05-27T14:54:57Z,202,3,LP,P,5,6,15,no,2019-05-24T11:34:31Z,3.1391898148148147,202,anc4,S,NA,668401.4983032129
D11_15,6,10,886,imaging/phosphate-gen5-outputs/Rstar_BF_phosphate_plate15_test_190527_,imaging/phosphate-gen5-outputs/Rstar_BF_phosphate_,D11,15,2019-05-27T14:54:57Z,60.799999999999997,3,LP,P,5,6,15,no,2019-05-24T11:34:31Z,3.1391898148148147,60.8,anc2,L,NA,246546.09804190116
E11_15,6,16,2379,imaging/phosphate-gen5-outputs/Rstar_BF_phosphate_plate15_test_190527_,imaging/phosphate-gen5-outputs/Rstar_BF_phosphate_,E11,15,2019-05-27T14:54:57Z,53.100000000000001,3,LP,P,5,6,15,no,2019-05-24T11:34:31Z,3.1391898148148147,53.1,anc5,B,NA,662001.317428536
B11_16,8,24,478,imaging/phosphate-gen5-outputs/Rstar_BF_phosphate_plate16_test_190528_,imaging/phosphate-gen5-outputs/Rstar_BF_phosphate_,B11,16,2019-05-28T10:41:51Z,49.299999999999997,1,HP,P,6,5,3,no,2019-05-27T16:59:17Z,0.7378935185185185,49.3,anc4,C,NA,133012.45469980672
C11_16,8,anc5,752,imaging/phosphate-gen5-outputs/Rstar_BF_phosphate_plate16_test_190528_,imaging/phosphate-gen5-outputs/Rstar_BF_phosphate_,C11,16,2019-05-28T10:41:51Z,52.100000000000001,1,HP,P,6,5,3,no,2019-05-27T16:59:17Z,0.7378935185185185,52.1,anc5,none,NA,209258.08772856623
D11_16,8,11,1140,imaging/phosphate-gen5-outputs/Rstar_BF_phosphate_plate16_test_190528_,imaging/phosphate-gen5-outputs/Rstar_BF_phosphate_,D11,16,2019-05-28T10:41:51Z,50.899999999999999,1,HP,P,6,5,3,no,2019-05-27T16:59:17Z,0.7378935185185185,50.9,anc4,N,NA,317226.3563970286
E11_16,8,24,580,imaging/phosphate-gen5-outputs/Rstar_BF_phosphate_plate16_test_190528_,imaging/phosphate-gen5-outputs/Rstar_BF_phosphate_,E11,16,2019-05-28T10:41:51Z,51.799999999999997,1,HP,P,6,5,3,no,2019-05-27T16:59:17Z,0.7378935185185185,51.8,anc4,C,NA,161395.86553533035
F11_16,8,1,589,imaging/phosphate-gen5-outputs/Rstar_BF_phosphate_plate16_test_190528_,imaging/phosphate-gen5-outputs/Rstar_BF_phosphate_,F11,16,2019-05-28T10:41:51Z,58,1,HP,P,6,5,3,no,2019-05-27T16:59:17Z,0.7378935185185185,58,anc2,N,NA,163900.28413846478
B11_17,8,18,1032,imaging/phosphate-gen5-outputs/Rstar_BF_phosphate_plate17_test_190527_,imaging/phosphate-gen5-outputs/Rstar_BF_phosphate_,B11,17,2019-05-27T16:59:17Z,46,2,HP,P,6,4,4,no,2019-05-27T16:59:17Z,0,46,anc5,S,NA,287173.33315941534
C11_17,8,17,2124,imaging/phosphate-gen5-outputs/Rstar_BF_phosphate_plate17_test_190527_,imaging/phosphate-gen5-outputs/Rstar_BF_phosphate_,C11,17,2019-05-27T16:59:17Z,37.899999999999999,2,HP,P,6,4,4,no,2019-05-27T16:59:17Z,0,37.9,anc2,P,NA,591042.790339727
D11_17,8,27,678,imaging/phosphate-gen5-outputs/Rstar_BF_phosphate_plate17_test_190527_,imaging/phosphate-gen5-outputs/Rstar_BF_phosphate_,D11,17,2019-05-27T16:59:17Z,49.700000000000003,2,HP,P,6,4,4,no,2019-05-27T16:59:17Z,0,49.7,anc3,N,NA,188666.20143612754
E11_17,8,18,1095,imaging/phosphate-gen5-outputs/Rstar_BF_phosphate_plate17_test_190527_,imaging/phosphate-gen5-outputs/Rstar_BF_phosphate_,E11,17,2019-05-27T16:59:17Z,51.5,2,HP,P,6,4,4,no,2019-05-27T16:59:17Z,0,51.5,anc5,S,NA,304704.26338135643
F11_17,8,26,2265,imaging/phosphate-gen5-outputs/Rstar_BF_phosphate_plate17_test_190527_,imaging/phosphate-gen5-outputs/Rstar_BF_phosphate_,F11,17,2019-05-27T16:59:17Z,262,2,HP,P,6,4,4,no,2019-05-27T16:59:17Z,0,262,anc3,L,NA,630278.6817888331
B11_18,8,anc4,1125,imaging/phosphate-gen5-outputs/Rstar_BF_phosphate_plate18_test_190528_,imaging/phosphate-gen5-outputs/Rstar_BF_phosphate_,B11,18,2019-05-28T09:32:14Z,40.799999999999997,3,HP,P,6,6,4,no,2019-05-27T16:59:17Z,0.6895486111111111,40.8,anc4,none,NA,313052.3253918045
