well_plate,mu,best.model,best.se,population,nitrate_concentration
C07_11,1.4904521642355246,gr.lag,0.1436253159009859,27,40
C07_12,1.07724300480663,gr,0.17528103808890888,7,40
C07_13,1.575504456296149,gr.sat,0.08716753432329855,11,60
C07_14,1.776217779001302,gr.lag,0.2044224796121123,27,60
C07_15,1.2407216166809425,gr,0.1284216974113946,7,60
C07_16,3.0853978308020937,gr.lagsat,0.24146211117595714,11,80
C07_17,1.969134876221128,gr.sat,0.313978036404454,27,80
C07_18,1.4294943164505163,gr.sat,0.13384752613085366,7,80
C07_19,2.298890629192087,gr.lagsat,0.06975820776590386,anc5,100
C07_2,0.6776925693995635,gr,0.10153583464226944,27,5
C07_20,1.7622237729222303,gr.sat,0.22490390910671595,27,100
C07_21,1.7367643796355872,gr.sat,0.20894307346022045,7,100
C07_22,1.5791082419009141,gr.sat,0.12751290897783046,11,400
C07_23,1.4774008170254218,gr,0.2213785589111545,27,400
C07_24,1.1123925097997607,gr,0.10330341391108923,7,400
C07_25,1.4177218014153201,gr.sat,0.08618230895570862,11,600
C07_26,1.233780065968257,gr,0.11790475533904152,27,600
C07_27,1.1572202181958535,gr,0.12401826627387029,7,600
C07_28,1.639085387859117,gr.sat,0.11983819416961246,11,1000
C07_29,1.3944746866875575,gr,0.15020376679943573,27,1000
C07_3,0.7133281600621584,gr,0.0720495076542155,7,5
C07_30,1.1976993240299922,gr,0.09846873507432506,7,1000
C07_4,0.7779451652257457,gr,0.15043729079285398,11,10
C07_5,1.2193054771715994,gr.lag,0.16450406043806026,27,10
C07_6,0.904017777502179,gr,0.1695852184681929,7,10
C07_7,1.3418785126568067,gr.sat,0.1270749875425316,11,20
C07_8,1.2974119021298371,gr.lag,0.21060201189988562,27,20
C07_9,0.9964441965901439,gr,0.14727502122047376,7,20
C08_11,1.0503406548707481,gr,0.12879285707217203,2,40
C08_12,1.3890087375686289,gr.sat,0.058521271021711056,16,40
C08_14,1.165058525325792,gr,0.14225182295588673,2,60
C08_15,1.0167229163454874,gr,0.10029207807336199,16,60
C08_17,1.731161609200848,gr.sat,0.13706907699704932,2,80
C08_18,2.2657173294469857,gr.lagsat,0.2142922197608829,16,80
C08_2,0.5704205292325094,gr,0.07806972500115716,2,5
C08_20,1.6672548917686436,gr.sat,0.18001327913996049,2,100
C08_21,1.5929232193061413,gr.sat,0.27273638924353183,16,100
C08_23,1.9392957044648618,gr.sat,0.10554577951698217,2,400
C08_24,1.018441740467304,gr,0.09278507376227914,16,400
C08_26,1.3329206874705306,gr.sat,0.14811154602614626,2,600
C08_27,1.053631402168375,gr,0.07584214300304838,16,600
C08_29,0.9902865385877826,gr,0.19633813020307683,2,1000
C08_3,0.7873419058116787,gr.sat,0.07307407930663737,16,5
C08_30,1.4161977754388013,gr.sat,0.09925431130734158,16,1000
C08_5,0.8714954441173046,gr.sat,0.05085151060630659,2,10
C08_6,1.0280891666955894,gr.sat,0.1596711340845329,16,10
C08_8,1.4669997760722384,gr.sat,0.13909713320342154,2,20
C08_9,1.2838773732154662,gr.sat,0.16547511541227228,16,20
C09_1,0.8430005749877758,gr,0.10642007689004444,6,5
C09_10,1.266590865792731,gr,0.09932090081620165,6,40
C09_11,1.3494332301350815,gr,0.08463975970962487,21,40
C09_12,1.2234329554586663,gr,0.09764283482502877,30,40
C09_13,1.2398966276675905,gr,0.1186401420499031,6,60
C09_14,1.4800157798554592,gr,0.05937995402037456,21,60
C09_15,1.6254467519216234,gr.sat,0.12768659398121723,30,60
C09_16,1.6056128094068873,gr.sat,0.15067622587967094,6,80
C09_17,1.9241330417071205,gr.sat,0.04773302303830148,21,80
C09_18,1.595779730280579,gr.sat,0.1637879533183794,30,80
C09_19,1.6749206138474102,gr.sat,0.17239721197042437,6,100
C09_2,1.2667816726423717,gr.sat,0.05982921287951103,21,5
C09_20,1.6078220085025738,gr.sat,0.0385253730204193,21,100
C09_21,1.078172441663947,gr,0.1388319168360169,30,100
C09_22,1.5871375460801105,gr.sat,0.08251088571247107,6,400
C09_23,1.62641971774013,gr.sat,0.09934514471826794,21,400
C09_24,1.2237572251047049,gr,0.07864862497621324,5,400
C09_25,1.2934581932101699,gr,0.06886880586614152,6,600
C09_26,1.7605074309262914,gr.sat,0.09433912676244091,21,600
C09_27,1.2185395942580521,gr,0.09771829537773237,30,600
C09_28,1.3878860450870807,gr,0.08730867858580295,6,1000
C09_29,1.3896089142297312,gr,0.14562512043299025,21,1000
C09_3,0.590017708918427,gr,0.1405199950552031,30,5
C09_30,1.2928147333229973,gr,0.0706593442801396,30,1000
C09_4,0.8454686961834298,gr,0.09245877054885598,6,10
C09_5,0.9984532076338948,gr,0.054670845897564206,21,10
C09_6,0.965473300689942,gr.sat,0.15968477782096743,30,10
C09_7,1.0008969553044544,gr,0.1137305681953915,6,20
C09_8,1.1751516773274906,gr,0.09809869068986433,21,20
C09_9,0.9311954857200301,gr,0.17167015951105583,30,20
C10_1,0.8386881442904109,gr.sat,0.1025368637073336,23,5
C10_10,1.0352973794553815,gr,0.1192217298257961,23,40
C10_11,1.3778046084230733,gr.sat,0.15539411229351988,anc2,40
C10_12,1.2028530643912878,gr.sat,0.10275877036396087,3,40
C10_13,1.4148036877435612,gr.sat,0.1032447174267906,23,60
C10_14,1.0822922359928422,gr,0.14305293617480264,anc2,60
C10_15,1.1495274221169607,gr,0.09110492455042557,3,60
C10_16,1.8501465901722345,gr.sat,0.2517056213920547,23,80
C10_17,1.663465957347695,gr.sat,0.18368336636475321,anc2,80
C10_18,1.5034365448116063,gr.sat,0.13650333576357956,3,80
C10_19,1.853088079461715,gr.sat,0.22240550443792823,23,100
C10_2,0.628019541649446,gr.sat,0.04255063328393576,anc2,5
C10_20,1.8015995594465901,gr.sat,0.2441567384340858,anc2,100
C10_21,1.7139153355904873,gr.sat,0.2241240947430413,3,100
C10_22,1.8707129592250697,gr.sat,0.2558497183025416,23,400
C10_23,1.2191348552111685,gr,0.14427761233489086,anc2,400
C10_24,1.1639915433379724,gr,0.11746157467350407,3,400
C10_25,1.2998747054904398,gr,0.15068698684163723,23,600
C10_26,1.2577295108272855,gr,0.12555787634987348,anc2,600
C10_27,1.374854065280022,gr.sat,0.07122029191550054,3,600
C10_28,1.9903042164900377,gr.sat,0.10519645914336014,23,1000
C10_29,1.1441910367097292,gr,0.13383713622909987,anc2,1000
C10_3,1.2578874122694867,gr.sat,0.12913010747882278,3,5
C10_30,1.1144839223962237,gr,0.09357891380224365,3,1000
C10_4,1.2538242641957265,gr.sat,0.12977013916315913,23,10
C10_5,1.0010024288241552,gr.sat,0.08072981561143766,anc2,10
C10_6,1.4912928788189233,gr.lagsat,0.05876014494890835,3,10
C10_7,1.2371449332546602,gr.sat,0.1349187554617863,23,20
C10_8,1.1380984743983436,gr.sat,0.10186617351812549,anc2,20
C10_9,1.474520938667391,gr.sat,0.22230396489153786,3,20
C11_1,0.54873249918712,gr,0.13167008494088153,anc5,5
C11_10,1.095043416494099,gr,0.09068975974127434,anc5,40
C11_11,1.1059054353944866,gr,0.1535533593196915,17,40
C11_12,1.3348990264776055,gr.sat,0.20373317343609298,15,40
C11_13,1.2399731796149214,gr,0.08708689519145799,anc5,60
C11_14,1.6728878337225712,gr.sat,0.13692641243916776,17,60
C11_15,0.9664175848459454,gr,0.14315696617742038,15,60
C11_16,2.0531097116423793,gr.lagsat,0.06649907271760755,anc5,80
C11_17,1.1049685040541883,gr,0.13509843793197593,17,80
C11_18,2.327572142457813,gr.lagsat,0.1832373086235711,15,80
C11_19,2.3819083225309123,gr.lagsat,0.13086702424045227,11,100
C11_2,0.9560743673454751,gr.sat,0.07473076718884102,17,5
C11_20,1.7429102965881873,gr.sat,0.1299775620086357,17,100
C11_21,1.1029648132569987,gr,0.23106198075884007,15,100
C11_22,1.6054891499342703,gr.sat,0.15099193523366472,anc5,400
C11_23,1.7193738114822212,gr.sat,0.04540211498126867,17,400
C11_24,1.343566845895405,gr,0.11904599518597414,15,400
C11_25,1.2498790087118916,gr,0.1296247027046773,anc5,600
C11_26,1.4965624576062977,gr,0.10705465025623202,17,600
C11_27,1.2865976605043787,gr,0.08704644313738694,15,600
C11_28,1.5024250933252628,gr.sat,0.11293596966561446,anc5,1000
C11_29,1.4329484039150917,gr,0.14074026527216552,17,1000
C11_3,0.35703946234804285,gr,0.07717448396237052,15,5
C11_30,1.179976367070301,gr,0.09530023352856075,15,1000
C11_4,0.7864385085085026,gr,0.10707353913659867,anc5,10
C11_5,0.8256918274135708,gr.sat,0.048779609956419924,17,10
C11_6,0.7040128798373885,gr.sat,0.12237785362651019,15,10
C11_7,0.8654813943297763,gr,0.12154681007274812,anc5,20
C11_8,1.048920997033792,gr,0.12616334158647025,17,20
C11_9,1.3645823144653275,gr.sat,0.13709270710579058,15,20
D02_1,1.0477081949595792,gr.lag,0.14269845610767207,24,5
D02_10,1.3625572910662473,gr.lag,0.17680510823732404,24,40
D02_11,1.3593360986495113,gr.sat,0.12678792837805503,18,40
D02_12,1.1449012902019118,gr,0.10403780821404332,29,40
D02_13,1.6562794391995928,gr.lag,0.1660271951174719,24,60
D02_14,1.2695713909260282,gr.sat,0.09513063061938129,18,60
D02_15,1.5062561289499345,gr.sat,0.09042632830749155,29,60
D02_16,1.5122843213913326,gr,0.26294576479010173,24,80
D02_17,1.6150104488633847,gr.sat,0.19391801925157515,18,80
D02_18,1.6313951315414528,gr.sat,0.1635813124510467,29,80
D02_19,2.2595259724389947,gr.lagsat,0.05277499659454147,24,100
D02_2,0.502650373628612,gr,0.11300701473193576,18,5
D02_20,1.0958812660664372,gr,0.14671265540239062,18,100
D02_21,1.2058980113281408,gr,0.14473273489174296,29,100
D02_22,1.4262792580398673,gr,0.14605431437766583,24,400
D02_23,1.2197436100808041,gr,0.17247859144405883,18,400
D02_24,1.4478197244854594,gr,0.1294964891618588,29,400
D02_25,1.4252833111085554,gr,0.1764355064948368,24,600
D02_26,1.5550909509741446,gr,0.20626278110811436,18,600
D02_27,1.4775009780806636,gr.sat,0.06022827043572574,29,600
D02_28,1.3469889564540294,gr,0.10320633384338704,24,1000
D02_29,1.5996284042387636,gr.sat,0.12451668414000014,18,1000
D02_3,1.185254000105692,gr.sat,0.11543846410119164,29,5
D02_30,1.5235321516648153,gr,0.0661614914628802,29,1000
D02_4,0.8621217416234854,gr,0.1401882697596363,24,10
D02_5,0.75443880953952,gr,0.12375263637627351,18,10
D02_6,1.2271519953058998,gr.sat,0.13093705412918943,29,10
D02_7,1.3522454351109074,gr.lag,0.17619243954134076,24,20
D02_8,0.7573577188626587,gr,0.11086816146074235,18,20
D02_9,1.5131908195418529,gr.sat,0.07516389105427201,29,20
D03_1,1.0839119927546357,gr,0.10831346684201988,8,5
D03_10,1.4711049553466022,gr.lag,0.09740372029303711,8,40
D03_11,1.249412266646011,gr.sat,0.08425008499712355,22,40
D03_12,0.9671954142818835,gr,0.13287200646956254,20,40
D03_13,1.2800233216763734,gr,0.10919762389937988,8,60
D03_14,1.360037797673905,gr.sat,0.09692720015950582,22,60
D03_15,1.1439369453690449,gr,0.1151496271680466,20,60
D03_16,1.5162208155023564,gr.sat,0.09139541995015771,8,80
D03_17,1.5076457782155437,gr.sat,0.13036129780493366,22,80
D03_18,1.1914386858824693,gr.sat,0.10701078221613623,20,80
D03_19,1.5190852449226733,gr.sat,0.0929935894590448,8,100
D03_2,0.8839621784300773,gr.sat,0.11888363266730521,22,5
D03_20,1.6869967441722233,gr.sat,0.20534232830079513,22,100
D03_21,2.2706284677818105,gr.lagsat,0.1210756222541284,20,100
D03_22,1.5629953699365673,gr.sat,0.09396754501661117,8,400
D03_23,1.862471628933739,gr.sat,0.15811059003096029,22,400
D03_24,1.2053282598028745,gr,0.14617903044381073,20,400
D03_25,1.5455300005118044,gr.sat,0.043164058828650716,8,600
D03_26,1.5320314927767493,gr,0.21657086650646407,22,600
D03_27,1.2282039897865422,gr,0.09847275999764593,20,600
D03_28,1.5153532876143294,gr.sat,0.0711424639008163,8,1000
D03_29,1.2307590614852981,gr,0.16761208047693338,22,1000
D03_3,0.6034169712762386,gr,0.10860988832533336,20,5
D03_30,1.6235927426909726,gr.sat,0.10085991220601967,20,1000
D03_4,1.1884484659784333,gr,0.09730895142725667,8,10
D03_5,0.6051213111125184,gr,0.093973643284375,22,10
D03_6,0.6909162410288131,gr,0.12984366450320076,20,10
D03_7,1.1725408859959856,gr,0.10091751453549926,8,20
D03_8,0.9935587481235071,gr.sat,0.1016074521495506,22,20
D03_9,0.6883193992998978,gr,0.09514806626162772,20,20
D04_1,0.6513970497032167,gr,0.09295778599608934,19,5
D04_10,1.128057694979455,gr,0.09747395027811104,19,40
D04_11,1.0921609023676044,gr,0.09325579711946333,4,40
D04_12,0.92075247440663,gr,0.11400792809469694,anc4,40
D04_13,1.260804804298182,gr,0.10757788248152768,19,60
D04_14,1.230447004471508,gr,0.13014422963354286,4,60
D04_15,1.300520116667909,gr.sat,0.06878286396550291,anc4,60
D04_16,1.0475757515120905,gr,0.15485833979032773,19,80
D04_17,1.6379652930593163,gr.sat,0.20172884420212597,4,80
D04_18,1.4546191605540526,gr.sat,0.11859927752354375,anc4,80
D04_19,1.0755976661496027,gr,0.19357405563522065,19,100
D04_2,0.6502408245286049,gr,0.04392674894541331,4,5
D04_20,1.6301341796439055,gr.sat,0.19054085976475293,4,100
D04_21,1.51722461262723,gr.sat,0.1546251855072567,anc4,100
D04_22,1.2760848600977803,gr,0.10561468249908824,19,400
D04_23,1.6662952968295524,gr.sat,0.15304928063353263,4,400
D04_24,1.4365124614519948,gr.sat,0.11631107268214623,anc4,400
D04_25,1.2395553805758055,gr,0.08128629184874571,19,600
D04_26,1.9801546333584732,gr.sat,0.1664746250622299,4,600
D04_27,1.0879630602491945,gr,0.07569507500285505,anc4,600
D04_28,1.2885721674303916,gr,0.052747373137381114,19,1000
D04_29,1.18054100516115,gr,0.14078564731470258,4,1000
D04_3,0.4698892771807551,gr,0.1048540548553765,anc4,5
D04_30,1.1496902362887162,gr,0.09120954317912972,anc4,1000
D04_4,1.0725715114954795,gr.sat,0.09472474121910804,19,10
D04_5,0.736632738510969,gr,0.09714061419032975,4,10
D04_6,0.9807007698797678,gr.sat,0.11375020465764842,anc4,10
D04_7,1.0202864058483836,gr,0.12550834027798477,19,20
D04_8,0.7696787969099739,gr,0.07206566184580131,4,20
D04_9,0.7686232801047179,gr,0.12326101627818796,anc4,20
D05_1,1.1650761588954288,gr.sat,0.13284375401484244,33,5
D05_10,1.1366490794993935,gr,0.11692159269232308,33,40
D05_11,1.1032771714333205,gr,0.09709229565544558,9,40
D05_12,0.9831129298182065,gr,0.11956879973912123,10,40
D05_13,1.0971459474310559,gr,0.10152993594482522,33,60
D05_14,1.1746090389775632,gr,0.12021920831632348,9,60
D05_15,1.1374443763319744,gr,0.10125525111822856,10,60
D05_16,0.9601301610746624,gr,0.16883691800087167,33,80
D05_17,1.5777561986833233,gr.sat,0.1779375230495395,9,80
D05_18,0.9106539855795727,gr,0.12453073409020939,10,80
D05_19,0.9972920911448822,gr,0.19751102027806564,33,100
D05_2,1.1832008462099286,gr.sat,0.10427577172622529,9,5
D05_20,1.6955081942294543,gr.sat,0.20432072118800562,9,100
D05_21,2.0750850165456662,gr.lagsat,0.16126676130455317,10,100
D05_22,1.2759874942243292,gr,0.12379930092729881,33,400
D05_23,1.2299130289165356,gr,0.15580412391837772,9,400
D05_24,1.1390783036856311,gr,0.14229048703888866,10,400
D05_25,1.1802867831223287,gr,0.08805725484459279,33,600
D05_26,1.3529118721100737,gr,0.1689257894105016,9,600
D05_27,1.163176560928757,gr,0.11041894572673777,10,600
D05_28,1.2623834203703035,gr,0.060673396682621644,33,1000
D05_29,0.9951811941718223,gr,0.15653879927601638,9,1000
D05_3,0.6720958953830146,gr,0.107482537566825,10,5
D05_30,1.0787376202560557,gr,0.06204873166104764,10,1000
D05_4,0.7023466250509532,gr,0.1149216315209546,33,10
D05_5,0.739726213945396,gr,0.06321567870448692,9,10
D05_6,1.398221931538088,gr.sat,0.07421419710397718,10,10
D05_7,0.8410397617474484,gr,0.10475695546190286,33,20
D05_8,1.2556532397457945,gr.lagsat,0.031717964636851406,9,20
D05_9,0.8278148538515763,gr,0.1071509185895146,10,20
D06_1,0.6549780221220058,gr,0.11929339115245262,14,5
D06_10,1.0749384084274873,gr,0.10938658391309068,14,40
D06_11,1.132086166216503,gr,0.11088677456453137,31,40
D06_12,0.9795016407108741,gr,0.1997039972791972,5,40
D06_13,1.144401945860443,gr,0.08778380662958775,14,60
D06_14,1.124759892359797,gr,0.1220339138017593,31,60
D06_15,1.0571583666634987,gr,0.1054991940828679,5,60
D06_16,1.481158601851223,gr.sat,0.19269951355275483,14,80
D06_17,1.5003434650167125,gr.sat,0.16489976158169686,31,80
D06_18,1.4058436979209195,gr.sat,0.18564112764111218,5,80
D06_19,1.0035724228416412,gr,0.16775954181061756,14,100
D06_2,0.67245931673658,gr,0.09728116856288165,31,5
D06_20,0.9917548901273667,gr,0.13712689136597564,31,100
D06_21,0.9733431123958693,gr,0.14403302369906304,5,100
D06_22,1.5378677609901983,gr.sat,0.09066953313927259,14,400
D06_23,1.1674129943877345,gr,0.1845970085557739,31,400
D06_24,1.1465987173440884,gr,0.09633026447714817,30,400
D06_25,1.1982431841952408,gr,0.07827351836665462,14,600
D06_26,1.2275768479056148,gr,0.09651552942126866,31,600
D06_27,1.6257087613546095,gr.sat,0.1382424385899633,5,600
D06_28,1.2554647573024793,gr,0.07935394458890042,14,1000
D06_29,1.092477428290617,gr,0.14234632164974148,31,1000
D06_3,0.5620716567156171,gr,0.10097256303043299,5,5
D06_30,1.15346404540383,gr,0.09776246948714468,5,1000
D06_4,1.4071063361610585,gr.lagsat,0.07700382760440826,14,10
D06_5,1.0834767063657884,gr.sat,0.08038928794599888,31,10
D06_6,0.6213359085831284,gr,0.09953599381637963,5,10
D06_7,0.9576996415503859,gr,0.14553291327358173,14,20
D06_8,0.7506062784230317,gr,0.09365051169499362,31,20
D06_9,1.0115255288024507,gr,0.1841852028784997,5,20
D07_1,0.5067399423510405,gr,0.10414588678979182,32,5
D07_10,1.0126455907755278,gr,0.1420244230902169,32,40
D07_11,1.0355509891211596,gr,0.10254306840960523,35,40
D07_12,1.0456037905835127,gr.sat,0.06671913553566447,anc3,40
D07_13,1.0878380867135842,gr,0.08153265241810116,32,60
D07_14,1.7067346353024495,gr.lagsat,0.036213364364786456,35,60
D07_15,1.0355645255431944,gr,0.08830540846513378,anc3,60
D07_16,1.4946630994621812,gr.sat,0.18950509380707714,32,80
D07_17,1.1235467927947191,gr,0.11366033911339814,35,80
D07_18,0.8380900770058722,gr,0.11562249396183281,anc3,80
D07_19,1.8338219550975572,gr.sat,0.21911043605345754,32,100
D07_2,0.8728760786432546,gr.sat,0.06282455463290537,35,5
D07_20,1.478995252155316,gr.sat,0.1790832770715043,35,100
D07_21,1.0338688341947873,gr,0.14173345761417092,anc3,100
D07_22,1.3928972649959113,gr,0.12076440811898399,32,400
D07_23,1.3812124176162541,gr,0.12044747228573129,35,400
D07_24,1.13777267669892,gr,0.12762565726630828,anc3,400
D07_25,1.3209956256976487,gr,0.07334419075627219,32,600
D07_26,1.3919973718451846,gr,0.09313095410921182,35,600
D07_27,1.1550278490058015,gr,0.05191393697157893,anc3,600
D07_28,1.2342062153648574,gr,0.08189100222402675,32,1000
D07_29,1.4727703588927061,gr,0.13734819753444336,35,1000
D07_3,0.5510914317532155,gr,0.09690343038053839,anc3,5
D07_30,1.1479572945470609,gr,0.06613796603745127,anc3,1000
D07_4,1.0139966148734132,gr.sat,0.09821635629734976,32,10
D07_5,1.6858866345665835,gr.lagsat,0.09813107134672971,35,10
D07_6,1.3152732547294708,gr.sat,0.09904158664734411,anc3,10
D07_7,1.3326360287895924,gr.sat,0.0912910210668788,32,20
D07_8,1.1454648364863675,gr.sat,0.03629927958756693,35,20
D07_9,0.8022058649368236,gr,0.13712438886914097,anc3,20
D08_1,0.3936309935856547,gr,0.07248017605835577,32,5
D08_10,0.9848631274105589,gr,0.09510873209605974,32,40
D08_11,1.1687745378872567,gr.sat,0.026579690138803583,35,40
D08_12,0.9889810312311894,gr,0.14675285872188473,20,40
D08_13,1.14963540477077,gr,0.10308789770800826,32,60
D08_14,1.327412418619999,gr,0.10559700740593074,35,60
D08_15,1.1428651420278402,gr,0.10473886458692512,20,60
D08_16,1.5007836460675537,gr.sat,0.17953165057459086,32,80
D08_17,1.4247824445245758,gr.sat,0.12546491366707604,35,80
D08_18,1.2483120091000146,gr.sat,0.12664647061662718,20,80
D08_19,1.6280200776493956,gr.sat,0.18528685273837026,32,100
D08_2,1.0707341845850773,gr.lagsat,0.03205509897446492,35,5
D08_20,1.87730080358005,gr.lagsat,0.07623315029562837,35,100
D08_21,1.6148541894324002,gr.sat,0.20286877104532844,20,100
D08_22,1.7731889271037984,gr.sat,0.1096265778034034,32,400
D08_23,1.5078555491068215,gr.sat,0.08197929772470791,35,400
D08_24,1.0752420956860091,gr,0.08149061155283903,20,400
D08_25,1.2212840830282847,gr,0.06618927609788607,32,600
D08_26,1.3513746110280875,gr,0.09531675829372105,35,600
D08_27,1.3169839774070373,gr.sat,0.05766761553117863,20,600
D08_28,1.2410942386835349,gr,0.08992406456641658,32,1000
D08_29,1.4169096696446668,gr,0.15140002816198989,35,1000
D08_3,0.5343212152668246,gr,0.10087294990747123,20,5
D08_30,1.1922052189733376,gr,0.07166225766678347,20,1000
D08_4,0.5530624652796327,gr,0.11008873330240176,32,10
D08_5,1.1781075561739045,gr.sat,0.09508043909690207,35,10
D08_6,0.970131505477187,gr.sat,0.11964592516397718,20,10
D08_7,0.7599414868775197,gr,0.11354700760102966,32,20
D08_8,1.0413828709593316,gr,0.061268032158952955,35,20
D08_9,0.7993125915458853,gr,0.09238179671406402,20,20
D09_1,0.6160360523835274,gr,0.11781480824214656,14,5
D09_10,1.1558294794751325,gr,0.07141365502753749,14,40
D09_11,0.9911720250509651,gr,0.09806614163281827,31,40
D09_12,1.4045486590926217,gr.sat,0.12296567455672504,3,40
D09_13,1.2720303072334023,gr,0.0819735940447823,14,60
D09_14,1.0441005486256887,gr,0.10639174231331644,31,60
D09_15,1.0595145573870872,gr,0.11718332799054942,3,60
D09_16,1.6092017321473138,gr.sat,0.222626079728935,14,80
D09_17,1.7343627963035575,gr.sat,0.23304225271380363,31,80
D09_18,1.4132145574489834,gr.sat,0.14156364940921395,3,80
D09_19,1.7495922231436776,gr.sat,0.1924037742321918,14,100
D09_2,1.053611202139718,gr.sat,0.08021599195908971,31,5
D09_20,1.5877448257170412,gr.sat,0.1213694898081031,31,100
D09_21,1.489176649363605,gr.sat,0.1465673272894026,3,100
D09_22,2.3807029827993422,gr.lagsat,0.1976757715402728,14,400
D09_23,1.931921487700246,gr.sat,0.23284255579353547,31,400
D09_24,1.083453919281229,gr,0.09008873490172896,3,400
D09_25,1.2184450051621494,gr,0.08125066014633942,14,600
D09_26,1.2501646929906198,gr,0.10937450179222369,31,600
D09_27,1.0880558381622258,gr,0.06902857744688605,3,600
D09_28,1.3014139209054718,gr,0.07438937965835381,14,1000
D09_29,1.118350714904387,gr,0.1590904515264068,31,1000
D09_3,0.8550055613083966,gr.sat,0.09634402842141719,3,5
D09_30,1.1980348759032617,gr,0.07377697218624468,3,1000
D09_4,0.8099867850086291,gr,0.0699628790720037,14,10
D09_5,0.780437618143254,gr,0.12519528714470773,31,10
D09_6,1.1837171279573087,gr.sat,0.1934490645656734,3,10
D09_7,0.8830303735578505,gr,0.08465976219220978,14,20
D09_8,0.8460446674239923,gr,0.11365710698586712,31,20
D09_9,1.2786282231471597,gr.sat,0.12904646861980382,3,20
D10_1,1.7285038245321536,gr.lagsat,0.2673239946212237,19,5
D10_10,1.156227055272018,gr,0.12867300994539344,19,40
D10_11,1.0636525806230797,gr,0.1270336264141347,4,40
D10_12,1.219207307691979,gr,0.16191924210343664,7,40
D10_13,1.5461868465201418,gr,0.13493196730304094,19,60
D10_14,1.0653495081180837,gr,0.12877702052917844,4,60
D10_15,1.0981447501258443,gr,0.08176215805996687,7,60
D10_16,2.6842887790246293,gr.lagsat,0.17211782102551978,19,80
D10_17,1.7590880200416266,gr.sat,0.21873097429812569,4,80
D10_18,1.3012033700354424,gr.sat,0.05363809253775148,7,80
D10_19,1.1252393286737934,gr,0.1880448626618955,19,100
D10_2,0.5500777847450026,gr,0.05934252746511379,4,5
D10_20,1.6342434998440984,gr.sat,0.1736740425503819,4,100
D10_21,1.5393587114386966,gr.sat,0.17914917347307674,7,100
D10_22,1.2965796069606639,gr,0.1743121747281996,19,400
D10_23,2.0335043345007002,gr.sat,0.2190235888763244,4,400
D10_24,1.1373726791337493,gr,0.07287561640183149,7,400
D10_25,1.3378579351754127,gr,0.08323344969438637,19,600
D10_26,1.238867550948226,gr,0.12767158065967246,4,600
D10_27,1.3595412822734456,gr.sat,0.09190062506343719,7,600
D10_28,1.2639672482695354,gr,0.059682220885369626,19,1000
D10_29,1.2355255036193173,gr,0.11833142743097863,4,1000
D10_3,0.706048248398282,gr,0.14238798596633437,7,5
D10_30,1.0743648451075545,gr,0.06287085334679483,7,1000
D10_4,0.6668492790903532,gr,0.061560437242264295,19,10
D10_5,0.7085668644079326,gr,0.06881266760335453,4,10
D10_6,1.1972849392937697,gr.lagsat,0.04021432917348578,7,10
D10_7,1.0295494407486652,gr,0.11858858443896304,19,20
D10_8,1.0955628648525941,gr.sat,0.053943728009236955,4,20
D10_9,0.9649309879634972,gr,0.13227035972624682,7,20
D11_1,0.9234050605224468,gr.sat,0.12073670299023893,11,5
D11_10,1.4256095423660755,gr.sat,0.09133339542449113,11,40
D11_11,0.8977498119263954,gr,0.12095916939915463,27,40
D11_12,1.0327132516138622,gr,0.1087305618495435,10,40
D11_13,1.45236733082893,gr.sat,0.07743087891263797,11,60
D11_14,1.1187507966300487,gr,0.13465070553069067,27,60
D11_15,1.265625469711071,gr,0.1389048419145793,10,60
D11_16,1.864976142177393,gr.sat,0.12377994923996513,11,80
D11_17,1.7709647605791554,gr.sat,0.222127062536029,27,80
D11_18,1.8736180840636059,gr.sat,0.12092217339734924,10,80
D11_19,1.62572503546906,gr.sat,0.22298693428155295,anc5,100
D11_2,0.8323824023499282,gr,0.0574848805659138,27,5
D11_20,1.145972708401433,gr,0.17823807766000693,27,100
D11_21,0.9473857426345833,gr,0.22100013153861578,10,100
D11_22,1.745040360788355,gr.sat,0.24522969143228096,11,400
D11_23,1.85075980724089,gr.sat,0.2675255088967956,27,400
D11_24,1.1227322451101895,gr,0.08711993163247489,10,400
D11_25,1.0774340841431091,gr,0.0892824151792294,11,600
D11_26,1.2047956881599566,gr,0.09654810203004087,27,600
D11_27,1.3471222690184619,gr.sat,0.08142481656937935,10,600
D11_28,1.3440447217836031,gr.sat,0.08056169633647994,11,1000
D11_29,1.3406182498889572,gr,0.1514269712698989,27,1000
D11_3,0.612470213870235,gr,0.07349289569308558,10,5
D11_30,1.114436282363262,gr,0.09670381813975865,10,1000
D11_4,1.0021778596182007,gr.sat,0.11516158705719275,11,10
D11_5,0.7129454765290935,gr,0.18703659469205397,27,10
D11_6,0.8794567546143393,gr.sat,0.10872137699494477,10,10
D11_7,1.4344735896747545,gr.sat,0.1536319373024486,11,20
D11_8,0.9836289041073064,gr,0.11263870970265025,27,20
D11_9,0.7407876297302328,gr,0.09909873590320459,10,20
E02_1,0.7331199478722833,gr,0.10816558891069346,1,5
E02_10,1.2209210429408976,gr.sat,0.049611889556691116,1,40
E02_11,0.9270559590657078,gr,0.09353300131516444,26,40
E02_12,0.9024547542356521,gr,0.09657220640660501,anc4,40
E02_13,1.19386730126515,gr,0.09787138922095996,1,60
