replicate,population,name,i_star,ancestor_id,treatment,note
105,22,1,1.5246513860175608,cc1690,C,NA
105,23,1,1.1603271889189224,anc5,L,NA
105,24,1,1.3990064766791028,anc4,C,NA
105,25,1,1.044412256431263,anc2,BS,NA
105,26,1,1.0807406142831866,anc3,L,NA
105,27,1,1.1200947656149352,anc3,N,NA
105,28,1,0.734074784099778,anc5,P,NA
105,29,1,2.181932631337288,anc3,P,NA
105,3,1,1.1938378106196268,cc1690,N,NA
105,30,1,0.788247254869875,anc5,N,NA
105,31,1,1.2799915817551784,cc1690,B,NA
105,32,1,1.5364810131827997,cc1690,S,NA
105,33,1,1.8101014280401886,cc1690,L,NA
105,35,1,1.4040047200017443,anc4,BS,NA
105,4,1,1.078118950221109,anc3,S,NA
105,5,1,2.444789523196615,anc5,C,NA
105,6,1,1.6681177049336096,cc1690,P,NA
105,7,1,2.143893780101234,anc3,B,NA
105,8,1,0.6528888471127767,anc4,P,NA
105,9,1,0.7886346620178036,cc1690,BS,NA
105,anc2,1,1.4175729111651014,anc2,none,NA
105,anc3,1,2.8877868294226086,anc3,none,NA
105,anc4,1,1.3716151514719666,anc4,none,NA
105,anc5,1,1.2491253047324409,anc5,none,NA
105,cc1690,1,1.6089042570097518,cc1690,none,NA
106,1,1,1.3023448600725005,anc2,N,NA
106,10,1,1.1911480702934707,anc2,L,NA
106,11,1,0.9646725034778878,anc4,N,NA
106,14,1,1.4831351838330573,anc2,S,NA
106,15,1,0.9517222800560075,anc4,S,NA
106,16,1,1.103063458310673,anc5,B,NA
106,17,1,1.6738847474802676,anc2,P,NA
106,18,1,1.2404758060108279,anc5,S,NA
106,19,1,1.5874327247218858,anc2,B,NA
106,2,1,0.8060381704678632,anc3,BS,NA
106,20,1,1.8541697357482323,anc4,L,NA
106,21,1,0.9294505156373832,anc4,B,NA
106,22,1,1.3385371109105402,cc1690,C,NA
106,23,1,1.2427578164929889,anc5,L,NA
106,24,1,1.2691808572265566,anc4,C,NA
106,25,1,1.1764839569690835,anc2,BS,NA
106,26,1,1.1806336855617354,anc3,L,NA
106,27,1,0.9082000784604113,anc3,N,NA
106,28,1,0.8812910763526027,anc5,P,NA
106,29,1,2.269800580509365,anc3,P,NA
106,3,1,1.2303711645384614,cc1690,N,NA
106,30,1,0.7653806992231761,anc5,N,NA
106,31,1,1.1733092642265461,cc1690,B,NA
106,32,1,1.545366832733279,cc1690,S,NA
106,33,1,1.8933398728761592,cc1690,L,NA
106,35,1,1.4815211036098617,anc4,BS,NA
106,4,1,1.3159672647038723,anc3,S,NA
106,5,1,2.4256841711399844,anc5,C,NA
106,6,1,1.7550470651241106,cc1690,P,NA
106,7,1,2.102859958395404,anc3,B,NA
106,8,1,0.6193674412837178,anc4,P,NA
106,9,1,0.6266407074295804,cc1690,BS,NA
106,anc2,1,1.541905450806387,anc2,none,NA
106,anc3,1,2.4322732641349853,anc3,none,NA
106,anc4,1,1.4458919881588834,anc4,none,NA
106,anc5,1,1.18335019723969,anc5,none,NA
106,cc1690,1,1.432634236743219,cc1690,none,NA
107,1,1,1.3193318349369647,anc2,N,NA
107,10,1,1.2827801294781267,anc2,L,NA
107,11,1,0.9777256678106953,anc4,N,NA
107,14,1,1.4501737570986155,anc2,S,NA
107,15,1,0.995474101626144,anc4,S,NA
107,16,1,0.7821670339533844,anc5,B,NA
107,17,1,1.5098309119046867,anc2,P,NA
107,18,1,1.2805678212702438,anc5,S,NA
107,19,1,1.5394407583604195,anc2,B,NA
107,2,1,0.6558462379807453,anc3,BS,NA
107,20,1,1.7085704911899948,anc4,L,NA
107,21,1,1.2684542825091671,anc4,B,NA
107,22,1,1.4519423244318137,cc1690,C,NA
107,23,1,1.1426331665505631,anc5,L,NA
107,24,1,1.740882706419059,anc4,C,NA
107,25,1,1.1552394902473482,anc2,BS,NA
107,26,1,1.1935270148595578,anc3,L,NA
107,27,1,1.0686298179458258,anc3,N,NA
107,28,1,0.7589887968039924,anc5,P,NA
107,29,1,2.392694627566903,anc3,P,NA
107,3,1,1.0716275254241494,cc1690,N,NA
107,30,1,0.7578630880066056,anc5,N,NA
107,31,1,1.0619690035068996,cc1690,B,NA
107,32,1,1.6677564634125304,cc1690,S,NA
107,33,1,1.9131763203353835,cc1690,L,NA
107,35,1,1.394245561464646,anc4,BS,NA
107,4,1,1.4706323593278676,anc3,S,NA
107,5,1,2.3977445569101867,anc5,C,NA
107,6,1,1.6810173385994482,cc1690,P,NA
107,7,1,2.0200955636319824,anc3,B,NA
107,8,1,0.5802571899159826,anc4,P,NA
107,9,1,0.8187836122268994,cc1690,BS,NA
107,anc2,1,1.4014836901587617,anc2,none,NA
107,anc3,1,2.2675185616095264,anc3,none,NA
107,anc4,1,1.5204902161488694,anc4,none,NA
107,anc5,1,1.2726697252885404,anc5,none,NA
107,cc1690,1,1.6282748615591651,cc1690,none,NA
108,1,1,1.3597032631332886,anc2,N,NA
108,10,1,1.1425453667048016,anc2,L,NA
108,11,1,0.9024948081477092,anc4,N,NA
108,14,1,1.4888346258417995,anc2,S,NA
108,15,1,0.9546450770727166,anc4,S,NA
108,16,1,1.1938242232904988,anc5,B,NA
108,17,1,1.4404851181856186,anc2,P,NA
108,18,1,1.2611869807840939,anc5,S,NA
108,19,1,1.6296694472855622,anc2,B,NA
108,2,1,0.7463031559052998,anc3,BS,NA
108,20,1,1.398560587877143,anc4,L,NA
108,21,1,0.7960378891185158,anc4,B,NA
108,22,1,1.3642037210266118,cc1690,C,NA
108,23,1,1.231309910434515,anc5,L,NA
108,24,1,1.468479880683256,anc4,C,NA
108,25,1,1.1747173848789367,anc2,BS,NA
108,26,1,0.8673468903145389,anc3,L,NA
108,27,1,0.9818556582529416,anc3,N,NA
108,28,1,0.7502448354625796,anc5,P,NA
108,29,1,2.5642588219707356,anc3,P,NA
108,3,1,1.3388797355498443,cc1690,N,NA
108,30,1,0.7786607691716659,anc5,N,NA
108,31,1,1.2010634704957976,cc1690,B,NA
108,32,1,1.605666003617225,cc1690,S,NA
108,33,1,1.9234989208505349,cc1690,L,NA
108,35,1,1.351124084301802,anc4,BS,NA
108,4,1,1.1775756719666344,anc3,S,NA
108,5,1,2.6078552983563,anc5,C,NA
108,6,1,1.9506686925077759,cc1690,P,NA
108,7,1,2.1664374366243773,anc3,B,NA
108,8,1,0.6328985550546132,anc4,P,NA
108,9,1,0.8341407648272611,cc1690,BS,NA
108,anc2,1,1.3469209519728595,anc2,none,NA
108,anc3,1,2.4361380655187452,anc3,none,NA
108,anc4,1,1.6827460720229552,anc4,none,NA
108,anc5,1,1.2391736826797735,anc5,none,NA
108,cc1690,1,1.4753206303776933,cc1690,none,NA
109,1,1,1.4206131310912702,anc2,N,NA
109,10,1,1.3188778712321048,anc2,L,NA
109,11,1,0.8574059910640329,anc4,N,NA
109,14,1,1.3994209636125798,anc2,S,NA
109,15,1,0.8283850779330328,anc4,S,NA
109,16,1,0.9206013415860652,anc5,B,NA
109,17,1,1.6027696114834797,anc2,P,NA
109,18,1,1.4175279901883338,anc5,S,NA
109,19,1,1.439198047784981,anc2,B,NA
109,2,1,0.6942449853180919,anc3,BS,NA
109,20,1,1.5604891370444678,anc4,L,NA
109,21,1,1.2151685954702494,anc4,B,NA
109,22,1,1.2238265489023337,cc1690,C,NA
109,23,1,1.2446077969903986,anc5,L,NA
109,24,1,1.605003650532547,anc4,C,NA
109,25,1,1.114380277394317,anc2,BS,NA
109,26,1,1.0529000218867761,anc3,L,NA
109,27,1,0.8906474859900656,anc3,N,NA
109,28,1,1.2080388356061853,anc5,P,NA
109,29,1,2.374552432006552,anc3,P,NA
109,3,1,1.2844344715766556,cc1690,N,NA
109,30,1,0.7887280039989204,anc5,N,NA
109,31,1,1.383785983573733,cc1690,B,NA
109,32,1,1.4641550998718922,cc1690,S,NA
109,33,1,2.0436995035775705,cc1690,L,NA
109,35,1,1.4669641268368827,anc4,BS,NA
109,4,1,1.3099373897638027,anc3,S,NA
109,5,1,2.59856344185884,anc5,C,NA
109,6,1,1.7563505635406262,cc1690,P,NA
109,7,1,2.1593886083530505,anc3,B,NA
109,8,1,0.6504921450217117,anc4,P,NA
109,9,1,0.7268024374585988,cc1690,BS,NA
109,anc2,1,1.3264179826996916,anc2,none,NA
109,anc3,1,2.610118518619557,anc3,none,NA
109,anc4,1,1.6162715109873198,anc4,none,NA
109,anc5,1,1.1774882684949788,anc5,none,NA
109,cc1690,1,1.6105095678896308,cc1690,none,NA
11,1,1,1.5554144098614473,anc2,N,NA
11,10,1,1.3096229504065984,anc2,L,NA
11,11,1,0.738545113051862,anc4,N,NA
11,14,1,1.5340562726247808,anc2,S,NA
11,15,1,0.883356839232812,anc4,S,NA
11,16,1,1.0443377846623454,anc5,B,NA
11,17,1,1.508718690510791,anc2,P,NA
11,18,1,1.1438746570381924,anc5,S,NA
11,19,1,1.5490750569973797,anc2,B,NA
11,2,1,0.7206626900993435,anc3,BS,NA
11,20,1,1.7901555044583823,anc4,L,NA
11,21,1,1.0411793164919394,anc4,B,NA
11,22,1,1.4813784568771275,cc1690,C,NA
11,23,1,1.324302431913102,anc5,L,NA
11,24,1,1.54893752778487,anc4,C,NA
11,25,1,1.64112197468434,anc2,BS,NA
11,26,1,1.0764613169963957,anc3,L,NA
11,27,1,1.2042275469612425,anc3,N,NA
11,28,1,0.7182064130182401,anc5,P,NA
11,29,1,2.184827937310384,anc3,P,NA
11,3,1,1.2926420649493933,cc1690,N,NA
11,30,1,0.7836678666034625,anc5,N,NA
11,31,1,1.2591734135649002,cc1690,B,NA
11,32,1,1.4057233987222304,cc1690,S,NA
11,33,1,1.8809228867329826,cc1690,L,NA
11,35,1,1.311872923554598,anc4,BS,NA
11,4,1,1.2420506503017397,anc3,S,NA
11,5,1,2.4956022425605546,anc5,C,NA
11,6,1,2.0772168301943164,cc1690,P,NA
11,7,1,1.9421978799817645,anc3,B,NA
11,8,1,0.6406589410352864,anc4,P,NA
11,9,1,0.6819451565536898,cc1690,BS,NA
11,anc2,1,1.5068221938121216,anc2,none,NA
11,anc3,1,2.7665667835224004,anc3,none,NA
11,anc4,1,1.5563888922334936,anc4,none,NA
11,anc5,1,1.1989929659900858,anc5,none,NA
11,cc1690,1,1.4876217480341292,cc1690,none,NA
110,1,1,1.2980724069826426,anc2,N,NA
110,10,1,1.2393991308043668,anc2,L,NA
110,11,1,1.0882303865023923,anc4,N,NA
110,14,1,1.4511256309267644,anc2,S,NA
110,15,1,0.9143211345046441,anc4,S,NA
110,16,1,1.1410841660657898,anc5,B,NA
110,17,1,1.5400092174154485,anc2,P,NA
110,18,1,1.1668003669452827,anc5,S,NA
110,19,1,0.9149017381688198,anc2,B,NA
110,2,1,0.7867568222380122,anc3,BS,NA
110,20,1,1.880083625881319,anc4,L,NA
110,21,1,0.9198419470751346,anc4,B,NA
110,22,1,1.6119496167577956,cc1690,C,NA
110,23,1,1.1808763066109895,anc5,L,NA
110,24,1,1.461116771932449,anc4,C,NA
110,25,1,1.0228466774841676,anc2,BS,NA
110,26,1,0.9706115094723554,anc3,L,NA
110,27,1,1.0679516232002682,anc3,N,NA
110,28,1,0.811914529879413,anc5,P,NA
110,29,1,2.431517668168911,anc3,P,NA
110,3,1,1.245436785486597,cc1690,N,NA
110,30,1,0.8233494717401763,anc5,N,NA
110,31,1,1.2914600778797742,cc1690,B,NA
110,32,1,1.5113935383215542,cc1690,S,NA
110,33,1,1.7537923173906076,cc1690,L,NA
110,35,1,1.3978019840675866,anc4,BS,NA
110,4,1,1.389016952879038,anc3,S,NA
110,5,1,2.496517205991582,anc5,C,NA
110,6,1,2.0906082909926713,cc1690,P,NA
110,7,1,1.9847984624015647,anc3,B,NA
110,8,1,0.6495048290420804,anc4,P,NA
110,9,1,0.8013142388545242,cc1690,BS,NA
110,anc2,1,1.5565566270338793,anc2,none,NA
110,anc3,1,2.1399951874089407,anc3,none,NA
110,anc4,1,1.6434987775959404,anc4,none,NA
110,anc5,1,1.1501318631586377,anc5,none,NA
110,cc1690,1,1.4636806756459184,cc1690,none,NA
111,1,1,1.4079220726138302,anc2,N,NA
111,10,1,1.2548063467642738,anc2,L,NA
111,11,1,0.9033007427310208,anc4,N,NA
111,14,1,1.42473103183591,anc2,S,NA
111,15,1,0.5688421372281707,anc4,S,NA
111,16,1,0.7873875508964727,anc5,B,NA
111,17,1,1.494603673972827,anc2,P,NA
111,18,1,1.3525197301570313,anc5,S,NA
111,19,1,1.2713789249226282,anc2,B,NA
111,2,1,0.8389951498870325,anc3,BS,NA
111,20,1,1.6492485273376172,anc4,L,NA
111,21,1,1.0835505503594067,anc4,B,NA
111,22,1,1.291535593019219,cc1690,C,NA
111,23,1,1.2147263336712342,anc5,L,NA
111,24,1,1.8175690866470704,anc4,C,NA
111,25,1,1.0864186561666418,anc2,BS,NA
111,26,1,1.1155450240011076,anc3,L,NA
111,27,1,1.1877766537189962,anc3,N,NA
111,28,1,0.9577395090369931,anc5,P,NA
111,29,1,2.3891523105186914,anc3,P,NA
111,3,1,1.1983265617204377,cc1690,N,NA
111,30,1,0.7308752380915616,anc5,N,NA
111,31,1,1.0074575351355168,cc1690,B,NA
111,32,1,1.3894293907182733,cc1690,S,NA
111,33,1,1.594731736127738,cc1690,L,NA
111,35,1,1.4052376363175938,anc4,BS,NA
111,4,1,1.445765187501659,anc3,S,NA
111,5,1,2.6369172383135666,anc5,C,NA
111,6,1,2.136716423652269,cc1690,P,NA
111,7,1,1.861720709610344,anc3,B,NA
111,8,1,0.5571403508875618,anc4,P,NA
111,9,1,0.8813286583256167,cc1690,BS,NA
111,anc2,1,1.4130801802030184,anc2,none,NA
111,anc3,1,2.7484938068977627,anc3,none,NA
111,anc4,1,1.555350852443244,anc4,none,NA
111,anc5,1,1.2677820283403287,anc5,none,NA
111,cc1690,1,1.3692890972045448,cc1690,none,NA
112,1,1,1.3712084499676531,anc2,N,NA
112,10,1,1.2210730625866726,anc2,L,NA
112,11,1,1.1321335687025582,anc4,N,NA
112,14,1,1.5937605757093714,anc2,S,NA
112,15,1,0.8204024171108748,anc4,S,NA
112,16,1,0.8447537835951112,anc5,B,NA
112,17,1,1.514998529040081,anc2,P,NA
112,18,1,1.2820112711000373,anc5,S,NA
112,19,1,1.553088326577929,anc2,B,NA
112,2,1,0.6315041377975239,anc3,BS,NA
112,20,1,1.7958132551810935,anc4,L,NA
112,21,1,0.9613712556894889,anc4,B,NA
112,22,1,1.3154916467495574,cc1690,C,NA
112,23,1,1.2508869554649444,anc5,L,NA
112,24,1,1.5869230087872843,anc4,C,NA
112,25,1,1.222862298492839,anc2,BS,NA
