population,well_plate,term,estimate,std.error,statistic,p.value
25,B02_1,K,34.245052450753924,4.404576481752454,7.774879739885638,2.383015799283985e-4
25,B02_1,r,1.3387793567944546,0.2975179166694794,4.499827680232584,0.0041046868717121154
6,C02_1,K,276.8519636476049,276.070300713773,1.0028313908877955,0.3546558660480375
6,C02_1,r,0.7562544304152078,0.08299110975985755,9.112475210941268,9.814801380448526e-5
24,D02_1,K,4e3,309739.3237344699,0.01291408514673803,0.9901150333299198
24,D02_1,r,0.581226208707894,0.14865595472699872,3.9098750519297725,0.007893535736439356
1,E02_1,K,59.18009145697516,10.296473701523917,5.747607692934357,0.0012070328376633992
1,E02_1,r,1.1151491172985906,0.1458836987897134,7.644096815135196,2.6168349872041243e-4
25,F02_1,K,64.24620311604612,7.76407442272697,8.274805162607004,1.6861507483461623e-4
25,F02_1,r,1.0605029914073307,0.10900958405965279,9.728529840339514,6.774741394391491e-5
11,G02_1,K,39.43468886625209,2.3207567935864173,16.99216780286188,2.656792708001987e-6
11,G02_1,r,1.5372234173102672,0.12588967252175204,12.210877878363341,1.8357970886956338e-5
25,B02_10,K,157.49305936092605,19.85694544197023,7.931383999678221,2.134194809409066e-4
25,B02_10,r,1.5240315583758703,0.1330664567807271,11.453161038827675,2.6591031998590992e-5
6,C02_10,K,226.25796001538856,52.26772807552441,4.32882714336572,0.004934985071025493
6,C02_10,r,1.307689974244456,0.1199392452297236,10.902936497055608,3.530792413878419e-5
24,D02_10,K,4e3,171233.83796551678,0.023359868864269242,0.9821207223088364
24,D02_10,r,0.7239593226210733,0.23769794096836677,3.045711374998486,0.022636204850709142
1,E02_10,K,236.02555840429906,25.742154362680782,9.168834708973419,9.478909808708217e-5
1,E02_10,r,1.4256612079779647,0.06412426863679421,22.232787028777537,5.414812760430355e-7
25,F02_10,K,216.64236734485405,9.079558490119103,23.860451758818087,3.5585948865364183e-7
25,F02_10,r,1.8220421101951574,0.041984684467388796,43.39778024556577,1.002010880316508e-8
11,G02_10,K,192.7440385911934,15.070410531801366,12.78956788764763,1.4030774981701494e-5
11,G02_10,r,1.3644868585462204,0.05197921869708496,26.25062270554563,2.016423480736312e-7
28,B02_11,K,884.843617815799,372.2047625749859,2.3773033200711255,0.05497001686523324
28,B02_11,r,1.248896879875272,0.0510387671122617,24.469573826661527,3.063211198363539e-7
21,C02_11,K,916.4504072714453,251.44123920546994,3.6447895745635845,0.010773098221696939
21,C02_11,r,1.4042939563948387,0.06325892404942118,22.19914387569619,5.463715172744876e-7
18,D02_11,K,152.92783023507494,15.461070697283658,9.891153932951273,6.164760960596327e-5
18,D02_11,r,1.6118926228729755,0.11391617672409277,14.149813215527864,7.78261210620403e-6
26,E02_11,K,196.8597247834252,38.99466339989249,5.04837604993836,0.0023373845028579598
26,E02_11,r,1.1562851698040517,0.1053202795021746,10.978751435806599,3.392895293535283e-5
28,F02_11,K,100.27095139281073,6.753084906182691,14.848169804737548,5.870094278890597e-6
28,F02_11,r,1.8774299103384726,0.16910184806753445,11.102361871223788,3.1812295722990325e-5
27,G02_11,K,4e3,147635.4527291921,0.0270937632259455,0.979263617542981
27,G02_11,r,0.8604288685923552,0.1977635739062254,4.350795505952726,0.004818409919627476
15,B02_12,K,150.21657587446722,25.467928173033375,5.898264470272989,0.001054884723489207
15,B02_12,r,1.5097313648349815,0.22982319422090117,6.569099215390157,5.964993795040248e-4
10,C02_12,K,152.3384789134192,45.36607044101049,3.357982682487454,0.015267699264729564
10,C02_12,r,1.3461768352693275,0.19553789060435506,6.884480706571278,4.6342978597951407e-4
29,D02_12,K,322.8913229696008,25.817749029934095,12.50656370527222,1.5978738035151302e-5
29,D02_12,r,1.4309342593148773,0.04317495686836842,33.14269111321876,5.020726101658671e-8
anc4,E02_12,K,141.23942525429337,41.33076832891285,3.417294934618712,0.014190814841185048
anc4,E02_12,r,1.172113578065745,0.17155980844285137,6.832098897197067,4.829587687382695e-4
15,F02_12,K,126.33329240098229,14.236465300054343,8.873922686448022,1.1397773921360753e-4
15,F02_12,r,1.343720287466778,0.15412685705313925,8.718274758587308,1.2589866582115414e-4
25,B02_13,K,215.88936713044774,31.75447602454043,6.798706644178432,4.959012800746453e-4
25,B02_13,r,1.7121137582346793,0.17446119342499136,9.81372260857996,6.446895248103372e-5
6,C02_13,K,329.9992899610154,121.44958437944236,2.717171010894575,0.0347731766738481
6,C02_13,r,1.3091792694804332,0.07940821153528331,16.486698845984307,3.1739745062590037e-6
24,D02_13,K,4e3,94748.45074999872,0.04221704912679065,0.9676954981521224
24,D02_13,r,0.9631197088843847,0.1796540381987575,5.360968885201745,0.0017265267825154662
1,E02_13,K,263.2821248927718,51.64389789325774,5.098029692432338,0.0022257061474766464
1,E02_13,r,1.4888686940506761,0.119166518465678,12.494018565118154,1.6072110070824757e-5
25,F02_13,K,291.9835089264649,18.892002672533923,15.455402690100406,4.640142272345549e-6
25,F02_13,r,1.7650819893176164,0.05605647447657111,31.487566883203385,6.81695487086634e-8
11,G02_13,K,280.89329045079194,21.843416808684452,12.859402579321522,1.3593445038222154e-5
11,G02_13,r,1.709820905835865,0.052530477232212706,32.549121879809796,5.592803147976471e-8
28,B02_14,K,189.59857948937835,39.50416242737919,4.7994582808310104,0.0030024088299990914
28,B02_14,r,1.6725812298501135,0.2481684234680504,6.739702039753838,5.197572350019757e-4
21,C02_14,K,898.4894640817852,103.36918024999811,8.692044010688589,1.280465574532938e-4
21,C02_14,r,1.6058823154033615,0.045356919767863955,35.40545353657707,3.384066297544729e-8
18,D02_14,K,170.29048377481308,23.649539275649147,7.200583562748448,3.631539138640883e-4
18,D02_14,r,1.5431939343725638,0.13974522226922204,11.04291015688228,3.281060193659874e-5
26,E02_14,K,167.09680015150826,35.24356302042553,4.741200543618893,0.0031874840361937897
26,E02_14,r,1.4857858576411074,0.21238382470495573,6.995758079529671,4.248782362035225e-4
28,F02_14,K,235.73072378608805,34.92250270726864,6.750109686068517,5.154552545834469e-4
28,F02_14,r,1.8514674203428032,0.16794729635987798,11.02409780015436,3.31340302202089e-5
27,G02_14,K,4e3,185997.6803980182,0.021505644540514495,0.983539650333654
27,G02_14,r,0.8496180472057518,0.28751341762510846,2.9550552952404368,0.02544554806548191
15,B02_15,K,196.78391443787467,49.45877020938444,3.9787466126793496,0.007293679039129999
15,B02_15,r,1.9420700521067684,0.5607238960613675,3.4635050614896956,0.013409733153968291
10,C02_15,K,227.58261190766095,54.80990928278013,4.152216540507239,0.005996236017073361
10,C02_15,r,1.436908851567442,0.16098422090212547,8.925774485941998,1.1030001297626198e-4
29,D02_15,K,249.40154544746585,17.567533554047795,14.196730843300447,7.633410096531947e-6
29,D02_15,r,1.7841632496794573,0.07790898191377353,22.900610505398415,4.5420385254088096e-7
anc4,E02_15,K,201.33538480555455,38.84369214148697,5.183219557816402,0.0020479213162534564
anc4,E02_15,r,1.4895982539985901,0.15636324309740623,9.526524421539705,7.63229931882485e-5
15,F02_15,K,198.6984189050647,24.24115553012353,8.196738751094188,1.777608942148812e-4
15,F02_15,r,1.4953274213321874,0.15759353782546592,9.48850721904762,7.807401809762638e-5
25,B02_16,K,387.4481695615842,50.08728785840766,7.735459157957723,2.4508601657625316e-4
25,B02_16,r,1.981976198579573,0.24600764584184565,8.056563412072784,1.9565942156525242e-4
6,C02_16,K,422.4724077070862,21.31155826426088,19.82362821472164,1.0688756640183468e-6
6,C02_16,r,1.5343569620047524,0.05319790178093235,28.842433829875404,1.150584901310027e-7
24,D02_16,K,382.7483175906462,123.2076233293454,3.1065311321485725,0.02094126169493452
24,D02_16,r,1.9105359532045414,0.3766223305153675,5.072816448749007,0.0022816389512625027
1,E02_16,K,376.5040170070737,27.203325168239655,13.840367480025881,8.856129207318147e-6
1,E02_16,r,1.9709216945619188,0.1155549229488499,17.056146499568367,2.598596076308483e-6
25,F02_16,K,320.4395597333971,27.242632512758146,11.762430065572053,2.2798093999048434e-5
25,F02_16,r,2.161475757405433,0.20629779272555474,10.477454600209517,4.4367232878475907e-5
11,G02_16,K,294.61720857082884,38.36901794964456,7.6785183545089435,2.5528262100877203e-4
11,G02_16,r,2.1824485986588495,0.3812220772743533,5.724874630196748,0.0012321012092992236
