population,treatment,ancestor_id,term,estimate,std.error,statistic,p.value,conf.low,conf.high
1,N,anc2,alpha,0.07554247525330951,0.019701605670439444,3.8343308924639814,5.192257842701753e-4,0.03550399530481613,0.11558095520180289
1,N,anc2,eopt,204.57503769852536,132.68992135258696,1.5417526486802526,0.1323906818484428,-65.08332641206931,474.23340180912004
1,N,anc2,ps,1.662932720635625,0.08507314059303578,19.5470945241177,4.5648712807492653e-20,1.4900432977750138,1.8358221434962363
10,L,anc2,alpha,0.047559281565191444,0.006243462819986017,7.617452515765595,1.1145399084548962e-8,0.03484176396850849,0.060276799161874395
10,L,anc2,eopt,123.9092363780102,9.485619942422721,13.062850623378715,2.2687836636407266e-14,104.58766083389928,143.23081192212112
10,L,anc2,ps,1.7959061548615365,0.04905395014644387,36.61083662987596,1.0807768227735143e-27,1.6959865281798154,1.8958257815432575
11,N,anc4,alpha,0.0844353671692132,0.020353272547335488,4.148490960008635,2.027388090419197e-4,0.04311602720502738,0.125754707133399
11,N,anc4,eopt,110.01599405048661,19.227179868893185,5.72189966498814,1.7958996861803741e-6,70.98274376075118,149.04924434022206
11,N,anc4,ps,1.7940284025408548,0.08501088583086935,21.103513803045246,1.7223145176419735e-21,1.6214471292280224,1.9666096758536873
14,S,anc2,alpha,0.1061484862838693,0.017086510495090825,6.212414542710001,3.239501628651405e-7,0.07152792749924851,0.14076904506849008
14,S,anc2,eopt,102.93046443166052,13.662491842149771,7.533798784355913,5.577887505328519e-9,75.24762643489997,130.61330242842106
14,S,anc2,ps,1.6271913757205783,0.04970633422648527,32.73609693900046,6.381337972490163e-29,1.526476775946068,1.7279059754950885
15,S,anc4,alpha,0.09824995130858745,0.013386452590887813,7.339506164274351,1.0050520758860278e-8,0.07112642196223407,0.12537348065494083
15,S,anc4,eopt,96.79843996948681,9.541899335245716,10.144567299293787,3.097991964588454e-12,77.46471545342948,116.13216448554414
15,S,anc4,ps,1.5596020325281987,0.041861650590783624,37.25610458541176,6.11477664063295e-31,1.474782271611195,1.6444217934452026
16,B,anc5,alpha,0.08563115700793082,0.011308261233752342,7.572442415138338,5.9119040914538225e-9,0.06269694023823791,0.10856537377762374
16,B,anc5,eopt,106.0567360374452,9.554437415524355,11.100259641150702,3.555070476706435e-13,86.6794388322771,125.43403324261331
16,B,anc5,ps,1.824734926438605,0.048460855997151955,37.65379065004227,1.6377463695121185e-30,1.7264517551084035,1.9230180977688065
17,P,anc2,alpha,0.06655101417127145,0.007044820804062684,9.446800141870476,2.778473459675612e-11,0.052263455360569644,0.08083857298197325
17,P,anc2,eopt,96.59599374254226,5.1561711533036165,18.734054954838363,3.768518604131986e-20,86.13879395849875,107.05319352658577
17,P,anc2,ps,1.8218122193068151,0.04307885493689163,42.29017279998921,2.7409640905832684e-32,1.7344442520401981,1.9091801865734321
18,S,anc5,alpha,0.06611550861501415,0.01115434682451,5.927331259750259,1.1947307803762097e-6,0.043421819367493106,0.0888091978625352
18,S,anc5,eopt,117.8349467906991,13.880781718965412,8.489071377709251,8.26439087422079e-10,89.59428404290885,146.07560953848937
