curve_id,mu,best.model,best.se,unique_id,plate,sheet,well,RFU,population,salt_level,incubator,location,time,ln.fluor,days
10_S2,1.0546005504818377,gr.sat,0.11966500218343219,20_A2,20,Sheet1,A2,386,10,S2,NA,NA,4.059560185185185,5.955837369464831,4.059560185185185
10_S2,1.0546005504818377,gr.sat,0.11966500218343219,20_A2,20,Sheet1,A2,482,10,S2,NA,NA,5.067569444444445,6.1779441140506,5.067569444444445
10_S2,1.0546005504818377,gr.sat,0.11966500218343219,20_A2,20,Sheet1,A2,524,10,S2,NA,NA,6.028032407407408,6.261491684321042,6.028032407407408
10_S2,1.0546005504818377,gr.sat,0.11966500218343219,20_A2,20,Sheet1,A2,740,10,S2,NA,NA,6.988599537037037,6.606650186198215,6.988599537037037
10_S2,1.0546005504818377,gr.sat,0.11966500218343219,20_A2,20,Sheet1,A2,824,10,S2,NA,NA,7.974479166666666,6.714170529909472,7.974479166666666
10_S3,0.7754461633062205,gr.sat,0.018499258970019212,27_A2,27,Sheet1,A2,4,10,S3,NA,NA,4.398148148148148e-4,1.3862943611198906,4.398148148148148e-4
10_S3,0.7754461633062205,gr.sat,0.018499258970019212,27_A2,27,Sheet1,A2,8,10,S3,NA,NA,1.0012847222222223,2.0794415416798357,1.0012847222222223
10_S3,0.7754461633062205,gr.sat,0.018499258970019212,27_A2,27,Sheet1,A2,15,10,S3,NA,NA,2.0411342592592594,2.70805020110221,2.0411342592592594
10_S3,0.7754461633062205,gr.sat,0.018499258970019212,27_A2,27,Sheet1,A2,44,10,S3,NA,NA,3.074444444444444,3.784189633918261,3.074444444444444
10_S3,0.7754461633062205,gr.sat,0.018499258970019212,27_A2,27,Sheet1,A2,87,10,S3,NA,NA,4.083564814814815,4.465908118654584,4.083564814814815
10_S3,0.7754461633062205,gr.sat,0.018499258970019212,27_A2,27,Sheet1,A2,188,10,S3,NA,NA,5.0431944444444445,5.236441962829949,5.0431944444444445
10_S3,0.7754461633062205,gr.sat,0.018499258970019212,27_A2,27,Sheet1,A2,391,10,S3,NA,NA,6.004004629629629,5.968707559985366,6.004004629629629
10_S3,0.7754461633062205,gr.sat,0.018499258970019212,27_A2,27,Sheet1,A2,437,10,S3,NA,NA,6.991585648148148,6.07993319509559,6.991585648148148
10_S4,0.25742444709308787,gr.sat,0.027675567487477203,34_A2,34,Sheet1,A2,11,10,S4,NA,NA,4.513888888888889e-4,2.3978952727983707,4.513888888888889e-4
10_S4,0.25742444709308787,gr.sat,0.027675567487477203,34_A2,34,Sheet1,A2,14,10,S4,NA,NA,1.0065625,2.6390573296152584,1.0065625
10_S4,0.25742444709308787,gr.sat,0.027675567487477203,34_A2,34,Sheet1,A2,19,10,S4,NA,NA,2.041354166666667,2.9444389791664403,2.041354166666667
10_S4,0.25742444709308787,gr.sat,0.027675567487477203,34_A2,34,Sheet1,A2,24,10,S4,NA,NA,3.081631944444444,3.1780538303479458,3.081631944444444
10_S4,0.25742444709308787,gr.sat,0.027675567487477203,34_A2,34,Sheet1,A2,26,10,S4,NA,NA,4.09369212962963,3.258096538021482,4.09369212962963
10_S4,0.25742444709308787,gr.sat,0.027675567487477203,34_A2,34,Sheet1,A2,25,10,S4,NA,NA,5.052708333333333,3.2188758248682006,5.052708333333333
10_S4,0.25742444709308787,gr.sat,0.027675567487477203,34_A2,34,Sheet1,A2,30,10,S4,NA,NA,6.011631944444445,3.4011973816621555,6.011631944444445
10_S4,0.25742444709308787,gr.sat,0.027675567487477203,34_A2,34,Sheet1,A2,26,10,S4,NA,NA,6.999456018518519,3.258096538021482,6.999456018518519
10_S6,-0.10767202257385096,gr,0.02560491406016466,48_A2,48,Sheet1,A2,18,10,S6,NA,NA,4.513888888888889e-4,2.8903717578961645,4.513888888888889e-4
10_S6,-0.10767202257385096,gr,0.02560491406016466,48_A2,48,Sheet1,A2,15,10,S6,NA,NA,1.0084027777777778,2.70805020110221,1.0084027777777778
10_S6,-0.10767202257385096,gr,0.02560491406016466,48_A2,48,Sheet1,A2,13,10,S6,NA,NA,2.0429166666666667,2.5649493574615367,2.0429166666666667
10_S6,-0.10767202257385096,gr,0.02560491406016466,48_A2,48,Sheet1,A2,11,10,S6,NA,NA,3.074189814814815,2.3978952727983707,3.074189814814815
10_S6,-0.10767202257385096,gr,0.02560491406016466,48_A2,48,Sheet1,A2,10,10,S6,NA,NA,4.087118055555556,2.302585092994046,4.087118055555556
10_S6,-0.10767202257385096,gr,0.02560491406016466,48_A2,48,Sheet1,A2,14,10,S6,NA,NA,5.047476851851852,2.6390573296152584,5.047476851851852
10_S6,-0.10767202257385096,gr,0.02560491406016466,48_A2,48,Sheet1,A2,9,10,S6,NA,NA,6.006111111111111,2.1972245773362196,6.006111111111111
10_S6,-0.10767202257385096,gr,0.02560491406016466,48_A2,48,Sheet1,A2,7,10,S6,NA,NA,6.992638888888888,1.9459101490553132,6.992638888888888
10_S7,-0.22519071629327594,gr,0.031056837121510916,55_A2,55,Sheet1,A2,22,10,S7,NA,NA,4.513888888888889e-4,3.091042453358316,4.513888888888889e-4
10_S7,-0.22519071629327594,gr,0.031056837121510916,55_A2,55,Sheet1,A2,20,10,S7,NA,NA,1.0028472222222222,2.995732273553991,1.0028472222222222
10_S7,-0.22519071629327594,gr,0.031056837121510916,55_A2,55,Sheet1,A2,18,10,S7,NA,NA,2.037048611111111,2.8903717578961645,2.037048611111111
10_S7,-0.22519071629327594,gr,0.031056837121510916,55_A2,55,Sheet1,A2,15,10,S7,NA,NA,3.0674421296296295,2.70805020110221,3.0674421296296295
10_S7,-0.22519071629327594,gr,0.031056837121510916,55_A2,55,Sheet1,A2,8,10,S7,NA,NA,4.082592592592593,2.0794415416798357,4.082592592592593
10_S7,-0.22519071629327594,gr,0.031056837121510916,55_A2,55,Sheet1,A2,6,10,S7,NA,NA,5.040497685185185,1.791759469228055,5.040497685185185
10_S7,-0.22519071629327594,gr,0.031056837121510916,55_A2,55,Sheet1,A2,8,10,S7,NA,NA,5.9991666666666665,2.0794415416798357,5.9991666666666665
10_S7,-0.22519071629327594,gr,0.031056837121510916,55_A2,55,Sheet1,A2,5,10,S7,NA,NA,6.985752314814815,1.6094379124341003,6.985752314814815
10_S8,-0.16893113067651094,gr,0.07531340107291441,62_A2,62,Sheet1,A2,11,10,S8,NA,NA,4.513888888888889e-4,2.3978952727983707,4.513888888888889e-4
10_S8,-0.16893113067651094,gr,0.07531340107291441,62_A2,62,Sheet1,A2,7,10,S8,NA,NA,1.0023842592592593,1.9459101490553132,1.0023842592592593
10_S8,-0.16893113067651094,gr,0.07531340107291441,62_A2,62,Sheet1,A2,6,10,S8,NA,NA,2.042291666666667,1.791759469228055,2.042291666666667
10_S8,-0.16893113067651094,gr,0.07531340107291441,62_A2,62,Sheet1,A2,2,10,S8,NA,NA,3.0740972222222225,0.6931471805599453,3.0740972222222225
10_S8,-0.16893113067651094,gr,0.07531340107291441,62_A2,62,Sheet1,A2,2,10,S8,NA,NA,4.092025462962963,0.6931471805599453,4.092025462962963
10_S8,-0.16893113067651094,gr,0.07531340107291441,62_A2,62,Sheet1,A2,3,10,S8,NA,NA,5.045613425925926,1.0986122886681098,5.045613425925926
10_S8,-0.16893113067651094,gr,0.07531340107291441,62_A2,62,Sheet1,A2,4,10,S8,NA,NA,6.0065277777777775,1.3862943611198906,6.0065277777777775
10_S8,-0.16893113067651094,gr,0.07531340107291441,62_A2,62,Sheet1,A2,3,10,S8,NA,NA,6.990613425925925,1.0986122886681098,6.990613425925925
10_S9,-0.30927586400606244,gr,0.05394743150589992,69_A2,69,Sheet1,A2,10,10,S9,NA,NA,4.513888888888889e-4,2.302585092994046,4.513888888888889e-4
10_S9,-0.30927586400606244,gr,0.05394743150589992,69_A2,69,Sheet1,A2,9,10,S9,NA,NA,1.0022916666666666,2.1972245773362196,1.0022916666666666
10_S9,-0.30927586400606244,gr,0.05394743150589992,69_A2,69,Sheet1,A2,5,10,S9,NA,NA,2.042210648148148,1.6094379124341003,2.042210648148148
10_S9,-0.30927586400606244,gr,0.05394743150589992,69_A2,69,Sheet1,A2,5,10,S9,NA,NA,3.0738310185185185,1.6094379124341003,3.0738310185185185
10_S9,-0.30927586400606244,gr,0.05394743150589992,69_A2,69,Sheet1,A2,2,10,S9,NA,NA,4.095046296296297,0.6931471805599453,4.095046296296297
10_S9,-0.30927586400606244,gr,0.05394743150589992,69_A2,69,Sheet1,A2,2,10,S9,NA,NA,5.045763888888889,0.6931471805599453,5.045763888888889
10_S9,-0.30927586400606244,gr,0.05394743150589992,69_A2,69,Sheet1,A2,1,10,S9,NA,NA,6.007604166666667,0,6.007604166666667
10_S9,-0.30927586400606244,gr,0.05394743150589992,69_A2,69,Sheet1,A2,2,10,S9,NA,NA,6.991226851851852,0.6931471805599453,6.991226851851852
11_S0,0.6377093922032385,gr,0.07400889976834174,5_B2,5,Sheet1,B2,9,11,S0,NA,NA,4.513888888888889e-4,2.1972245773362196,4.513888888888889e-4
11_S0,0.6377093922032385,gr,0.07400889976834174,5_B2,5,Sheet1,B2,18,11,S0,NA,NA,0.9985416666666667,2.8903717578961645,0.9985416666666667
11_S0,0.6377093922032385,gr,0.07400889976834174,5_B2,5,Sheet1,B2,91,11,S0,NA,NA,2.0001273148148146,4.51085950651685,2.0001273148148146
11_S0,0.6377093922032385,gr,0.07400889976834174,5_B2,5,Sheet1,B2,258,11,S0,NA,NA,3.037199074074074,5.552959584921617,3.037199074074074
11_S0,0.6377093922032385,gr,0.07400889976834174,5_B2,5,Sheet1,B2,398,11,S0,NA,NA,4.078912037037037,5.986452005284438,4.078912037037037
11_S0,0.6377093922032385,gr,0.07400889976834174,5_B2,5,Sheet1,B2,542,11,S0,NA,NA,5.082268518518519,6.295266001439646,5.082268518518519
11_S0,0.6377093922032385,gr,0.07400889976834174,5_B2,5,Sheet1,B2,767,11,S0,NA,NA,6.046550925925925,6.642486801367256,6.046550925925925
11_S0,0.6377093922032385,gr,0.07400889976834174,5_B2,5,Sheet1,B2,1344,11,S0,NA,NA,7.007685185185185,7.203405521083095,7.007685185185185
11_S0,0.6377093922032385,gr,0.07400889976834174,5_B2,5,Sheet1,B2,1442,11,S0,NA,NA,7.991956018518518,7.273786317844895,7.991956018518518
11_S1,0.8589634217805151,gr.sat,0.08088182714893749,12_B2,12,Sheet1,B2,14,11,S1,NA,NA,4.513888888888889e-4,2.6390573296152584,4.513888888888889e-4
11_S1,0.8589634217805151,gr.sat,0.08088182714893749,12_B2,12,Sheet1,B2,26,11,S1,NA,NA,0.9904050925925926,3.258096538021482,0.9904050925925926
11_S1,0.8589634217805151,gr.sat,0.08088182714893749,12_B2,12,Sheet1,B2,112,11,S1,NA,NA,1.992199074074074,4.718498871295094,1.992199074074074
11_S1,0.8589634217805151,gr.sat,0.08088182714893749,12_B2,12,Sheet1,B2,261,11,S1,NA,NA,3.0287037037037035,5.564520407322694,3.0287037037037035
11_S1,0.8589634217805151,gr.sat,0.08088182714893749,12_B2,12,Sheet1,B2,352,11,S1,NA,NA,4.070069444444445,5.863631175598097,4.070069444444445
11_S1,0.8589634217805151,gr.sat,0.08088182714893749,12_B2,12,Sheet1,B2,468,11,S1,NA,NA,5.07724537037037,6.148468295917647,5.07724537037037
11_S1,0.8589634217805151,gr.sat,0.08088182714893749,12_B2,12,Sheet1,B2,461,11,S1,NA,NA,6.037696759259259,6.133398042996649,6.037696759259259
11_S1,0.8589634217805151,gr.sat,0.08088182714893749,12_B2,12,Sheet1,B2,581,11,S1,NA,NA,6.998888888888889,6.364750756851911,6.998888888888889
11_S1,0.8589634217805151,gr.sat,0.08088182714893749,12_B2,12,Sheet1,B2,569,11,S1,NA,NA,7.984282407407407,6.343880434126331,7.984282407407407
11_S2,1.9593975970220605,gr.lagsat,0.08520575458327327,19_B2,19,Sheet1,B2,3,11,S2,NA,NA,4.513888888888889e-4,1.0986122886681098,4.513888888888889e-4
