light,population,well_plate,term,estimate,std.error,statistic,p.value,number_of_points
0.25,6,F04_1,days,0.22126747621090748,0.05970044085823088,3.7062955152432746,0.1677721291744598,3
0.25,8,B05_1,days,0.7085606955780749,0.2937510304159836,2.4121130556535424,0.2501959774716492,3
0.25,8,D03_1,days,1.1189156212611058,0.1871328933025287,5.979256781180682,0.1054950245607845,3
0.25,8,E10_1,days,0.9366722513720989,0.18223106374968395,5.140025153223765,0.1223272817691673,3
0.25,8,F06_1,days,1.0918394011998376,0.10162123997499045,10.74420467087929,0.05908217624007182,3
0.25,9,E08_2,days,1.0001685734943822,0.7434013457374804,1.3453951613474409,0.406917091786435,3
0.25,anc2,B06_2,days,0.19263732849314044,0.05240944225104147,3.67562256378167,0.16910749498779198,3
0.25,anc2,E05_2,days,0.4320616912014783,0.4287612418889687,1.0076976391288752,0.4975591716788747,3
0.25,anc3,B07_3,days,0.23401091352290898,0.056291180307017984,4.157150591737267,0.15028324909874977,3
0.25,anc3,F05_3,days,0.5721096104940493,0.12476674371520682,4.585433533473868,0.1366950030028726,3
0.25,anc4,E02_3,days,0.08221662211613673,0.4569962787133269,0.1799065461706114,0.886680142568766,3
0.25,anc5,E07_1,days,0.28354547722487927,0.2825624544693584,1.0034789574480691,0.49889453749220636,3
1.5,1,B09_4,days,0.14282360723159335,0.16102258979734005,0.8869786991461782,0.5380850819977874,3
1.5,1,C06_4,days,0.12075563930716453,0.13614265982193896,0.8869786991461814,0.5380850819977863,3
1.5,10,D11_6,days,0.28411998458086624,0.06303369670284906,4.5074301435984845,0.13898672771470477,3
1.5,15,E07_6,days,0.313950697375307,0.08483735002756847,3.700618858006369,0.16801771041017843,3
1.5,16,E04_6,days,0.49807688537735567,1.0242692659737034,0.48627533981883925,0.7118609766826978,3
1.5,16,E11_6,days,0.29652146674046126,0.323496570470642,0.9166139421789363,0.5276799389519635,3
1.5,17,C11_5,days,0.3320443742730094,0.3306050890449584,1.004353487818983,0.49861725385126365,3
1.5,17,F05_5,days,0.5439931089476208,0.28091185874035113,1.936525967208944,0.30345906961197117,3
1.5,18,E06_5,days,0.2346955946750531,0.2620614894557479,0.8955745278044149,0.5350353894852001,3
1.5,2,B10_5,days,0.1487408159610321,0.16608424128105154,0.8955745278044142,0.5350353894852005,3
1.5,20,B06_6,days,0.36799064890751987,0.0967037553036215,3.805339800425918,0.16359748397270207,3
1.5,20,E09_6,days,-9.793733685551282e-16,2.1727976637553614e-16,-4.507430143598485,0.13898672771470474,3
1.5,21,C02_5,days,0.5005537763406422,0.0248080363337314,20.17708171686451,0.03152583227049971,3
1.5,21,E09_5,days,0.3401370500775257,0.2125480539433672,1.6002830596047433,0.3555647570632962,3
1.5,22,E10_5,days,0.48526317869301416,0.10179063151969492,4.767267590820706,0.13163127718146853,3
1.5,27,D11_5,days,0.5625032846579634,0.11799280697837358,4.767267590820704,0.13163127718146858,3
1.5,28,B02_5,days,0.38165904173995363,0.21419305985738102,1.7818459757476675,0.32557584493593583,3
1.5,28,C05_5,days,0.4703519265644979,0.19558850638206932,2.4048035094950637,0.2508802347684531,3
1.5,28,F02_5,days,0.09997310599648662,0.2629257471409277,0.38023322966122913,0.7686836996078157,3
1.5,29,D02_6,days,0.39108332223233716,0.5558670681274585,0.7035554805392125,0.6096831914105876,3
1.5,29,E06_6,days,0.09285061660097782,0.101297408132652,0.9166139421789267,0.5276799389519669,3
1.5,3,C10_6,days,0.5894654535904003,0.3383265307071888,1.7422974555328752,0.3317097359811777,3
1.5,3,F09_6,days,0.5460936277892642,0.03333506978842827,16.381955437778377,0.03881287612190496,3
1.5,30,C03_6,days,0.25352436484787716,0.27658794306053197,0.9166139421789355,0.5276799389519639,3
1.5,30,E03_6,days,0.41283948057480935,0.03030598868086431,13.62237295480424,0.04664972193350894,3
1.5,31,B04_5,days,0.12575856800282942,0.1404222251733064,0.895574527804417,0.5350353894851994,3
1.5,31,D09_5,days,-9.205655106121893e-16,1.931012877029859e-16,-4.767267590820705,0.13163127718146855,3
1.5,32,D08_4,days,0.04707811042246339,0.2905809173552716,0.16201377176087753,0.8977473105395725,3
1.5,35,C04_5,days,0.5633672917988325,0.23852795998953671,2.3618501236649374,0.25497386890640755,3
1.5,4,B03_5,days,-9.205655106121893e-16,1.931012877029859e-16,-4.767267590820705,0.13163127718146855,3
1.5,4,D10_5,days,0.10893702667222414,0.12163926428244147,0.8955745278044165,0.5350353894851996,3
1.5,5,C04_6,days,0.2912327479590412,0.9954910069672985,0.29255186226771013,0.8188118304240821,3
1.5,5,E10_6,days,0.45017313977742157,0.49112621907898035,0.9166139421789393,0.5276799389519624,3
1.5,6,E09_4,days,0.2936409439178935,0.15959249726390842,1.8399420333170007,0.31693195479879965,3
1.5,7,B08_6,days,0.20905025708913857,0.6010685431919397,0.34779770037371993,0.7869160320494157,3
1.5,8,B05_4,days,0.522737099189952,0.10703957846619126,4.883587049579609,0.12858158466888137,3
1.5,8,D03_4,days,0.7592981373643529,0.06900763049568019,11.003104032269073,0.057699683839333916,3
1.5,8,E10_4,days,0.7463159750035189,0.18678499337252147,3.995588518800739,0.15612363453515035,3
1.5,8,F06_4,days,0.6658049589667704,0.1259329915890902,5.286978023513025,0.11900690589098135,3
1.5,anc2,F10_5,days,0.1487408159610321,0.16608424128105154,0.8955745278044142,0.5350353894852005,3
1.5,anc3,D07_6,days,0.07320253859557597,0.45286250764917796,0.16164406935688366,0.8979766639528112,3
1.5,anc4,D04_6,days,0.20905025708913857,0.6010685431919397,0.34779770037371993,0.7869160320494157,3
1.5,anc4,E02_6,days,0.16067374824689865,0.17529053492788035,0.9166139421789347,0.5276799389519642,3
1.5,cc1690,F07_6,days,0.2858533410093843,0.6166216261133497,0.4635798176771012,0.7236501419227475,3
5,1,B09_7,days,0.19120534301231282,0.05226158126084684,3.6586214653164237,0.16985662611189478,3
5,11,B07_7,days,0.3216709980283646,0.7122831725656081,0.4516054996353793,0.7299533674382324,3
5,14,B04_7,days,0.6128869158155001,0.4222046763051734,1.4516345986004662,0.3840236066061938,3
5,15,E07_9,days,0.26693532233564815,0.15897225840725912,1.6791314724346844,0.34195270311262094,3
5,17,B08_8,days,0.3879192883900312,0.19887684761607108,1.950550267866795,0.30159020271873294,3
5,17,F05_8,days,0.8705430166644806,0.23651183582905538,3.6807587815338194,0.16888244167172442,3
5,18,E06_8,days,0.12331149146457157,0.12245608627855947,1.0069854036006527,0.497784224994943,3
5,19,B03_7,days,0.461459663402373,0.13147894098984253,3.509761030384503,0.17670328573357838,3
5,19,D10_7,days,0.6477513034856469,0.24747236889166122,2.6174692002452216,0.23232531514930785,3
5,20,D03_9,days,0.6063765857394982,0.006358304058823706,95.3676609563838,0.006675181453266896,3
5,20,D08_9,days,0.21722215359593727,0.24026041833603495,0.9041112768401338,0.5320323360338819,3
5,21,C02_8,days,0.5302719581717894,0.05751167065049625,9.220249597586918,0.06877699676075547,3
5,21,C09_8,days,0.43092887588955253,0.28972804301071453,1.487356458185914,0.3768252631994887,3
5,21,E09_8,days,0.4837126379834018,0.3421456469850246,1.4137623618650728,0.391922320121132,3
5,21,F04_8,days,0.8308838631291103,0.18106702744889291,4.588819261218785,0.13659721477899434,3
5,22,B05_8,days,0.6515876897951519,0.003014622028859315,216.1424163816989,0.002945350758778362,3
5,24,E06_7,days,0.32592872453912247,0.32267867059380145,1.0100721065304383,0.4968100405547738,3
5,29,E06_9,days,0.3830388453944889,0.02847155995459075,13.453384570617029,0.04723355573769697,3
5,3,F09_9,days,1.0370913130028978,0.17269641530664756,6.005285698382283,0.10504604590120364,3
5,33,G03_7,days,0.2765613177724349,0.7246128657802705,0.3816676888211623,0.7678862265021642,3
5,5,C04_9,days,0.24862960321397642,0.14807036095480375,1.6791314724346953,0.34195270311261916,3
5,6,C09_7,days,0.8212124453311855,0.17764352579668372,4.622811001122992,0.13562303033882397,3
5,6,F04_7,days,0.3385941131550619,0.18586289611696888,1.8217412954868348,0.3195944439007031,3
5,7,D10_9,days,0.36496997156282496,0.12076006055954032,3.0222738368276802,0.20342418287650824,3
5,8,B05_7,days,0.9408973265351345,0.09768482306989873,9.63197042248694,0.06585849993572128,3
5,8,D03_7,days,0.9725234187030645,0.21546661815128781,4.513568862997685,0.1388036354708867,3
5,8,E10_7,days,0.720711849322263,0.08695905806205566,8.287944526813401,0.07644321719365925,3
5,8,F06_7,days,0.7755632445516201,0.08566873524073543,9.05304884415803,0.07003710615193429,3
5,anc2,B06_8,days,0.37133543492285803,0.07915442675561979,4.691278177900442,0.13370177001568243,3
5,anc2,C10_8,days,0.542800077850427,0.5390347028959401,1.0069854036006542,0.4977842249949425,3
5,anc4,E02_9,days,0.5657837511150218,0.04526222095641467,12.50013232138662,0.05082081164049896,3
12.5,1,C06_10,days,0.30884334135178276,0.4990298087958481,0.6188875612401139,0.647190558994835,3
12.5,10,C02_12,days,0.3321576810399263,0.1225102479591581,2.71126445806117,0.2249507545781063,3
12.5,10,F08_12,days,0.6825825315282217,0.5677872284852131,1.2021801429899512,0.4417159120885605,3
12.5,20,E09_12,days,0.8454553417332361,0.7032684299962709,1.2021801429899521,0.44171591208856026,3
12.5,27,D11_11,days,0.4568280242815707,0.1481119186953939,3.0843434364055504,0.1995959238300189,3
12.5,28,B02_11,days,1.2111357249647705,0.698499067020177,1.733911728946927,0.33303739698492196,3
12.5,32,C04_10,days,0.5000686510077803,0.5552429667916207,0.9006303202674389,0.5332537876515993,3
12.5,32,D07_10,days,0.33791672079492513,0.16661520196650387,2.028126586329497,0.29162592601813303,3
12.5,32,D08_10,days,0.33966122561060497,0.07224158160175276,4.701741269772587,0.1334128790150677,3
12.5,4,B03_11,days,0.8334361576475567,0.8809373652331589,0.9460787912282164,0.5176347059308006,3
12.5,4,D04_11,days,0.4109476552513568,0.06706657474686961,6.127458526134706,0.10298828785738799,3
12.5,4,F03_11,days,0.5504995779508806,0.17848193280072114,3.084343436405549,0.19959592383001898,3
12.5,5,C04_12,days,0.6035502673441338,0.22260840898409953,2.7112644580611693,0.22495075457810632,3
12.5,6,C02_10,days,0.7409646676792843,0.06432190425193994,11.519632017998548,0.05512570547059198,3
12.5,6,C09_10,days,0.8355165980964991,0.1297579536387335,6.4390395707280375,0.09808518596647732,3
12.5,6,F04_10,days,0.9177508923815818,0.17706063289501972,5.1832577201151295,0.12133160093134825,3
12.5,8,B05_10,days,1.3109204319256291,0.07656264182679035,17.12219433194793,0.03713878035124202,3
12.5,8,D03_10,days,0.962076789407974,0.09325491649360682,10.316633434269711,0.061515913640880986,3
12.5,8,E10_10,days,0.8895541510455911,0.1284922570025623,6.92301755605283,0.09132531964644662,3
12.5,8,F06_10,days,1.0507804930903308,0.08397408705769485,12.51315173415802,0.05076815871566823,3
12.5,anc3,F05_12,days,0.45941544688409613,0.056303407971411416,8.159638349376092,0.07763345710930064,3
27.5,2,E04_14,days,1.3441870897723731,0.09475901953975856,14.185320788470012,0.044804649311469845,3
27.5,21,C02_14,days,1.6034778262759797,0.10421457768638405,15.386310263630987,0.041317616187429865,3
27.5,21,C09_14,days,1.4195059179689913,0.23507452834007808,6.038535642259878,0.10447798935037068,3
27.5,21,F04_14,days,1.5573736324244134,0.27782739445683025,5.605543814241844,0.11238739254712131,3
27.5,4,D04_14,days,1.1131644425089455,0.004073173994855971,273.29165017619323,0.002329441571857776,3
27.5,anc3,D07_15,days,1.380842491476158,0.16923323431928702,8.15940495984947,0.07763565576627587,3
50,28,C05_17,days,1.4236169831316732,0.27976871666140213,5.088549570946652,0.12353405787030348,3
50,3,F09_18,days,1.4137771952179818,0.3207100320234291,4.408272439431205,0.142011420591045,3
82.5,15,B02_21,days,2.3298501526565443,2.3621025445574396e-16,9863458968048578,6.454325753570123e-17,3
125,30,E03_24,days,1.9856158954527743,0.0020976351378846365,946.5973655719611,6.725346580250339e-4,3
175,35,D07_26,days,1.5127574781287305,0.37157462487551474,4.0712077113326455,0.15333561544605506,3
0.25,17,C11_2,days,0.25948532099309524,0.21220855566104793,1.2227844451642211,0.345945741203199,4
0.25,18,E06_2,days,0.24150471819659355,0.2973413657057239,0.8122136576032567,0.5019709291362757,4
0.25,18,E11_2,days,0.0448213292330487,0.22977655015823475,0.19506485410361787,0.8633619742617122,4
0.25,2,B10_2,days,0.05504040678793504,0.2735654762321618,0.20119646508766661,0.8591508685981418,4
0.25,20,E09_3,days,0.09571105969088207,0.08739425812713887,1.0951641645798302,0.3877257385071107,4
0.25,21,C09_2,days,0.26570126842529346,0.082150474343276,3.2343242147942757,0.08375912237510315,4
0.25,22,B05_2,days,0.2276430025570486,0.12702997343003677,1.792041645056516,0.21499876276773644,4
0.25,22,D03_2,days,0.017982580595950502,0.20269721485893905,0.08871646612640895,0.937391056901534,4
0.25,24,E11_1,days,0.2349987418927822,0.07510784213254267,3.128817647005227,0.08876044882421581,4
0.25,26,C06_2,days,0.11771724884921485,0.2867649725742242,0.4105007937074524,0.7212382410024064,4
0.25,27,G02_2,days,0.19966737961651912,0.1460108897013593,1.3674827954607025,0.3048702550080242,4
0.25,3,B03_3,days,0.22492211170319173,0.22762506876742392,0.9881253981432339,0.4272474750948142,4
0.25,30,E03_3,days,-0.007859254526955918,0.3209890277870217,-0.02448449587557424,0.982689441117129,4
0.25,30,E08_3,days,0.2151420750507068,0.2676676201444055,0.8037657858452906,0.5058812216272289,4
0.25,32,C04_1,days,0.07362444779324748,0.13912205308376563,0.5292075998110671,0.6495283692080666,4
0.25,35,D08_2,days,0.03318779751562592,0.07322619101362048,0.45322304842338185,0.6948121733812171,4
0.25,4,D04_2,days,0.22465940704718151,0.2520932054111179,0.8911759707319485,0.466867519149723,4
0.25,9,C03_2,days,0.21204758625387438,0.45268529235428445,0.46842163824469885,0.685574822073596,4
0.25,9,G03_2,days,0.2203232149371575,0.0676212194705221,3.258196416188594,0.08268370446775918,4
0.25,anc2,F10_2,days,0.17196250615969802,0.16267235706060745,1.0571095745273384,0.4012877792608571,4
0.25,anc3,C06_3,days,0.3831290669519733,0.2972520771746248,1.2889029089169286,0.3263965803078841,4
0.25,anc3,D07_3,days,0.12316799845992965,0.14367556480979193,0.8572647591327608,0.4816250367004842,4
0.25,anc5,C11_1,days,0.25654066014605026,0.20859792150544634,1.2298332519068373,0.3437962715860742,4
1.5,1,F11_4,days,0.08932644418608061,0.1704821260458653,0.5239636920180645,0.652580172790715,4
1.5,11,B07_4,days,0.18078216249347784,0.01603102384403506,11.277019125683891,0.007771867111340384,4
1.5,14,B04_4,days,0.04779092616274673,0.08320758306084472,0.5743578217841045,0.6237165481865672,4
1.5,14,F08_4,days,0.2613406869084859,0.03707875211532137,7.0482600411057765,0.019541541363172394,4
1.5,17,E07_5,days,0.2172737992838376,0.03612048047013751,6.0152521908856675,0.026541719400718443,4
1.5,19,D10_4,days,0.08799114567104047,0.3291097762949115,0.26736108134385106,0.8142376858920006,4
1.5,2,E04_5,days,0.3794106751449227,0.26772927847588424,1.4171430084330436,0.29216199389791553,4
1.5,20,D08_6,days,0.09498550074152827,0.041144925504821274,2.3085593077668367,0.14728194387992266,4
1.5,22,B05_5,days,-0.06842987557321648,0.21244476477394103,-0.32210666921367337,0.7779236181565395,4
1.5,23,B06_4,days,0.13580946077213987,0.07562307607797582,1.7958732679969958,0.21435589508826652,4
1.5,23,F10_4,days,0.23543041684421778,0.4370784636710938,0.5386456584174819,0.6440637434258549,4
1.5,24,E11_4,days,0.17471852472354835,0.23489215716664238,0.7438244291809014,0.5344978836704137,4
1.5,25,B02_4,days,0.17160373027523276,0.35207186689914877,0.4874110839545972,0.6741579511004421,4
1.5,27,C07_5,days,0.17587565179882253,0.08790664866023752,2.000709326078264,0.18340692624446606,4
1.5,27,G02_5,days,0.24788280883285205,0.12389746256581174,2.000709326078263,0.1834069262444662,4
1.5,28,E03_5,days,0.3587175192421438,0.16681445603516365,2.150398279430459,0.16448977834905862,4
1.5,3,D09_6,days,0.38144333359408905,0.1652300342948839,2.308559307766844,0.14728194387992194,4
1.5,35,D08_5,days,0.26369276927598145,0.23458885675960314,1.1240634909875655,0.3777745256085724,4
1.5,4,F03_5,days,0.09628364426360875,0.1619755705610486,0.5944331230327071,0.6125107378696675,4
1.5,6,C02_4,days,0.21402559502741875,0.08589597745549558,2.491683561530104,0.13031629995210667,4
1.5,anc2,B06_5,days,0.42536702203926036,0.32221324219351954,1.3201413422474648,0.31762410261401497,4
1.5,anc2,C10_5,days,0.0013600192916492753,0.09422462672715726,0.014433798666960311,0.9897942946207132,4
1.5,anc2,E05_5,days,0.11557409776240728,0.3536428305109388,0.3268102384415011,0.7748440176102791,4
1.5,anc3,F05_6,days,0.10451672330841782,0.15263836559715557,0.6847342927154974,0.564213517931475,4
1.5,anc5,C11_4,days,0.2609200748454606,0.2144407971854462,1.216746431975906,0.3477996661881687,4
5,1,E02_7,days,0.43261415541756626,0.2580371388225106,1.6765577133264427,0.23562268244544224,4
5,15,B02_9,days,0.4815511538163655,0.149518229719686,3.220685228277305,0.08438257127276626,4
5,16,E04_9,days,0.4060372986901496,0.02973208373245177,13.656536902826316,0.005319158362325597,4
5,17,E07_8,days,0.32515148675428196,0.1091332173697216,2.9793998068684577,0.09660485871386724,4
5,19,D04_7,days,0.22530759339122458,0.07781446691032382,2.895446082678651,0.10145188052332499,4
5,19,F03_7,days,0.4967873264102687,0.04474291811927106,11.103149890357715,0.008014238039686431,4
5,2,E04_8,days,0.3059466399471893,0.2645416525506983,1.1565159474784634,0.3669484261478393,4
5,22,F06_8,days,0.40766116981452666,0.1835487523642362,2.220996681064654,0.15648511389422112,4
5,23,B06_7,days,0.4670604429283319,0.075311962862258,6.201676668321117,0.025028496771483454,4
5,23,E05_7,days,0.6008608992563795,0.2256365330195312,2.6629592788698306,0.11681784392811811,4
5,24,B11_7,days,0.31435204042678394,0.2415623645684464,1.3013287106556397,0.32287239026287384,4
5,25,E03_7,days,0.635446147481274,0.025062128861825423,25.354835217098582,0.0015519099589558591,4
5,26,E02_8,days,0.26768765536336425,0.3127311256126156,0.8559674219794567,0.48219906706835514,4
5,3,B03_9,days,0.46087479416091953,0.21167375939252067,2.177288273631919,0.1613762381499833,4
5,3,C10_9,days,0.413455551102415,0.12923132951356592,3.1993445603220616,0.08537149903195697,4
5,3,D09_9,days,0.2819724534889434,0.09180826553218581,3.0713188170414845,0.09166758554269279,4
5,30,C03_9,days,0.2289878467941098,0.2221221151011936,1.0309097168905867,0.4109351654546195,4
5,31,D09_8,days,0.2428132232736975,0.1950233238316796,1.2450470974603238,0.3392108534171937,4
5,33,C03_7,days,0.3379910066990427,0.12375489244439002,2.7311324831131096,0.11198927334793428,4
5,4,F03_8,days,0.2022862033607188,0.32345717307104405,0.625387903567341,0.59556410269734394,4
5,5,D06_9,days,0.3096659743513082,0.09886106820544241,3.1323349016196524,0.08858691547923057,4
5,7,C07_9,days,0.2007437358958431,0.13274567312746405,1.5122431576589805,0.26961642724013857,4
5,9,E08_8,days,0.6721136345898557,0.009278335159484258,72.43903383925782,1.9051561538094042e-4,4
5,9,G03_8,days,0.2428132232736975,0.1950233238316796,1.2450470974603238,0.3392108534171937,4
5,anc2,E05_8,days,0.06595266013920217,0.09674760456342493,0.6816981199360396,0.5657808451698809,4
5,anc3,F05_9,days,0.2630038851314639,0.12203819829804856,2.1550947883476694,0.16394009674174123,4
5,anc4,B11_9,days,0.2456212345425614,0.17509832322107918,1.402761774208654,0.2957736237001545,4
12.5,10,D05_12,days,0.5471872619715775,0.11986403278413113,4.565066344439063,0.04478605706555422,4
12.5,15,E07_12,days,1.0631541894772487,0.37292923956606167,2.8508201467772514,0.1041698993801826,4
12.5,15,F02_12,days,0.8064092201957711,0.1796152101039821,4.489648842817532,0.046199782224308684,4
12.5,16,E11_12,days,0.8779946156469156,0.2589599631786824,3.3904647068593348,0.07707003651390604,4
12.5,2,C08_11,days,0.43843427284132286,0.08347363298915006,5.252368408336927,0.034389520211201396,4
12.5,22,E10_11,days,0.3179445848884642,0.08036283045126545,3.9563636957918726,0.05835058876939488,4
12.5,23,C10_10,days,0.9272645883572705,0.5347020506210347,1.7341706232102354,0.22502454395701407,4
12.5,26,B09_11,days,0.4187961716915903,0.29772976049983146,1.406631876465797,0.2947962818449392,4
12.5,26,C06_11,days,0.3954086640066096,0.10360421330400027,3.8165307316835007,0.06230595791053584,4
12.5,26,E02_11,days,0.3467083790782684,0.03925931518669442,8.831238584512375,0.012580577041744602,4
12.5,26,F11_11,days,0.08292696038103972,0.31772515536229623,0.2610021868947695,0.8185085985924154,4
12.5,27,C07_11,days,0.5472951775919827,0.45559047936901037,1.2012875649859556,0.3526000229932129,4
12.5,29,D02_12,days,0.26639906556979925,0.11950048019975121,2.229271925305233,0.15558204603532189,4
12.5,29,F04_12,days,0.5717000397431456,0.19907080339363878,2.8718427313154353,0.10287677637707868,4
12.5,3,C10_12,days,0.7065482077456408,0.33887546060784796,2.0849789668401795,0.17241476847088363,4
12.5,30,E08_12,days,0.7665831769561672,0.03164975956610003,24.220821499612665,0.0017002529861250889,4
12.5,4,D10_11,days,0.5119939878876595,0.09272392831495684,5.521702943263592,0.031268309391267055,4
12.5,5,B09_12,days,0.6920776416588916,0.10502063049182639,6.589920841436531,0.02226109068911351,4
12.5,5,E10_12,days,0.7288669113476167,0.4481965458512462,1.6262216165974723,0.24541924816635055,4
12.5,7,C07_12,days,0.5216351907165517,0.27097897077499666,1.9250024798038063,0.19410341073891438,4
12.5,9,C03_11,days,0.8114110231165776,0.1323128690569541,6.1325177883287045,0.025574598599615726,4
27.5,17,C11_14,days,0.9735535561872971,0.1754665974748433,5.548369719352857,0.030982256084080364,4
27.5,17,F05_14,days,1.4430384068851394,0.0681128743829429,21.18598605561874,0.002220517607820565,4
27.5,20,D03_15,days,1.0615524501596656,0.26819399441696157,3.9581514584896653,0.058302409745093674,4
27.5,27,D11_14,days,1.0245840249821279,0.3971945332447364,2.579552182181766,0.12313319911266309,4
27.5,3,B03_15,days,1.947895833983332,0.24026515172707394,8.107275732587382,0.0148756013623598,4
27.5,30,C03_15,days,1.356590964110864,0.1573588328816597,8.621002960355433,0.013189415217974279,4
27.5,30,E03_15,days,1.4191253913135893,0.4433889672585294,3.2006330696228886,0.08531131943704616,4
27.5,35,D08_14,days,1.3466941972316904,0.15760860003212918,8.54454767669506,0.013421752818133756,4
27.5,anc2,C10_14,days,1.393712223095167,0.38153091849777987,3.6529469972779602,0.06744647529380185,4
27.5,anc4,D04_15,days,1.3266737087704277,0.25009697743895326,5.304637114593912,0.033748902839501,4
50,27,G02_17,days,1.4011758212411578,0.11657247758544158,12.01978245863539,0.0068505607525810525,4
0.25,1,F11_1,days,0.3374290329230414,0.20439404490255345,1.6508750687130511,0.1973296832874749,5
0.25,11,C07_1,days,0.14676408170452063,0.1783709796186207,0.8228024649431228,0.4709270057804561,5
0.25,15,F02_3,days,0.2501754003537357,0.10072036218313532,2.483861206722559,0.08896550463831815,5
0.25,17,E07_2,days,0.1135624486565296,0.07362398820606844,1.542465321746442,0.2206344259278097,5
0.25,19,D04_1,days,-0.09928136244574588,0.09250800944836299,-1.0732190978681009,0.36182052524757585,5
0.25,20,D08_3,days,-0.02483087281274202,0.16190185409497437,-0.15336991013194826,0.8878421831113723,5
0.25,23,F10_1,days,0.11020047742977744,0.1570012943125196,0.7019080824290366,0.5332913657668003,5
0.25,25,E03_1,days,0.12094832052596012,0.15381444621176307,0.7863261449411928,0.4890677920383691,5
0.25,3,F09_3,days,0.13300850883626578,0.22969002657961543,0.5790782944167678,0.6031529926982553,5
0.25,31,D09_2,days,0.09595952181605084,0.23022826614103198,0.41680165265749114,0.7048510466779322,5
0.25,4,B03_2,days,0.11055584254609573,0.1465436045153829,0.7544228416634212,0.5054132751280338,5
0.25,5,E10_3,days,0.11936084387687852,0.18958842439726734,0.6295787533249786,0.5736515619603987,5
0.25,7,D10_3,days,0.2631711816162994,0.17061051065919441,1.5425261937232047,0.22062050849992654,5
0.25,anc2,C10_2,days,0.331631281002167,0.15790378774593802,2.100211057227777,0.12653977503803615,5
0.25,anc4,B11_3,days,0.05240336385272135,0.11001197105157245,0.4763423775777566,0.6663731240054207,5
0.25,anc4,F06_3,days,0.24418719544997522,0.14428090266974716,1.692442942423983,0.18913811294957833,5
0.25,cc1690,F07_3,days,0.09804666308007055,0.27507794713325645,0.3564322916535859,0.7451109736532512,5
1.5,14,D06_4,days,0.24691021116896192,0.13964838695504167,1.7680849492980686,0.17520376759500778,5
