light,population,well_plate,term,estimate,std.error,statistic,p.value,number_of_points
1.5,15,F02_6,days,0.1902610987221057,0.13794124941814342,1.3792908178275542,0.2616420611532017,5
1.5,16,B05_6,days,0.3424078396916981,0.19220880142239316,1.7814368393007733,0.17286804926470392,5
1.5,18,E11_5,days,0.07093674928120519,0.29192802883530244,0.2429939652051215,0.8236769354038761,5
1.5,19,D04_4,days,0.006406565651015719,0.2246458501202894,0.02851851324021897,0.9790396808097523,5
1.5,21,C09_5,days,0.24605219197840983,0.05957728134626278,4.129966766163029,0.025751422031477914,5
1.5,21,F04_5,days,0.2605429884364018,0.03320336183704148,7.8468857977429725,0.004310746456103308,5
1.5,24,B11_4,days,0.38276573021188365,0.16137981858773007,2.371831456755559,0.09834095867278618,5
1.5,25,E03_4,days,0.16823680407936836,0.15865015257487328,1.0604263617078513,0.36676309820077657,5
1.5,26,C06_5,days,0.1612919100726453,0.25386337173528595,0.6353492785120304,0.5703490335864541,5
1.5,29,F04_6,days,0.2400827780283057,0.07292653965993974,3.2921180567160353,0.04600475019433529,5
1.5,30,E08_6,days,0.3639168606024051,0.08910809465745541,4.0839932892893165,0.0265220660894139,5
1.5,31,F08_5,days,0.09798155210600668,0.26324724290375684,0.37220352633219683,0.7344791403387132,5
1.5,32,C04_4,days,0.22083818860757948,0.13792496095698176,1.6011473708262134,0.20765937195216674,5
1.5,32,F07_4,days,-0.053720938442495716,0.12163812014517775,-0.44164558263789844,0.6886406559411484,5
1.5,33,C03_4,days,-0.09938540808759785,0.09880297610883951,-1.0058948829447885,0.3885718818204626,5
1.5,35,D07_5,days,0.011929666151380114,0.09717782869603199,0.12276119266561912,0.9100584677758181,5
1.5,4,D04_5,days,-0.044554175009959236,0.08841392667349364,-0.5039271151760361,0.6489911462809324,5
1.5,6,F04_4,days,0.12799062997493596,0.09694248810112789,1.3202738291740506,0.2784377050669752,5
1.5,7,D10_6,days,0.03957178603051125,0.19636235216495637,0.20152430236356372,0.8531793194773573,5
1.5,9,E08_5,days,0.06917150002215514,0.2696991736967309,0.2564764996274573,0.814165521086422,5
1.5,anc4,B11_6,days,0.28633600386618413,0.08746442099087848,3.273742632973534,0.04664520247498987,5
5,10,D11_9,days,0.09849673497618579,0.15955135456828393,0.6173356236473172,0.5807052702855477,5
5,11,C07_7,days,0.6467182161818825,0.14908615678895912,4.3378824037791315,0.02260569603396069,5
5,11,D11_7,days,0.792742494212324,0.22705663263728929,3.4913866421981488,0.039727042570260815,5
5,11,G02_7,days,0.787790871383849,0.16687006146570585,4.720983886889448,0.01800205934476883,5
5,14,D06_7,days,0.42713093453328055,0.14952136165478133,2.8566549274708395,0.06475434070164346,5
5,14,D09_7,days,0.45768311748587903,0.15757888223664135,2.9044698819386303,0.062275605111485104,5
5,14,F08_7,days,0.3969043120023098,0.19862916263009386,1.998217717614119,0.13956685637559868,5
5,16,C08_9,days,0.4312325646687571,0.16791489883288416,2.5681614178735717,0.08262511359423187,5
5,16,E11_9,days,0.269018805360718,0.12996481070096477,2.069935730370136,0.13025017739543127,5
5,17,C11_8,days,0.3018354833014911,0.14446945938240788,2.089268448790539,0.1278661605783363,5
5,2,C08_8,days,0.32771128843140523,0.331812575828349,0.9876397469664759,0.3961447930582594,5
5,2,F09_8,days,0.43719366950716915,0.19552678407810256,2.235978418857099,0.1113764132277689,5
5,20,E09_9,days,0.06574555802880472,0.11555592512650872,0.5689501248579644,0.6091975712407336,5
5,23,C10_7,days,0.5061082068765513,0.18601468926393872,2.720796991244211,0.07250064582304114,5
5,23,F10_7,days,0.6927530236101421,0.1799124839202817,3.8505000237620948,0.03092986839472688,5
5,25,B02_7,days,0.4363722356485472,0.5236671212947774,0.8333008086694619,0.46581395319143737,5
5,25,C05_7,days,0.3535606191070041,0.039994800878470516,8.840164504915144,0.003050961596115806,5
5,25,F02_7,days,0.6246382641603672,0.24500072013155735,2.5495364414641593,0.0839768676475726,5
5,26,C06_8,days,0.11256572697697165,0.2332605691751835,0.4825750334701124,0.6624204435846343,5
5,27,B07_8,days,0.24485332066255822,0.17933590244330333,1.3653335295756972,0.26551446442904664,5
5,28,B02_8,days,0.41641221043186194,0.18859806768967258,2.2079346598452143,0.11432168325673824,5
5,28,E03_8,days,0.40452885803333966,0.07558797495267966,5.351762079703642,0.012761992342645623,5
5,31,B04_8,days,-0.07817841150493225,0.12958222963110708,-0.6033112080837743,0.5888630656022269,5
5,4,B03_8,days,0.1566043449591845,0.19672030164634915,0.7960761733718643,0.4841616227996778,5
5,4,D04_8,days,0.13659067515689147,0.11074434262450254,1.2333873850335209,0.30525763621394525,5
5,6,C02_7,days,0.49820898130981944,0.13621368536578718,3.6575545252441626,0.03530535638259301,5
5,9,C03_8,days,0.49716222739845645,0.3626764876705472,1.3708146083351154,0.2639865091992599,5
5,9,D05_8,days,0.4603051329277755,0.19858995951201935,2.317867096900819,0.10328525556145489,5
5,anc5,B08_7,days,0.5850665940558253,0.12197540183331991,4.7965949303067035,0.017241374587425497,5
5,anc5,C11_7,days,0.6987766469744481,0.2045404936054872,3.4163242429747513,0.041955733400061694,5
5,anc5,E07_7,days,0.5917084249369066,0.14149974528319517,4.181692509429409,0.024918525396382642,5
5,anc5,F05_7,days,0.5184474665793595,0.1488781367873752,3.4823613309978207,0.03998691202487026,5
12.5,1,F11_10,days,0.3748088129178474,0.1880541142012338,1.9930902044332317,0.14026261852334204,5
12.5,11,B07_10,days,0.48510683478074046,0.36749339627349326,1.3200423183107155,0.2785057962027353,5
12.5,11,C07_10,days,0.7495349634855583,0.35395533839791155,2.117597567190643,0.12446584732139905,5
12.5,11,D11_10,days,0.7620147427509903,0.19347572468327573,3.938554792847662,0.02916429461572211,5
12.5,11,G02_10,days,0.8424057690585091,0.23871443119936223,3.5289268638935964,0.0386689377008595,5
12.5,14,D06_10,days,0.8726129221916904,0.248551984175136,3.5107863857438586,0.039175699431535725,5
12.5,14,D09_10,days,0.969111088946467,0.16461367889994427,5.887184439487034,0.009780963707341847,5
12.5,14,F08_10,days,0.6884161269838381,0.19534932829373078,3.5240260767558067,0.038805015316199176,5
12.5,15,B02_12,days,0.8670379856383343,0.1751105661084413,4.951374465327243,0.01581000266816268,5
12.5,15,C11_12,days,0.8236569862084412,0.15876636539150268,5.1878556530369755,0.013907998675395845,5
12.5,16,B05_12,days,0.7320069454022582,0.4536134454043461,1.6137240922163476,0.20499069715543644,5
12.5,16,C08_12,days,0.8309731273378205,0.18236316323017393,4.556693976014159,0.019811496288340596,5
12.5,16,E04_12,days,0.7947649341554953,0.24426082835630705,3.2537551743505895,0.04735471684620636,5
12.5,17,C11_11,days,0.6035763240482545,0.10738378646919172,5.620739814584763,0.011135001746551958,5
12.5,18,B11_11,days,0.20220201779889366,0.11330024535310505,1.7846564865656065,0.17231018536739845,5
12.5,19,D04_10,days,0.5828001312465051,0.17375325223320165,3.354182576475197,0.043922326284325,5
12.5,2,B10_11,days,0.5794405380647533,0.2948634337474088,1.9651149371105947,0.14413135853636902,5
12.5,2,E04_11,days,0.6993967176688917,0.34416157559572896,2.0321754875112537,0.13506049958038224,5
12.5,2,F09_11,days,0.6261598020096016,0.167698557054415,3.733841322238835,0.03348613635075442,5
12.5,20,B06_12,days,0.4897151132444275,0.17647756797806538,2.7749425542021,0.06928216217383842,5
12.5,20,D08_12,days,0.41714145834921523,0.1346863452591861,3.0971325084698194,0.05341501946946094,5
12.5,21,E09_11,days,0.7056365968396043,0.062044106448047455,11.373144642359676,0.0014583845919252522,5
12.5,23,E05_10,days,0.8737349407244867,0.17110237750468707,5.106503798876506,0.014526840035446376,5
12.5,23,F10_10,days,0.8179446814558322,0.27474568725982723,2.9770974373195576,0.058733280247712,5
12.5,24,E06_10,days,0.8170861201506731,0.28799031572851375,2.837199987380596,0.06579808334152722,5
12.5,25,C05_10,days,0.7808630349554876,0.13796914048720343,5.659693408236548,0.010922337422126326,5
12.5,25,E03_10,days,0.813788703603513,0.3447097934100074,2.3607936854743494,0.09932845733799131,5
12.5,25,F02_10,days,1.056604828289142,0.09027870880047667,11.703809705833578,0.001340267038377431,5
12.5,28,C05_11,days,0.4707122068146304,0.09877441733479618,4.765527547676135,0.017548771904814187,5
12.5,29,E06_12,days,0.7466625835738094,0.1412394537148286,5.286501497530346,0.01320294057885542,5
12.5,3,D09_12,days,0.7595919121678139,0.236646779195619,3.209813016470059,0.04896323791314327,5
12.5,3,F09_12,days,0.9274921529867259,0.13563229713094832,6.8382838940732835,0.006399795598756787,5
12.5,32,F07_10,days,0.3769631464438037,0.14341607367105602,2.6284581413685832,0.07842893964797083,5
12.5,7,B08_12,days,0.2233751401983712,0.03535882207296671,6.31738070169342,0.008016937014307017,5
12.5,9,D05_11,days,0.556988547697639,0.2719301853413398,2.048277748196583,0.1329838983317143,5
12.5,9,E08_11,days,0.4718269790152511,0.2890791957712495,1.6321720342290258,0.20114548563072124,5
12.5,9,G03_11,days,0.41030565297041105,0.26887304131270345,1.5260200538038298,0.22443018231618525,5
12.5,anc2,B06_11,days,0.13467600422915915,0.21990146622285026,0.61243795479143,0.5835447574328397,5
12.5,anc2,F10_11,days,0.37329453668382856,0.14122048514840882,2.6433455195365796,0.07743365869270373,5
12.5,anc3,C06_12,days,0.20950266935930079,0.17913011634680082,1.169555815805411,0.32664875399534876,5
12.5,anc4,D04_12,days,0.5906854519170911,0.2806439212132673,2.1047505656401393,0.12599433914005584,5
12.5,anc4,E02_12,days,0.2855485991202797,0.11208824272519906,2.5475339088002693,0.0841238207912346,5
12.5,anc5,B08_10,days,0.6979689615265624,0.2426540417466544,2.8763953672582323,0.06371631878581742,5
12.5,anc5,C11_10,days,0.8901211842170552,0.26564548725782566,3.3507860171294257,0.04403315779126806,5
12.5,anc5,E07_10,days,1.080412791577954,0.1550392017503134,6.968642636060076,0.006063630822940071,5
12.5,anc5,F05_10,days,1.0258665714180724,0.2548608746936778,4.025202270262477,0.027551440769294763,5
12.5,cc1690,C05_12,days,0.6041827758585973,0.09516463756378278,6.34881602374256,0.007905019243259195,5
12.5,cc1690,F07_12,days,0.29939079011844016,0.1012123168111915,2.958047000119013,0.05963747805670112,5
27.5,14,B04_13,days,1.2905203271787142,0.33735022511174145,3.8254615859564094,0.03145684000846437,5
27.5,14,D06_13,days,1.3894220277649105,0.3470269364218268,4.003787262427392,0.027939158442730913,5
27.5,14,D09_13,days,1.4997967559487266,0.2740706294705374,5.47230018351877,0.011996884270617732,5
27.5,14,F08_13,days,1.3921118687420826,0.3050575754410544,4.563439759623598,0.019732667941386117,5
27.5,15,B02_15,days,1.3798624813801943,0.24395492520434908,5.6562189930141855,0.010941088592197497,5
27.5,15,C11_15,days,1.4266931404434289,0.19061667453214895,7.484618771915498,0.004940075367482092,5
27.5,15,E07_15,days,1.5073227307868036,0.21626598302860559,6.969763388944203,0.00606084270502072,5
27.5,15,F02_15,days,1.593697456430214,0.2594090159200216,6.143570032745381,0.008674842893051805,5
27.5,16,B05_15,days,1.2158432715351826,0.1829754070415195,6.644845289286838,0.006945339593725599,5
27.5,16,C08_15,days,1.3519548639142809,0.3231477592099364,4.183704900877771,0.02488682899088387,5
27.5,16,E04_15,days,1.6308347113066872,0.2579614525519702,6.32200933578683,0.008000327751175219,5
27.5,17,B08_14,days,1.1221507821497592,0.13697751110157838,8.192226396328708,0.0038058002243626147,5
27.5,2,F09_14,days,1.0523641336738794,0.3337586256236961,3.153069472608602,0.05114396542115011,5
27.5,21,E09_14,days,1.4222797340553135,0.08224747883621103,17.29268488445299,4.2138562213561053e-4,5
27.5,25,C05_13,days,1.5099053634707376,0.37929786505704877,3.980790567443975,0.028363367933634132,5
27.5,27,C07_14,days,1.6156071650810588,0.3279646089552195,4.926163131527569,0.016032315984120884,5
27.5,3,D09_15,days,1.5250727592029913,0.21528693638141083,7.083907573941747,0.005785509833523503,5
27.5,8,D03_13,days,1.3944319399242382,0.05934485810941195,23.49709788425772,1.688898397694958e-4,5
27.5,8,E10_13,days,1.3706615193019183,0.045221116008247006,30.3102099260874,7.8886870183821e-5,5
27.5,8,F06_13,days,1.3853933388085646,0.09553187933688488,14.5018955810876,7.109052322822888e-4,5
27.5,9,E08_14,days,1.2190524358525758,0.29700945854464356,4.104422942710223,0.02617598830431872,5
27.5,9,G03_14,days,1.1060763125993591,0.15401731832649557,7.181506109946865,0.005563018920398834,5
27.5,anc4,B11_15,days,1.0688237087791046,0.14764941153028088,7.238929689603967,0.00543736424059234,5
27.5,anc5,E07_13,days,1.5650745675817932,0.33550896094254073,4.664777248229229,0.018595989720519193,5
27.5,anc5,F05_13,days,1.5132220838800352,0.1852085236862036,8.17036955838959,0.0038353673735742606,5
50,14,D06_16,days,1.640150810068895,0.15786134269632995,10.389819204971365,0.0019026099837681132,5
50,14,D09_16,days,1.7170668415296393,0.17723091190393886,9.68830337260979,0.002335160120345441,5
50,14,F08_16,days,1.6824209407714155,0.15639982733607605,10.757179016292552,0.001718014755760444,5
50,16,E04_18,days,1.630159345989365,0.13243675833340363,12.308964418213195,0.001155000461116448,5
50,21,C02_17,days,1.594781660822448,0.046808904965455006,34.07004846619244,5.559134885143343e-5,5
50,21,F04_17,days,1.6043681496149125,0.13726828069020214,11.68782869245501,0.001345677460658595,5
50,8,D03_16,days,1.7775530491186242,0.21941125718510138,8.101466952623271,0.0039305866295763405,5
50,8,F06_16,days,1.7467697663282418,0.16579953669719924,10.535432131625184,0.0018264351803117143,5
50,anc3,F05_18,days,1.2732852123248832,0.09747396377547228,13.062823783978349,9.688848292503491e-4,5
82.5,14,D06_19,days,1.5646527073012764,0.2912753475228261,5.371730634288097,0.0126309230205807,5
82.5,14,D09_19,days,1.9077548656640289,0.18954490734785914,10.064922832048731,0.0020884172267253216,5
82.5,14,F08_19,days,1.5293166025549745,0.3870781212485947,3.950924938929306,0.028926737647342257,5
82.5,33,D05_19,days,1.6405313991267243,0.36468502083929905,4.498488573375312,0.020508921529291,5
82.5,35,D07_20,days,1.8044600769001238,0.30691506276067787,5.879346750430368,0.009817616655356883,5
82.5,anc5,E07_19,days,1.6544082165570961,0.12300756267074263,13.44964635211488,8.88713948239085e-4,5
82.5,anc5,F05_19,days,1.6007383825836194,0.3552139285381768,4.506406573557487,0.02041219632823092,5
125,14,D06_22,days,1.7193301367190137,0.35114293875089725,4.8963824898062835,0.016300194392584143,5
125,14,D09_22,days,1.7095098638845563,0.32752316818390226,5.219508205675016,0.013676523396025386,5
125,14,F08_22,days,1.665945933457311,0.3171830033880329,5.2523177965473735,0.013441865804817297,5
125,15,C11_24,days,1.973052720963232,0.37409326644527063,5.2742267716061315,0.013288091161732653,5
125,15,E07_24,days,1.7660235278047653,0.2458934746598742,7.182067479617228,0.005561772097603431,5
125,15,F02_24,days,1.7902208872181604,0.298418804918071,5.999021702769885,0.00927697150709801,5
125,17,C11_23,days,1.8772319199872565,0.2780870476658324,6.750519075750199,0.006640050638042915,5
125,19,D04_22,days,1.7991065556951822,0.24607718847607127,7.311147233259814,0.005284595004475588,5
125,25,E03_22,days,1.6169249191214146,0.29354700618342155,5.508231680315916,0.011780465104857326,5
125,33,C03_22,days,1.844135309746245,0.28795047367905335,6.404348936066343,0.0077122745428394885,5
125,33,D05_22,days,1.5831520727333126,0.4060561715518034,3.8988499218791923,0.029943934200158603,5
125,4,D10_23,days,1.7787119392102588,0.1495825980933603,11.891168905223157,0.0012789371053466157,5
125,4,F03_23,days,1.4682813329271658,0.10595233013298722,13.857942822816984,8.133783158117236e-4,5
125,anc5,F05_22,days,1.716850434032874,0.39678026868288035,4.326955167735512,0.022758239288389447,5
175,14,F08_25,days,1.6792892311224705,0.22052280263499488,7.6150366812723576,0.004700344121767828,5
175,15,E07_27,days,1.6851415767928513,0.29879716228843495,5.639750939689815,0.011030541105936709,5
175,15,F02_27,days,1.5640836706205947,0.1159232285554602,13.492409503349046,8.8039975054478e-4,5
175,8,D03_25,days,1.8323911137777116,0.3587059209533623,5.108338075121857,0.014512495176362133,5
175,8,F06_25,days,1.7561778068694616,0.3468467329185836,5.0632675478644185,0.014870387238141792,5
250,35,F07_29,days,1.6224954828438187,0.21126281099371366,7.679986246571801,0.004586670080089555,5
0.25,1,E02_1,days,0.07990440796837957,0.0681089505962858,1.1731851286626198,0.30581386866463617,6
0.25,10,C02_3,days,0.020826141126125252,0.0458604812582498,0.4541195503128057,0.6732925770903663,6
0.25,10,D11_3,days,0.14008954439910234,0.09944242545939137,1.4087502768756355,0.23169135406874053,6
0.25,11,B07_1,days,0.10121230487009296,0.10082337326607439,1.0038575539720553,0.3722480144255443,6
0.25,11,G02_1,days,0.19848772371567866,0.17573206486737367,1.1294906473982358,0.3218369057871375,6
0.25,15,B02_3,days,0.12357128771914878,0.12198579570368645,1.012997349456273,0.36835707805426765,6
0.25,2,F09_2,days,0.07067765346586255,0.15083367576297851,0.46858006415573994,0.6637656309056577,6
0.25,22,F06_2,days,0.00560208904480533,0.11421879354889268,0.049046998928484485,0.963233174772391,6
0.25,24,E06_1,days,-0.05173556275612039,0.09878265605531364,-0.5237312380743326,0.6281423481531061,6
0.25,26,F11_2,days,-0.01466687680921788,0.12448499339856421,-0.11782044091257546,0.9118892951175043,6
0.25,28,F02_2,days,0.12497155400610205,0.14964620560877356,0.8351134163255732,0.4506307854452752,6
0.25,29,E06_3,days,0.007183970907834235,0.03119267727028817,0.23030953212461674,0.8291504255629825,6
0.25,3,D09_3,days,0.17956314851068755,0.10315731753532552,1.740672913961701,0.15671473704123268,6
0.25,33,C03_1,days,0.024056590726882807,0.0554501715284564,0.43384159261864924,0.6867775898727458,6
0.25,33,D05_1,days,0.12576265847077664,0.10603305972332065,1.1860702577001718,0.3012321975729886,6
0.25,33,E08_1,days,0.07873853808238955,0.0648175171523814,1.214772511222249,0.29125657923171017,6
0.25,7,C07_3,days,0.25989864523267686,0.1275423798310133,2.0377434196933475,0.11122861301222428,6
0.25,anc4,D04_3,days,0.13527812088265181,0.09184868922179766,1.472836705986953,0.2147854506934808,6
0.25,cc1690,E05_3,days,0.027417601821128672,0.15719395930362712,0.17441892769028328,0.870008325288593,6
1.5,10,C02_6,days,0.20993196184492952,0.1225147777724009,1.7135235900678525,0.16177187298285595,6
1.5,10,F08_6,days,-0.1456611779792389,0.06719442704210059,-2.1677568273329433,0.09605098581946134,6
1.5,11,C07_4,days,0.05411533530438206,0.0540975738662061,1.0003283222685713,0.37376003246378037,6
1.5,2,C08_5,days,0.3411000501685507,0.15682543225604376,2.1750301928812656,0.09527243679289221,6
1.5,2,F09_5,days,0.3319396707062058,0.07654267034796478,4.33666174954702,0.012285143021864878,6
1.5,23,C10_4,days,0.06394305128630466,0.15175533011724163,0.4213562135636631,0.6951515770022518,6
1.5,24,D02_4,days,0.018165432329230017,0.1969848824590879,0.09221739304285355,0.9309592168507046,6
1.5,24,E06_4,days,0.06427724781689978,0.12296897092268312,0.522711114312847,0.6287907416743894,6
1.5,26,F11_5,days,0.05784798011135849,0.1529222993346037,0.37828348359308567,0.7244394898484339,6
1.5,29,B10_6,days,0.05371820181504854,0.05899647772165497,0.9105323553126459,0.41404838548566397,6
1.5,32,D07_4,days,0.0187121738020834,0.1286912641783761,0.1454036054548883,0.8914249815944038,6
1.5,5,B09_6,days,-0.07764054928621932,0.19621876395578958,-0.3956836121122068,0.7125352329488641,6
1.5,5,D06_6,days,-0.007476846430429071,0.18445057085261296,-0.040535772786539755,0.969608573159007,6
1.5,7,C07_6,days,0.1312165187419533,0.07037655126020394,1.8644920274198311,0.135693077723098,6
1.5,9,D05_5,days,0.030851636166288506,0.15833547336406292,0.19484980535821506,0.8550071412213905,6
1.5,anc3,B07_6,days,0.11710332787200639,0.1052678939221372,1.1124315639735647,0.3282996582663486,6
1.5,anc3,C06_6,days,0.2959030480580503,0.11034488771197903,2.6816199118387165,0.055135700295545015,6
1.5,anc4,F06_6,days,-0.0019493282931548597,0.07830896555807595,-0.024892785637797597,0.9813328205099949,6
1.5,anc5,B08_4,days,0.16176172848869222,0.09584129051787571,1.6878083299444038,0.16672083487800352,6
5,10,F08_9,days,0.15400627298356606,0.07043158126525814,2.186608197870078,0.09404757270869038,6
5,15,C11_9,days,0.3153731751689457,0.09227154942113998,3.4178809952517364,0.026832338327629126,6
5,15,F02_9,days,0.3443605972057022,0.08416167428182392,4.091655734563642,0.014954829860434034,6
5,18,E11_8,days,0.19706840477335888,0.07364998930753835,2.6757424763561803,0.05547356973625981,6
5,22,E10_8,days,0.1601714679633528,0.09645160251842465,1.6606408165458535,0.17212245443284638,6
5,24,D02_7,days,0.1972488697974477,0.07049468473458834,2.7980672662071955,0.04890782264104565,6
5,28,F02_8,days,0.2966115715216174,0.08624568395848788,3.4391468408365067,0.02631427960455672,6
5,29,B10_9,days,0.21804473748926476,0.060487861332657725,3.6047685053718577,0.022661771916487248,6
5,30,C09_9,days,0.23999080228403405,0.09378951449993826,2.5588233776835687,0.06271617920817324,6
5,30,E08_9,days,0.26135002116456574,0.07979222598618821,3.275382005382387,0.03063353807713511,6
5,31,D06_8,days,0.15035543251843342,0.09187522333213544,1.636517736396546,0.17707226389146402,6
5,31,F08_8,days,0.0686863870885352,0.07518958865150667,0.913509281276788,0.4126561554889316,6
5,33,D05_7,days,0.04641490638160267,0.10332579690389272,0.44920927563496027,0.6765446458992246,6
5,33,E08_7,days,0.38683415995938103,0.24926447167987562,1.5519025128305604,0.1956347282536414,6
5,5,B09_9,days,0.1606601311301397,0.02699088793714886,5.952384060289303,0.003997513274744883,6
5,5,E10_9,days,0.3006966417419254,0.099392062794082,3.0253586985602787,0.038957620610606696,6
5,7,B08_9,days,0.007098173394561472,0.08604464789293277,0.08249407218673128,0.9382170073527087,6
5,7,F03_9,days,0.16831578388430524,0.17794852331815542,0.9458678315828014,0.3977745591332448,6
5,anc3,B07_9,days,0.021632760012802576,0.20271548947954476,0.10671488433539487,0.9201531577397706,6
5,anc4,F06_9,days,0.22946919122025666,0.13411048593412955,1.7110458561231672,0.16224191033971647,6
5,cc1690,E05_9,days,0.30268442056192846,0.05226248503364287,5.791619368407027,0.004417875085792454,6
12.5,1,E02_10,days,0.40081298596035475,0.09196894915494104,4.358133801062585,0.012079785287275996,6
12.5,17,B08_11,days,0.37670656302884004,0.048121127317488195,7.828298795733682,0.0014376523399527244,6
12.5,19,D10_10,days,0.6626615840085613,0.15088882939225662,4.391720624234415,0.011766821947139742,6
12.5,20,D03_12,days,0.466269413934874,0.10047257896143777,4.640762870373141,0.009728446353840608,6
12.5,22,F06_11,days,0.3531063599287369,0.15201892248004237,2.322778994668207,0.08088976027902385,6
12.5,23,B06_10,days,0.639702938917676,0.22195999852983347,2.8820640798107324,0.044919752125689445,6
12.5,24,B11_10,days,0.3454343415199094,0.20697158907852892,1.6689940056886026,0.17044235754495274,6
12.5,24,D02_10,days,0.3098888890417764,0.05414958392263322,5.722830474275359,0.0046142203623842,6
12.5,30,C03_12,days,0.5542019356587715,0.10502326344388119,5.276944531007717,0.00618293849589964,6
12.5,30,C09_12,days,0.6397046666808563,0.10073277623047411,6.35051162709174,0.003150142301627637,6
12.5,30,E03_12,days,0.5319875536989206,0.08644129095418382,6.154322174351701,0.003536784800257142,6
12.5,31,D06_11,days,0.13898330403918174,0.15126419878668756,0.9188116233318082,0.4101860726518154,6
12.5,31,D09_11,days,0.14846573531468021,0.09950983963552393,1.4919704007007522,0.209982887269464,6
12.5,31,F08_11,days,0.10139656029707408,0.09135304452344604,1.1099417739826978,0.32925275527548215,6
12.5,33,C03_10,days,0.21873222079501942,0.11121586767026666,1.9667357309436975,0.12061975619253525,6
12.5,7,D10_12,days,0.2696409192367533,0.08839242664151363,3.0504979836147643,0.038009720219794846,6
12.5,anc2,C10_11,days,0.24952492786514255,0.07954336434336524,3.136967236990593,0.03494969476793716,6
12.5,anc4,B11_12,days,0.512346602503433,0.20667756679673785,2.478965716716188,0.06828679406485956,6
12.5,anc4,F06_12,days,0.48388054735803476,0.1281985384549169,3.77446227694865,0.01952899120644906,6
12.5,cc1690,B04_12,days,0.4326563000605444,0.20275486426715053,2.1338886325828166,0.09977068615588505,6
27.5,1,C06_13,days,1.1566256445523906,0.08228234779776543,14.0567895242265,1.4862578311246834e-4,6
27.5,11,B07_13,days,1.3252311617678514,0.33042305110852915,4.0107103827104735,0.01598716140217687,6
27.5,11,C07_13,days,1.353595913273313,0.2733758480507317,4.95141002003264,0.007753407497469339,6
27.5,11,G02_13,days,1.3123052446433774,0.24550752137500198,5.345275115375747,0.005904334033380755,6
27.5,16,E11_15,days,1.2537933476863239,0.17609025790730182,7.120174407072259,0.002056518417791276,6
27.5,20,E09_15,days,1.1523820662191964,0.12485697282969929,9.22961721802279,7.658972523535668e-4,6
27.5,23,B06_13,days,1.3706512090374812,0.18932845658053954,7.239541449778902,0.0019319218636153568,6
27.5,23,C10_13,days,1.4477383969030717,0.31952545809331345,4.530901561152844,0.010570079927873096,6
27.5,23,E05_13,days,1.3355038159070174,0.1471796210267848,9.073972378716567,8.176941655355962e-4,6
27.5,24,E06_13,days,1.2056187616050085,0.17971579364044066,6.708474181279265,0.0025698748922014215,6
27.5,26,B09_14,days,0.8290873810605545,0.1357045229949637,6.109504405327182,0.0036331548336403,6
27.5,27,B07_14,days,1.07585404383746,0.21436699297848336,5.018748590392582,0.0073918778750152675,6
27.5,28,C05_14,days,1.1502759629326997,0.05973002415230191,19.257918932021223,4.28496298102021e-5,6
27.5,3,C10_15,days,1.4293714965873359,0.10986977479721166,13.00968805320252,2.0145036911978304e-4,6
27.5,3,F09_15,days,1.3665687324305402,0.1857268309048351,7.357949983708917,0.001817405819304415,6
27.5,30,C09_15,days,1.2142415855203494,0.17555956361457725,6.916408086921943,0.0022930014840127472,6
27.5,30,E08_15,days,1.1927305642500277,0.05173523283258112,23.054512349635853,2.0974892197204127e-5,6
27.5,32,F07_13,days,0.9389456876418475,0.14980776937784243,6.2676701718564125,0.0033067218222176545,6
27.5,33,E08_13,days,0.9851833664937228,0.14418838644859658,6.832612464561718,0.0023999259627050023,6
27.5,5,B09_15,days,1.01606759870853,0.3006640509346358,3.3794116574629087,0.02780057268776304,6
27.5,6,E09_13,days,1.1229836938531708,0.1540382519870035,7.290291076192679,0.001881780379437709,6
27.5,7,B08_15,days,1.0047859919486593,0.11898575137548181,8.444590888684385,0.0010771810068759375,6
27.5,7,C07_15,days,1.1207401226713816,0.08631750939239474,12.983925631780656,2.0302292393773854e-4,6
27.5,8,B05_13,days,1.4202706007964845,0.052267974214973686,27.172864878118933,1.0906827579656205e-5,6
27.5,anc4,E02_15,days,1.1684636663147094,0.22162356865965657,5.272289736066377,0.006202495735701344,6
27.5,anc4,F06_15,days,1.1469455158147497,0.17734226543448367,6.467412114110332,0.002944391860486812,6
27.5,cc1690,B04_15,days,1.2180112180346847,0.12046132107696148,10.111222483244312,5.384368634938395e-4,6
50,10,F08_18,days,1.3756134556340873,0.17582071934256183,7.823955338016215,0.0014406836095794417,6
50,14,B04_16,days,1.6169814775378253,0.2331200785495669,6.936260006424185,0.0022685362158578856,6
50,15,E07_18,days,1.3862537956301488,0.09582233674837183,14.46691703282537,1.3272068881811964e-4,6
50,15,F02_18,days,1.3984816858238074,0.10490986243302883,13.330316648890417,1.8309191618755483e-4,6
50,17,B08_17,days,1.6025441177818238,0.12672033603392002,12.646305778047028,2.251160100803016e-4,6
50,17,C11_17,days,1.5391917568691398,0.12143414877062761,12.675114639922755,2.2311758208487954e-4,6
50,17,F05_17,days,1.5892644052771034,0.10637249337162676,14.940557985463332,1.1690241498541247e-4,6
50,23,E05_16,days,1.6577514108863318,0.1310875541153794,12.646138850277334,2.2512765439704387e-4,6
50,4,D10_17,days,1.5611288171128188,0.07743943044022705,20.159353035503052,3.573995585879402e-5,6
