file_name,path,well_plate,well,plate,date_time,cell_size,plate_key,population,acclimation_level,percentage,expt_light_level,multitron,slot,read_at_19_12_18_0900,read_at_19_12_18_1500,start_time,days,light_level,light,cell_count,cells_per_ml
imaging/light-gen5-outputs/Rstar_BF_light_plate15_test_190613_,imaging/light-gen5-outputs/Rstar_BF_light_,C10_15,C10,15,2019-06-13T14:38:30Z,55.2,3,3,LL,0.11,L5,6,13,1,NA,2019-06-11T16:33:26Z,1.9201851851851852,5,27.5,252,70123.72088776421
imaging/light-gen5-outputs/Rstar_BF_light_plate15_test_190613_,imaging/light-gen5-outputs/Rstar_BF_light_,D10_15,D10,15,2019-06-13T14:38:30Z,53.2,3,7,LL,0.11,L5,6,13,1,NA,2019-06-11T16:33:26Z,1.9201851851851852,5,27.5,114,31722.63563970286
imaging/light-gen5-outputs/Rstar_BF_light_plate15_test_190613_,imaging/light-gen5-outputs/Rstar_BF_light_,E10_15,E10,15,2019-06-13T14:38:30Z,58.5,3,5,LL,0.11,L5,6,13,1,NA,2019-06-11T16:33:26Z,1.9201851851851852,5,27.5,36,10017.674412537745
imaging/light-gen5-outputs/Rstar_BF_light_plate16_test_190612_,imaging/light-gen5-outputs/Rstar_BF_light_,C10_16,C10,16,2019-06-12T10:43:33Z,58.7,1,23,HL,0.2,L6,4,8,1,1,2019-06-12T08:39:15Z,0.08631944444444445,6,50,372,103515.9689295567
imaging/light-gen5-outputs/Rstar_BF_light_plate16_test_190612_,imaging/light-gen5-outputs/Rstar_BF_light_,D10_16,D10,16,2019-06-12T10:43:33Z,61.3,1,19,HL,0.2,L6,4,8,1,1,2019-06-12T08:39:15Z,0.08631944444444445,6,50,1877,522310.41312037077
imaging/light-gen5-outputs/Rstar_BF_light_plate16_test_190612_,imaging/light-gen5-outputs/Rstar_BF_light_,E10_16,E10,16,2019-06-12T10:43:33Z,34.3,1,8,HL,0.2,L6,4,8,1,1,2019-06-12T08:39:15Z,0.08631944444444445,6,50,4294,1194885.9424288077
imaging/light-gen5-outputs/Rstar_BF_light_plate16_test_190612_,imaging/light-gen5-outputs/Rstar_BF_light_,F10_16,F10,16,2019-06-12T10:43:33Z,47.9,1,23,HL,0.2,L6,4,8,1,1,2019-06-12T08:39:15Z,0.08631944444444445,6,50,371,103237.70019587509
imaging/light-gen5-outputs/Rstar_BF_light_plate17_test_190612_,imaging/light-gen5-outputs/Rstar_BF_light_,B10_17,B10,17,2019-06-12T08:39:15Z,49.8,2,2,HL,0.2,L6,4,2,1,NA,2019-06-12T08:39:15Z,0,6,50,503,139969.17304184684
imaging/light-gen5-outputs/Rstar_BF_light_plate17_test_190612_,imaging/light-gen5-outputs/Rstar_BF_light_,C10_17,C10,17,2019-06-12T08:39:15Z,45.9,2,anc2,HL,0.2,L6,4,2,1,NA,2019-06-12T08:39:15Z,0,6,50,347,96559.2505875166
imaging/light-gen5-outputs/Rstar_BF_light_plate17_test_190612_,imaging/light-gen5-outputs/Rstar_BF_light_,D10_17,D10,17,2019-06-12T08:39:15Z,54.8,2,4,HL,0.2,L6,4,2,1,NA,2019-06-12T08:39:15Z,0,6,50,1086,302199.844778222
imaging/light-gen5-outputs/Rstar_BF_light_plate17_test_190612_,imaging/light-gen5-outputs/Rstar_BF_light_,E10_17,E10,17,2019-06-12T08:39:15Z,50,2,22,HL,0.2,L6,4,2,1,NA,2019-06-12T08:39:15Z,0,6,50,375,104350.77513060151
imaging/light-gen5-outputs/Rstar_BF_light_plate17_test_190612_,imaging/light-gen5-outputs/Rstar_BF_light_,F10_17,F10,17,2019-06-12T08:39:15Z,70.4,2,anc2,HL,0.2,L6,4,2,1,NA,2019-06-12T08:39:15Z,0,6,50,561,156108.75959537987
imaging/light-gen5-outputs/Rstar_BF_light_plate18_test_190612_,imaging/light-gen5-outputs/Rstar_BF_light_,B10_18,B10,18,2019-06-12T15:12:19Z,45.3,3,29,HL,0.2,L6,4,17,1,1,2019-06-12T08:39:15Z,0.27296296296296296,6,50,1373,382062.97134484234
imaging/light-gen5-outputs/Rstar_BF_light_plate18_test_190612_,imaging/light-gen5-outputs/Rstar_BF_light_,C10_18,C10,18,2019-06-12T15:12:19Z,183,3,3,HL,0.2,L6,4,17,1,1,2019-06-12T08:39:15Z,0.27296296296296296,6,50,3003,835641.0072458569
