file_name,path,well_plate,well,plate,date_time,RFU,population,temperature,round,days,start_time
data-raw/globe-chlamy-RFU/globe-2018-10-10-plate19,data-raw/globe-chlamy-RFU/globe-2018-10-10-,B02_19,B02,19,2018-10-10T22:05:38Z,30,5,34,single,0.0637962962962963,2018-10-10T20:33:46Z
data-raw/globe-chlamy-RFU/globe-2018-10-10-plate19,data-raw/globe-chlamy-RFU/globe-2018-10-10-,C02_19,C02,19,2018-10-10T22:05:38Z,17,9,34,single,0.0637962962962963,2018-10-10T20:33:46Z
data-raw/globe-chlamy-RFU/globe-2018-10-10-plate19,data-raw/globe-chlamy-RFU/globe-2018-10-10-,D02_19,D02,19,2018-10-10T22:05:38Z,30,13,34,single,0.0637962962962963,2018-10-10T20:33:46Z
data-raw/globe-chlamy-RFU/globe-2018-10-10-plate19,data-raw/globe-chlamy-RFU/globe-2018-10-10-,E02_19,E02,19,2018-10-10T22:05:38Z,11,7,34,single,0.0637962962962963,2018-10-10T20:33:46Z
data-raw/globe-chlamy-RFU/globe-2018-10-10-plate19,data-raw/globe-chlamy-RFU/globe-2018-10-10-,F02_19,F02,19,2018-10-10T22:05:38Z,15,12,34,single,0.0637962962962963,2018-10-10T20:33:46Z
data-raw/globe-chlamy-RFU/globe-2018-10-10-plate19,data-raw/globe-chlamy-RFU/globe-2018-10-10-,G02_19,G02,19,2018-10-10T22:05:38Z,12,1,34,single,0.0637962962962963,2018-10-10T20:33:46Z
data-raw/globe-chlamy-RFU/globe-2018-10-10-plate23,data-raw/globe-chlamy-RFU/globe-2018-10-10-,B02_23,B02,23,2018-10-11T09:32:17Z,185,5,40,single,0.5406365740740741,2018-10-10T20:33:46Z
data-raw/globe-chlamy-RFU/globe-2018-10-10-plate23,data-raw/globe-chlamy-RFU/globe-2018-10-10-,C02_23,C02,23,2018-10-11T09:32:17Z,61,9,40,single,0.5406365740740741,2018-10-10T20:33:46Z
data-raw/globe-chlamy-RFU/globe-2018-10-10-plate23,data-raw/globe-chlamy-RFU/globe-2018-10-10-,D02_23,D02,23,2018-10-11T09:32:17Z,68,13,40,single,0.5406365740740741,2018-10-10T20:33:46Z
data-raw/globe-chlamy-RFU/globe-2018-10-10-plate23,data-raw/globe-chlamy-RFU/globe-2018-10-10-,E02_23,E02,23,2018-10-11T09:32:17Z,19,7,40,single,0.5406365740740741,2018-10-10T20:33:46Z
data-raw/globe-chlamy-RFU/globe-2018-10-10-plate23,data-raw/globe-chlamy-RFU/globe-2018-10-10-,F02_23,F02,23,2018-10-11T09:32:17Z,69,12,40,single,0.5406365740740741,2018-10-10T20:33:46Z
data-raw/globe-chlamy-RFU/globe-2018-10-10-plate23,data-raw/globe-chlamy-RFU/globe-2018-10-10-,G02_23,G02,23,2018-10-11T09:32:17Z,18,1,40,single,0.5406365740740741,2018-10-10T20:33:46Z
data-raw/globe-chlamy-RFU/globe-2018-10-10-plate25,data-raw/globe-chlamy-RFU/globe-2018-10-10-,B02_25,B02,25,2018-10-10T20:33:46Z,14,5,20,single,0,2018-10-10T20:33:46Z
data-raw/globe-chlamy-RFU/globe-2018-10-10-plate25,data-raw/globe-chlamy-RFU/globe-2018-10-10-,C02_25,C02,25,2018-10-10T20:33:46Z,17,9,20,single,0,2018-10-10T20:33:46Z
data-raw/globe-chlamy-RFU/globe-2018-10-10-plate25,data-raw/globe-chlamy-RFU/globe-2018-10-10-,D02_25,D02,25,2018-10-10T20:33:46Z,23,13,20,single,0,2018-10-10T20:33:46Z
data-raw/globe-chlamy-RFU/globe-2018-10-10-plate25,data-raw/globe-chlamy-RFU/globe-2018-10-10-,E02_25,E02,25,2018-10-10T20:33:46Z,9,7,20,single,0,2018-10-10T20:33:46Z
data-raw/globe-chlamy-RFU/globe-2018-10-10-plate25,data-raw/globe-chlamy-RFU/globe-2018-10-10-,F02_25,F02,25,2018-10-10T20:33:46Z,16,12,20,single,0,2018-10-10T20:33:46Z
data-raw/globe-chlamy-RFU/globe-2018-10-10-plate25,data-raw/globe-chlamy-RFU/globe-2018-10-10-,G02_25,G02,25,2018-10-10T20:33:46Z,17,1,20,single,0,2018-10-10T20:33:46Z
data-raw/globe-chlamy-RFU/globe-2018-10-10-plate6,data-raw/globe-chlamy-RFU/globe-2018-10-10-,B02_6,B02,6,2018-10-10T21:45:37Z,18,5,16,single,0.049895833333333334,2018-10-10T20:33:46Z
data-raw/globe-chlamy-RFU/globe-2018-10-10-plate6,data-raw/globe-chlamy-RFU/globe-2018-10-10-,C02_6,C02,6,2018-10-10T21:45:37Z,19,9,16,single,0.049895833333333334,2018-10-10T20:33:46Z
data-raw/globe-chlamy-RFU/globe-2018-10-10-plate6,data-raw/globe-chlamy-RFU/globe-2018-10-10-,D02_6,D02,6,2018-10-10T21:45:37Z,28,13,16,single,0.049895833333333334,2018-10-10T20:33:46Z
data-raw/globe-chlamy-RFU/globe-2018-10-10-plate6,data-raw/globe-chlamy-RFU/globe-2018-10-10-,E02_6,E02,6,2018-10-10T21:45:37Z,11,7,16,single,0.049895833333333334,2018-10-10T20:33:46Z
data-raw/globe-chlamy-RFU/globe-2018-10-10-plate6,data-raw/globe-chlamy-RFU/globe-2018-10-10-,F02_6,F02,6,2018-10-10T21:45:37Z,15,12,16,single,0.049895833333333334,2018-10-10T20:33:46Z
data-raw/globe-chlamy-RFU/globe-2018-10-10-plate6,data-raw/globe-chlamy-RFU/globe-2018-10-10-,G02_6,G02,6,2018-10-10T21:45:37Z,18,1,16,single,0.049895833333333334,2018-10-10T20:33:46Z
data-raw/globe-chlamy-RFU/globe-2018-10-10-plate7,data-raw/globe-chlamy-RFU/globe-2018-10-10-,B02_7,B02,7,2018-10-10T20:47:05Z,16,5,16,single,0.009247685185185185,2018-10-10T20:33:46Z
data-raw/globe-chlamy-RFU/globe-2018-10-10-plate7,data-raw/globe-chlamy-RFU/globe-2018-10-10-,C02_7,C02,7,2018-10-10T20:47:05Z,19,9,16,single,0.009247685185185185,2018-10-10T20:33:46Z
data-raw/globe-chlamy-RFU/globe-2018-10-10-plate7,data-raw/globe-chlamy-RFU/globe-2018-10-10-,D02_7,D02,7,2018-10-10T20:47:05Z,30,13,16,single,0.009247685185185185,2018-10-10T20:33:46Z
data-raw/globe-chlamy-RFU/globe-2018-10-10-plate7,data-raw/globe-chlamy-RFU/globe-2018-10-10-,E02_7,E02,7,2018-10-10T20:47:05Z,12,7,16,single,0.009247685185185185,2018-10-10T20:33:46Z
data-raw/globe-chlamy-RFU/globe-2018-10-10-plate7,data-raw/globe-chlamy-RFU/globe-2018-10-10-,F02_7,F02,7,2018-10-10T20:47:05Z,14,12,16,single,0.009247685185185185,2018-10-10T20:33:46Z
data-raw/globe-chlamy-RFU/globe-2018-10-10-plate7,data-raw/globe-chlamy-RFU/globe-2018-10-10-,G02_7,G02,7,2018-10-10T20:47:05Z,18,1,16,single,0.009247685185185185,2018-10-10T20:33:46Z
data-raw/globe-chlamy-RFU/globe-2018-10-10-plate9,data-raw/globe-chlamy-RFU/globe-2018-10-10-,B02_9,B02,9,2018-10-10T23:02:42Z,28,5,22,single,0.10342592592592592,2018-10-10T20:33:46Z
data-raw/globe-chlamy-RFU/globe-2018-10-10-plate9,data-raw/globe-chlamy-RFU/globe-2018-10-10-,C02_9,C02,9,2018-10-10T23:02:42Z,22,9,22,single,0.10342592592592592,2018-10-10T20:33:46Z
data-raw/globe-chlamy-RFU/globe-2018-10-10-plate9,data-raw/globe-chlamy-RFU/globe-2018-10-10-,D02_9,D02,9,2018-10-10T23:02:42Z,30,13,22,single,0.10342592592592592,2018-10-10T20:33:46Z
data-raw/globe-chlamy-RFU/globe-2018-10-10-plate9,data-raw/globe-chlamy-RFU/globe-2018-10-10-,E02_9,E02,9,2018-10-10T23:02:42Z,8,7,22,single,0.10342592592592592,2018-10-10T20:33:46Z
data-raw/globe-chlamy-RFU/globe-2018-10-10-plate9,data-raw/globe-chlamy-RFU/globe-2018-10-10-,F02_9,F02,9,2018-10-10T23:02:42Z,12,12,22,single,0.10342592592592592,2018-10-10T20:33:46Z
data-raw/globe-chlamy-RFU/globe-2018-10-10-plate9,data-raw/globe-chlamy-RFU/globe-2018-10-10-,G02_9,G02,9,2018-10-10T23:02:42Z,17,1,22,single,0.10342592592592592,2018-10-10T20:33:46Z
data-raw/globe-chlamy-RFU/globe-2018-10-11-plate1,data-raw/globe-chlamy-RFU/globe-2018-10-11-,B02_1,B02,1,2018-10-11T18:25:52Z,13,5,10,single,0.9111805555555555,2018-10-10T20:33:46Z
data-raw/globe-chlamy-RFU/globe-2018-10-11-plate1,data-raw/globe-chlamy-RFU/globe-2018-10-11-,C02_1,C02,1,2018-10-11T18:25:52Z,14,9,10,single,0.9111805555555555,2018-10-10T20:33:46Z
data-raw/globe-chlamy-RFU/globe-2018-10-11-plate1,data-raw/globe-chlamy-RFU/globe-2018-10-11-,D02_1,D02,1,2018-10-11T18:25:52Z,15,13,10,single,0.9111805555555555,2018-10-10T20:33:46Z
data-raw/globe-chlamy-RFU/globe-2018-10-11-plate1,data-raw/globe-chlamy-RFU/globe-2018-10-11-,E02_1,E02,1,2018-10-11T18:25:52Z,7,7,10,single,0.9111805555555555,2018-10-10T20:33:46Z
data-raw/globe-chlamy-RFU/globe-2018-10-11-plate1,data-raw/globe-chlamy-RFU/globe-2018-10-11-,F02_1,F02,1,2018-10-11T18:25:52Z,11,12,10,single,0.9111805555555555,2018-10-10T20:33:46Z
data-raw/globe-chlamy-RFU/globe-2018-10-11-plate1,data-raw/globe-chlamy-RFU/globe-2018-10-11-,G02_1,G02,1,2018-10-11T18:25:52Z,9,1,10,single,0.9111805555555555,2018-10-10T20:33:46Z
data-raw/globe-chlamy-RFU/globe-2018-10-11-plate10,data-raw/globe-chlamy-RFU/globe-2018-10-11-,B02_10,B02,10,2018-10-11T14:21:58Z,30,5,22,single,0.7418055555555556,2018-10-10T20:33:46Z
data-raw/globe-chlamy-RFU/globe-2018-10-11-plate10,data-raw/globe-chlamy-RFU/globe-2018-10-11-,C02_10,C02,10,2018-10-11T14:21:58Z,9,9,22,single,0.7418055555555556,2018-10-10T20:33:46Z
data-raw/globe-chlamy-RFU/globe-2018-10-11-plate10,data-raw/globe-chlamy-RFU/globe-2018-10-11-,D02_10,D02,10,2018-10-11T14:21:58Z,47,13,22,single,0.7418055555555556,2018-10-10T20:33:46Z
data-raw/globe-chlamy-RFU/globe-2018-10-11-plate10,data-raw/globe-chlamy-RFU/globe-2018-10-11-,E02_10,E02,10,2018-10-11T14:21:58Z,13,7,22,single,0.7418055555555556,2018-10-10T20:33:46Z
data-raw/globe-chlamy-RFU/globe-2018-10-11-plate10,data-raw/globe-chlamy-RFU/globe-2018-10-11-,F02_10,F02,10,2018-10-11T14:21:58Z,13,12,22,single,0.7418055555555556,2018-10-10T20:33:46Z
data-raw/globe-chlamy-RFU/globe-2018-10-11-plate10,data-raw/globe-chlamy-RFU/globe-2018-10-11-,G02_10,G02,10,2018-10-11T14:21:58Z,40,1,22,single,0.7418055555555556,2018-10-10T20:33:46Z
data-raw/globe-chlamy-RFU/globe-2018-10-11-plate11,data-raw/globe-chlamy-RFU/globe-2018-10-11-,B02_11,B02,11,2018-10-11T14:29:58Z,55,5,22,single,0.7473611111111111,2018-10-10T20:33:46Z
data-raw/globe-chlamy-RFU/globe-2018-10-11-plate11,data-raw/globe-chlamy-RFU/globe-2018-10-11-,C02_11,C02,11,2018-10-11T14:29:58Z,13,9,22,single,0.7473611111111111,2018-10-10T20:33:46Z
data-raw/globe-chlamy-RFU/globe-2018-10-11-plate11,data-raw/globe-chlamy-RFU/globe-2018-10-11-,D02_11,D02,11,2018-10-11T14:29:58Z,39,13,22,single,0.7473611111111111,2018-10-10T20:33:46Z
data-raw/globe-chlamy-RFU/globe-2018-10-11-plate11,data-raw/globe-chlamy-RFU/globe-2018-10-11-,E02_11,E02,11,2018-10-11T14:29:58Z,11,7,22,single,0.7473611111111111,2018-10-10T20:33:46Z
data-raw/globe-chlamy-RFU/globe-2018-10-11-plate11,data-raw/globe-chlamy-RFU/globe-2018-10-11-,F02_11,F02,11,2018-10-11T14:29:58Z,27,12,22,single,0.7473611111111111,2018-10-10T20:33:46Z
data-raw/globe-chlamy-RFU/globe-2018-10-11-plate11,data-raw/globe-chlamy-RFU/globe-2018-10-11-,G02_11,G02,11,2018-10-11T14:29:58Z,9,1,22,single,0.7473611111111111,2018-10-10T20:33:46Z
data-raw/globe-chlamy-RFU/globe-2018-10-11-plate12,data-raw/globe-chlamy-RFU/globe-2018-10-11-,B02_12,B02,12,2018-10-11T14:37:48Z,105,5,22,repeat,0.752800925925926,2018-10-10T20:33:46Z
data-raw/globe-chlamy-RFU/globe-2018-10-11-plate12,data-raw/globe-chlamy-RFU/globe-2018-10-11-,C02_12,C02,12,2018-10-11T14:37:48Z,11,9,22,repeat,0.752800925925926,2018-10-10T20:33:46Z
data-raw/globe-chlamy-RFU/globe-2018-10-11-plate12,data-raw/globe-chlamy-RFU/globe-2018-10-11-,D02_12,D02,12,2018-10-11T14:37:48Z,39,13,22,repeat,0.752800925925926,2018-10-10T20:33:46Z
data-raw/globe-chlamy-RFU/globe-2018-10-11-plate12,data-raw/globe-chlamy-RFU/globe-2018-10-11-,E02_12,E02,12,2018-10-11T14:37:48Z,10,7,22,repeat,0.752800925925926,2018-10-10T20:33:46Z
data-raw/globe-chlamy-RFU/globe-2018-10-11-plate12,data-raw/globe-chlamy-RFU/globe-2018-10-11-,F02_12,F02,12,2018-10-11T14:37:48Z,10,12,22,repeat,0.752800925925926,2018-10-10T20:33:46Z
data-raw/globe-chlamy-RFU/globe-2018-10-11-plate12,data-raw/globe-chlamy-RFU/globe-2018-10-11-,G02_12,G02,12,2018-10-11T14:37:48Z,30,1,22,repeat,0.752800925925926,2018-10-10T20:33:46Z
data-raw/globe-chlamy-RFU/globe-2018-10-11-plate13,data-raw/globe-chlamy-RFU/globe-2018-10-11-,B02_13,B02,13,2018-10-11T13:49:59Z,76,5,28,single,0.7195949074074074,2018-10-10T20:33:46Z
data-raw/globe-chlamy-RFU/globe-2018-10-11-plate13,data-raw/globe-chlamy-RFU/globe-2018-10-11-,C02_13,C02,13,2018-10-11T13:49:59Z,15,9,28,single,0.7195949074074074,2018-10-10T20:33:46Z
data-raw/globe-chlamy-RFU/globe-2018-10-11-plate13,data-raw/globe-chlamy-RFU/globe-2018-10-11-,D02_13,D02,13,2018-10-11T13:49:59Z,97,13,28,single,0.7195949074074074,2018-10-10T20:33:46Z
data-raw/globe-chlamy-RFU/globe-2018-10-11-plate13,data-raw/globe-chlamy-RFU/globe-2018-10-11-,E02_13,E02,13,2018-10-11T13:49:59Z,23,7,28,single,0.7195949074074074,2018-10-10T20:33:46Z
data-raw/globe-chlamy-RFU/globe-2018-10-11-plate13,data-raw/globe-chlamy-RFU/globe-2018-10-11-,F02_13,F02,13,2018-10-11T13:49:59Z,47,12,28,single,0.7195949074074074,2018-10-10T20:33:46Z
data-raw/globe-chlamy-RFU/globe-2018-10-11-plate13,data-raw/globe-chlamy-RFU/globe-2018-10-11-,G02_13,G02,13,2018-10-11T13:49:59Z,22,1,28,single,0.7195949074074074,2018-10-10T20:33:46Z
data-raw/globe-chlamy-RFU/globe-2018-10-11-plate15,data-raw/globe-chlamy-RFU/globe-2018-10-11-,B02_15,B02,15,2018-10-11T13:57:53Z,217,5,28,single,0.7250810185185185,2018-10-10T20:33:46Z
data-raw/globe-chlamy-RFU/globe-2018-10-11-plate15,data-raw/globe-chlamy-RFU/globe-2018-10-11-,C02_15,C02,15,2018-10-11T13:57:53Z,14,9,28,single,0.7250810185185185,2018-10-10T20:33:46Z
data-raw/globe-chlamy-RFU/globe-2018-10-11-plate15,data-raw/globe-chlamy-RFU/globe-2018-10-11-,D02_15,D02,15,2018-10-11T13:57:53Z,98,13,28,single,0.7250810185185185,2018-10-10T20:33:46Z
data-raw/globe-chlamy-RFU/globe-2018-10-11-plate15,data-raw/globe-chlamy-RFU/globe-2018-10-11-,E02_15,E02,15,2018-10-11T13:57:53Z,18,7,28,single,0.7250810185185185,2018-10-10T20:33:46Z
data-raw/globe-chlamy-RFU/globe-2018-10-11-plate15,data-raw/globe-chlamy-RFU/globe-2018-10-11-,F02_15,F02,15,2018-10-11T13:57:53Z,43,12,28,single,0.7250810185185185,2018-10-10T20:33:46Z
data-raw/globe-chlamy-RFU/globe-2018-10-11-plate15,data-raw/globe-chlamy-RFU/globe-2018-10-11-,G02_15,G02,15,2018-10-11T13:57:53Z,20,1,28,single,0.7250810185185185,2018-10-10T20:33:46Z
data-raw/globe-chlamy-RFU/globe-2018-10-11-plate16,data-raw/globe-chlamy-RFU/globe-2018-10-11-,B02_16,B02,16,2018-10-11T14:05:44Z,196,5,28,repeat,0.7305324074074074,2018-10-10T20:33:46Z
data-raw/globe-chlamy-RFU/globe-2018-10-11-plate16,data-raw/globe-chlamy-RFU/globe-2018-10-11-,C02_16,C02,16,2018-10-11T14:05:44Z,14,9,28,repeat,0.7305324074074074,2018-10-10T20:33:46Z
data-raw/globe-chlamy-RFU/globe-2018-10-11-plate16,data-raw/globe-chlamy-RFU/globe-2018-10-11-,D02_16,D02,16,2018-10-11T14:05:44Z,104,13,28,repeat,0.7305324074074074,2018-10-10T20:33:46Z
data-raw/globe-chlamy-RFU/globe-2018-10-11-plate16,data-raw/globe-chlamy-RFU/globe-2018-10-11-,E02_16,E02,16,2018-10-11T14:05:44Z,27,7,28,repeat,0.7305324074074074,2018-10-10T20:33:46Z
data-raw/globe-chlamy-RFU/globe-2018-10-11-plate16,data-raw/globe-chlamy-RFU/globe-2018-10-11-,F02_16,F02,16,2018-10-11T14:05:44Z,54,12,28,repeat,0.7305324074074074,2018-10-10T20:33:46Z
data-raw/globe-chlamy-RFU/globe-2018-10-11-plate16,data-raw/globe-chlamy-RFU/globe-2018-10-11-,G02_16,G02,16,2018-10-11T14:05:44Z,22,1,28,repeat,0.7305324074074074,2018-10-10T20:33:46Z
data-raw/globe-chlamy-RFU/globe-2018-10-11-plate17,data-raw/globe-chlamy-RFU/globe-2018-10-11-,B02_17,B02,17,2018-10-11T13:18:09Z,226,5,34,single,0.697488425925926,2018-10-10T20:33:46Z
data-raw/globe-chlamy-RFU/globe-2018-10-11-plate17,data-raw/globe-chlamy-RFU/globe-2018-10-11-,C02_17,C02,17,2018-10-11T13:18:09Z,45,9,34,single,0.697488425925926,2018-10-10T20:33:46Z
data-raw/globe-chlamy-RFU/globe-2018-10-11-plate17,data-raw/globe-chlamy-RFU/globe-2018-10-11-,D02_17,D02,17,2018-10-11T13:18:09Z,188,13,34,single,0.697488425925926,2018-10-10T20:33:46Z
data-raw/globe-chlamy-RFU/globe-2018-10-11-plate17,data-raw/globe-chlamy-RFU/globe-2018-10-11-,E02_17,E02,17,2018-10-11T13:18:09Z,51,7,34,single,0.697488425925926,2018-10-10T20:33:46Z
data-raw/globe-chlamy-RFU/globe-2018-10-11-plate17,data-raw/globe-chlamy-RFU/globe-2018-10-11-,F02_17,F02,17,2018-10-11T13:18:09Z,67,12,34,single,0.697488425925926,2018-10-10T20:33:46Z
data-raw/globe-chlamy-RFU/globe-2018-10-11-plate17,data-raw/globe-chlamy-RFU/globe-2018-10-11-,G02_17,G02,17,2018-10-11T13:18:09Z,99,1,34,single,0.697488425925926,2018-10-10T20:33:46Z
data-raw/globe-chlamy-RFU/globe-2018-10-11-plate18,data-raw/globe-chlamy-RFU/globe-2018-10-11-,B02_18,B02,18,2018-10-11T13:26:19Z,236,5,34,single,0.7031597222222222,2018-10-10T20:33:46Z
data-raw/globe-chlamy-RFU/globe-2018-10-11-plate18,data-raw/globe-chlamy-RFU/globe-2018-10-11-,C02_18,C02,18,2018-10-11T13:26:19Z,62,9,34,single,0.7031597222222222,2018-10-10T20:33:46Z
data-raw/globe-chlamy-RFU/globe-2018-10-11-plate18,data-raw/globe-chlamy-RFU/globe-2018-10-11-,D02_18,D02,18,2018-10-11T13:26:19Z,132,13,34,single,0.7031597222222222,2018-10-10T20:33:46Z
data-raw/globe-chlamy-RFU/globe-2018-10-11-plate18,data-raw/globe-chlamy-RFU/globe-2018-10-11-,E02_18,E02,18,2018-10-11T13:26:19Z,42,7,34,single,0.7031597222222222,2018-10-10T20:33:46Z
data-raw/globe-chlamy-RFU/globe-2018-10-11-plate18,data-raw/globe-chlamy-RFU/globe-2018-10-11-,F02_18,F02,18,2018-10-11T13:26:19Z,100,12,34,single,0.7031597222222222,2018-10-10T20:33:46Z
data-raw/globe-chlamy-RFU/globe-2018-10-11-plate18,data-raw/globe-chlamy-RFU/globe-2018-10-11-,G02_18,G02,18,2018-10-11T13:26:19Z,16,1,34,single,0.7031597222222222,2018-10-10T20:33:46Z
data-raw/globe-chlamy-RFU/globe-2018-10-11-plate19,data-raw/globe-chlamy-RFU/globe-2018-10-11-,B02_19,B02,19,2018-10-11T13:34:14Z,320,5,34,single,0.7086574074074075,2018-10-10T20:33:46Z
data-raw/globe-chlamy-RFU/globe-2018-10-11-plate19,data-raw/globe-chlamy-RFU/globe-2018-10-11-,C02_19,C02,19,2018-10-11T13:34:14Z,134,9,34,single,0.7086574074074075,2018-10-10T20:33:46Z
data-raw/globe-chlamy-RFU/globe-2018-10-11-plate19,data-raw/globe-chlamy-RFU/globe-2018-10-11-,D02_19,D02,19,2018-10-11T13:34:14Z,288,13,34,single,0.7086574074074075,2018-10-10T20:33:46Z
data-raw/globe-chlamy-RFU/globe-2018-10-11-plate19,data-raw/globe-chlamy-RFU/globe-2018-10-11-,E02_19,E02,19,2018-10-11T13:34:14Z,50,7,34,single,0.7086574074074075,2018-10-10T20:33:46Z
data-raw/globe-chlamy-RFU/globe-2018-10-11-plate19,data-raw/globe-chlamy-RFU/globe-2018-10-11-,F02_19,F02,19,2018-10-11T13:34:14Z,76,12,34,single,0.7086574074074075,2018-10-10T20:33:46Z
data-raw/globe-chlamy-RFU/globe-2018-10-11-plate19,data-raw/globe-chlamy-RFU/globe-2018-10-11-,G02_19,G02,19,2018-10-11T13:34:14Z,101,1,34,single,0.7086574074074075,2018-10-10T20:33:46Z
data-raw/globe-chlamy-RFU/globe-2018-10-11-plate2,data-raw/globe-chlamy-RFU/globe-2018-10-11-,B02_2,B02,2,2018-10-11T18:33:58Z,13,5,10,single,0.9168055555555555,2018-10-10T20:33:46Z
data-raw/globe-chlamy-RFU/globe-2018-10-11-plate2,data-raw/globe-chlamy-RFU/globe-2018-10-11-,C02_2,C02,2,2018-10-11T18:33:58Z,3,9,10,single,0.9168055555555555,2018-10-10T20:33:46Z
data-raw/globe-chlamy-RFU/globe-2018-10-11-plate2,data-raw/globe-chlamy-RFU/globe-2018-10-11-,D02_2,D02,2,2018-10-11T18:33:58Z,12,13,10,single,0.9168055555555555,2018-10-10T20:33:46Z
data-raw/globe-chlamy-RFU/globe-2018-10-11-plate2,data-raw/globe-chlamy-RFU/globe-2018-10-11-,E02_2,E02,2,2018-10-11T18:33:58Z,6,7,10,single,0.9168055555555555,2018-10-10T20:33:46Z
data-raw/globe-chlamy-RFU/globe-2018-10-11-plate2,data-raw/globe-chlamy-RFU/globe-2018-10-11-,F02_2,F02,2,2018-10-11T18:33:58Z,12,12,10,single,0.9168055555555555,2018-10-10T20:33:46Z
data-raw/globe-chlamy-RFU/globe-2018-10-11-plate2,data-raw/globe-chlamy-RFU/globe-2018-10-11-,G02_2,G02,2,2018-10-11T18:33:58Z,4,1,10,single,0.9168055555555555,2018-10-10T20:33:46Z
